Value,AFRICA_2024_DynamicWorld_2024_35PRL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R,AFRICA_2024_GSW_Yearly_2021_35PRL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R,AFRICA_2024_WorldCover_2021_35PRL_M_R
1728,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1729,Water,Water,NULL,Water,Non_Wetland,Grassland
1730,Water,Water,NULL,Water,Non_Wetland,Wetland
1731,Water,Water,NULL,Water,Non_Wetland,Water
1732,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1733,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1734,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1735,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1736,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1737,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1738,Water,Water,Shrubland,NULL,Non_Wetland,Water
1739,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1740,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1741,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1742,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1743,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1744,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1745,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1746,Water,Water,Shrubland,Water,Non_Wetland,NULL
1747,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1748,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1749,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1750,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1751,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1752,Water,Water,Shrubland,Water,Non_Wetland,Water
1753,Water,Water,Shrubland,Water,Non_Wetland,Forest
1754,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1755,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1756,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1757,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1758,Water,Water,Grassland,NULL,Non_Wetland,Water
1759,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1760,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1761,Water,Water,Grassland,Water,Non_Wetland,Grassland
1762,Water,Water,Grassland,Water,Non_Wetland,Wetland
1763,Water,Water,Grassland,Water,Non_Wetland,Bareland
1764,Water,Water,Cropland,NULL,Non_Wetland,NULL
1765,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1766,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1767,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1768,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1769,Water,Water,Cropland,NULL,Non_Wetland,Water
1770,Water,Water,Cropland,NULL,Non_Wetland,Forest
1771,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1772,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1773,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1774,Water,Water,Cropland,Water,Non_Wetland,Water
1775,Water,Water,Wetland,NULL,Wetland,NULL
1776,Water,Water,Wetland,NULL,Wetland,Grassland
1777,Water,Water,Wetland,NULL,Wetland,Wetland
1778,Water,Water,Wetland,NULL,Wetland,Bareland
1779,Water,Water,Wetland,NULL,Wetland,Water
1780,Water,Water,Wetland,NULL,Wetland,Forest
1781,Water,Water,Wetland,Non_Water,Wetland,NULL
1782,Water,Water,Wetland,Non_Water,Wetland,Grassland
1783,Water,Water,Wetland,Non_Water,Wetland,Wetland
1784,Water,Water,Wetland,Non_Water,Wetland,Water
1785,Water,Water,Wetland,Non_Water,Wetland,Forest
1786,Water,Water,Wetland,Water,Wetland,NULL
1787,Water,Water,Wetland,Water,Wetland,Grassland
1788,Water,Water,Wetland,Water,Wetland,Wetland
1789,Water,Water,Wetland,Water,Wetland,Bareland
1790,Water,Water,Wetland,Water,Wetland,Water
1791,Water,Water,Wetland,Water,Wetland,Forest
1792,Water,Water,Bareland,NULL,Non_Wetland,NULL
1793,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1794,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1795,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1796,Water,Water,Bareland,NULL,Non_Wetland,Water
1797,Water,Water,Bareland,NULL,Non_Wetland,Forest
1798,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1799,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1800,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1801,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1802,Water,Water,Bareland,Water,Non_Wetland,Grassland
1803,Water,Water,Bareland,Water,Non_Wetland,Wetland
1804,Water,Water,Bareland,Water,Non_Wetland,Bareland
1805,Water,Water,Bareland,Water,Non_Wetland,Water
1806,Water,Water,Bareland,Water,Non_Wetland,Forest
1807,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1808,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1809,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1810,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1811,Water,Water,Built-up,NULL,Non_Wetland,Water
1812,Water,Water,Built-up,NULL,Non_Wetland,Forest
1813,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1814,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1815,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1816,Water,Water,Built-up,Water,Non_Wetland,Grassland
1817,Water,Water,Built-up,Water,Non_Wetland,Wetland
1818,Water,Water,Built-up,Water,Non_Wetland,Bareland
1819,Water,Water,Built-up,Water,Non_Wetland,Built-up
1820,Water,Water,Built-up,Water,Non_Wetland,Water
1821,Water,Water,Water,NULL,Water,NULL
1822,Water,Water,Water,NULL,Water,Grassland
1823,Water,Water,Water,NULL,Water,Cropland
1824,Water,Water,Water,NULL,Water,Wetland
1825,Water,Water,Water,NULL,Water,Bareland
1826,Water,Water,Water,NULL,Water,Water
1827,Water,Water,Water,NULL,Water,Forest
1828,Water,Water,Water,Non_Water,Water,Grassland
1829,Water,Water,Water,Non_Water,Water,Wetland
1830,Water,Water,Water,Non_Water,Water,Water
1831,Water,Water,Water,Non_Water,Water,Forest
1832,Water,Water,Water,Water,Water,NULL
1833,Water,Water,Water,Water,Water,Grassland
1834,Water,Water,Water,Water,Water,Wetland
1835,Water,Water,Water,Water,Water,Bareland
1836,Water,Water,Water,Water,Water,Water
1837,Water,Water,Water,Water,Water,Forest
1838,Water,Water,Forest,NULL,Non_Wetland,NULL
1839,Water,Water,Forest,NULL,Non_Wetland,Grassland
1840,Water,Water,Forest,NULL,Non_Wetland,Wetland
1841,Water,Water,Forest,NULL,Non_Wetland,Water
1842,Water,Water,Forest,NULL,Non_Wetland,Forest
1843,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1844,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1845,Water,Water,Forest,Non_Water,Non_Wetland,Water
1846,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1847,Water,Water,Forest,Water,Non_Wetland,NULL
1848,Water,Water,Forest,Water,Non_Wetland,Grassland
1849,Water,Water,Forest,Water,Non_Wetland,Wetland
1850,Water,Water,Forest,Water,Non_Wetland,Water
1851,Water,Water,Forest,Water,Non_Wetland,Forest
1852,Water,Forest,NULL,NULL,Non_Wetland,NULL
1853,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1854,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1855,Water,Forest,NULL,NULL,Non_Wetland,Forest
1856,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1857,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1858,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1859,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1860,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1861,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1862,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1863,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1864,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1865,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1866,Water,Forest,Wetland,NULL,Wetland,NULL
1867,Water,Forest,Wetland,NULL,Wetland,Grassland
1868,Water,Forest,Wetland,NULL,Wetland,Wetland
1869,Water,Forest,Wetland,NULL,Wetland,Water
1870,Water,Forest,Wetland,NULL,Wetland,Forest
1871,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1872,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1873,Water,Forest,Wetland,Non_Water,Wetland,Forest
1874,Water,Forest,Wetland,Water,Wetland,Wetland
1875,Water,Forest,Wetland,Water,Wetland,Water
1876,Water,Forest,Wetland,Water,Wetland,Forest
1877,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1878,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1879,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1880,Water,Forest,Water,NULL,Water,Wetland
1881,Water,Forest,Water,NULL,Water,Water
1882,Water,Forest,Water,NULL,Water,Forest
1883,Water,Forest,Water,Non_Water,Water,Wetland
1884,Water,Forest,Water,Non_Water,Water,Forest
1885,Water,Forest,Water,Water,Water,Wetland
1886,Water,Forest,Water,Water,Water,Forest
1887,Water,Forest,Forest,NULL,Non_Wetland,NULL
1888,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1889,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1890,Water,Forest,Forest,NULL,Non_Wetland,Water
1891,Water,Forest,Forest,NULL,Non_Wetland,Forest
1892,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1893,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1894,Water,Forest,Forest,Water,Non_Wetland,Wetland
1895,Water,Forest,Forest,Water,Non_Wetland,Forest
1896,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1897,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1898,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1899,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1900,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1901,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1902,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1903,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1904,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1905,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1906,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1907,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1908,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1909,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland
1910,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1911,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Bareland
1912,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Bareland
1913,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1914,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1915,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1916,Forest,NULL,NULL,NULL,Non_Wetland,Water
1917,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1918,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1919,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1920,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1921,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1922,Forest,NULL,NULL,Water,Non_Wetland,Water
1923,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1924,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1925,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1926,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1927,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1928,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1929,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1930,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1931,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1932,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1933,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1934,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1935,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1936,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1937,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1938,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1939,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1940,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1941,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1942,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1943,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1944,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1945,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1946,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1947,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1948,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1949,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1950,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1951,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1952,Forest,NULL,Grassland,Water,Non_Wetland,Water
1953,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1954,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1955,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1956,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1957,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1958,Forest,NULL,Cropland,Water,Non_Wetland,Water
1959,Forest,NULL,Wetland,NULL,Wetland,NULL
1960,Forest,NULL,Wetland,NULL,Wetland,Grassland
1961,Forest,NULL,Wetland,NULL,Wetland,Wetland
1962,Forest,NULL,Wetland,NULL,Wetland,Built-up
1963,Forest,NULL,Wetland,NULL,Wetland,Water
1964,Forest,NULL,Wetland,NULL,Wetland,Forest
1965,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1966,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1967,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1968,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1969,Forest,NULL,Wetland,Water,Wetland,Grassland
1970,Forest,NULL,Wetland,Water,Wetland,Wetland
1971,Forest,NULL,Wetland,Water,Wetland,Water
1972,Forest,NULL,Wetland,Water,Wetland,Forest
1973,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1974,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1975,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1976,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1977,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1978,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1979,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1980,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1981,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1982,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1983,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1984,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1985,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1986,Forest,NULL,Water,NULL,Water,NULL
1987,Forest,NULL,Water,NULL,Water,Grassland
1988,Forest,NULL,Water,NULL,Water,Wetland
1989,Forest,NULL,Water,NULL,Water,Water
1990,Forest,NULL,Water,NULL,Water,Forest
1991,Forest,NULL,Water,Non_Water,Water,Wetland
1992,Forest,NULL,Water,Non_Water,Water,Forest
1993,Forest,NULL,Water,Water,Water,NULL
1994,Forest,NULL,Water,Water,Water,Grassland
1995,Forest,NULL,Water,Water,Water,Wetland
1996,Forest,NULL,Water,Water,Water,Water
1997,Forest,NULL,Water,Water,Water,Forest
1998,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1999,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2000,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2001,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2002,Forest,NULL,Forest,NULL,Non_Wetland,Water
2003,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2004,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2005,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2006,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2007,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2008,Forest,NULL,Forest,Water,Non_Wetland,NULL
2009,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2010,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2011,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2012,Forest,NULL,Forest,Water,Non_Wetland,Water
2013,Forest,NULL,Forest,Water,Non_Wetland,Forest
2014,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2015,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2016,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2017,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2022,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2023,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2024,Forest,Cropland,Wetland,NULL,Wetland,NULL
2025,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2026,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2027,Forest,Cropland,Wetland,NULL,Wetland,Forest
2028,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2029,Forest,Cropland,Wetland,Water,Wetland,Water
2030,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2031,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2032,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2033,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2034,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2035,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2036,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2037,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2038,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2039,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2040,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2041,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2042,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2043,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2044,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2045,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2046,Forest,Wetland,NULL,Water,Non_Wetland,Water
2047,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2048,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2049,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2050,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2051,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
2052,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2053,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2054,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2055,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2056,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
2057,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2058,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2059,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
2060,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2061,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2062,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2063,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2064,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2065,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2066,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up
2067,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2068,Forest,Wetland,Wetland,NULL,Wetland,NULL
2069,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2070,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2071,Forest,Wetland,Wetland,NULL,Wetland,Built-up
2072,Forest,Wetland,Wetland,NULL,Wetland,Water
2073,Forest,Wetland,Wetland,NULL,Wetland,Forest
2074,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2075,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2076,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2077,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2078,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2079,Forest,Wetland,Wetland,Water,Wetland,Grassland
2080,Forest,Wetland,Wetland,Water,Wetland,Wetland
2081,Forest,Wetland,Wetland,Water,Wetland,Water
2082,Forest,Wetland,Wetland,Water,Wetland,Forest
2083,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
2084,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2085,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2086,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2087,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2088,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2089,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2090,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2091,Forest,Wetland,Water,NULL,Water,NULL
2092,Forest,Wetland,Water,NULL,Water,Grassland
2093,Forest,Wetland,Water,NULL,Water,Wetland
2094,Forest,Wetland,Water,NULL,Water,Bareland
2095,Forest,Wetland,Water,NULL,Water,Water
2096,Forest,Wetland,Water,NULL,Water,Forest
2097,Forest,Wetland,Water,Non_Water,Water,Wetland
2098,Forest,Wetland,Water,Non_Water,Water,Forest
2099,Forest,Wetland,Water,Water,Water,NULL
2100,Forest,Wetland,Water,Water,Water,Grassland
2101,Forest,Wetland,Water,Water,Water,Wetland
2102,Forest,Wetland,Water,Water,Water,Bareland
2103,Forest,Wetland,Water,Water,Water,Water
2104,Forest,Wetland,Water,Water,Water,Forest
2105,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2106,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2107,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2108,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2109,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2110,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2111,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2112,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2113,Forest,Wetland,Forest,Water,Non_Wetland,NULL
2114,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2115,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2116,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
2117,Forest,Wetland,Forest,Water,Non_Wetland,Water
2118,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2119,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2120,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2121,Forest,Bareland,Wetland,NULL,Wetland,Wetland
2122,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2123,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2124,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2125,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2129,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2130,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2131,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2132,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2133,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2134,Forest,Built-up,Wetland,NULL,Wetland,NULL
2135,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2136,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2137,Forest,Built-up,Wetland,NULL,Wetland,Forest
2138,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2139,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2140,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2141,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2142,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2143,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2144,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2145,Forest,Water,NULL,Water,Non_Wetland,Wetland
2146,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2147,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2148,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2149,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2150,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2151,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2152,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2153,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2154,Forest,Water,Shrubland,Water,Non_Wetland,Water
2155,Forest,Water,Wetland,NULL,Wetland,Grassland
2156,Forest,Water,Wetland,NULL,Wetland,Wetland
2157,Forest,Water,Wetland,NULL,Wetland,Water
2158,Forest,Water,Wetland,NULL,Wetland,Forest
2159,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2160,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2161,Forest,Water,Wetland,Water,Wetland,Grassland
2162,Forest,Water,Wetland,Water,Wetland,Wetland
2163,Forest,Water,Wetland,Water,Wetland,Water
2164,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2165,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2166,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2167,Forest,Water,Water,NULL,Water,Grassland
2168,Forest,Water,Water,NULL,Water,Wetland
2169,Forest,Water,Water,NULL,Water,Water
2170,Forest,Water,Water,NULL,Water,Forest
2171,Forest,Water,Water,Non_Water,Water,Wetland
