Value,AFRICA_2024_DynamicWorld_2024_37PCR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCR_M_R,AFRICA_2024_GSW_Yearly_2021_37PCR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCR_M_R,AFRICA_2024_WorldCover_2021_37PCR_M_R
1718,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1719,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1720,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1721,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1722,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1723,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1724,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1725,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1726,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1727,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1728,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1729,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1730,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1731,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1732,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1733,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1734,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1735,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1736,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1737,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1738,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1739,Forest,Forest,Cropland,Water,Non_Wetland,Water
1740,Forest,Forest,Wetland,NULL,Wetland,Cropland
1741,Forest,Forest,Wetland,NULL,Wetland,Forest
1742,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1743,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1744,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1745,Forest,Forest,Wetland,Water,Wetland,Grassland
1746,Forest,Forest,Wetland,Water,Wetland,Cropland
1747,Forest,Forest,Wetland,Water,Wetland,Water
1748,Forest,Forest,Wetland,Water,Wetland,Forest
1749,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1750,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1751,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1752,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1753,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1754,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1755,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1756,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1757,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1758,Forest,Forest,Bareland,Water,Non_Wetland,Water
1759,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1760,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1761,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1762,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1763,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1764,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1765,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1766,Forest,Forest,Water,NULL,Water,NULL
1767,Forest,Forest,Water,NULL,Water,Grassland
1768,Forest,Forest,Water,NULL,Water,Forest
1769,Forest,Forest,Water,Non_Water,Water,Forest
1770,Forest,Forest,Water,Water,Water,Forest
1771,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1772,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1773,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1774,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1775,Forest,Forest,Forest,NULL,Non_Wetland,Water
1776,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1777,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1778,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1779,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1780,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1781,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1782,Forest,Forest,Forest,Water,Non_Wetland,Forest
