Value,AFRICA_2024_DynamicWorld_2024_37PDM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDM_M_R,AFRICA_2024_GSW_Yearly_2021_37PDM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDM_M_R,AFRICA_2024_WorldCover_2021_37PDM_M_R
1686,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1687,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1688,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1689,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1690,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1691,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1692,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1693,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1694,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1695,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1696,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1697,Water,Bareland,Bareland,Water,Non_Wetland,Water
1698,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1699,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1700,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1701,Water,Bareland,Water,NULL,Water,Water
1702,Water,Bareland,Water,Non_Water,Water,Bareland
1703,Water,Bareland,Water,Non_Water,Water,Water
1704,Water,Bareland,Water,Water,Water,Bareland
1705,Water,Bareland,Water,Water,Water,Water
1706,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1707,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1708,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1709,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1710,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1711,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1712,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1713,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1714,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1715,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1716,Water,Water,NULL,NULL,Non_Wetland,NULL
1717,Water,Water,NULL,NULL,Non_Wetland,Grassland
1718,Water,Water,NULL,NULL,Non_Wetland,Cropland
1719,Water,Water,NULL,NULL,Non_Wetland,Bareland
1720,Water,Water,NULL,NULL,Non_Wetland,Water
1721,Water,Water,NULL,NULL,Non_Wetland,Forest
1722,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1723,Water,Water,NULL,Non_Water,Non_Wetland,Water
1724,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1725,Water,Water,NULL,Water,Non_Wetland,NULL
1726,Water,Water,NULL,Water,Non_Wetland,Grassland
1727,Water,Water,NULL,Water,Non_Wetland,Cropland
1728,Water,Water,NULL,Water,Non_Wetland,Water
1729,Water,Water,NULL,Water,Non_Wetland,Forest
1730,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1731,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1732,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1733,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1734,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1735,Water,Water,Shrubland,NULL,Non_Wetland,Water
1736,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1737,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1738,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1739,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1740,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1741,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1742,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1743,Water,Water,Shrubland,Water,Non_Wetland,NULL
1744,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1745,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1746,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1747,Water,Water,Shrubland,Water,Non_Wetland,Water
1748,Water,Water,Shrubland,Water,Non_Wetland,Forest
1749,Water,Water,Grassland,NULL,Non_Wetland,NULL
1750,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1751,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1752,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1753,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1754,Water,Water,Grassland,NULL,Non_Wetland,Water
1755,Water,Water,Grassland,NULL,Non_Wetland,Forest
1756,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1757,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1758,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1759,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1760,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1761,Water,Water,Grassland,Water,Non_Wetland,NULL
1762,Water,Water,Grassland,Water,Non_Wetland,Grassland
1763,Water,Water,Grassland,Water,Non_Wetland,Cropland
1764,Water,Water,Grassland,Water,Non_Wetland,Bareland
1765,Water,Water,Grassland,Water,Non_Wetland,Water
1766,Water,Water,Grassland,Water,Non_Wetland,Forest
1767,Water,Water,Cropland,NULL,Non_Wetland,NULL
1768,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1769,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1770,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1771,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1772,Water,Water,Cropland,NULL,Non_Wetland,Water
1773,Water,Water,Cropland,NULL,Non_Wetland,Forest
1774,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1775,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1776,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1777,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1778,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1779,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1780,Water,Water,Cropland,Water,Non_Wetland,NULL
1781,Water,Water,Cropland,Water,Non_Wetland,Grassland
1782,Water,Water,Cropland,Water,Non_Wetland,Cropland
1783,Water,Water,Cropland,Water,Non_Wetland,Bareland
1784,Water,Water,Cropland,Water,Non_Wetland,Water
1785,Water,Water,Cropland,Water,Non_Wetland,Forest
1786,Water,Water,Wetland,NULL,Wetland,NULL
1787,Water,Water,Wetland,NULL,Wetland,Grassland
1788,Water,Water,Wetland,NULL,Wetland,Cropland
1789,Water,Water,Wetland,NULL,Wetland,Wetland
1790,Water,Water,Wetland,NULL,Wetland,Bareland
1791,Water,Water,Wetland,NULL,Wetland,Water
1792,Water,Water,Wetland,NULL,Wetland,Forest
1793,Water,Water,Wetland,Non_Water,Wetland,NULL
1794,Water,Water,Wetland,Non_Water,Wetland,Grassland
1795,Water,Water,Wetland,Non_Water,Wetland,Cropland
1796,Water,Water,Wetland,Non_Water,Wetland,Bareland
1797,Water,Water,Wetland,Non_Water,Wetland,Water
1798,Water,Water,Wetland,Non_Water,Wetland,Forest
1799,Water,Water,Wetland,Water,Wetland,NULL
1800,Water,Water,Wetland,Water,Wetland,Grassland
1801,Water,Water,Wetland,Water,Wetland,Cropland
1802,Water,Water,Wetland,Water,Wetland,Bareland
1803,Water,Water,Wetland,Water,Wetland,Water
1804,Water,Water,Wetland,Water,Wetland,Forest
1805,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1806,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1807,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1808,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1809,Water,Water,Bareland,NULL,Non_Wetland,NULL
1810,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1811,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1812,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1813,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1814,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1815,Water,Water,Bareland,NULL,Non_Wetland,Water
1816,Water,Water,Bareland,NULL,Non_Wetland,Forest
1817,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1818,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1819,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1820,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1821,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1822,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1823,Water,Water,Bareland,Water,Non_Wetland,NULL
1824,Water,Water,Bareland,Water,Non_Wetland,Grassland
1825,Water,Water,Bareland,Water,Non_Wetland,Cropland
1826,Water,Water,Bareland,Water,Non_Wetland,Bareland
1827,Water,Water,Bareland,Water,Non_Wetland,Water
1828,Water,Water,Bareland,Water,Non_Wetland,Forest
1829,Water,Water,Built-up,NULL,Non_Wetland,NULL
1830,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1831,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1832,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1833,Water,Water,Built-up,NULL,Non_Wetland,Water
1834,Water,Water,Built-up,NULL,Non_Wetland,Forest
1835,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1836,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1837,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1838,Water,Water,Built-up,Water,Non_Wetland,NULL
1839,Water,Water,Built-up,Water,Non_Wetland,Grassland
1840,Water,Water,Built-up,Water,Non_Wetland,Cropland
1841,Water,Water,Built-up,Water,Non_Wetland,Wetland
1842,Water,Water,Built-up,Water,Non_Wetland,Bareland
1843,Water,Water,Built-up,Water,Non_Wetland,Water
1844,Water,Water,Built-up,Water,Non_Wetland,Forest
1845,Water,Water,Water,NULL,Water,NULL
1846,Water,Water,Water,NULL,Water,Grassland
1847,Water,Water,Water,NULL,Water,Cropland
1848,Water,Water,Water,NULL,Water,Bareland
1849,Water,Water,Water,NULL,Water,Water
1850,Water,Water,Water,NULL,Water,Forest
1851,Water,Water,Water,Non_Water,Water,NULL
1852,Water,Water,Water,Non_Water,Water,Cropland
1853,Water,Water,Water,Non_Water,Water,Wetland
1854,Water,Water,Water,Non_Water,Water,Bareland
1855,Water,Water,Water,Non_Water,Water,Water
1856,Water,Water,Water,Non_Water,Water,Forest
1857,Water,Water,Water,Water,Water,NULL
1858,Water,Water,Water,Water,Water,Grassland
1859,Water,Water,Water,Water,Water,Cropland
1860,Water,Water,Water,Water,Water,Bareland
1861,Water,Water,Water,Water,Water,Water
1862,Water,Water,Water,Water,Water,Forest
1863,Water,Water,Forest,NULL,Non_Wetland,NULL
1864,Water,Water,Forest,NULL,Non_Wetland,Grassland
1865,Water,Water,Forest,NULL,Non_Wetland,Cropland
1866,Water,Water,Forest,NULL,Non_Wetland,Bareland
1867,Water,Water,Forest,NULL,Non_Wetland,Water
1868,Water,Water,Forest,NULL,Non_Wetland,Forest
1869,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1870,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1871,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1872,Water,Water,Forest,Non_Water,Non_Wetland,Water
1873,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1874,Water,Water,Forest,Water,Non_Wetland,NULL
1875,Water,Water,Forest,Water,Non_Wetland,Grassland
1876,Water,Water,Forest,Water,Non_Wetland,Cropland
1877,Water,Water,Forest,Water,Non_Wetland,Bareland
1878,Water,Water,Forest,Water,Non_Wetland,Water
1879,Water,Water,Forest,Water,Non_Wetland,Forest
1880,Water,Forest,NULL,NULL,Non_Wetland,NULL
1881,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1882,Water,Forest,NULL,NULL,Non_Wetland,Forest
1883,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1884,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1885,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1886,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1887,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1888,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1889,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1890,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1891,Water,Forest,Cropland,Water,Non_Wetland,Forest
1892,Water,Forest,Wetland,NULL,Wetland,NULL
1893,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1894,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1895,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1896,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1897,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL
1898,Water,Forest,Water,NULL,Water,Grassland
1899,Water,Forest,Forest,NULL,Non_Wetland,NULL
1900,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1901,Water,Forest,Forest,NULL,Non_Wetland,Forest
1902,Water,Forest,Forest,Water,Non_Wetland,Forest
1903,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1904,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
1905,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1906,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1907,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1908,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1909,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1910,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1911,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1912,Forest,NULL,NULL,NULL,Non_Wetland,Water
1913,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1914,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1915,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1916,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1917,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
1918,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1919,Forest,NULL,NULL,Water,Non_Wetland,NULL
1920,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1921,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1922,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1923,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1924,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1925,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1926,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1927,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1928,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1930,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1931,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1932,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1933,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1934,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1935,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1936,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1937,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1938,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1939,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1940,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1941,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1942,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1943,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1944,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1945,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1946,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1947,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1948,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1949,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1950,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1952,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1953,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1954,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1955,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1956,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1957,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1958,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1959,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1960,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1961,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1962,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1963,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1964,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1965,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1966,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1967,Forest,NULL,Wetland,NULL,Wetland,NULL
1968,Forest,NULL,Wetland,NULL,Wetland,Grassland
1969,Forest,NULL,Wetland,NULL,Wetland,Cropland
1970,Forest,NULL,Wetland,NULL,Wetland,Forest
1971,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1972,Forest,NULL,Wetland,Non_Water,Wetland,Water
1973,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1974,Forest,NULL,Wetland,Water,Wetland,NULL
1975,Forest,NULL,Wetland,Water,Wetland,Grassland
1976,Forest,NULL,Wetland,Water,Wetland,Cropland
1977,Forest,NULL,Wetland,Water,Wetland,Water
1978,Forest,NULL,Wetland,Water,Wetland,Forest
1979,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1980,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1981,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1982,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1983,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1984,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1985,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1986,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1987,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1988,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1989,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1990,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1991,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1992,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1993,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1994,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1995,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1996,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1997,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1998,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1999,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2000,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2001,Forest,NULL,Bareland,Water,Non_Wetland,Water
2002,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2003,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2004,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2005,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2006,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2007,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2008,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2009,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2010,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
2011,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2012,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2013,Forest,NULL,Built-up,Water,Non_Wetland,NULL
2014,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2015,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2016,Forest,NULL,Water,NULL,Water,NULL
2017,Forest,NULL,Water,NULL,Water,Grassland
2018,Forest,NULL,Water,NULL,Water,Forest
2019,Forest,NULL,Water,Water,Water,NULL
2020,Forest,NULL,Water,Water,Water,Grassland
2021,Forest,NULL,Water,Water,Water,Water
2022,Forest,NULL,Water,Water,Water,Forest
2023,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2025,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2026,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2027,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2028,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2029,Forest,NULL,Forest,NULL,Non_Wetland,Water
2030,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2031,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2032,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2033,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2034,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2035,Forest,NULL,Forest,Water,Non_Wetland,NULL
2036,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2037,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2038,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2039,Forest,NULL,Forest,Water,Non_Wetland,Forest
2040,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2041,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2042,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2043,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2044,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2045,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2046,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2047,Forest,Cropland,NULL,Water,Non_Wetland,NULL
2048,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2049,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2050,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2051,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2052,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2053,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2056,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2057,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2058,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2059,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2060,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2061,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2062,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2063,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2064,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2065,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2066,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2067,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2068,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2069,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water
2070,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2071,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2072,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2073,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2074,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2075,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2076,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2077,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2078,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2079,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2080,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2081,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2082,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2083,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2084,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2085,Forest,Cropland,Wetland,NULL,Wetland,NULL
2086,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2087,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2088,Forest,Cropland,Wetland,NULL,Wetland,Forest
2089,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2090,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2091,Forest,Cropland,Wetland,Water,Wetland,Forest
2092,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2093,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2094,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2095,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2096,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2097,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2098,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2099,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2100,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2101,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2102,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2103,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2104,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2105,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2106,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2107,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2108,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
2109,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2110,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2111,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2112,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2113,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2114,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2115,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2116,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2117,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2118,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2119,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2120,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2121,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2122,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland
2123,Forest,Cropland,Built-up,Water,Non_Wetland,Forest
2124,Forest,Cropland,Water,NULL,Water,NULL
