Value,AFRICA_2024_DynamicWorld_2024_37NHE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHE_M_R,AFRICA_2024_GSW_Yearly_2021_37NHE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHE_M_R,AFRICA_2024_WorldCover_2021_37NHE_M_R
1688,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1689,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1690,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1691,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1692,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL
1693,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1694,Water,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1695,Water,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1696,Water,Wetland,Water,Non_Water,Water,Grassland
1697,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1698,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1699,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1700,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1701,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1702,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1703,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1704,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1705,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1706,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1707,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1708,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1709,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1710,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1711,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1712,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1713,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1714,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1715,Water,Bareland,Grassland,Water,Non_Wetland,Water
1716,Water,Bareland,Grassland,Water,Non_Wetland,Forest
1717,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1718,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1719,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1720,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1721,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1722,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1723,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1724,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1725,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1726,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1727,Water,Bareland,Wetland,NULL,Wetland,Bareland
1728,Water,Bareland,Wetland,Water,Wetland,Cropland
1729,Water,Bareland,Wetland,Water,Wetland,Bareland
1730,Water,Bareland,Wetland,Water,Wetland,Water
1731,Water,Bareland,Wetland,Water,Wetland,Forest
1732,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1733,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1734,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1735,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1736,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1737,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1738,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1739,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1740,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1741,Water,Bareland,Bareland,Water,Non_Wetland,Water
1742,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1743,Water,Bareland,Water,NULL,Water,Cropland
1744,Water,Bareland,Water,NULL,Water,Bareland
1745,Water,Bareland,Water,Non_Water,Water,Cropland
1746,Water,Bareland,Water,Water,Water,Grassland
1747,Water,Bareland,Water,Water,Water,Cropland
1748,Water,Bareland,Water,Water,Water,Bareland
1749,Water,Bareland,Water,Water,Water,Water
1750,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1751,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1752,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1753,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1754,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1755,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1756,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1757,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1758,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1759,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1760,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1761,Water,Built-up,Wetland,NULL,Wetland,Forest
1762,Water,Built-up,Wetland,Water,Wetland,Bareland
1763,Water,Built-up,Wetland,Water,Wetland,Forest
1764,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1765,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1766,Water,Built-up,Water,NULL,Water,Forest
1767,Water,Built-up,Water,Water,Water,Forest
1768,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1769,Water,Built-up,Forest,Water,Non_Wetland,Forest
1770,Water,Water,NULL,NULL,Non_Wetland,NULL
1771,Water,Water,NULL,NULL,Non_Wetland,Grassland
1772,Water,Water,NULL,NULL,Non_Wetland,Cropland
1773,Water,Water,NULL,NULL,Non_Wetland,Wetland
1774,Water,Water,NULL,NULL,Non_Wetland,Bareland
1775,Water,Water,NULL,NULL,Non_Wetland,Water
1776,Water,Water,NULL,NULL,Non_Wetland,Forest
1777,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1778,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1779,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1780,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1781,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1782,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1783,Water,Water,NULL,Water,Non_Wetland,Grassland
1784,Water,Water,NULL,Water,Non_Wetland,Cropland
1785,Water,Water,NULL,Water,Non_Wetland,Bareland
1786,Water,Water,NULL,Water,Non_Wetland,Water
1787,Water,Water,NULL,Water,Non_Wetland,Forest
1788,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1789,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1790,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1791,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1792,Water,Water,Shrubland,NULL,Non_Wetland,Water
1793,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1794,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1795,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1796,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1797,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1798,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1799,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1800,Water,Water,Shrubland,Water,Non_Wetland,NULL
1801,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1802,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1803,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1804,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1805,Water,Water,Shrubland,Water,Non_Wetland,Water
1806,Water,Water,Shrubland,Water,Non_Wetland,Forest
1807,Water,Water,Grassland,NULL,Non_Wetland,NULL
1808,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1809,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1810,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1811,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1812,Water,Water,Grassland,NULL,Non_Wetland,Water
1813,Water,Water,Grassland,NULL,Non_Wetland,Forest
1814,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1815,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1816,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1817,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1818,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1819,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1820,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1821,Water,Water,Grassland,Water,Non_Wetland,NULL
1822,Water,Water,Grassland,Water,Non_Wetland,Grassland
1823,Water,Water,Grassland,Water,Non_Wetland,Cropland
1824,Water,Water,Grassland,Water,Non_Wetland,Wetland
1825,Water,Water,Grassland,Water,Non_Wetland,Bareland
1826,Water,Water,Grassland,Water,Non_Wetland,Water
1827,Water,Water,Grassland,Water,Non_Wetland,Forest
1828,Water,Water,Cropland,NULL,Non_Wetland,NULL
1829,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1830,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1831,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1832,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1833,Water,Water,Cropland,NULL,Non_Wetland,Water
1834,Water,Water,Cropland,NULL,Non_Wetland,Forest
1835,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1836,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1837,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1838,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1839,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1840,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1841,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1842,Water,Water,Cropland,Water,Non_Wetland,NULL
1843,Water,Water,Cropland,Water,Non_Wetland,Grassland
1844,Water,Water,Cropland,Water,Non_Wetland,Cropland
1845,Water,Water,Cropland,Water,Non_Wetland,Wetland
1846,Water,Water,Cropland,Water,Non_Wetland,Bareland
1847,Water,Water,Cropland,Water,Non_Wetland,Water
1848,Water,Water,Cropland,Water,Non_Wetland,Forest
1849,Water,Water,Wetland,NULL,Wetland,NULL
1850,Water,Water,Wetland,NULL,Wetland,Grassland
1851,Water,Water,Wetland,NULL,Wetland,Cropland
1852,Water,Water,Wetland,NULL,Wetland,Wetland
1853,Water,Water,Wetland,NULL,Wetland,Bareland
1854,Water,Water,Wetland,NULL,Wetland,Water
1855,Water,Water,Wetland,NULL,Wetland,Forest
1856,Water,Water,Wetland,Non_Water,Wetland,Grassland
1857,Water,Water,Wetland,Non_Water,Wetland,Cropland
1858,Water,Water,Wetland,Non_Water,Wetland,Wetland
1859,Water,Water,Wetland,Non_Water,Wetland,Bareland
1860,Water,Water,Wetland,Non_Water,Wetland,Water
1861,Water,Water,Wetland,Non_Water,Wetland,Forest
1862,Water,Water,Wetland,Water,Wetland,NULL
1863,Water,Water,Wetland,Water,Wetland,Grassland
1864,Water,Water,Wetland,Water,Wetland,Cropland
1865,Water,Water,Wetland,Water,Wetland,Wetland
1866,Water,Water,Wetland,Water,Wetland,Bareland
1867,Water,Water,Wetland,Water,Wetland,Water
1868,Water,Water,Wetland,Water,Wetland,Forest
1869,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1870,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1871,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1872,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1873,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1874,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1875,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1876,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1877,Water,Water,Bareland,NULL,Non_Wetland,NULL
1878,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1879,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1880,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1881,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1882,Water,Water,Bareland,NULL,Non_Wetland,Water
1883,Water,Water,Bareland,NULL,Non_Wetland,Forest
1884,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1885,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1886,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1887,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1888,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1889,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1890,Water,Water,Bareland,Water,Non_Wetland,NULL
1891,Water,Water,Bareland,Water,Non_Wetland,Grassland
1892,Water,Water,Bareland,Water,Non_Wetland,Cropland
1893,Water,Water,Bareland,Water,Non_Wetland,Wetland
1894,Water,Water,Bareland,Water,Non_Wetland,Bareland
1895,Water,Water,Bareland,Water,Non_Wetland,Water
1896,Water,Water,Bareland,Water,Non_Wetland,Forest
1897,Water,Water,Built-up,NULL,Non_Wetland,NULL
1898,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1899,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1900,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1901,Water,Water,Built-up,NULL,Non_Wetland,Water
1902,Water,Water,Built-up,NULL,Non_Wetland,Forest
1903,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1904,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1905,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1906,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1907,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1908,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1909,Water,Water,Built-up,Water,Non_Wetland,Grassland
1910,Water,Water,Built-up,Water,Non_Wetland,Cropland
1911,Water,Water,Built-up,Water,Non_Wetland,Bareland
1912,Water,Water,Built-up,Water,Non_Wetland,Water
1913,Water,Water,Built-up,Water,Non_Wetland,Forest
1914,Water,Water,Water,NULL,Water,NULL
1915,Water,Water,Water,NULL,Water,Grassland
1916,Water,Water,Water,NULL,Water,Cropland
1917,Water,Water,Water,NULL,Water,Wetland
1918,Water,Water,Water,NULL,Water,Bareland
1919,Water,Water,Water,NULL,Water,Water
1920,Water,Water,Water,NULL,Water,Forest
1921,Water,Water,Water,Non_Water,Water,NULL
1922,Water,Water,Water,Non_Water,Water,Grassland
1923,Water,Water,Water,Non_Water,Water,Cropland
1924,Water,Water,Water,Non_Water,Water,Wetland
1925,Water,Water,Water,Non_Water,Water,Bareland
1926,Water,Water,Water,Non_Water,Water,Water
1927,Water,Water,Water,Non_Water,Water,Forest
1928,Water,Water,Water,Water,Water,NULL
1929,Water,Water,Water,Water,Water,Grassland
1930,Water,Water,Water,Water,Water,Cropland
1931,Water,Water,Water,Water,Water,Wetland
1932,Water,Water,Water,Water,Water,Bareland
1933,Water,Water,Water,Water,Water,Water
1934,Water,Water,Water,Water,Water,Forest
1935,Water,Water,Forest,NULL,Non_Wetland,NULL
1936,Water,Water,Forest,NULL,Non_Wetland,Grassland
1937,Water,Water,Forest,NULL,Non_Wetland,Cropland
1938,Water,Water,Forest,NULL,Non_Wetland,Bareland
1939,Water,Water,Forest,NULL,Non_Wetland,Water
1940,Water,Water,Forest,NULL,Non_Wetland,Forest
1941,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1942,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1943,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1944,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1945,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1946,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1947,Water,Water,Forest,Water,Non_Wetland,Grassland
1948,Water,Water,Forest,Water,Non_Wetland,Cropland
1949,Water,Water,Forest,Water,Non_Wetland,Wetland
1950,Water,Water,Forest,Water,Non_Wetland,Bareland
1951,Water,Water,Forest,Water,Non_Wetland,Water
1952,Water,Water,Forest,Water,Non_Wetland,Forest
1953,Water,Forest,NULL,NULL,Non_Wetland,Forest
1954,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1955,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1956,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1957,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1958,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1959,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1960,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1961,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1962,Water,Forest,Water,NULL,Water,Forest
1963,Water,Forest,Water,Non_Water,Water,Forest
1964,Water,Forest,Forest,NULL,Non_Wetland,Forest
1965,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1966,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1967,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1968,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1969,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1970,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1971,Forest,NULL,NULL,Water,Non_Wetland,Forest
1972,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1973,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1974,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1975,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1976,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1980,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1981,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1982,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1983,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1984,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1985,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1986,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1987,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1988,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1989,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1990,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1991,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1992,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1993,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1994,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1995,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1996,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1997,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1998,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1999,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2000,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2001,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2002,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2003,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2004,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2005,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2006,Forest,NULL,Wetland,NULL,Wetland,NULL
2007,Forest,NULL,Wetland,NULL,Wetland,Grassland
2008,Forest,NULL,Wetland,NULL,Wetland,Forest
2009,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2010,Forest,NULL,Wetland,Water,Wetland,Water
2011,Forest,NULL,Wetland,Water,Wetland,Forest
2012,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2013,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2014,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2015,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2016,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2017,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2018,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2019,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2020,Forest,NULL,Water,NULL,Water,Grassland
2021,Forest,NULL,Water,NULL,Water,Forest
2022,Forest,NULL,Water,Water,Water,Grassland
2023,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2024,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2025,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2026,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2027,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2028,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2029,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2030,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2031,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2032,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2033,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2034,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2035,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2036,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2037,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2041,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2042,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2043,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2044,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2045,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2046,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2047,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2048,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2049,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2050,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2051,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2052,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2053,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2054,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2055,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2056,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2057,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2058,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2059,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2060,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2061,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2062,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2063,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2064,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2065,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2066,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2067,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
2068,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2069,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2070,Forest,Cropland,Wetland,NULL,Wetland,NULL
2071,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2072,Forest,Cropland,Wetland,NULL,Wetland,Forest
2073,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2074,Forest,Cropland,Wetland,Water,Wetland,Forest
2075,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2076,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2077,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2078,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2079,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2080,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2081,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2082,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2083,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2084,Forest,Cropland,Water,NULL,Water,NULL
2085,Forest,Cropland,Water,NULL,Water,Forest
2086,Forest,Cropland,Water,Non_Water,Water,Forest
2087,Forest,Cropland,Water,Water,Water,Forest
2088,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2089,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2090,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2091,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2092,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2093,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2094,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2095,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2096,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2097,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2100,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2101,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2102,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2103,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2104,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2105,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2106,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2107,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2108,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2109,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2110,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
2111,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2112,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2113,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2116,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2117,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2118,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2119,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2120,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2121,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2122,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2123,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2124,Forest,Water,NULL,NULL,Non_Wetland,Forest
2125,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland
2126,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2127,Forest,Water,NULL,Water,Non_Wetland,Forest
2128,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
