Value,AFRICA_2024_DynamicWorld_2024_37PBN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,AFRICA_2024_WorldCover_2021_37PBN_M_R
1698,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1699,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1700,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1701,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1702,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1703,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1704,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1705,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1706,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1707,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1708,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1709,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1710,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1711,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1712,Water,Wetland,Wetland,NULL,Wetland,Cropland
1713,Water,Wetland,Wetland,NULL,Wetland,Wetland
1714,Water,Wetland,Wetland,NULL,Wetland,Water
1715,Water,Wetland,Wetland,NULL,Wetland,Forest
1716,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1717,Water,Wetland,Wetland,Water,Wetland,Cropland
1718,Water,Wetland,Wetland,Water,Wetland,Wetland
1719,Water,Wetland,Wetland,Water,Wetland,Water
1720,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1721,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1722,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1723,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1724,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1725,Water,Wetland,Bareland,Water,Non_Wetland,Water
1726,Water,Wetland,Water,NULL,Water,Cropland
1727,Water,Wetland,Water,NULL,Water,Wetland
1728,Water,Wetland,Water,NULL,Water,Water
1729,Water,Wetland,Water,NULL,Water,Forest
1730,Water,Wetland,Water,Non_Water,Water,Wetland
1731,Water,Wetland,Water,Water,Water,Cropland
1732,Water,Wetland,Water,Water,Water,Wetland
1733,Water,Wetland,Water,Water,Water,Water
1734,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1735,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1736,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1737,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1738,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1739,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1740,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1741,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1742,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1743,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1744,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1745,Water,Built-up,Wetland,NULL,Wetland,Cropland
1746,Water,Built-up,Wetland,Water,Wetland,Cropland
1747,Water,Built-up,Wetland,Water,Wetland,Forest
1748,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1749,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
1750,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1751,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1752,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1753,Water,Built-up,Forest,Water,Non_Wetland,Cropland
1754,Water,Water,NULL,NULL,Non_Wetland,NULL
1755,Water,Water,NULL,NULL,Non_Wetland,Grassland
1756,Water,Water,NULL,NULL,Non_Wetland,Cropland
1757,Water,Water,NULL,NULL,Non_Wetland,Wetland
1758,Water,Water,NULL,NULL,Non_Wetland,Bareland
1759,Water,Water,NULL,NULL,Non_Wetland,Water
1760,Water,Water,NULL,NULL,Non_Wetland,Forest
1761,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1762,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1763,Water,Water,NULL,Non_Water,Non_Wetland,Water
1764,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1765,Water,Water,NULL,Water,Non_Wetland,Cropland
1766,Water,Water,NULL,Water,Non_Wetland,Wetland
1767,Water,Water,NULL,Water,Non_Wetland,Bareland
1768,Water,Water,NULL,Water,Non_Wetland,Water
1769,Water,Water,NULL,Water,Non_Wetland,Forest
1770,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1771,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1772,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1773,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1774,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1775,Water,Water,Shrubland,NULL,Non_Wetland,Water
1776,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1777,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1778,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1779,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1780,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1781,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1782,Water,Water,Shrubland,Water,Non_Wetland,NULL
1783,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1784,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1785,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1786,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1787,Water,Water,Shrubland,Water,Non_Wetland,Water
1788,Water,Water,Shrubland,Water,Non_Wetland,Forest
1789,Water,Water,Grassland,NULL,Non_Wetland,NULL
1790,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1791,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1792,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1793,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1794,Water,Water,Grassland,NULL,Non_Wetland,Water
1795,Water,Water,Grassland,NULL,Non_Wetland,Forest
1796,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1797,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1798,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1799,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1800,Water,Water,Grassland,Water,Non_Wetland,Cropland
1801,Water,Water,Grassland,Water,Non_Wetland,Wetland
1802,Water,Water,Grassland,Water,Non_Wetland,Water
1803,Water,Water,Grassland,Water,Non_Wetland,Forest
1804,Water,Water,Cropland,NULL,Non_Wetland,NULL
1805,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1806,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1807,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1808,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1809,Water,Water,Cropland,NULL,Non_Wetland,Water
1810,Water,Water,Cropland,NULL,Non_Wetland,Forest
1811,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1812,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1813,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1814,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1815,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1816,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1817,Water,Water,Cropland,Water,Non_Wetland,NULL
1818,Water,Water,Cropland,Water,Non_Wetland,Grassland
1819,Water,Water,Cropland,Water,Non_Wetland,Cropland
1820,Water,Water,Cropland,Water,Non_Wetland,Wetland
1821,Water,Water,Cropland,Water,Non_Wetland,Bareland
1822,Water,Water,Cropland,Water,Non_Wetland,Water
1823,Water,Water,Cropland,Water,Non_Wetland,Forest
1824,Water,Water,Wetland,NULL,Wetland,NULL
1825,Water,Water,Wetland,NULL,Wetland,Grassland
1826,Water,Water,Wetland,NULL,Wetland,Cropland
1827,Water,Water,Wetland,NULL,Wetland,Wetland
1828,Water,Water,Wetland,NULL,Wetland,Bareland
1829,Water,Water,Wetland,NULL,Wetland,Water
1830,Water,Water,Wetland,NULL,Wetland,Forest
1831,Water,Water,Wetland,Non_Water,Wetland,Cropland
1832,Water,Water,Wetland,Non_Water,Wetland,Wetland
1833,Water,Water,Wetland,Non_Water,Wetland,Water
1834,Water,Water,Wetland,Non_Water,Wetland,Forest
1835,Water,Water,Wetland,Water,Wetland,NULL
1836,Water,Water,Wetland,Water,Wetland,Grassland
1837,Water,Water,Wetland,Water,Wetland,Cropland
1838,Water,Water,Wetland,Water,Wetland,Wetland
1839,Water,Water,Wetland,Water,Wetland,Bareland
1840,Water,Water,Wetland,Water,Wetland,Water
1841,Water,Water,Wetland,Water,Wetland,Forest
1842,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1843,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1844,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1845,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1846,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1847,Water,Water,Bareland,NULL,Non_Wetland,NULL
1848,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1849,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1850,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1851,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1852,Water,Water,Bareland,NULL,Non_Wetland,Water
1853,Water,Water,Bareland,NULL,Non_Wetland,Forest
1854,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1855,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1856,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1857,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1858,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1859,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1860,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1861,Water,Water,Bareland,Water,Non_Wetland,NULL
1862,Water,Water,Bareland,Water,Non_Wetland,Grassland
1863,Water,Water,Bareland,Water,Non_Wetland,Cropland
1864,Water,Water,Bareland,Water,Non_Wetland,Wetland
1865,Water,Water,Bareland,Water,Non_Wetland,Bareland
1866,Water,Water,Bareland,Water,Non_Wetland,Water
1867,Water,Water,Bareland,Water,Non_Wetland,Forest
1868,Water,Water,Built-up,NULL,Non_Wetland,NULL
1869,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1870,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1871,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1872,Water,Water,Built-up,NULL,Non_Wetland,Water
1873,Water,Water,Built-up,NULL,Non_Wetland,Forest
1874,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1875,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1876,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1877,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1878,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1879,Water,Water,Built-up,Water,Non_Wetland,Cropland
1880,Water,Water,Built-up,Water,Non_Wetland,Wetland
1881,Water,Water,Built-up,Water,Non_Wetland,Bareland
1882,Water,Water,Built-up,Water,Non_Wetland,Water
1883,Water,Water,Built-up,Water,Non_Wetland,Forest
1884,Water,Water,Water,NULL,Water,NULL
1885,Water,Water,Water,NULL,Water,Grassland
1886,Water,Water,Water,NULL,Water,Cropland
1887,Water,Water,Water,NULL,Water,Wetland
1888,Water,Water,Water,NULL,Water,Bareland
1889,Water,Water,Water,NULL,Water,Water
1890,Water,Water,Water,NULL,Water,Forest
1891,Water,Water,Water,Non_Water,Water,NULL
1892,Water,Water,Water,Non_Water,Water,Cropland
1893,Water,Water,Water,Non_Water,Water,Wetland
1894,Water,Water,Water,Non_Water,Water,Bareland
1895,Water,Water,Water,Non_Water,Water,Water
1896,Water,Water,Water,Non_Water,Water,Forest
1897,Water,Water,Water,Water,Water,NULL
1898,Water,Water,Water,Water,Water,Grassland
1899,Water,Water,Water,Water,Water,Cropland
1900,Water,Water,Water,Water,Water,Wetland
1901,Water,Water,Water,Water,Water,Bareland
1902,Water,Water,Water,Water,Water,Water
1903,Water,Water,Water,Water,Water,Forest
1904,Water,Water,Forest,NULL,Non_Wetland,NULL
1905,Water,Water,Forest,NULL,Non_Wetland,Grassland
1906,Water,Water,Forest,NULL,Non_Wetland,Cropland
1907,Water,Water,Forest,NULL,Non_Wetland,Wetland
1908,Water,Water,Forest,NULL,Non_Wetland,Bareland
1909,Water,Water,Forest,NULL,Non_Wetland,Water
1910,Water,Water,Forest,NULL,Non_Wetland,Forest
1911,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1912,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1913,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1914,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1915,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1916,Water,Water,Forest,Non_Water,Non_Wetland,Water
1917,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1918,Water,Water,Forest,Water,Non_Wetland,NULL
1919,Water,Water,Forest,Water,Non_Wetland,Grassland
1920,Water,Water,Forest,Water,Non_Wetland,Cropland
1921,Water,Water,Forest,Water,Non_Wetland,Wetland
1922,Water,Water,Forest,Water,Non_Wetland,Bareland
1923,Water,Water,Forest,Water,Non_Wetland,Water
1924,Water,Water,Forest,Water,Non_Wetland,Forest
1925,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1926,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1927,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1928,Water,Forest,NULL,NULL,Non_Wetland,Forest
1929,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1930,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1931,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1932,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1933,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1934,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1935,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1936,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1937,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1938,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1939,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1940,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1941,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1942,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1943,Water,Forest,Cropland,Water,Non_Wetland,Cropland
1944,Water,Forest,Wetland,NULL,Wetland,Wetland
1945,Water,Forest,Wetland,NULL,Wetland,Forest
1946,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1947,Water,Forest,Wetland,Water,Wetland,Wetland
1948,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1949,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1950,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1951,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1952,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1953,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1954,Water,Forest,Water,NULL,Water,Grassland
1955,Water,Forest,Water,NULL,Water,Forest
1956,Water,Forest,Forest,NULL,Non_Wetland,NULL
1957,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1958,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1959,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1960,Water,Forest,Forest,NULL,Non_Wetland,Forest
1961,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1962,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1963,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1964,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1965,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1966,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1967,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1968,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1969,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1970,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1971,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1972,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1973,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1974,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1975,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1976,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1977,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1980,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1981,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1982,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1983,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1984,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1985,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1986,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1987,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1988,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1989,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1990,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1991,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1992,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1993,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1994,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1995,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1996,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1997,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1998,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1999,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2000,Forest,NULL,Wetland,NULL,Wetland,NULL
2001,Forest,NULL,Wetland,NULL,Wetland,Grassland
2002,Forest,NULL,Wetland,NULL,Wetland,Cropland
2003,Forest,NULL,Wetland,NULL,Wetland,Wetland
2004,Forest,NULL,Wetland,NULL,Wetland,Forest
2005,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2006,Forest,NULL,Wetland,Water,Wetland,NULL
2007,Forest,NULL,Wetland,Water,Wetland,Cropland
2008,Forest,NULL,Wetland,Water,Wetland,Wetland
2009,Forest,NULL,Wetland,Water,Wetland,Forest
2010,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2011,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2012,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2013,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2014,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2015,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2016,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2017,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2018,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2019,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2020,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2021,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2022,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2023,Forest,NULL,Bareland,Water,Non_Wetland,Water
2024,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2025,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2026,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2027,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2028,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2029,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2030,Forest,NULL,Water,NULL,Water,NULL
2031,Forest,NULL,Water,NULL,Water,Grassland
2032,Forest,NULL,Water,NULL,Water,Forest
2033,Forest,NULL,Water,Non_Water,Water,Wetland
2034,Forest,NULL,Water,Non_Water,Water,Forest
2035,Forest,NULL,Water,Water,Water,Grassland
2036,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2037,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2038,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2039,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2040,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2041,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2042,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2043,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2044,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2045,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2046,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2047,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2048,Forest,NULL,Forest,Water,Non_Wetland,NULL
2049,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2050,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2051,Forest,NULL,Forest,Water,Non_Wetland,Forest
2052,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2053,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2054,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2055,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2056,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2057,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2058,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2059,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2060,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2061,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2062,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2063,Forest,Cropland,NULL,Water,Non_Wetland,NULL
2064,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2065,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
2066,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2067,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2068,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2069,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2070,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2071,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2072,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2073,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2074,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2075,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2076,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2077,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2078,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2079,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2080,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2081,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2082,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2083,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2084,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2085,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2086,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2087,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2088,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2089,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2090,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2091,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2092,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2093,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2094,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2095,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2096,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2097,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2098,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2099,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2100,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2101,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2102,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2103,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2104,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2105,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2106,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2107,Forest,Cropland,Wetland,NULL,Wetland,NULL
2108,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2109,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2110,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2111,Forest,Cropland,Wetland,NULL,Wetland,Bareland
2112,Forest,Cropland,Wetland,NULL,Wetland,Water
2113,Forest,Cropland,Wetland,NULL,Wetland,Forest
2114,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2115,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2116,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2117,Forest,Cropland,Wetland,Water,Wetland,Cropland
2118,Forest,Cropland,Wetland,Water,Wetland,Wetland
2119,Forest,Cropland,Wetland,Water,Wetland,Water
2120,Forest,Cropland,Wetland,Water,Wetland,Forest
2121,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2122,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2123,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2124,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2125,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2126,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2127,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2128,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2129,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2130,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2131,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2132,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2133,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2134,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2135,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2136,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
2137,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2138,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2139,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
