Value,AFRICA_2024_DynamicWorld_2024_36NUL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,AFRICA_2024_WorldCover_2021_36NUL_M_R
1709,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1710,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1711,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1712,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1713,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1714,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1715,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1716,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1717,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1718,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1719,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1720,Forest,Built-up,Wetland,NULL,Wetland,Forest
1721,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1722,Forest,Built-up,Wetland,Water,Wetland,Forest
1723,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1724,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1725,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1726,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1727,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1728,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1729,Forest,Built-up,Water,Non_Water,Water,Wetland
1730,Forest,Built-up,Water,Water,Water,Wetland
1731,Forest,Built-up,Water,Water,Water,Forest
1732,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1733,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1734,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1735,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1736,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1737,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1738,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1739,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1740,Forest,Built-up,Forest,Water,Non_Wetland,Wetland
1741,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1742,Forest,Water,NULL,NULL,Non_Wetland,NULL
1743,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1744,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1745,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1746,Forest,Water,NULL,NULL,Non_Wetland,Forest
1747,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1748,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1749,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1750,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1751,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1752,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1753,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1754,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1755,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1756,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1757,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1758,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1759,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1760,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1761,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1762,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1763,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1764,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1765,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1766,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1767,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1768,Forest,Water,Wetland,NULL,Wetland,Grassland
1769,Forest,Water,Wetland,NULL,Wetland,Wetland
1770,Forest,Water,Wetland,NULL,Wetland,Water
1771,Forest,Water,Wetland,NULL,Wetland,Forest
1772,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1773,Forest,Water,Wetland,Non_Water,Wetland,Forest
1774,Forest,Water,Wetland,Water,Wetland,Wetland
1775,Forest,Water,Wetland,Water,Wetland,Water
1776,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1777,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1778,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1779,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1780,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1781,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1782,Forest,Water,Built-up,NULL,Non_Wetland,Water
1783,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1784,Forest,Water,Built-up,Water,Non_Wetland,Wetland
1785,Forest,Water,Water,NULL,Water,Wetland
1786,Forest,Water,Water,NULL,Water,Water
1787,Forest,Water,Water,NULL,Water,Forest
1788,Forest,Water,Water,Non_Water,Water,Wetland
1789,Forest,Water,Water,Water,Water,Wetland
1790,Forest,Water,Water,Water,Water,Water
1791,Forest,Water,Water,Water,Water,Forest
1792,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1793,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1794,Forest,Water,Forest,NULL,Non_Wetland,Water
1795,Forest,Water,Forest,NULL,Non_Wetland,Forest
1796,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1797,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1798,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1799,Forest,Water,Forest,Water,Non_Wetland,Wetland
1800,Forest,Water,Forest,Water,Non_Wetland,Forest
1801,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1802,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1803,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1804,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1805,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1806,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1807,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1808,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1809,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1810,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1811,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1813,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1814,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1815,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1816,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1817,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1818,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1819,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1820,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1821,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1822,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1823,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1824,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1825,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1826,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1827,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1828,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1829,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1830,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1831,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1832,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1833,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1834,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1835,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1836,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1838,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1839,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1840,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1841,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1842,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1843,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1844,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1845,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1846,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1847,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1848,Forest,Forest,Wetland,NULL,Wetland,NULL
1849,Forest,Forest,Wetland,NULL,Wetland,Grassland
1850,Forest,Forest,Wetland,NULL,Wetland,Wetland
1851,Forest,Forest,Wetland,NULL,Wetland,Forest
1852,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1853,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1854,Forest,Forest,Wetland,Water,Wetland,Wetland
1855,Forest,Forest,Wetland,Water,Wetland,Water
1856,Forest,Forest,Wetland,Water,Wetland,Forest
1857,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1859,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1860,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1861,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1862,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1863,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1864,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1865,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1866,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1867,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1868,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1869,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1870,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1871,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1872,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1873,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1874,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1875,Forest,Forest,Water,NULL,Water,Wetland
1876,Forest,Forest,Water,NULL,Water,Forest
1877,Forest,Forest,Water,Non_Water,Water,Wetland
1878,Forest,Forest,Water,Water,Water,Wetland
1879,Forest,Forest,Water,Water,Water,Water
1880,Forest,Forest,Water,Water,Water,Forest
1881,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1882,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1883,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1884,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1885,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1886,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1887,Forest,Forest,Forest,NULL,Non_Wetland,Water
1888,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1889,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1890,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1891,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1892,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1893,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1894,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1895,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1896,Forest,Forest,Forest,Water,Non_Wetland,Water
1897,Forest,Forest,Forest,Water,Non_Wetland,Forest
