Value,AFRICA_2024_DynamicWorld_2024_36PVU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,AFRICA_2024_WorldCover_2021_36PVU_M_R
1665,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1666,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1667,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1668,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1669,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1670,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1671,Water,NULL,NULL,NULL,Non_Wetland,Forest
1672,Water,NULL,NULL,Water,Non_Wetland,Grassland
1673,Water,NULL,NULL,Water,Non_Wetland,Cropland
1674,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1675,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1676,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1677,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1678,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1679,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1680,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1681,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1682,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1683,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1684,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1685,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1686,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1687,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1688,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1689,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1690,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1691,Water,NULL,Shrubland,Water,Non_Wetland,Water
1692,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1693,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1694,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1695,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1696,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1697,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1698,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1699,Water,NULL,Grassland,NULL,Non_Wetland,Water
1700,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1701,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1702,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1703,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1704,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1705,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1706,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1707,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1708,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1709,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1710,Water,NULL,Grassland,Water,Non_Wetland,Water
1711,Water,NULL,Grassland,Water,Non_Wetland,Forest
1712,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1713,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1714,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1715,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1716,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1717,Water,NULL,Cropland,NULL,Non_Wetland,Water
1718,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1719,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1720,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1721,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1722,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1723,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1724,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1725,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1726,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1727,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1728,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1729,Water,NULL,Cropland,Water,Non_Wetland,Water
1730,Water,NULL,Cropland,Water,Non_Wetland,Forest
1731,Water,NULL,Wetland,NULL,Wetland,NULL
1732,Water,NULL,Wetland,NULL,Wetland,Grassland
1733,Water,NULL,Wetland,NULL,Wetland,Cropland
1734,Water,NULL,Wetland,NULL,Wetland,Wetland
1735,Water,NULL,Wetland,NULL,Wetland,Bareland
1736,Water,NULL,Wetland,NULL,Wetland,Water
1737,Water,NULL,Wetland,NULL,Wetland,Forest
1738,Water,NULL,Wetland,Non_Water,Wetland,NULL
1739,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1740,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1741,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1742,Water,NULL,Wetland,Non_Water,Wetland,Water
1743,Water,NULL,Wetland,Non_Water,Wetland,Forest
1744,Water,NULL,Wetland,Water,Wetland,NULL
1745,Water,NULL,Wetland,Water,Wetland,Grassland
1746,Water,NULL,Wetland,Water,Wetland,Cropland
1747,Water,NULL,Wetland,Water,Wetland,Wetland
1748,Water,NULL,Wetland,Water,Wetland,Bareland
1749,Water,NULL,Wetland,Water,Wetland,Water
1750,Water,NULL,Wetland,Water,Wetland,Forest
1751,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1752,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1753,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1754,Water,NULL,Bareland,NULL,Non_Wetland,Water
1755,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1756,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1757,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1758,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1759,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1760,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1761,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1762,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1763,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1764,Water,NULL,Bareland,Water,Non_Wetland,Water
1765,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1766,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1767,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1768,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1769,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1770,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1771,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1772,Water,NULL,Water,NULL,Water,Water
1773,Water,NULL,Water,NULL,Water,Forest
1774,Water,NULL,Water,Non_Water,Water,Cropland
1775,Water,NULL,Water,Non_Water,Water,Water
1776,Water,NULL,Water,Non_Water,Water,Forest
1777,Water,NULL,Water,Water,Water,Cropland
1778,Water,NULL,Water,Water,Water,Wetland
1779,Water,NULL,Water,Water,Water,Water
1780,Water,NULL,Forest,NULL,Non_Wetland,NULL
1781,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1782,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1783,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1784,Water,NULL,Forest,NULL,Non_Wetland,Forest
1785,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1786,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1787,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1788,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1789,Water,NULL,Forest,Water,Non_Wetland,Wetland
1790,Water,NULL,Forest,Water,Non_Wetland,Forest
1791,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1792,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1793,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1794,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1795,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1796,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1797,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1798,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1799,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1800,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1801,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1802,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1803,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1804,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1805,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1806,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1807,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1808,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1809,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1810,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1811,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1812,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1813,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1814,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1815,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1816,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1817,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1818,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1819,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1820,Water,Cropland,Grassland,Water,Non_Wetland,Built-up
1821,Water,Cropland,Grassland,Water,Non_Wetland,Water
1822,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1823,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1824,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1825,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1826,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1827,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1828,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1829,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1830,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1831,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1832,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1833,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1834,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1835,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1836,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1837,Water,Cropland,Cropland,Water,Non_Wetland,Water
1838,Water,Cropland,Wetland,NULL,Wetland,NULL
1839,Water,Cropland,Wetland,NULL,Wetland,Grassland
1840,Water,Cropland,Wetland,NULL,Wetland,Cropland
1841,Water,Cropland,Wetland,NULL,Wetland,Wetland
1842,Water,Cropland,Wetland,NULL,Wetland,Bareland
1843,Water,Cropland,Wetland,NULL,Wetland,Water
1844,Water,Cropland,Wetland,NULL,Wetland,Forest
1845,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1846,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1847,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1848,Water,Cropland,Wetland,Water,Wetland,Grassland
1849,Water,Cropland,Wetland,Water,Wetland,Cropland
1850,Water,Cropland,Wetland,Water,Wetland,Wetland
1851,Water,Cropland,Wetland,Water,Wetland,Bareland
1852,Water,Cropland,Wetland,Water,Wetland,Water
1853,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1854,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1855,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1856,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1857,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1858,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1859,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1860,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1861,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1862,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1863,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1864,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1865,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1866,Water,Cropland,Bareland,Water,Non_Wetland,Water
1867,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1868,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1869,Water,Cropland,Water,Water,Water,Cropland
1870,Water,Cropland,Water,Water,Water,Water
1871,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1872,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1873,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1874,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1875,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1876,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1877,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1878,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1879,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1880,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1881,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1882,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1883,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1884,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1885,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1886,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1887,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1888,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1889,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1890,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1891,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1892,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1893,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1894,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1895,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1896,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1897,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1898,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1899,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1900,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
1901,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1902,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1903,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1904,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1905,Water,Wetland,Grassland,Water,Non_Wetland,Water
1906,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1907,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1908,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1909,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1910,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1911,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1912,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1913,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1914,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1915,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1916,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1917,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1918,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1919,Water,Wetland,Wetland,NULL,Wetland,NULL
1920,Water,Wetland,Wetland,NULL,Wetland,Grassland
1921,Water,Wetland,Wetland,NULL,Wetland,Cropland
1922,Water,Wetland,Wetland,NULL,Wetland,Wetland
1923,Water,Wetland,Wetland,NULL,Wetland,Water
1924,Water,Wetland,Wetland,NULL,Wetland,Forest
1925,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1926,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1927,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1928,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1929,Water,Wetland,Wetland,Non_Water,Wetland,Water
1930,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1931,Water,Wetland,Wetland,Water,Wetland,NULL
1932,Water,Wetland,Wetland,Water,Wetland,Grassland
1933,Water,Wetland,Wetland,Water,Wetland,Cropland
1934,Water,Wetland,Wetland,Water,Wetland,Wetland
1935,Water,Wetland,Wetland,Water,Wetland,Water
1936,Water,Wetland,Wetland,Water,Wetland,Forest
1937,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1938,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1939,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1940,Water,Wetland,Water,NULL,Water,Cropland
1941,Water,Wetland,Water,NULL,Water,Wetland
1942,Water,Wetland,Water,NULL,Water,Water
1943,Water,Wetland,Water,NULL,Water,Forest
1944,Water,Wetland,Water,Non_Water,Water,Cropland
1945,Water,Wetland,Water,Non_Water,Water,Wetland
1946,Water,Wetland,Water,Non_Water,Water,Water
1947,Water,Wetland,Water,Non_Water,Water,Forest
1948,Water,Wetland,Water,Water,Water,Cropland
1949,Water,Wetland,Water,Water,Water,Wetland
1950,Water,Wetland,Water,Water,Water,Water
1951,Water,Wetland,Water,Water,Water,Forest
1952,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1953,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1954,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1955,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1956,Water,Wetland,Forest,NULL,Non_Wetland,Water
1957,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1958,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1959,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1960,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1961,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1962,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1963,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1964,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1965,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1966,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1967,Water,Wetland,Forest,Water,Non_Wetland,Water
1968,Water,Wetland,Forest,Water,Non_Wetland,Forest
1969,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1970,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1971,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1972,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1973,Water,Bareland,Wetland,Water,Wetland,Water
1974,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1975,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1976,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1977,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1978,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1979,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1980,Water,Bareland,Water,Water,Water,Wetland
1981,Water,Bareland,Water,Water,Water,Water
1982,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1983,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1984,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1985,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1986,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1987,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1988,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1989,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1990,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1991,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1992,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1993,Water,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1994,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1995,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1996,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1997,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
1998,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1999,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2000,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2001,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2002,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2003,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2004,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2005,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
2006,Water,Built-up,Wetland,NULL,Wetland,Cropland
2007,Water,Built-up,Wetland,NULL,Wetland,Forest
2008,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2009,Water,Built-up,Wetland,Water,Wetland,Cropland
2010,Water,Built-up,Wetland,Water,Wetland,Forest
2011,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2012,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2013,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2014,Water,Water,NULL,NULL,Non_Wetland,Cropland
2015,Water,Water,NULL,NULL,Non_Wetland,Wetland
2016,Water,Water,NULL,NULL,Non_Wetland,Water
2017,Water,Water,NULL,NULL,Non_Wetland,Forest
2018,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2019,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2020,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2021,Water,Water,NULL,Non_Water,Non_Wetland,Water
2022,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2023,Water,Water,NULL,Water,Non_Wetland,NULL
2024,Water,Water,NULL,Water,Non_Wetland,Grassland
2025,Water,Water,NULL,Water,Non_Wetland,Wetland
2026,Water,Water,NULL,Water,Non_Wetland,Water
2027,Water,Water,NULL,Water,Non_Wetland,Forest
2028,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2029,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2030,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2031,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2032,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2033,Water,Water,Shrubland,NULL,Non_Wetland,Water
2034,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2035,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2036,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2037,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2038,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2039,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2040,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2041,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2042,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2043,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2044,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2045,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2046,Water,Water,Shrubland,Water,Non_Wetland,Water
2047,Water,Water,Shrubland,Water,Non_Wetland,Forest
2048,Water,Water,Grassland,NULL,Non_Wetland,NULL
2049,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2050,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2051,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2052,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2053,Water,Water,Grassland,NULL,Non_Wetland,Water
2054,Water,Water,Grassland,NULL,Non_Wetland,Forest
2055,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2056,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2057,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2058,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2059,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2060,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2061,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2062,Water,Water,Grassland,Water,Non_Wetland,Grassland
2063,Water,Water,Grassland,Water,Non_Wetland,Cropland
2064,Water,Water,Grassland,Water,Non_Wetland,Wetland
2065,Water,Water,Grassland,Water,Non_Wetland,Bareland
2066,Water,Water,Grassland,Water,Non_Wetland,Water
2067,Water,Water,Grassland,Water,Non_Wetland,Forest
2068,Water,Water,Cropland,NULL,Non_Wetland,NULL
2069,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2070,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2071,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2072,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2073,Water,Water,Cropland,NULL,Non_Wetland,Water
2074,Water,Water,Cropland,NULL,Non_Wetland,Forest
2075,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2076,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2077,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2078,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2079,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2080,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2081,Water,Water,Cropland,Water,Non_Wetland,Grassland
2082,Water,Water,Cropland,Water,Non_Wetland,Cropland
2083,Water,Water,Cropland,Water,Non_Wetland,Wetland
2084,Water,Water,Cropland,Water,Non_Wetland,Bareland
2085,Water,Water,Cropland,Water,Non_Wetland,Water
2086,Water,Water,Cropland,Water,Non_Wetland,Forest
2087,Water,Water,Wetland,NULL,Wetland,NULL
2088,Water,Water,Wetland,NULL,Wetland,Grassland
2089,Water,Water,Wetland,NULL,Wetland,Cropland
2090,Water,Water,Wetland,NULL,Wetland,Wetland
2091,Water,Water,Wetland,NULL,Wetland,Bareland
2092,Water,Water,Wetland,NULL,Wetland,Water
2093,Water,Water,Wetland,NULL,Wetland,Forest
2094,Water,Water,Wetland,Non_Water,Wetland,NULL
2095,Water,Water,Wetland,Non_Water,Wetland,Grassland
2096,Water,Water,Wetland,Non_Water,Wetland,Cropland
2097,Water,Water,Wetland,Non_Water,Wetland,Wetland
2098,Water,Water,Wetland,Non_Water,Wetland,Bareland
2099,Water,Water,Wetland,Non_Water,Wetland,Water
2100,Water,Water,Wetland,Non_Water,Wetland,Forest
2101,Water,Water,Wetland,Water,Wetland,NULL
2102,Water,Water,Wetland,Water,Wetland,Grassland
2103,Water,Water,Wetland,Water,Wetland,Cropland
2104,Water,Water,Wetland,Water,Wetland,Wetland
2105,Water,Water,Wetland,Water,Wetland,Bareland
2106,Water,Water,Wetland,Water,Wetland,Water
