Value,AFRICA_2024_DynamicWorld_2024_37NCF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,AFRICA_2024_WorldCover_2021_37NCF_M_R
1701,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1702,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1703,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1704,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1705,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1706,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1707,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1708,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1709,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1710,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1711,Forest,Water,NULL,NULL,Non_Wetland,NULL
1712,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1713,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1714,Forest,Water,NULL,NULL,Non_Wetland,Forest
1715,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1716,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1717,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1718,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1719,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1720,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1721,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1722,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1723,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1724,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1725,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1726,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1727,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1728,Forest,Water,Wetland,NULL,Wetland,Forest
1729,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1730,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1731,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1732,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1733,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1734,Forest,Water,Forest,NULL,Non_Wetland,NULL
1735,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1736,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1737,Forest,Water,Forest,NULL,Non_Wetland,Forest
1738,Forest,Water,Forest,Water,Non_Wetland,Forest
1739,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1740,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1741,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1742,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1743,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1744,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1745,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1746,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1747,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1748,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1749,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1750,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1751,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1752,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1753,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1754,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1755,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1756,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1757,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1758,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1759,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1760,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1761,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1762,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1763,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1764,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1765,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1767,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1770,Forest,Forest,Grassland,Water,Non_Wetland,Water
1771,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1772,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1773,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1774,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1775,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1776,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1777,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1778,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1779,Forest,Forest,Cropland,Water,Non_Wetland,Water
1780,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1781,Forest,Forest,Wetland,NULL,Wetland,NULL
1782,Forest,Forest,Wetland,NULL,Wetland,Grassland
1783,Forest,Forest,Wetland,NULL,Wetland,Cropland
1784,Forest,Forest,Wetland,NULL,Wetland,Forest
1785,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1786,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1787,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1788,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1789,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1790,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1791,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1792,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1793,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1794,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1795,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1796,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1797,Forest,Forest,Bareland,Water,Non_Wetland,Water
1798,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1799,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1800,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1801,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1802,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1803,Forest,Forest,Water,NULL,Water,NULL
1804,Forest,Forest,Water,NULL,Water,Grassland
1805,Forest,Forest,Water,NULL,Water,Forest
1806,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1807,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1808,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1809,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1810,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1811,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1812,Forest,Forest,Forest,NULL,Non_Wetland,Water
1813,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1814,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1815,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1816,Forest,Forest,Forest,Water,Non_Wetland,NULL
1817,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1818,Forest,Forest,Forest,Water,Non_Wetland,Forest
