Value,AFRICA_2024_DynamicWorld_2024_35PRK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRK_M_R,AFRICA_2024_GSW_Yearly_2021_35PRK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRK_M_R,AFRICA_2024_WorldCover_2021_35PRK_M_R
1746,Forest,Wetland,Forest,Water,Non_Wetland,Water
1747,Forest,Bareland,Wetland,NULL,Wetland,Wetland
1748,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland
1749,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1750,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1751,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1752,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1753,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1754,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1755,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1757,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1758,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1759,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1760,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
1761,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1762,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1763,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1764,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1765,Forest,Built-up,Wetland,NULL,Wetland,NULL
1766,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1767,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1768,Forest,Built-up,Wetland,NULL,Wetland,Forest
1769,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
1770,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1771,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1772,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1773,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1774,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1775,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1776,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1777,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1778,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1779,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1780,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1781,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1782,Forest,Water,NULL,Water,Non_Wetland,Wetland
1783,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1784,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1785,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1786,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1787,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1788,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1789,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1790,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1791,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1792,Forest,Water,Shrubland,Water,Non_Wetland,Water
1793,Forest,Water,Wetland,NULL,Wetland,NULL
1794,Forest,Water,Wetland,NULL,Wetland,Grassland
1795,Forest,Water,Wetland,NULL,Wetland,Wetland
1796,Forest,Water,Wetland,NULL,Wetland,Water
1797,Forest,Water,Wetland,NULL,Wetland,Forest
1798,Forest,Water,Wetland,Non_Water,Wetland,NULL
1799,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1800,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1801,Forest,Water,Wetland,Non_Water,Wetland,Water
1802,Forest,Water,Wetland,Non_Water,Wetland,Forest
1803,Forest,Water,Wetland,Water,Wetland,Grassland
1804,Forest,Water,Wetland,Water,Wetland,Wetland
1805,Forest,Water,Wetland,Water,Wetland,Water
1806,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1807,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1808,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1809,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1810,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1811,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1812,Forest,Water,Water,NULL,Water,Grassland
1813,Forest,Water,Water,NULL,Water,Wetland
1814,Forest,Water,Water,NULL,Water,Forest
1815,Forest,Water,Water,Non_Water,Water,Grassland
1816,Forest,Water,Water,Non_Water,Water,Wetland
1817,Forest,Water,Water,Non_Water,Water,Water
1818,Forest,Water,Water,Non_Water,Water,Forest
1819,Forest,Water,Water,Water,Water,Grassland
1820,Forest,Water,Water,Water,Water,Wetland
1821,Forest,Water,Water,Water,Water,Water
1822,Forest,Water,Water,Water,Water,Forest
1823,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1824,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1825,Forest,Water,Forest,NULL,Non_Wetland,Forest
1826,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1827,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1828,Forest,Water,Forest,Water,Non_Wetland,Grassland
1829,Forest,Water,Forest,Water,Non_Wetland,Wetland
1830,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1831,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1832,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1833,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1834,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1835,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1836,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1837,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1839,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1840,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1841,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1842,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1843,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1844,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1845,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1846,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1847,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1848,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1849,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1850,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1851,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1852,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1853,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1854,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1855,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1856,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1858,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1859,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1861,Forest,Forest,Wetland,NULL,Wetland,NULL
1862,Forest,Forest,Wetland,NULL,Wetland,Grassland
1863,Forest,Forest,Wetland,NULL,Wetland,Wetland
1864,Forest,Forest,Wetland,NULL,Wetland,Water
1865,Forest,Forest,Wetland,NULL,Wetland,Forest
1866,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1867,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1868,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1869,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1870,Forest,Forest,Wetland,Water,Wetland,Grassland
1871,Forest,Forest,Wetland,Water,Wetland,Wetland
1872,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1873,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1874,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1875,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1876,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1877,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1878,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1879,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1880,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1881,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1882,Forest,Forest,Water,NULL,Water,Grassland
1883,Forest,Forest,Water,NULL,Water,Wetland
1884,Forest,Forest,Water,NULL,Water,Forest
1885,Forest,Forest,Water,Non_Water,Water,Wetland
1886,Forest,Forest,Water,Water,Water,Grassland
1887,Forest,Forest,Water,Water,Water,Wetland
1888,Forest,Forest,Water,Water,Water,Water
1889,Forest,Forest,Water,Water,Water,Forest
1890,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1891,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1892,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1893,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1894,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1895,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1896,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1897,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1898,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1899,Forest,Forest,Forest,Water,Non_Wetland,Wetland
