Value,AFRICA_2024_DynamicWorld_2024_37PBL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBL_M_R,AFRICA_2024_GSW_Yearly_2021_37PBL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBL_M_R,AFRICA_2024_WorldCover_2021_37PBL_M_R
1705,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1706,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1707,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1708,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1709,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
1710,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1711,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1712,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1713,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1714,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1715,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1716,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1717,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1718,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1719,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1720,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1721,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1722,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1723,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1724,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1725,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1726,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1727,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1728,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1729,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1730,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1731,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1732,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1733,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1734,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1735,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1736,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1737,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1738,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1739,Forest,Wetland,Wetland,NULL,Wetland,Forest
1740,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1741,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1742,Forest,Wetland,Wetland,Water,Wetland,Wetland
1743,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1744,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1745,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1746,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1747,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1748,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1749,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
1750,Forest,Wetland,Water,NULL,Water,Wetland
1751,Forest,Wetland,Water,Non_Water,Water,Wetland
1752,Forest,Wetland,Water,Water,Water,Wetland
1753,Forest,Wetland,Water,Water,Water,Forest
1754,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1755,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1756,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1757,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1758,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1759,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1760,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1761,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1762,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1763,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1764,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1765,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1766,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1767,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1768,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1769,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1770,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1771,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1772,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1773,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1774,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1775,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1776,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1777,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1778,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1779,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1780,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1781,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1782,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1783,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1784,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1785,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1786,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1787,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1788,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1789,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1790,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1791,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1792,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1793,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1794,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1795,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1796,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1797,Forest,Water,NULL,NULL,Non_Wetland,NULL
1798,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1799,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1800,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1801,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1802,Forest,Water,NULL,NULL,Non_Wetland,Forest
1803,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1804,Forest,Water,NULL,Water,Non_Wetland,Cropland
1805,Forest,Water,NULL,Water,Non_Wetland,Wetland
1806,Forest,Water,NULL,Water,Non_Wetland,Forest
1807,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1808,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1809,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1810,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1811,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1812,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1813,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1814,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1815,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1816,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1817,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1818,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1819,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1820,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1821,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1822,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1823,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1824,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1825,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1826,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1827,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1828,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1829,Forest,Water,Wetland,NULL,Wetland,Wetland
1830,Forest,Water,Wetland,NULL,Wetland,Forest
1831,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1832,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1833,Forest,Water,Wetland,Non_Water,Wetland,Forest
1834,Forest,Water,Wetland,Water,Wetland,Cropland
1835,Forest,Water,Wetland,Water,Wetland,Wetland
1836,Forest,Water,Wetland,Water,Wetland,Forest
1837,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1838,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1839,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1840,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1841,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1842,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1843,Forest,Water,Bareland,NULL,Non_Wetland,Water
1844,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1845,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
1846,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1847,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1848,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1849,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1850,Forest,Water,Bareland,Water,Non_Wetland,Forest
1851,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1852,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1853,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1854,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1855,Forest,Water,Built-up,Water,Non_Wetland,Forest
1856,Forest,Water,Water,NULL,Water,Cropland
1857,Forest,Water,Water,NULL,Water,Wetland
1858,Forest,Water,Water,NULL,Water,Forest
1859,Forest,Water,Water,Water,Water,Wetland
1860,Forest,Water,Water,Water,Water,Water
1861,Forest,Water,Water,Water,Water,Forest
1862,Forest,Water,Forest,NULL,Non_Wetland,NULL
1863,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1864,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1865,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1866,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1867,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1868,Forest,Water,Forest,NULL,Non_Wetland,Water
1869,Forest,Water,Forest,NULL,Non_Wetland,Forest
1870,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1871,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1872,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1873,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1874,Forest,Water,Forest,Water,Non_Wetland,Grassland
1875,Forest,Water,Forest,Water,Non_Wetland,Cropland
1876,Forest,Water,Forest,Water,Non_Wetland,Wetland
1877,Forest,Water,Forest,Water,Non_Wetland,Water
1878,Forest,Water,Forest,Water,Non_Wetland,Forest
1879,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1881,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1883,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1884,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1885,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1886,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1887,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1888,Forest,Forest,NULL,Water,Non_Wetland,NULL
1889,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1890,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1891,Forest,Forest,NULL,Water,Non_Wetland,Forest
1892,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1894,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1895,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1896,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1897,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1898,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1902,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1903,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1904,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1905,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1906,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1907,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1908,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1909,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1910,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1911,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1912,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1913,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1914,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1915,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1916,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1917,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1918,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1919,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1920,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1922,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1923,Forest,Forest,Wetland,NULL,Wetland,NULL
1924,Forest,Forest,Wetland,NULL,Wetland,Cropland
1925,Forest,Forest,Wetland,NULL,Wetland,Wetland
1926,Forest,Forest,Wetland,NULL,Wetland,Forest
1927,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1928,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1929,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1930,Forest,Forest,Wetland,Water,Wetland,Cropland
1931,Forest,Forest,Wetland,Water,Wetland,Wetland
1932,Forest,Forest,Wetland,Water,Wetland,Forest
1933,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1934,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1935,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1936,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1937,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1938,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1939,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1940,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1941,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1942,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1943,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1944,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1945,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1946,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1947,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1948,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1949,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1950,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1951,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1952,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1953,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1954,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1955,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1956,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1957,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1958,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1959,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1960,Forest,Forest,Water,NULL,Water,NULL
1961,Forest,Forest,Water,NULL,Water,Grassland
1962,Forest,Forest,Water,NULL,Water,Wetland
1963,Forest,Forest,Water,NULL,Water,Forest
1964,Forest,Forest,Water,Non_Water,Water,Wetland
1965,Forest,Forest,Water,Water,Water,Wetland
1966,Forest,Forest,Water,Water,Water,Water
1967,Forest,Forest,Water,Water,Water,Forest
1968,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1969,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1970,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1971,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1972,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1973,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1974,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1975,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1976,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1977,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1978,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1979,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1980,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1981,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1982,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1983,Forest,Forest,Forest,Water,Non_Wetland,Water
1984,Forest,Forest,Forest,Water,Non_Wetland,Forest
