Value,AFRICA_2024_DynamicWorld_2024_37PEN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEN_M_R,AFRICA_2024_GSW_Yearly_2021_37PEN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEN_M_R,AFRICA_2024_WorldCover_2021_37PEN_M_R
1710,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1711,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1712,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1713,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1714,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1715,Forest,NULL,NULL,Water,Non_Wetland,NULL
1716,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1717,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1718,Forest,NULL,NULL,Water,Non_Wetland,Forest
1719,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1720,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1721,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1722,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1723,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1724,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1725,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1726,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1727,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1728,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1729,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1730,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1731,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1732,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1733,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1734,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1735,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1736,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1737,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1738,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1739,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1740,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1741,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1742,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1743,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1744,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1745,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1746,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1747,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1748,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1749,Forest,NULL,Wetland,NULL,Wetland,NULL
1750,Forest,NULL,Wetland,NULL,Wetland,Grassland
1751,Forest,NULL,Wetland,NULL,Wetland,Cropland
1752,Forest,NULL,Wetland,NULL,Wetland,Wetland
1753,Forest,NULL,Wetland,NULL,Wetland,Forest
1754,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1755,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1756,Forest,NULL,Wetland,Water,Wetland,NULL
1757,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1758,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1759,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1760,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1761,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1762,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1763,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1764,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1765,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1766,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1767,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1768,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1769,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1770,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1771,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1772,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1773,Forest,NULL,Bareland,Water,Non_Wetland,Water
1774,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1775,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1776,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1777,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1778,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1779,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1780,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1781,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1782,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1783,Forest,NULL,Water,NULL,Water,NULL
1784,Forest,NULL,Water,NULL,Water,Grassland
1785,Forest,NULL,Water,NULL,Water,Cropland
1786,Forest,NULL,Water,NULL,Water,Forest
1787,Forest,NULL,Water,Non_Water,Water,NULL
1788,Forest,NULL,Water,Water,Water,NULL
1789,Forest,NULL,Water,Water,Water,Grassland
1790,Forest,NULL,Water,Water,Water,Water
1791,Forest,NULL,Water,Water,Water,Forest
1792,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1793,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1794,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1795,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1796,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1797,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1798,Forest,NULL,Forest,NULL,Non_Wetland,Water
1799,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1800,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1801,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1802,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1803,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1804,Forest,NULL,Forest,Water,Non_Wetland,NULL
1805,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1806,Forest,NULL,Forest,Water,Non_Wetland,Forest
1807,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1808,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1809,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1810,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1811,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1812,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1813,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1814,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1815,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1816,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1817,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1818,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1819,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1820,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1827,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1828,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1829,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1830,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
1831,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1832,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1833,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1834,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1835,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1836,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1837,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1838,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1839,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1840,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1841,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1842,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1843,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1844,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1845,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1846,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1847,Forest,Cropland,Wetland,NULL,Wetland,NULL
1848,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1849,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1850,Forest,Cropland,Wetland,NULL,Wetland,Forest
1851,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1852,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1853,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1854,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1855,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1856,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1857,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1858,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1859,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1860,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1861,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1862,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1863,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1864,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
1865,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1866,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1867,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1868,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1869,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1870,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1871,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1872,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
1873,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1874,Forest,Cropland,Water,NULL,Water,NULL
1875,Forest,Cropland,Water,NULL,Water,Grassland
1876,Forest,Cropland,Water,NULL,Water,Water
1877,Forest,Cropland,Water,NULL,Water,Forest
1878,Forest,Cropland,Water,Water,Water,Forest
1879,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1880,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1881,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1882,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1883,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1884,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1885,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1886,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1887,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1888,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1889,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1890,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1891,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1892,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1893,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1894,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1897,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1898,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1899,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1900,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1901,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
1902,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1903,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1904,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1905,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1906,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1907,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1908,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1909,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1910,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1911,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1912,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1913,Forest,Built-up,NULL,Water,Non_Wetland,NULL
1914,Forest,Built-up,NULL,Water,Non_Wetland,Grassland
1915,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1918,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1922,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1923,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1924,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1925,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1926,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1927,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1928,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1929,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1930,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1931,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1932,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1933,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1934,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1935,Forest,Built-up,Wetland,NULL,Wetland,NULL
1936,Forest,Built-up,Wetland,NULL,Wetland,Cropland
1937,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1938,Forest,Built-up,Wetland,NULL,Wetland,Forest
1939,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1940,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1941,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1942,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1943,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1944,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1945,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1946,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1947,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1948,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1949,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1950,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1951,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1952,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1953,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1954,Forest,Built-up,Water,NULL,Water,Forest
1955,Forest,Built-up,Water,Water,Water,Grassland
1956,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1957,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1958,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1959,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1960,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1961,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1962,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1963,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1964,Forest,Water,NULL,NULL,Non_Wetland,NULL
1965,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1966,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1967,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1968,Forest,Water,NULL,NULL,Non_Wetland,Forest
1969,Forest,Water,NULL,Water,Non_Wetland,NULL
1970,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1971,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1972,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1973,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1974,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1975,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1976,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1977,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1978,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1979,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1980,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1981,Forest,Water,Grassland,Water,Non_Wetland,Forest
1982,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1983,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1984,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1985,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1986,Forest,Water,Wetland,NULL,Wetland,Wetland
1987,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1988,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1989,Forest,Water,Wetland,Water,Wetland,Wetland
1990,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1991,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1992,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1993,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1994,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1995,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1996,Forest,Water,Bareland,Water,Non_Wetland,NULL
1997,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1998,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1999,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2000,Forest,Water,Bareland,Water,Non_Wetland,Water
2001,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2002,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2003,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
2004,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2005,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2006,Forest,Water,Built-up,Water,Non_Wetland,Grassland
2007,Forest,Water,Built-up,Water,Non_Wetland,Water
2008,Forest,Water,Water,NULL,Water,Grassland
2009,Forest,Water,Water,Water,Water,NULL
2010,Forest,Water,Water,Water,Water,Grassland
2011,Forest,Water,Water,Water,Water,Water
2012,Forest,Water,Water,Water,Water,Forest
2013,Forest,Water,Forest,NULL,Non_Wetland,NULL
2014,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2015,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2016,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2017,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2018,Forest,Water,Forest,NULL,Non_Wetland,Forest
2019,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2020,Forest,Water,Forest,Water,Non_Wetland,NULL
2021,Forest,Water,Forest,Water,Non_Wetland,Cropland
2022,Forest,Water,Forest,Water,Non_Wetland,Wetland
2023,Forest,Water,Forest,Water,Non_Wetland,Forest
2024,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2026,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2027,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2028,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2029,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2030,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2031,Forest,Forest,NULL,Water,Non_Wetland,NULL
2032,Forest,Forest,NULL,Water,Non_Wetland,Forest
2033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2034,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2035,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2037,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2038,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2039,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2040,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2041,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2042,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2043,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2044,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2045,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2046,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2047,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2048,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2049,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2050,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2051,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2052,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2053,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2054,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2055,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2057,Forest,Forest,Wetland,NULL,Wetland,NULL
2058,Forest,Forest,Wetland,NULL,Wetland,Wetland
2059,Forest,Forest,Wetland,NULL,Wetland,Forest
2060,Forest,Forest,Wetland,Water,Wetland,Water
2061,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2062,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2063,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2064,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2065,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2066,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2067,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2068,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2069,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2070,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2071,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2072,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2073,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2074,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2075,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2076,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2077,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2078,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2079,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2080,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2081,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2082,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2083,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2084,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2085,Forest,Forest,Water,NULL,Water,NULL
2086,Forest,Forest,Water,NULL,Water,Grassland
2087,Forest,Forest,Water,NULL,Water,Forest
2088,Forest,Forest,Water,Water,Water,NULL
2089,Forest,Forest,Water,Water,Water,Grassland
2090,Forest,Forest,Water,Water,Water,Forest
2091,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2092,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2093,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2094,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2095,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2096,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2097,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2098,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2099,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2100,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2101,Forest,Forest,Forest,Water,Non_Wetland,NULL
2102,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2103,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2104,Forest,Forest,Forest,Water,Non_Wetland,Forest
