Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
427,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
428,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
429,Grassland,NULL,NULL,Water,Non_Wetland,Forest
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
436,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
438,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
439,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
440,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
441,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
442,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
443,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
444,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
445,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
446,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
447,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
448,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
453,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
454,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
455,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
456,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
457,Grassland,NULL,Grassland,Water,Non_Wetland,NULL
458,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
459,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
460,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
461,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
462,Grassland,NULL,Grassland,Water,Non_Wetland,Water
463,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
465,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
466,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
467,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
468,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
469,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
476,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
477,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
478,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
479,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
480,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
481,Grassland,NULL,Wetland,NULL,Wetland,NULL
482,Grassland,NULL,Wetland,NULL,Wetland,Grassland
483,Grassland,NULL,Wetland,NULL,Wetland,Cropland
484,Grassland,NULL,Wetland,NULL,Wetland,Wetland
485,Grassland,NULL,Wetland,NULL,Wetland,Forest
486,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
487,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
488,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
489,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
490,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
491,Grassland,NULL,Wetland,Water,Wetland,Grassland
492,Grassland,NULL,Wetland,Water,Wetland,Wetland
493,Grassland,NULL,Wetland,Water,Wetland,Water
494,Grassland,NULL,Wetland,Water,Wetland,Forest
495,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
496,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
497,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
498,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
499,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
500,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
501,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
502,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
503,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
504,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
505,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
506,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
507,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
508,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
509,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
510,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
511,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
512,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
513,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
514,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
515,Grassland,NULL,Bareland,Water,Non_Wetland,Water
516,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
517,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
518,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
519,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
520,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
521,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
522,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
523,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
524,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
525,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
526,Grassland,NULL,Water,NULL,Water,Wetland
527,Grassland,NULL,Water,NULL,Water,Forest
528,Grassland,NULL,Water,Non_Water,Water,Wetland
529,Grassland,NULL,Water,Water,Water,Cropland
530,Grassland,NULL,Water,Water,Water,Wetland
531,Grassland,NULL,Water,Water,Water,Bareland
532,Grassland,NULL,Water,Water,Water,Water
533,Grassland,NULL,Water,Water,Water,Forest
534,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
535,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
536,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
537,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
538,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
539,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
540,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
541,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
542,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
543,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
544,Grassland,NULL,Forest,Water,Non_Wetland,NULL
545,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
546,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
547,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
548,Grassland,NULL,Forest,Water,Non_Wetland,Forest
549,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
550,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
551,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
552,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
553,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
554,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
560,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
561,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
562,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL
563,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
564,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
565,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
566,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
567,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
568,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
569,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
570,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
571,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
572,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
573,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
574,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL
575,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
576,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
577,Grassland,Cropland,Grassland,Water,Non_Wetland,Forest
578,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
583,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
584,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
585,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
586,Grassland,Cropland,Wetland,NULL,Wetland,NULL
587,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
588,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
589,Grassland,Cropland,Wetland,NULL,Wetland,Forest
590,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
591,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
592,Grassland,Cropland,Wetland,Water,Wetland,NULL
593,Grassland,Cropland,Wetland,Water,Wetland,Grassland
594,Grassland,Cropland,Wetland,Water,Wetland,Cropland
595,Grassland,Cropland,Wetland,Water,Wetland,Wetland
596,Grassland,Cropland,Wetland,Water,Wetland,Forest
597,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
598,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
599,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
600,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
601,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
602,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
603,Grassland,Cropland,Bareland,Water,Non_Wetland,Forest
604,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
605,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
606,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
607,Grassland,Cropland,Water,NULL,Water,Wetland
608,Grassland,Cropland,Water,Non_Water,Water,Grassland
609,Grassland,Cropland,Water,Water,Water,Wetland
610,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
611,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
612,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
613,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
614,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
615,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
616,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
617,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
618,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
619,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
620,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
621,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
622,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
623,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL
624,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
625,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
626,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
627,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland
628,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
629,Grassland,Wetland,NULL,Water,Non_Wetland,Bareland
630,Grassland,Wetland,NULL,Water,Non_Wetland,Forest
631,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
632,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
633,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
634,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
635,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
636,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
637,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
638,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
639,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
640,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
641,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
642,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
643,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
644,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL
645,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
646,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
647,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
648,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland
649,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
650,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
651,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
652,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
653,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
654,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
655,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
656,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
657,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
658,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
659,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
660,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
661,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
662,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL
663,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
664,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
665,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
666,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland
667,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
668,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
669,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
670,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
671,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
672,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
673,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland
674,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
675,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
676,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
677,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
678,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
679,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
680,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
681,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL
682,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
683,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
684,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
685,Grassland,Wetland,Cropland,Water,Non_Wetland,Bareland
686,Grassland,Wetland,Cropland,Water,Non_Wetland,Forest
687,Grassland,Wetland,Wetland,NULL,Wetland,NULL
688,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
689,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
690,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
691,Grassland,Wetland,Wetland,NULL,Wetland,Bareland
692,Grassland,Wetland,Wetland,NULL,Wetland,Forest
693,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
694,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
695,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
696,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
697,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland
698,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
699,Grassland,Wetland,Wetland,Water,Wetland,NULL
700,Grassland,Wetland,Wetland,Water,Wetland,Grassland
701,Grassland,Wetland,Wetland,Water,Wetland,Cropland
702,Grassland,Wetland,Wetland,Water,Wetland,Wetland
703,Grassland,Wetland,Wetland,Water,Wetland,Bareland
704,Grassland,Wetland,Wetland,Water,Wetland,Water
705,Grassland,Wetland,Wetland,Water,Wetland,Forest
706,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
707,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
708,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
709,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
710,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
711,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
712,Grassland,Wetland,Bareland,NULL,Non_Wetland,Bareland
713,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
714,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
715,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
716,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
717,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
718,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
719,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL
720,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
721,Grassland,Wetland,Bareland,Water,Non_Wetland,Cropland
722,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
723,Grassland,Wetland,Bareland,Water,Non_Wetland,Bareland
724,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
725,Grassland,Wetland,Bareland,Water,Non_Wetland,Forest
726,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL
727,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
728,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
729,Grassland,Wetland,Built-up,NULL,Non_Wetland,Bareland
730,Grassland,Wetland,Built-up,NULL,Non_Wetland,Forest
731,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
732,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
733,Grassland,Wetland,Built-up,Water,Non_Wetland,Grassland
734,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
735,Grassland,Wetland,Built-up,Water,Non_Wetland,Forest
736,Grassland,Wetland,Water,NULL,Water,Wetland
737,Grassland,Wetland,Water,NULL,Water,Bareland
738,Grassland,Wetland,Water,NULL,Water,Water
739,Grassland,Wetland,Water,NULL,Water,Forest
740,Grassland,Wetland,Water,Non_Water,Water,Wetland
741,Grassland,Wetland,Water,Non_Water,Water,Bareland
742,Grassland,Wetland,Water,Non_Water,Water,Forest
743,Grassland,Wetland,Water,Water,Water,NULL
744,Grassland,Wetland,Water,Water,Water,Grassland
745,Grassland,Wetland,Water,Water,Water,Cropland
746,Grassland,Wetland,Water,Water,Water,Wetland
747,Grassland,Wetland,Water,Water,Water,Bareland
748,Grassland,Wetland,Water,Water,Water,Water
749,Grassland,Wetland,Water,Water,Water,Forest
750,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
751,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
752,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
753,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
754,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
755,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
756,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
757,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
758,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
759,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
760,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
761,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
762,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
763,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
764,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
765,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
766,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
767,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
768,Grassland,Built-up,Grassland,Water,Non_Wetland,Grassland
769,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
770,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
771,Grassland,Built-up,Cropland,Water,Non_Wetland,Grassland
772,Grassland,Built-up,Wetland,Water,Wetland,Grassland
773,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
774,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
775,Grassland,Water,NULL,NULL,Non_Wetland,Forest
776,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland
777,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
778,Grassland,Water,NULL,Water,Non_Wetland,Wetland
779,Grassland,Water,NULL,Water,Non_Wetland,Forest
780,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
781,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
782,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
783,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
784,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
785,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
786,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
787,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
788,Grassland,Water,Shrubland,Water,Non_Wetland,NULL
789,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
790,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
791,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
792,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
793,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
794,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
795,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
796,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
797,Grassland,Water,Grassland,Non_Water,Non_Wetland,Cropland
798,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
799,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
800,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
801,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
802,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
803,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
804,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
805,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
806,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest
807,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
808,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
809,Grassland,Water,Cropland,Water,Non_Wetland,Forest
810,Grassland,Water,Wetland,NULL,Wetland,NULL
811,Grassland,Water,Wetland,NULL,Wetland,Grassland
812,Grassland,Water,Wetland,NULL,Wetland,Wetland
813,Grassland,Water,Wetland,NULL,Wetland,Forest
814,Grassland,Water,Wetland,Non_Water,Wetland,NULL
815,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
816,Grassland,Water,Wetland,Non_Water,Wetland,Forest
817,Grassland,Water,Wetland,Water,Wetland,Grassland
818,Grassland,Water,Wetland,Water,Wetland,Wetland
819,Grassland,Water,Wetland,Water,Wetland,Bareland
820,Grassland,Water,Wetland,Water,Wetland,Forest
821,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
822,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
823,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
824,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
825,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
826,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
827,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
828,Grassland,Water,Bareland,Non_Water,Non_Wetland,Forest
829,Grassland,Water,Bareland,Water,Non_Wetland,Forest
830,Grassland,Water,Built-up,Non_Water,Non_Wetland,Forest
831,Grassland,Water,Built-up,Water,Non_Wetland,Forest
832,Grassland,Water,Water,NULL,Water,Wetland
833,Grassland,Water,Water,NULL,Water,Forest
834,Grassland,Water,Water,Non_Water,Water,Wetland
835,Grassland,Water,Water,Non_Water,Water,Forest
836,Grassland,Water,Water,Water,Water,Wetland
837,Grassland,Water,Water,Water,Water,Water
838,Grassland,Water,Water,Water,Water,Forest
839,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
840,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
841,Grassland,Water,Forest,NULL,Non_Wetland,Forest
842,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
843,Grassland,Water,Forest,Water,Non_Wetland,Grassland
844,Grassland,Water,Forest,Water,Non_Wetland,Wetland
845,Grassland,Water,Forest,Water,Non_Wetland,Forest
846,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
847,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
848,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
