Value,AFRICA_2024_DynamicWorld_2024_37PDL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDL_M_R,AFRICA_2024_GSW_Yearly_2021_37PDL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDL_M_R,AFRICA_2024_WorldCover_2021_37PDL_M_R
1674,Water,Bareland,Grassland,Water,Non_Wetland,Water
1675,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1676,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1677,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1678,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1679,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1680,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1681,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1682,Water,Bareland,Cropland,Water,Non_Wetland,Water
1683,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1684,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1685,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1686,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1687,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1688,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1689,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1690,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1691,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1692,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1693,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1694,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1695,Water,Bareland,Bareland,Water,Non_Wetland,Water
1696,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1697,Water,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
1698,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1699,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1700,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1701,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1702,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1703,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1704,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1705,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1706,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1707,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1708,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1709,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1710,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1711,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1712,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
1713,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1714,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1715,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1716,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1717,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1718,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1719,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1720,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
1721,Water,Built-up,Cropland,Water,Non_Wetland,Water
1722,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1723,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1724,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1725,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1726,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1727,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1728,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1729,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1730,Water,Built-up,Bareland,Water,Non_Wetland,Water
1731,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1732,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1733,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1734,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1735,Water,Built-up,Water,NULL,Water,Forest
1736,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1737,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1738,Water,Built-up,Forest,NULL,Non_Wetland,Water
1739,Water,Water,NULL,NULL,Non_Wetland,NULL
1740,Water,Water,NULL,NULL,Non_Wetland,Grassland
1741,Water,Water,NULL,NULL,Non_Wetland,Cropland
1742,Water,Water,NULL,NULL,Non_Wetland,Wetland
1743,Water,Water,NULL,NULL,Non_Wetland,Bareland
1744,Water,Water,NULL,NULL,Non_Wetland,Water
1745,Water,Water,NULL,NULL,Non_Wetland,Forest
1746,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1747,Water,Water,NULL,Water,Non_Wetland,Grassland
1748,Water,Water,NULL,Water,Non_Wetland,Cropland
1749,Water,Water,NULL,Water,Non_Wetland,Water
1750,Water,Water,NULL,Water,Non_Wetland,Forest
1751,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1752,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1753,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1754,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1755,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1756,Water,Water,Shrubland,NULL,Non_Wetland,Water
1757,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1758,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1759,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1760,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1761,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1762,Water,Water,Shrubland,Water,Non_Wetland,NULL
1763,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1764,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1765,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1766,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1767,Water,Water,Shrubland,Water,Non_Wetland,Water
1768,Water,Water,Shrubland,Water,Non_Wetland,Forest
1769,Water,Water,Grassland,NULL,Non_Wetland,NULL
1770,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1771,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1772,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1773,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1774,Water,Water,Grassland,NULL,Non_Wetland,Water
1775,Water,Water,Grassland,NULL,Non_Wetland,Forest
1776,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1777,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1778,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1779,Water,Water,Grassland,Water,Non_Wetland,Grassland
1780,Water,Water,Grassland,Water,Non_Wetland,Cropland
1781,Water,Water,Grassland,Water,Non_Wetland,Bareland
1782,Water,Water,Grassland,Water,Non_Wetland,Water
1783,Water,Water,Grassland,Water,Non_Wetland,Forest
1784,Water,Water,Cropland,NULL,Non_Wetland,NULL
1785,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1786,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1787,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1788,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1789,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1790,Water,Water,Cropland,NULL,Non_Wetland,Water
1791,Water,Water,Cropland,NULL,Non_Wetland,Forest
1792,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1793,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1794,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1795,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1796,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1797,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1798,Water,Water,Cropland,Water,Non_Wetland,NULL
1799,Water,Water,Cropland,Water,Non_Wetland,Grassland
1800,Water,Water,Cropland,Water,Non_Wetland,Cropland
1801,Water,Water,Cropland,Water,Non_Wetland,Wetland
1802,Water,Water,Cropland,Water,Non_Wetland,Bareland
1803,Water,Water,Cropland,Water,Non_Wetland,Water
1804,Water,Water,Cropland,Water,Non_Wetland,Forest
1805,Water,Water,Wetland,NULL,Wetland,Grassland
1806,Water,Water,Wetland,NULL,Wetland,Cropland
1807,Water,Water,Wetland,NULL,Wetland,Wetland
1808,Water,Water,Wetland,NULL,Wetland,Bareland
1809,Water,Water,Wetland,NULL,Wetland,Water
1810,Water,Water,Wetland,NULL,Wetland,Forest
1811,Water,Water,Wetland,Non_Water,Wetland,Cropland
1812,Water,Water,Wetland,Non_Water,Wetland,Wetland
1813,Water,Water,Wetland,Non_Water,Wetland,Bareland
1814,Water,Water,Wetland,Non_Water,Wetland,Water
1815,Water,Water,Wetland,Non_Water,Wetland,Forest
1816,Water,Water,Wetland,Water,Wetland,NULL
1817,Water,Water,Wetland,Water,Wetland,Grassland
1818,Water,Water,Wetland,Water,Wetland,Cropland
1819,Water,Water,Wetland,Water,Wetland,Wetland
1820,Water,Water,Wetland,Water,Wetland,Bareland
1821,Water,Water,Wetland,Water,Wetland,Water
1822,Water,Water,Wetland,Water,Wetland,Forest
1823,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1824,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1825,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1826,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1827,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1828,Water,Water,Bareland,NULL,Non_Wetland,NULL
1829,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1830,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1831,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1832,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1833,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1834,Water,Water,Bareland,NULL,Non_Wetland,Water
1835,Water,Water,Bareland,NULL,Non_Wetland,Forest
1836,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1837,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1838,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1839,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1840,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1841,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1842,Water,Water,Bareland,Water,Non_Wetland,NULL
1843,Water,Water,Bareland,Water,Non_Wetland,Grassland
1844,Water,Water,Bareland,Water,Non_Wetland,Cropland
1845,Water,Water,Bareland,Water,Non_Wetland,Bareland
1846,Water,Water,Bareland,Water,Non_Wetland,Water
1847,Water,Water,Bareland,Water,Non_Wetland,Forest
1848,Water,Water,Built-up,NULL,Non_Wetland,NULL
1849,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1850,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1851,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1852,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1853,Water,Water,Built-up,NULL,Non_Wetland,Water
1854,Water,Water,Built-up,NULL,Non_Wetland,Forest
1855,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1856,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1857,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1858,Water,Water,Built-up,Water,Non_Wetland,NULL
1859,Water,Water,Built-up,Water,Non_Wetland,Grassland
1860,Water,Water,Built-up,Water,Non_Wetland,Cropland
1861,Water,Water,Built-up,Water,Non_Wetland,Bareland
1862,Water,Water,Built-up,Water,Non_Wetland,Water
1863,Water,Water,Built-up,Water,Non_Wetland,Forest
1864,Water,Water,Water,NULL,Water,NULL
1865,Water,Water,Water,NULL,Water,Grassland
1866,Water,Water,Water,NULL,Water,Cropland
1867,Water,Water,Water,NULL,Water,Wetland
1868,Water,Water,Water,NULL,Water,Bareland
1869,Water,Water,Water,NULL,Water,Water
1870,Water,Water,Water,NULL,Water,Forest
1871,Water,Water,Water,Non_Water,Water,Cropland
1872,Water,Water,Water,Non_Water,Water,Bareland
1873,Water,Water,Water,Non_Water,Water,Water
1874,Water,Water,Water,Water,Water,Grassland
1875,Water,Water,Water,Water,Water,Cropland
1876,Water,Water,Water,Water,Water,Wetland
1877,Water,Water,Water,Water,Water,Bareland
1878,Water,Water,Water,Water,Water,Water
1879,Water,Water,Water,Water,Water,Forest
1880,Water,Water,Forest,NULL,Non_Wetland,NULL
1881,Water,Water,Forest,NULL,Non_Wetland,Grassland
1882,Water,Water,Forest,NULL,Non_Wetland,Cropland
1883,Water,Water,Forest,NULL,Non_Wetland,Wetland
1884,Water,Water,Forest,NULL,Non_Wetland,Bareland
1885,Water,Water,Forest,NULL,Non_Wetland,Water
1886,Water,Water,Forest,NULL,Non_Wetland,Forest
1887,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1888,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1889,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1890,Water,Water,Forest,Non_Water,Non_Wetland,Water
1891,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1892,Water,Water,Forest,Water,Non_Wetland,NULL
1893,Water,Water,Forest,Water,Non_Wetland,Grassland
1894,Water,Water,Forest,Water,Non_Wetland,Cropland
1895,Water,Water,Forest,Water,Non_Wetland,Wetland
1896,Water,Water,Forest,Water,Non_Wetland,Bareland
1897,Water,Water,Forest,Water,Non_Wetland,Water
1898,Water,Water,Forest,Water,Non_Wetland,Forest
1899,Water,Forest,NULL,NULL,Non_Wetland,NULL
1900,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1901,Water,Forest,NULL,NULL,Non_Wetland,Forest
1902,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1903,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1904,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1905,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1906,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1907,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1908,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1909,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1910,Water,Forest,Wetland,NULL,Wetland,Forest
1911,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1912,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1913,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1914,Water,Forest,Bareland,NULL,Non_Wetland,Water
1915,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1916,Water,Forest,Bareland,Water,Non_Wetland,Forest
1917,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1918,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1919,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
1920,Water,Forest,Built-up,Water,Non_Wetland,Forest
1921,Water,Forest,Water,NULL,Water,Grassland
1922,Water,Forest,Water,NULL,Water,Forest
1923,Water,Forest,Water,Water,Water,Forest
1924,Water,Forest,Forest,NULL,Non_Wetland,NULL
1925,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1926,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1927,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1928,Water,Forest,Forest,NULL,Non_Wetland,Water
1929,Water,Forest,Forest,NULL,Non_Wetland,Forest
1930,Water,Forest,Forest,Water,Non_Wetland,Forest
1931,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1932,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
1933,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Built-up
1934,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Cropland
1935,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland
1936,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1937,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1938,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
1939,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1940,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
1941,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1942,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1943,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up
1944,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1945,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
1946,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1947,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Cropland
1948,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1949,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1950,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1951,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1952,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1953,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1954,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1955,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1956,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1957,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1958,Forest,NULL,NULL,Water,Non_Wetland,Forest
1959,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1960,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1961,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1962,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1963,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1964,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1966,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1967,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1968,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1969,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1970,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1971,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1972,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1973,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1974,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1975,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1976,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1977,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1978,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1979,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1980,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1981,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1982,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1983,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1984,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1985,Forest,NULL,Wetland,NULL,Wetland,NULL
1986,Forest,NULL,Wetland,NULL,Wetland,Grassland
1987,Forest,NULL,Wetland,NULL,Wetland,Forest
1988,Forest,NULL,Wetland,Water,Wetland,Grassland
1989,Forest,NULL,Wetland,Water,Wetland,Forest
1990,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1991,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1992,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1993,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1994,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1995,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1996,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1997,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1998,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1999,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2000,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2001,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2002,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2003,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2004,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2005,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2006,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2007,Forest,NULL,Bareland,Water,Non_Wetland,Water
2008,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2009,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2010,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2011,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2012,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2013,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2014,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2015,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
2016,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2017,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2018,Forest,NULL,Water,NULL,Water,NULL
2019,Forest,NULL,Water,NULL,Water,Grassland
2020,Forest,NULL,Water,NULL,Water,Cropland
2021,Forest,NULL,Water,NULL,Water,Bareland
2022,Forest,NULL,Water,NULL,Water,Water
2023,Forest,NULL,Water,NULL,Water,Forest
2024,Forest,NULL,Water,Water,Water,Grassland
2025,Forest,NULL,Water,Water,Water,Bareland
2026,Forest,NULL,Water,Water,Water,Water
2027,Forest,NULL,Water,Water,Water,Forest
2028,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2029,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2030,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2031,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2032,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2033,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2034,Forest,NULL,Forest,NULL,Non_Wetland,Water
2035,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2036,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2037,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2038,Forest,NULL,Forest,Water,Non_Wetland,NULL
2039,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2040,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2041,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2042,Forest,NULL,Forest,Water,Non_Wetland,Water
2043,Forest,NULL,Forest,Water,Non_Wetland,Forest
2044,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2045,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2046,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2047,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2048,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2049,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2050,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2051,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2052,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2053,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2061,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2062,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2063,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2064,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2065,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2066,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2067,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2068,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2069,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2070,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2071,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2072,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2073,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2074,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2075,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2076,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2077,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2078,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2079,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2080,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2081,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2082,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2083,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2084,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2085,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2086,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2087,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2088,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2089,Forest,Cropland,Wetland,NULL,Wetland,NULL
2090,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2091,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2092,Forest,Cropland,Wetland,NULL,Wetland,Forest
2093,Forest,Cropland,Wetland,Water,Wetland,NULL
2094,Forest,Cropland,Wetland,Water,Wetland,Water
2095,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2096,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2097,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2098,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2099,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2100,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2101,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2102,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2103,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2104,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2105,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2106,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2107,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2108,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
