Value,AFRICA_2024_DynamicWorld_2024_37PEP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,AFRICA_2024_WorldCover_2021_37PEP_M_R
1706,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1707,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1708,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1709,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1710,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1711,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1712,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1713,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1714,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1715,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1716,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1717,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1718,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1719,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1720,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1721,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1728,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1729,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1730,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1731,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1732,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1733,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1734,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1735,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1736,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1737,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1738,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1739,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1740,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1741,Forest,Built-up,Wetland,NULL,Wetland,NULL
1742,Forest,Built-up,Wetland,NULL,Wetland,Forest
1743,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1744,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1745,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1746,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1747,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1748,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1749,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1750,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1751,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1752,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1753,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1754,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1755,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1756,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1757,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1758,Forest,Built-up,Water,Water,Water,Grassland
1759,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1760,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1761,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1762,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1763,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1764,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1765,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1766,Forest,Water,NULL,NULL,Non_Wetland,NULL
1767,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1768,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1769,Forest,Water,NULL,Water,Non_Wetland,NULL
1770,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1771,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1772,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1773,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1774,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1775,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1776,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1777,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1778,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1779,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1780,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1781,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1782,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1783,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1784,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1785,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1786,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1787,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1788,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1789,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1790,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1791,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1792,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1793,Forest,Water,Bareland,NULL,Non_Wetland,Water
1794,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1795,Forest,Water,Bareland,Water,Non_Wetland,NULL
1796,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1797,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1798,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1799,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1800,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1801,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1802,Forest,Water,Water,NULL,Water,Grassland
1803,Forest,Water,Water,Water,Water,NULL
1804,Forest,Water,Water,Water,Water,Grassland
1805,Forest,Water,Forest,NULL,Non_Wetland,NULL
1806,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1807,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1808,Forest,Water,Forest,NULL,Non_Wetland,Forest
1809,Forest,Water,Forest,Water,Non_Wetland,Forest
1810,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1811,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1812,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1813,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1814,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1815,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1816,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1817,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1818,Forest,Forest,NULL,Water,Non_Wetland,NULL
1819,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1820,Forest,Forest,NULL,Water,Non_Wetland,Forest
1821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1822,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1823,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1824,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1825,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1826,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1827,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1828,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1829,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1830,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1831,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1832,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1833,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1834,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1835,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1836,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1837,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1839,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1840,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1841,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1842,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1843,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1844,Forest,Forest,Wetland,NULL,Wetland,NULL
1845,Forest,Forest,Wetland,NULL,Wetland,Cropland
1846,Forest,Forest,Wetland,NULL,Wetland,Wetland
1847,Forest,Forest,Wetland,NULL,Wetland,Bareland
1848,Forest,Forest,Wetland,NULL,Wetland,Forest
1849,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1850,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1851,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1852,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1853,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1854,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1855,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1856,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1857,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1859,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1860,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1861,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1862,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1863,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1864,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1865,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1866,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1867,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1868,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1869,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1870,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1871,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1872,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1873,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1874,Forest,Forest,Water,NULL,Water,NULL
1875,Forest,Forest,Water,NULL,Water,Grassland
1876,Forest,Forest,Water,NULL,Water,Forest
1877,Forest,Forest,Water,Water,Water,NULL
1878,Forest,Forest,Water,Water,Water,Grassland
1879,Forest,Forest,Water,Water,Water,Forest
1880,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1881,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1882,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1883,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1884,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1885,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1886,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1887,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1888,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1889,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1890,Forest,Forest,Forest,Water,Non_Wetland,NULL
1891,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1892,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1893,Forest,Forest,Forest,Water,Non_Wetland,Forest
