Value,AFRICA_2024_DynamicWorld_2024_36PYV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYV_M_R,AFRICA_2024_GSW_Yearly_2021_36PYV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYV_M_R,AFRICA_2024_WorldCover_2021_36PYV_M_R
1679,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1680,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1681,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1682,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1683,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1684,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1685,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1686,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1687,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1688,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1689,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1690,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1691,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1692,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1693,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1694,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1695,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1696,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1697,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1698,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1699,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1700,Bareland,NULL,Wetland,Water,Wetland,Grassland
1701,Bareland,NULL,Wetland,Water,Wetland,Cropland
1702,Bareland,NULL,Wetland,Water,Wetland,Wetland
1703,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1704,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1705,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1706,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1707,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1708,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1709,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1710,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1711,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1712,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1713,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1714,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1715,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1716,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1717,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1718,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1719,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1720,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1721,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1722,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1723,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1724,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1725,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1726,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1727,Bareland,NULL,Water,Non_Water,Water,Grassland
1728,Bareland,NULL,Water,Water,Water,Grassland
1729,Bareland,NULL,Water,Water,Water,Cropland
1730,Bareland,NULL,Water,Water,Water,Bareland
1731,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1732,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1733,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1734,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1735,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1736,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1737,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1738,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1739,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1740,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1741,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1742,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1744,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1745,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1746,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1747,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1748,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1749,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1750,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1751,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1752,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1753,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1754,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1755,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1756,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1757,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1758,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1759,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1760,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1761,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1762,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1763,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1764,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1765,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1766,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1767,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1768,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1769,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1770,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1771,Bareland,Cropland,Wetland,Non_Water,Wetland,Cropland
1772,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1773,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1774,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1775,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1776,Bareland,Cropland,Wetland,Water,Wetland,Water
1777,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1778,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1779,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1780,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1781,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1782,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1783,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1784,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1785,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1786,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
1787,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1788,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1789,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1790,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1791,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1792,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1793,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Water
1794,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1795,Bareland,Cropland,Water,NULL,Water,Bareland
1796,Bareland,Cropland,Water,Water,Water,Cropland
1797,Bareland,Cropland,Water,Water,Water,Wetland
1798,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1799,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1800,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1801,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1802,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1803,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1804,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1805,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1806,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1807,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1808,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1809,Bareland,Wetland,Wetland,Water,Wetland,Water
1810,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1811,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1812,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1813,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1814,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1815,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1816,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1817,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1818,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1819,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1820,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1821,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1822,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1823,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1824,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1825,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1826,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1827,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1828,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1829,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1830,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1831,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1832,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1833,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1834,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1835,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1836,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1837,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1838,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1839,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1840,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1841,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1842,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1843,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1844,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1845,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1846,Bareland,Bareland,Wetland,Water,Wetland,Water
1847,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1848,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1849,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1850,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1851,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1852,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1853,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1854,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1855,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1856,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1857,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1858,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1859,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1860,Bareland,Bareland,Water,NULL,Water,Grassland
1861,Bareland,Bareland,Water,Non_Water,Water,Grassland
1862,Bareland,Bareland,Water,Non_Water,Water,Wetland
1863,Bareland,Bareland,Water,Non_Water,Water,Bareland
1864,Bareland,Bareland,Water,Water,Water,Grassland
1865,Bareland,Bareland,Water,Water,Water,Wetland
1866,Bareland,Bareland,Water,Water,Water,Bareland
1867,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1868,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1869,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1870,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1871,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1872,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1873,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1874,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1875,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1876,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1877,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1878,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1879,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1880,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1881,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1882,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1883,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1884,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1885,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1886,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1887,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1888,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1889,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1890,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1891,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1892,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1893,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1894,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1895,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1896,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1897,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1898,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1899,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1900,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1901,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1902,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1903,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1904,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1905,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1906,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1907,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1908,Bareland,Water,Wetland,Water,Wetland,Grassland
1909,Bareland,Water,Wetland,Water,Wetland,Bareland
1910,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1911,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1912,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1913,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1914,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1915,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1916,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1917,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1918,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1919,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1920,Bareland,Water,Water,NULL,Water,Grassland
1921,Bareland,Water,Water,NULL,Water,Bareland
1922,Bareland,Water,Water,Water,Water,Water
1923,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1924,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1925,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1926,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1927,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1928,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1929,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1930,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1931,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1932,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1933,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1934,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1935,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1936,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1937,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1938,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1939,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1940,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1941,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1942,Water,NULL,NULL,NULL,Non_Wetland,Forest
1943,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1944,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1945,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1946,Water,NULL,NULL,Water,Non_Wetland,Grassland
1947,Water,NULL,NULL,Water,Non_Wetland,Cropland
1948,Water,NULL,NULL,Water,Non_Wetland,Wetland
1949,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1950,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1951,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1952,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1953,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1954,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1955,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1956,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1957,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1958,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1959,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1960,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1961,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1962,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1963,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1964,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1965,Water,NULL,Shrubland,Water,Non_Wetland,Water
1966,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1967,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1968,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1969,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1970,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1971,Water,NULL,Grassland,NULL,Non_Wetland,Water
1972,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1973,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1974,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1975,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1976,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1977,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1978,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1979,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1980,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1981,Water,NULL,Grassland,Water,Non_Wetland,Water
1982,Water,NULL,Grassland,Water,Non_Wetland,Forest
1983,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1984,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1985,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1986,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1987,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1988,Water,NULL,Cropland,NULL,Non_Wetland,Water
1989,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1990,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1991,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1992,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1993,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1994,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1995,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1996,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1997,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1998,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1999,Water,NULL,Cropland,Water,Non_Wetland,Water
2000,Water,NULL,Cropland,Water,Non_Wetland,Forest
2001,Water,NULL,Wetland,NULL,Wetland,Grassland
2002,Water,NULL,Wetland,NULL,Wetland,Cropland
2003,Water,NULL,Wetland,NULL,Wetland,Wetland
2004,Water,NULL,Wetland,NULL,Wetland,Forest
2005,Water,NULL,Wetland,Non_Water,Wetland,Grassland
2006,Water,NULL,Wetland,Non_Water,Wetland,Cropland
2007,Water,NULL,Wetland,Non_Water,Wetland,Wetland
2008,Water,NULL,Wetland,Non_Water,Wetland,Forest
2009,Water,NULL,Wetland,Water,Wetland,Grassland
2010,Water,NULL,Wetland,Water,Wetland,Cropland
2011,Water,NULL,Wetland,Water,Wetland,Wetland
2012,Water,NULL,Wetland,Water,Wetland,Bareland
2013,Water,NULL,Wetland,Water,Wetland,Water
2014,Water,NULL,Wetland,Water,Wetland,Forest
2015,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2016,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
2017,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2018,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2019,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
2020,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2021,Water,NULL,Bareland,NULL,Non_Wetland,Water
2022,Water,NULL,Bareland,NULL,Non_Wetland,Forest
2023,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2024,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2025,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2026,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2027,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
2028,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2029,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2030,Water,NULL,Bareland,Water,Non_Wetland,Wetland
2031,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2032,Water,NULL,Bareland,Water,Non_Wetland,Water
2033,Water,NULL,Bareland,Water,Non_Wetland,Forest
2034,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
2035,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
2036,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
2037,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
2038,Water,NULL,Built-up,NULL,Non_Wetland,Forest
2039,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2040,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
2041,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
2042,Water,NULL,Built-up,Water,Non_Wetland,Cropland
2043,Water,NULL,Built-up,Water,Non_Wetland,Wetland
2044,Water,NULL,Built-up,Water,Non_Wetland,Bareland
2045,Water,NULL,Water,NULL,Water,Grassland
2046,Water,NULL,Water,NULL,Water,Wetland
2047,Water,NULL,Water,Non_Water,Water,Cropland
2048,Water,NULL,Water,Non_Water,Water,Bareland
2049,Water,NULL,Water,Non_Water,Water,Forest
2050,Water,NULL,Water,Water,Water,Cropland
2051,Water,NULL,Water,Water,Water,Wetland
2052,Water,NULL,Water,Water,Water,Bareland
2053,Water,NULL,Water,Water,Water,Water
2054,Water,NULL,Water,Water,Water,Forest
2055,Water,NULL,Forest,NULL,Non_Wetland,NULL
2056,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2057,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2058,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2059,Water,NULL,Forest,NULL,Non_Wetland,Bareland
2060,Water,NULL,Forest,NULL,Non_Wetland,Forest
2061,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2062,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2063,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2064,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2065,Water,NULL,Forest,Water,Non_Wetland,Grassland
2066,Water,NULL,Forest,Water,Non_Wetland,Cropland
2067,Water,NULL,Forest,Water,Non_Wetland,Wetland
2068,Water,NULL,Forest,Water,Non_Wetland,Bareland
2069,Water,NULL,Forest,Water,Non_Wetland,Water
2070,Water,NULL,Forest,Water,Non_Wetland,Forest
2071,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2072,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2073,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
2074,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
2075,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2076,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2077,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
2078,Water,Cropland,NULL,Water,Non_Wetland,Grassland
2079,Water,Cropland,NULL,Water,Non_Wetland,Cropland
2080,Water,Cropland,NULL,Water,Non_Wetland,Wetland
2081,Water,Cropland,NULL,Water,Non_Wetland,Water
2082,Water,Cropland,NULL,Water,Non_Wetland,Forest
2083,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2084,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2085,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2086,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2087,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2088,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2089,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2090,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2091,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2092,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2093,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2094,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2095,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2096,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2097,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2098,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2099,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
