Value,AFRICA_2024_DynamicWorld_2024_36PVR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVR_M_R,AFRICA_2024_GSW_Yearly_2021_36PVR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVR_M_R,AFRICA_2024_WorldCover_2021_36PVR_M_R
1748,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1749,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1750,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1751,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1752,Forest,Forest,Wetland,NULL,Wetland,NULL
1753,Forest,Forest,Wetland,NULL,Wetland,Grassland
1754,Forest,Forest,Wetland,NULL,Wetland,Wetland
1755,Forest,Forest,Wetland,NULL,Wetland,Water
1756,Forest,Forest,Wetland,NULL,Wetland,Forest
1757,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1758,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1759,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1760,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1761,Forest,Forest,Wetland,Water,Wetland,Grassland
1762,Forest,Forest,Wetland,Water,Wetland,Wetland
1763,Forest,Forest,Wetland,Water,Wetland,Water
1764,Forest,Forest,Wetland,Water,Wetland,Forest
1765,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1766,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1767,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1768,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1769,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1770,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1771,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1772,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1773,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1774,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1775,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1776,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1777,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1778,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1779,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1780,Forest,Forest,Water,NULL,Water,Grassland
1781,Forest,Forest,Water,NULL,Water,Wetland
1782,Forest,Forest,Water,NULL,Water,Water
1783,Forest,Forest,Water,NULL,Water,Forest
1784,Forest,Forest,Water,Non_Water,Water,Wetland
1785,Forest,Forest,Water,Non_Water,Water,Water
1786,Forest,Forest,Water,Water,Water,NULL
1787,Forest,Forest,Water,Water,Water,Grassland
1788,Forest,Forest,Water,Water,Water,Wetland
1789,Forest,Forest,Water,Water,Water,Bareland
1790,Forest,Forest,Water,Water,Water,Water
1791,Forest,Forest,Water,Water,Water,Forest
1792,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1793,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1794,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1795,Forest,Forest,Forest,NULL,Non_Wetland,Water
1796,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1797,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1798,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1799,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1800,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1801,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1802,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1803,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1804,Forest,Forest,Forest,Water,Non_Wetland,Water
1805,Forest,Forest,Forest,Water,Non_Wetland,Forest
