Value,AFRICA_2024_DynamicWorld_2024_36PTR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,AFRICA_2024_WorldCover_2021_36PTR_M_R
1764,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1766,Forest,Forest,NULL,NULL,Non_Wetland,Water
1767,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1768,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1769,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1770,Forest,Forest,NULL,Water,Non_Wetland,Forest
1771,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1772,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1773,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1774,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1775,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1776,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1777,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1778,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1779,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1780,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1781,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1782,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1783,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1784,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1785,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1786,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1787,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1788,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1789,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1790,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1791,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1792,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1793,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1794,Forest,Forest,Wetland,NULL,Wetland,NULL
1795,Forest,Forest,Wetland,NULL,Wetland,Grassland
1796,Forest,Forest,Wetland,NULL,Wetland,Wetland
1797,Forest,Forest,Wetland,NULL,Wetland,Water
1798,Forest,Forest,Wetland,NULL,Wetland,Forest
1799,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1800,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1801,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1802,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1803,Forest,Forest,Wetland,Water,Wetland,Wetland
1804,Forest,Forest,Wetland,Water,Wetland,Forest
1805,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1806,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1807,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1808,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1809,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1810,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1811,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1812,Forest,Forest,Water,NULL,Water,NULL
1813,Forest,Forest,Water,NULL,Water,Grassland
1814,Forest,Forest,Water,NULL,Water,Wetland
1815,Forest,Forest,Water,NULL,Water,Water
1816,Forest,Forest,Water,NULL,Water,Forest
1817,Forest,Forest,Water,Water,Water,NULL
1818,Forest,Forest,Water,Water,Water,Grassland
1819,Forest,Forest,Water,Water,Water,Wetland
1820,Forest,Forest,Water,Water,Water,Water
1821,Forest,Forest,Water,Water,Water,Forest
1822,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1823,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1824,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1825,Forest,Forest,Forest,NULL,Non_Wetland,Water
1826,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1827,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1828,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1829,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1830,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1831,Forest,Forest,Forest,Water,Non_Wetland,NULL
1832,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1833,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1834,Forest,Forest,Forest,Water,Non_Wetland,Water
1835,Forest,Forest,Forest,Water,Non_Wetland,Forest
