Value,AFRICA_2024_DynamicWorld_2024_37PGP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGP_M_R,AFRICA_2024_GSW_Yearly_2021_37PGP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGP_M_R,AFRICA_2024_WorldCover_2021_37PGP_M_R
1628,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1629,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1630,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1631,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1632,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1633,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1634,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1635,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1636,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1637,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1638,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1639,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1640,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1641,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1642,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1643,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1644,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1645,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1646,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
1647,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1648,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1649,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1650,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1651,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1652,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1653,Bareland,Water,Wetland,NULL,Wetland,Wetland
1654,Bareland,Water,Wetland,Water,Wetland,Bareland
1655,Bareland,Water,Wetland,Water,Wetland,Water
1656,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1657,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1658,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1659,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1660,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1661,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1662,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1663,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1664,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1665,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1666,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1667,Bareland,Water,Bareland,Water,Non_Wetland,Water
1668,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1669,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1670,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1671,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1672,Bareland,Water,Water,Water,Water,Bareland
1673,Bareland,Water,Water,Water,Water,Water
1674,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1675,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1676,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1677,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1678,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1679,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1680,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1681,Water,NULL,NULL,NULL,Non_Wetland,NULL
1682,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1683,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1684,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1685,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1686,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1687,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1688,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1689,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1690,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1691,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1692,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1693,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1694,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1695,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1696,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1697,Water,NULL,Shrubland,Water,Non_Wetland,Water
1698,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1699,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1700,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1701,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1702,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1703,Water,NULL,Grassland,NULL,Non_Wetland,Water
1704,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1705,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1706,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1707,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1708,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1709,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1710,Water,NULL,Grassland,Water,Non_Wetland,NULL
1711,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1712,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1713,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1714,Water,NULL,Grassland,Water,Non_Wetland,Water
1715,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1716,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1717,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1718,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1719,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1720,Water,NULL,Cropland,NULL,Non_Wetland,Water
1721,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1722,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1723,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1724,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1725,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1726,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1727,Water,NULL,Cropland,Water,Non_Wetland,NULL
1728,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1729,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1730,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1731,Water,NULL,Cropland,Water,Non_Wetland,Water
1732,Water,NULL,Wetland,NULL,Wetland,NULL
1733,Water,NULL,Wetland,NULL,Wetland,Cropland
1734,Water,NULL,Wetland,NULL,Wetland,Wetland
1735,Water,NULL,Wetland,NULL,Wetland,Bareland
1736,Water,NULL,Wetland,NULL,Wetland,Water
1737,Water,NULL,Wetland,NULL,Wetland,Forest
1738,Water,NULL,Wetland,Non_Water,Wetland,NULL
1739,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1740,Water,NULL,Wetland,Water,Wetland,Cropland
1741,Water,NULL,Wetland,Water,Wetland,Wetland
1742,Water,NULL,Wetland,Water,Wetland,Bareland
1743,Water,NULL,Wetland,Water,Wetland,Water
1744,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1745,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1746,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1747,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1748,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1749,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1750,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1751,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1752,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1753,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1754,Water,NULL,Bareland,NULL,Non_Wetland,Water
1755,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1756,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1757,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1758,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1759,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1760,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1761,Water,NULL,Bareland,Water,Non_Wetland,NULL
1762,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1763,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1764,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1765,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1766,Water,NULL,Bareland,Water,Non_Wetland,Water
1767,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1768,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1769,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1770,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1771,Water,NULL,Built-up,NULL,Non_Wetland,Water
1772,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1773,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
1774,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1775,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1776,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1777,Water,NULL,Built-up,Water,Non_Wetland,NULL
1778,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1779,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1780,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1781,Water,NULL,Built-up,Water,Non_Wetland,Water
1782,Water,NULL,Water,NULL,Water,Water
1783,Water,NULL,Water,Water,Water,Wetland
1784,Water,NULL,Water,Water,Water,Bareland
1785,Water,NULL,Water,Water,Water,Water
1786,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1787,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1788,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL
1789,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1790,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1791,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1792,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1793,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1794,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1795,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1796,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1797,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1798,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1799,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1800,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1801,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1802,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
1803,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1804,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1805,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1806,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1807,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1808,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1809,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1810,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1811,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1812,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1813,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1814,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1815,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1816,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1817,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1818,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1819,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1820,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1821,Water,Cropland,Grassland,Water,Non_Wetland,Water
1822,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1823,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1824,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1825,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1826,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1827,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1828,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1829,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1830,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1831,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1832,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1833,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1834,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1835,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1836,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1837,Water,Cropland,Cropland,Water,Non_Wetland,Water
1838,Water,Cropland,Wetland,NULL,Wetland,NULL
1839,Water,Cropland,Wetland,NULL,Wetland,Wetland
1840,Water,Cropland,Wetland,NULL,Wetland,Water
1841,Water,Cropland,Wetland,NULL,Wetland,Forest
1842,Water,Cropland,Wetland,Non_Water,Wetland,NULL
1843,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1844,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1845,Water,Cropland,Wetland,Water,Wetland,NULL
1846,Water,Cropland,Wetland,Water,Wetland,Cropland
1847,Water,Cropland,Wetland,Water,Wetland,Wetland
1848,Water,Cropland,Wetland,Water,Wetland,Bareland
1849,Water,Cropland,Wetland,Water,Wetland,Water
1850,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1851,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1852,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1853,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1854,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1855,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1856,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1857,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1858,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1859,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1860,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1861,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1862,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1863,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1864,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1865,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1866,Water,Cropland,Bareland,Water,Non_Wetland,NULL
1867,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1868,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1869,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1870,Water,Cropland,Bareland,Water,Non_Wetland,Water
1871,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1872,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1873,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1874,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1875,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1876,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1877,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1878,Water,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1879,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1880,Water,Cropland,Built-up,Water,Non_Wetland,NULL
1881,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1882,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1883,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1884,Water,Cropland,Water,NULL,Water,Wetland
1885,Water,Cropland,Water,NULL,Water,Water
1886,Water,Cropland,Water,Non_Water,Water,Wetland
1887,Water,Cropland,Water,Water,Water,NULL
1888,Water,Cropland,Water,Water,Water,Wetland
1889,Water,Cropland,Water,Water,Water,Water
1890,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1891,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1892,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1893,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1894,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1895,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1896,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1897,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1898,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1899,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1900,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1901,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1902,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1903,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1904,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1905,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1906,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1907,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1908,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1909,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1910,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1911,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1912,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1913,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1914,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1915,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1916,Water,Wetland,Grassland,Water,Non_Wetland,NULL
1917,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1918,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1919,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1920,Water,Wetland,Grassland,Water,Non_Wetland,Water
1921,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1922,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1923,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1924,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1925,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1926,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1927,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1928,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1929,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1930,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1931,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1932,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1933,Water,Wetland,Wetland,NULL,Wetland,Wetland
1934,Water,Wetland,Wetland,NULL,Wetland,Forest
1935,Water,Wetland,Wetland,Water,Wetland,Wetland
1936,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1937,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1938,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1939,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1940,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1941,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1942,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1943,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1944,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1945,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1946,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1947,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1948,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1949,Water,Wetland,Bareland,Water,Non_Wetland,NULL
1950,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1951,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1952,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1953,Water,Wetland,Bareland,Water,Non_Wetland,Water
1954,Water,Wetland,Built-up,NULL,Non_Wetland,Cropland
1955,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1956,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1957,Water,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1958,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1959,Water,Wetland,Built-up,Water,Non_Wetland,Cropland
1960,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1961,Water,Wetland,Built-up,Water,Non_Wetland,Water
1962,Water,Wetland,Water,Water,Water,NULL
1963,Water,Wetland,Water,Water,Water,Wetland
1964,Water,Wetland,Water,Water,Water,Bareland
1965,Water,Wetland,Water,Water,Water,Water
1966,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1967,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1968,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1969,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1970,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1971,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1972,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1973,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1974,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1975,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1976,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1977,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1978,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1979,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1980,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1981,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1982,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1983,Water,Bareland,Grassland,Water,Non_Wetland,NULL
1984,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1985,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1986,Water,Bareland,Grassland,Water,Non_Wetland,Water
1987,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1988,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1989,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1990,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1991,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1992,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1993,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1994,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1995,Water,Bareland,Wetland,NULL,Wetland,Cropland
1996,Water,Bareland,Wetland,NULL,Wetland,Wetland
1997,Water,Bareland,Wetland,NULL,Wetland,Bareland
1998,Water,Bareland,Wetland,NULL,Wetland,Water
1999,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
2000,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
2001,Water,Bareland,Wetland,Water,Wetland,Cropland
2002,Water,Bareland,Wetland,Water,Wetland,Wetland
2003,Water,Bareland,Wetland,Water,Wetland,Bareland
2004,Water,Bareland,Wetland,Water,Wetland,Built-up
2005,Water,Bareland,Wetland,Water,Wetland,Water
2006,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2007,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2008,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2009,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
2010,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2011,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
2012,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
2013,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2014,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
2015,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2016,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL
2017,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
2018,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
2019,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2020,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
2021,Water,Bareland,Bareland,Water,Non_Wetland,NULL
2022,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
2023,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2024,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2025,Water,Bareland,Bareland,Water,Non_Wetland,Water
2026,Water,Bareland,Built-up,NULL,Non_Wetland,NULL
2027,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
2028,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
2029,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2030,Water,Bareland,Built-up,NULL,Non_Wetland,Water
2031,Water,Bareland,Built-up,Water,Non_Wetland,NULL
2032,Water,Bareland,Built-up,Water,Non_Wetland,Cropland
2033,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
2034,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
2035,Water,Bareland,Built-up,Water,Non_Wetland,Water
2036,Water,Bareland,Water,NULL,Water,Wetland
2037,Water,Bareland,Water,NULL,Water,Bareland
2038,Water,Bareland,Water,NULL,Water,Water
2039,Water,Bareland,Water,Water,Water,Cropland
2040,Water,Bareland,Water,Water,Water,Wetland
2041,Water,Bareland,Water,Water,Water,Bareland
2042,Water,Bareland,Water,Water,Water,Water
2043,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2044,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
2045,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
2046,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2047,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL
2048,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2049,Water,Water,NULL,NULL,Non_Wetland,NULL
2050,Water,Water,NULL,NULL,Non_Wetland,Cropland
2051,Water,Water,NULL,NULL,Non_Wetland,Wetland
2052,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2053,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2054,Water,Water,NULL,Water,Non_Wetland,NULL
2055,Water,Water,NULL,Water,Non_Wetland,Wetland
2056,Water,Water,Shrubland,NULL,Non_Wetland,NULL
