Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
430,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
431,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
432,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
433,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
434,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
435,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
436,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
437,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
438,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
439,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
440,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
441,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
442,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
443,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
444,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
445,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
446,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
447,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
448,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
449,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
450,NULL,Built-up,Wetland,NULL,Wetland,Grassland
451,NULL,Built-up,Wetland,NULL,Wetland,Wetland
452,NULL,Built-up,Wetland,NULL,Wetland,Built-up
453,NULL,Built-up,Wetland,NULL,Wetland,Forest
454,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
455,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
456,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
457,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
458,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
459,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
460,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
461,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
462,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
463,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
464,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
465,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
466,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
467,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
468,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
469,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
470,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
471,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
472,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
473,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
474,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
475,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
476,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
477,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
478,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
479,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
480,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
481,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
482,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
483,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
484,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
485,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
486,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
487,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL
488,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
489,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
490,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
491,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
492,NULL,Water,NULL,NULL,Non_Wetland,NULL
493,NULL,Water,NULL,NULL,Non_Wetland,Forest
494,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
495,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
496,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
497,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
498,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
499,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
500,NULL,Water,Grassland,NULL,Non_Wetland,Forest
501,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
502,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
503,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
504,NULL,Water,Cropland,Water,Non_Wetland,NULL
505,NULL,Water,Cropland,Water,Non_Wetland,Cropland
506,NULL,Water,Wetland,NULL,Wetland,NULL
507,NULL,Water,Wetland,NULL,Wetland,Bareland
508,NULL,Water,Bareland,NULL,Non_Wetland,NULL
509,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
510,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
511,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
512,NULL,Water,Bareland,NULL,Non_Wetland,Forest
513,NULL,Water,Bareland,Water,Non_Wetland,Cropland
514,NULL,Water,Built-up,NULL,Non_Wetland,NULL
515,NULL,Water,Water,Water,Water,Cropland
516,NULL,Water,Forest,NULL,Non_Wetland,NULL
517,NULL,Water,Forest,NULL,Non_Wetland,Grassland
518,NULL,Water,Forest,NULL,Non_Wetland,Bareland
519,NULL,Water,Forest,NULL,Non_Wetland,Forest
520,NULL,Water,Forest,Water,Non_Wetland,Cropland
521,NULL,Water,Forest,Water,Non_Wetland,Water
522,NULL,Forest,NULL,NULL,Non_Wetland,NULL
523,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
524,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
525,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
526,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
527,NULL,Forest,NULL,NULL,Non_Wetland,Water
528,NULL,Forest,NULL,NULL,Non_Wetland,Forest
529,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
530,NULL,Forest,NULL,Non_Water,Non_Wetland,Cropland
531,NULL,Forest,NULL,Water,Non_Wetland,Cropland
532,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
533,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
534,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
535,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
536,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
537,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
538,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
539,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
540,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
541,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
542,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
543,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
544,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
545,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
546,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
547,NULL,Forest,Shrubland,Water,Non_Wetland,Water
548,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
549,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
550,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
551,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
552,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
553,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
554,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
555,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
556,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
557,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
558,NULL,Forest,Grassland,Water,Non_Wetland,Cropland
559,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
560,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
561,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
562,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
563,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
564,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
565,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
566,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
567,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
568,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
569,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
570,NULL,Forest,Cropland,Water,Non_Wetland,Water
571,NULL,Forest,Wetland,NULL,Wetland,NULL
572,NULL,Forest,Wetland,NULL,Wetland,Grassland
573,NULL,Forest,Wetland,NULL,Wetland,Wetland
574,NULL,Forest,Wetland,NULL,Wetland,Forest
575,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
576,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
577,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
578,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
579,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
580,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
581,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
582,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
583,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
584,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
585,NULL,Forest,Bareland,NULL,Non_Wetland,Water
586,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
587,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
588,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
589,NULL,Forest,Bareland,Non_Water,Non_Wetland,Cropland
590,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
591,NULL,Forest,Bareland,Water,Non_Wetland,NULL
592,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
593,NULL,Forest,Bareland,Water,Non_Wetland,Cropland
594,NULL,Forest,Bareland,Water,Non_Wetland,Water
595,NULL,Forest,Bareland,Water,Non_Wetland,Forest
596,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
597,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
598,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
599,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
600,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL
601,NULL,Forest,Built-up,Water,Non_Wetland,NULL
602,NULL,Forest,Forest,NULL,Non_Wetland,NULL
603,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
604,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
605,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
606,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
607,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
608,NULL,Forest,Forest,NULL,Non_Wetland,Water
609,NULL,Forest,Forest,NULL,Non_Wetland,Forest
610,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
611,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
612,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
613,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
614,NULL,Forest,Forest,Water,Non_Wetland,NULL
615,NULL,Forest,Forest,Water,Non_Wetland,Grassland
616,NULL,Forest,Forest,Water,Non_Wetland,Cropland
617,NULL,Forest,Forest,Water,Non_Wetland,Water
618,NULL,Forest,Forest,Water,Non_Wetland,Forest
619,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
620,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
621,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
622,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
623,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
624,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
625,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
626,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
627,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
629,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
630,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
631,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
632,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
633,Grassland,NULL,NULL,Water,Non_Wetland,Bareland
634,Grassland,NULL,NULL,Water,Non_Wetland,Water
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
643,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
644,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
645,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
646,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
647,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
648,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
649,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
650,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
651,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
652,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
653,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
654,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
655,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
656,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
657,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
658,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
659,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
660,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
661,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
662,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
663,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
664,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
665,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
666,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
667,Grassland,NULL,Grassland,Water,Non_Wetland,NULL
668,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
669,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
670,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
671,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
672,Grassland,NULL,Grassland,Water,Non_Wetland,Water
673,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
674,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
675,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
676,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
677,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
678,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
679,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
680,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
681,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
682,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
683,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
684,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
685,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
686,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
687,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
688,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
689,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
690,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
691,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
692,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
693,Grassland,NULL,Cropland,Water,Non_Wetland,Water
694,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
695,Grassland,NULL,Wetland,NULL,Wetland,NULL
696,Grassland,NULL,Wetland,NULL,Wetland,Grassland
697,Grassland,NULL,Wetland,NULL,Wetland,Cropland
698,Grassland,NULL,Wetland,NULL,Wetland,Wetland
699,Grassland,NULL,Wetland,NULL,Wetland,Forest
700,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
701,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
702,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
703,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
704,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
705,Grassland,NULL,Wetland,Water,Wetland,NULL
706,Grassland,NULL,Wetland,Water,Wetland,Cropland
707,Grassland,NULL,Wetland,Water,Wetland,Wetland
708,Grassland,NULL,Wetland,Water,Wetland,Forest
709,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
710,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
711,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
712,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
713,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
714,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
715,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
716,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
717,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
718,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
719,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
720,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
721,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
722,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
723,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
724,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
725,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
726,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
727,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
728,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
729,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
730,Grassland,NULL,Bareland,Water,Non_Wetland,Water
731,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
732,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
733,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
734,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
735,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
736,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
737,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
738,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL
739,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
740,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Forest
741,Grassland,NULL,Built-up,Water,Non_Wetland,Water
742,Grassland,NULL,Water,NULL,Water,Cropland
743,Grassland,NULL,Water,NULL,Water,Wetland
744,Grassland,NULL,Water,NULL,Water,Water
745,Grassland,NULL,Water,NULL,Water,Forest
746,Grassland,NULL,Water,Water,Water,Cropland
747,Grassland,NULL,Water,Water,Water,Wetland
748,Grassland,NULL,Water,Water,Water,Water
749,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
751,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
752,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
753,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
754,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
755,Grassland,NULL,Forest,NULL,Non_Wetland,Water
756,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
757,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
758,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
759,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
760,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
761,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
762,Grassland,NULL,Forest,Water,Non_Wetland,NULL
763,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
764,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
765,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
766,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
767,Grassland,NULL,Forest,Water,Non_Wetland,Water
768,Grassland,NULL,Forest,Water,Non_Wetland,Forest
769,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
770,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
771,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
772,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
773,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
774,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
775,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
776,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
777,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
778,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
779,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
780,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
781,Grassland,Cropland,NULL,Water,Non_Wetland,NULL
782,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
783,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
784,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
785,Grassland,Cropland,NULL,Water,Non_Wetland,Water
786,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
787,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
788,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
789,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
790,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
791,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
792,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
793,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
794,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
795,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
796,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
797,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
798,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL
799,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
800,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
801,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
802,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
803,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
804,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
805,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
806,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
807,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
808,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
809,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
810,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water
811,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
812,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
813,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
814,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
815,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
816,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
817,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
818,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
819,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
820,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
821,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
822,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
823,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
824,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
825,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
826,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
827,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
828,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
829,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
830,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
831,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
832,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
833,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water
834,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
835,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL
836,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
837,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
838,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
839,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
840,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
841,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest
842,Grassland,Cropland,Wetland,NULL,Wetland,NULL
843,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
844,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
845,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
846,Grassland,Cropland,Wetland,NULL,Wetland,Forest
847,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
848,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
849,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
850,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
851,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
