Value,AFRICA_2024_DynamicWorld_2024_37NDH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDH_M_R,AFRICA_2024_GSW_Yearly_2021_37NDH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDH_M_R,AFRICA_2024_WorldCover_2021_37NDH_M_R
1677,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1678,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1679,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1680,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1681,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1682,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1683,Wetland,Water,Bareland,Water,Non_Wetland,NULL
1684,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1685,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1686,Wetland,Water,Bareland,Water,Non_Wetland,Water
1687,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1688,Wetland,Water,Water,NULL,Water,NULL
1689,Wetland,Water,Water,NULL,Water,Grassland
1690,Wetland,Water,Water,NULL,Water,Cropland
1691,Wetland,Water,Water,NULL,Water,Wetland
1692,Wetland,Water,Water,NULL,Water,Bareland
1693,Wetland,Water,Water,NULL,Water,Water
1694,Wetland,Water,Water,NULL,Water,Forest
1695,Wetland,Water,Water,Non_Water,Water,Cropland
1696,Wetland,Water,Water,Non_Water,Water,Wetland
1697,Wetland,Water,Water,Non_Water,Water,Water
1698,Wetland,Water,Water,Water,Water,NULL
1699,Wetland,Water,Water,Water,Water,Grassland
1700,Wetland,Water,Water,Water,Water,Cropland
1701,Wetland,Water,Water,Water,Water,Wetland
1702,Wetland,Water,Water,Water,Water,Bareland
1703,Wetland,Water,Water,Water,Water,Water
1704,Wetland,Water,Water,Water,Water,Forest
1705,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1706,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1707,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1708,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1709,Wetland,Water,Forest,NULL,Non_Wetland,Water
1710,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1711,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1712,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1713,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1714,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1715,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1716,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1717,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1718,Wetland,Water,Forest,Water,Non_Wetland,Water
1719,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1720,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1721,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1722,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1723,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1724,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1725,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1726,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1727,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1728,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
1729,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1730,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1731,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1732,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1733,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1734,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1735,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1736,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1737,Wetland,Forest,Cropland,Water,Non_Wetland,Water
1738,Wetland,Forest,Wetland,NULL,Wetland,NULL
1739,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1740,Wetland,Forest,Wetland,NULL,Wetland,Forest
1741,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1742,Wetland,Forest,Wetland,Water,Wetland,Water
1743,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1744,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1745,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
1746,Wetland,Forest,Water,NULL,Water,Forest
1747,Wetland,Forest,Water,Non_Water,Water,Wetland
1748,Wetland,Forest,Water,Non_Water,Water,Forest
1749,Wetland,Forest,Water,Water,Water,Water
1750,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1751,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1752,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1753,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1754,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1755,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1756,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1757,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1758,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1759,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1760,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1761,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1762,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1768,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1769,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1770,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1771,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1772,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1773,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1774,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1775,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1776,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1777,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1778,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1779,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1780,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1781,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1782,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1783,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1784,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1785,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1786,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1787,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1788,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1789,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1790,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1791,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1792,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1793,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1794,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1795,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1796,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1797,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1798,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1799,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1800,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1801,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1802,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1803,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1807,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1808,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1809,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1810,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1811,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1812,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1813,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1814,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1815,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1816,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1817,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1818,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1819,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1820,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1821,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1822,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1823,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1824,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1825,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1826,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1827,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1828,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1829,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1830,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1831,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1832,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1833,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1834,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1835,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1836,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1837,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1838,Bareland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1839,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1840,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1841,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1842,Bareland,Wetland,Forest,NULL,Non_Wetland,Cropland
1843,Bareland,Wetland,Forest,Water,Non_Wetland,Cropland
1844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1845,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1847,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1848,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1849,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1850,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1851,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1852,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1853,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1854,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1855,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1856,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1857,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1858,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1859,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1860,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1861,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1862,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1863,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1864,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1865,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1866,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1867,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1868,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1869,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1870,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1871,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1872,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1873,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1874,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1875,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1876,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1877,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1878,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1879,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1880,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1881,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1882,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1883,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1884,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1885,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1886,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1887,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1888,Bareland,Built-up,Wetland,Non_Water,Wetland,Cropland
1889,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1890,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1891,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1892,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1893,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1894,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1895,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1896,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1897,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1898,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1899,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1900,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1901,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1902,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1903,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1904,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1905,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1906,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1907,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1908,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1909,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1910,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1911,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1912,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1913,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1914,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1915,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1916,Bareland,Water,Wetland,Water,Wetland,Bareland
1917,Bareland,Water,Wetland,Water,Wetland,Water
1918,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1919,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1920,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1921,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1922,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1923,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1924,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1925,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1926,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1927,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1928,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
1929,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1931,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1932,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1934,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1935,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1936,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1937,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1938,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1939,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1940,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1941,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1942,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1943,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up
1944,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1945,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1946,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1947,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1948,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1949,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1950,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1951,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1952,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1953,Water,NULL,NULL,NULL,Non_Wetland,Forest
1954,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1955,Water,NULL,NULL,Water,Non_Wetland,Wetland
1956,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1957,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1958,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1959,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1960,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1961,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1962,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1963,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1964,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1965,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1966,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1967,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1968,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1969,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1970,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1971,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1972,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1973,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1974,Water,NULL,Cropland,NULL,Non_Wetland,Water
1975,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1976,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1977,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1978,Water,NULL,Wetland,NULL,Wetland,Grassland
1979,Water,NULL,Wetland,NULL,Wetland,Wetland
1980,Water,NULL,Wetland,NULL,Wetland,Forest
1981,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1982,Water,NULL,Wetland,Water,Wetland,Wetland
1983,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1984,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1985,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1986,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1987,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1988,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1989,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1990,Water,NULL,Bareland,Water,Non_Wetland,Water
1991,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1992,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1993,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1994,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1995,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1996,Water,NULL,Water,NULL,Water,Grassland
1997,Water,NULL,Water,NULL,Water,Wetland
1998,Water,NULL,Water,NULL,Water,Forest
1999,Water,NULL,Water,Water,Water,Wetland
2000,Water,NULL,Water,Water,Water,Water
2001,Water,NULL,Water,Water,Water,Forest
2002,Water,NULL,Forest,NULL,Non_Wetland,NULL
2003,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2004,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2005,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2006,Water,NULL,Forest,NULL,Non_Wetland,Bareland
2007,Water,NULL,Forest,NULL,Non_Wetland,Water
2008,Water,NULL,Forest,NULL,Non_Wetland,Forest
2009,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2010,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2011,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2012,Water,NULL,Forest,Water,Non_Wetland,Grassland
2013,Water,NULL,Forest,Water,Non_Wetland,Cropland
2014,Water,NULL,Forest,Water,Non_Wetland,Wetland
2015,Water,NULL,Forest,Water,Non_Wetland,Water
2016,Water,NULL,Forest,Water,Non_Wetland,Forest
2017,Water,Cropland,NULL,NULL,Non_Wetland,NULL
2018,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2019,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2020,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
2021,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
2022,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2023,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2024,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2025,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2026,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2027,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2028,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2029,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
2030,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2031,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2032,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2033,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2034,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2035,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
2036,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2037,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2038,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2039,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2040,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2041,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2042,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2043,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2044,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2045,Water,Cropland,Cropland,Water,Non_Wetland,Water
2046,Water,Cropland,Wetland,NULL,Wetland,NULL
2047,Water,Cropland,Wetland,NULL,Wetland,Grassland
2048,Water,Cropland,Wetland,NULL,Wetland,Bareland
2049,Water,Cropland,Wetland,NULL,Wetland,Forest
2050,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2051,Water,Cropland,Wetland,Water,Wetland,Grassland
2052,Water,Cropland,Wetland,Water,Wetland,Bareland
2053,Water,Cropland,Wetland,Water,Wetland,Water
2054,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2055,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2056,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
2057,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2058,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2059,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2060,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2061,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2062,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2063,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2064,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
2065,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
2066,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
2067,Water,Cropland,Water,NULL,Water,Grassland
2068,Water,Cropland,Water,NULL,Water,Cropland
2069,Water,Cropland,Water,NULL,Water,Bareland
2070,Water,Cropland,Water,NULL,Water,Water
2071,Water,Cropland,Water,Water,Water,Bareland
2072,Water,Cropland,Water,Water,Water,Water
2073,Water,Cropland,Forest,NULL,Non_Wetland,NULL
2074,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2075,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2076,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2077,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
2078,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2079,Water,Cropland,Forest,Water,Non_Wetland,Grassland
2080,Water,Cropland,Forest,Water,Non_Wetland,Water
2081,Water,Wetland,NULL,NULL,Non_Wetland,NULL
2082,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
2083,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
2084,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
2085,Water,Wetland,NULL,NULL,Non_Wetland,Forest
2086,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL
2087,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2088,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
2089,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2090,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2091,Water,Wetland,NULL,Water,Non_Wetland,Water
2092,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
2093,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2094,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2095,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2096,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2097,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2098,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2099,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2100,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
