Value,AFRICA_2024_DynamicWorld_2024_36PXT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,AFRICA_2024_WorldCover_2021_36PXT_M_R
1703,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1704,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1705,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1706,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1707,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1708,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1709,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1710,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1711,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1712,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1713,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1714,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1715,Water,Cropland,Cropland,Water,Non_Wetland,Water
1716,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1717,Water,Cropland,Wetland,NULL,Wetland,Grassland
1718,Water,Cropland,Wetland,NULL,Wetland,Cropland
1719,Water,Cropland,Wetland,NULL,Wetland,Water
1720,Water,Cropland,Wetland,NULL,Wetland,Forest
1721,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1722,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1723,Water,Cropland,Wetland,Water,Wetland,Grassland
1724,Water,Cropland,Wetland,Water,Wetland,Cropland
1725,Water,Cropland,Wetland,Water,Wetland,Wetland
1726,Water,Cropland,Wetland,Water,Wetland,Water
1727,Water,Cropland,Wetland,Water,Wetland,Forest
1728,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1729,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1730,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1731,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1732,Water,Cropland,Bareland,Water,Non_Wetland,Water
1733,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1734,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1735,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1736,Water,Cropland,Water,NULL,Water,Grassland
1737,Water,Cropland,Water,NULL,Water,Bareland
1738,Water,Cropland,Water,Water,Water,Grassland
1739,Water,Cropland,Water,Water,Water,Cropland
1740,Water,Cropland,Water,Water,Water,Wetland
1741,Water,Cropland,Water,Water,Water,Water
1742,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1743,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1744,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1745,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1746,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1747,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1748,Water,Cropland,Forest,Water,Non_Wetland,Water
1749,Water,Wetland,NULL,NULL,Non_Wetland,Water
1750,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1751,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1752,Water,Wetland,NULL,Water,Non_Wetland,Water
1753,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1754,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1755,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1756,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1757,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1758,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1759,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1760,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1761,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1762,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1763,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1764,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1765,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1766,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1767,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1768,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1769,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1770,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1771,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1772,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1773,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1774,Water,Wetland,Grassland,Water,Non_Wetland,Water
1775,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1776,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1777,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1778,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1779,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1780,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1781,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1782,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1783,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1784,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1785,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1786,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1787,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1788,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1789,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1790,Water,Wetland,Cropland,Water,Non_Wetland,Water
1791,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1792,Water,Wetland,Wetland,NULL,Wetland,Grassland
1793,Water,Wetland,Wetland,NULL,Wetland,Water
1794,Water,Wetland,Wetland,NULL,Wetland,Forest
1795,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1796,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1797,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1798,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1799,Water,Wetland,Wetland,Non_Water,Wetland,Water
1800,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1801,Water,Wetland,Wetland,Water,Wetland,NULL
1802,Water,Wetland,Wetland,Water,Wetland,Grassland
1803,Water,Wetland,Wetland,Water,Wetland,Cropland
1804,Water,Wetland,Wetland,Water,Wetland,Wetland
1805,Water,Wetland,Wetland,Water,Wetland,Water
1806,Water,Wetland,Wetland,Water,Wetland,Forest
1807,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1808,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1809,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1810,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1811,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1812,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1813,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1814,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1815,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1816,Water,Wetland,Bareland,Water,Non_Wetland,Water
1817,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1818,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1819,Water,Wetland,Built-up,Water,Non_Wetland,Water
1820,Water,Wetland,Water,Non_Water,Water,Water
1821,Water,Wetland,Water,Non_Water,Water,Forest
1822,Water,Wetland,Water,Water,Water,Grassland
1823,Water,Wetland,Water,Water,Water,Cropland
1824,Water,Wetland,Water,Water,Water,Wetland
1825,Water,Wetland,Water,Water,Water,Water
1826,Water,Wetland,Water,Water,Water,Forest
1827,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1828,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1829,Water,Wetland,Forest,NULL,Non_Wetland,Water
1830,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1831,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1832,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1833,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1834,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1835,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1836,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1837,Water,Wetland,Forest,Water,Non_Wetland,Water
1838,Water,Wetland,Forest,Water,Non_Wetland,Forest
1839,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1840,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1841,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1842,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1843,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1844,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1845,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1846,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1847,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1848,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1849,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1850,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1851,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1852,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1853,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1854,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1855,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1856,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1857,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1858,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1859,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1860,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1861,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1862,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1863,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1864,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1865,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1866,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1867,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1868,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1869,Water,Bareland,Water,NULL,Water,Grassland
1870,Water,Bareland,Water,NULL,Water,Cropland
1871,Water,Bareland,Water,NULL,Water,Wetland
1872,Water,Bareland,Water,NULL,Water,Bareland
1873,Water,Bareland,Water,NULL,Water,Forest
1874,Water,Bareland,Water,Non_Water,Water,Grassland
1875,Water,Bareland,Water,Non_Water,Water,Bareland
1876,Water,Bareland,Water,Water,Water,Bareland
1877,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1878,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1879,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1880,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1881,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1882,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1883,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1884,Water,Built-up,Wetland,Water,Wetland,Grassland
1885,Water,Built-up,Wetland,Water,Wetland,Wetland
1886,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1887,Water,Water,NULL,NULL,Non_Wetland,Grassland
1888,Water,Water,NULL,NULL,Non_Wetland,Wetland
1889,Water,Water,NULL,NULL,Non_Wetland,Bareland
1890,Water,Water,NULL,NULL,Non_Wetland,Water
1891,Water,Water,NULL,NULL,Non_Wetland,Forest
1892,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1893,Water,Water,NULL,Non_Water,Non_Wetland,Water
1894,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1895,Water,Water,NULL,Water,Non_Wetland,Grassland
1896,Water,Water,NULL,Water,Non_Wetland,Wetland
1897,Water,Water,NULL,Water,Non_Wetland,Water
1898,Water,Water,NULL,Water,Non_Wetland,Forest
1899,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1900,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1901,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1902,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1903,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1904,Water,Water,Shrubland,NULL,Non_Wetland,Water
1905,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1906,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1907,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1908,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1909,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1910,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1911,Water,Water,Shrubland,Water,Non_Wetland,NULL
1912,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1913,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1914,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1915,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1916,Water,Water,Shrubland,Water,Non_Wetland,Water
1917,Water,Water,Shrubland,Water,Non_Wetland,Forest
1918,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1919,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1920,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1921,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1922,Water,Water,Grassland,NULL,Non_Wetland,Water
1923,Water,Water,Grassland,NULL,Non_Wetland,Forest
1924,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1925,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1926,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1927,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1928,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1929,Water,Water,Grassland,Water,Non_Wetland,Grassland
1930,Water,Water,Grassland,Water,Non_Wetland,Cropland
1931,Water,Water,Grassland,Water,Non_Wetland,Wetland
1932,Water,Water,Grassland,Water,Non_Wetland,Bareland
1933,Water,Water,Grassland,Water,Non_Wetland,Water
1934,Water,Water,Grassland,Water,Non_Wetland,Forest
1935,Water,Water,Cropland,NULL,Non_Wetland,NULL
1936,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1937,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1938,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1939,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1940,Water,Water,Cropland,NULL,Non_Wetland,Water
1941,Water,Water,Cropland,NULL,Non_Wetland,Forest
1942,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1943,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1944,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1945,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1946,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1947,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1948,Water,Water,Cropland,Water,Non_Wetland,Grassland
1949,Water,Water,Cropland,Water,Non_Wetland,Cropland
1950,Water,Water,Cropland,Water,Non_Wetland,Wetland
1951,Water,Water,Cropland,Water,Non_Wetland,Bareland
1952,Water,Water,Cropland,Water,Non_Wetland,Water
1953,Water,Water,Cropland,Water,Non_Wetland,Forest
1954,Water,Water,Wetland,NULL,Wetland,Grassland
1955,Water,Water,Wetland,NULL,Wetland,Cropland
1956,Water,Water,Wetland,NULL,Wetland,Wetland
1957,Water,Water,Wetland,NULL,Wetland,Bareland
1958,Water,Water,Wetland,NULL,Wetland,Water
1959,Water,Water,Wetland,NULL,Wetland,Forest
1960,Water,Water,Wetland,Non_Water,Wetland,NULL
1961,Water,Water,Wetland,Non_Water,Wetland,Grassland
1962,Water,Water,Wetland,Non_Water,Wetland,Cropland
1963,Water,Water,Wetland,Non_Water,Wetland,Wetland
1964,Water,Water,Wetland,Non_Water,Wetland,Water
1965,Water,Water,Wetland,Non_Water,Wetland,Forest
1966,Water,Water,Wetland,Water,Wetland,Grassland
1967,Water,Water,Wetland,Water,Wetland,Cropland
1968,Water,Water,Wetland,Water,Wetland,Wetland
1969,Water,Water,Wetland,Water,Wetland,Bareland
1970,Water,Water,Wetland,Water,Wetland,Water
1971,Water,Water,Wetland,Water,Wetland,Forest
1972,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1973,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1974,Water,Water,Bareland,NULL,Non_Wetland,Water
1975,Water,Water,Bareland,NULL,Non_Wetland,Forest
1976,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1977,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1978,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1979,Water,Water,Bareland,Water,Non_Wetland,Grassland
1980,Water,Water,Bareland,Water,Non_Wetland,Cropland
1981,Water,Water,Bareland,Water,Non_Wetland,Wetland
1982,Water,Water,Bareland,Water,Non_Wetland,Bareland
1983,Water,Water,Bareland,Water,Non_Wetland,Water
1984,Water,Water,Bareland,Water,Non_Wetland,Forest
1985,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1986,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1987,Water,Water,Built-up,NULL,Non_Wetland,Water
1988,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1989,Water,Water,Built-up,Water,Non_Wetland,Grassland
1990,Water,Water,Built-up,Water,Non_Wetland,Wetland
1991,Water,Water,Built-up,Water,Non_Wetland,Bareland
1992,Water,Water,Built-up,Water,Non_Wetland,Water
1993,Water,Water,Water,NULL,Water,Grassland
1994,Water,Water,Water,NULL,Water,Bareland
1995,Water,Water,Water,NULL,Water,Water
1996,Water,Water,Water,NULL,Water,Forest
1997,Water,Water,Water,Non_Water,Water,Grassland
1998,Water,Water,Water,Non_Water,Water,Wetland
1999,Water,Water,Water,Non_Water,Water,Water
2000,Water,Water,Water,Non_Water,Water,Forest
2001,Water,Water,Water,Water,Water,Grassland
2002,Water,Water,Water,Water,Water,Cropland
2003,Water,Water,Water,Water,Water,Wetland
2004,Water,Water,Water,Water,Water,Bareland
2005,Water,Water,Water,Water,Water,Water
2006,Water,Water,Water,Water,Water,Forest
2007,Water,Water,Forest,NULL,Non_Wetland,Grassland
2008,Water,Water,Forest,NULL,Non_Wetland,Cropland
2009,Water,Water,Forest,NULL,Non_Wetland,Wetland
2010,Water,Water,Forest,NULL,Non_Wetland,Bareland
2011,Water,Water,Forest,NULL,Non_Wetland,Water
2012,Water,Water,Forest,NULL,Non_Wetland,Forest
2013,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2014,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2015,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2016,Water,Water,Forest,Non_Water,Non_Wetland,Water
2017,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2018,Water,Water,Forest,Water,Non_Wetland,Grassland
2019,Water,Water,Forest,Water,Non_Wetland,Cropland
2020,Water,Water,Forest,Water,Non_Wetland,Wetland
2021,Water,Water,Forest,Water,Non_Wetland,Bareland
2022,Water,Water,Forest,Water,Non_Wetland,Water
2023,Water,Water,Forest,Water,Non_Wetland,Forest
2024,Water,Forest,NULL,NULL,Non_Wetland,Forest
2025,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2026,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2027,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2028,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2029,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2030,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2031,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2032,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2033,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2034,Water,Forest,Cropland,Water,Non_Wetland,Water
2035,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2036,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2037,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2038,Water,Forest,Forest,NULL,Non_Wetland,Forest
2039,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2040,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2041,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2042,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2043,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2044,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2045,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2046,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2047,Forest,NULL,NULL,Water,Non_Wetland,NULL
2048,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2049,Forest,NULL,NULL,Water,Non_Wetland,Wetland
2050,Forest,NULL,NULL,Water,Non_Wetland,Forest
2051,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2052,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2053,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2054,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2055,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2056,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2057,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2058,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2059,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2060,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2061,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2062,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2063,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2064,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2065,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2066,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2067,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2068,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2069,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2070,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2071,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2072,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2073,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2074,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2075,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2076,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2077,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2078,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2079,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2080,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2081,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2082,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2083,Forest,NULL,Grassland,Water,Non_Wetland,Water
2084,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2085,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2086,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2087,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2088,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2089,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2090,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2091,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2092,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2093,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2094,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2095,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2096,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2097,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2098,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2099,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2100,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2101,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2102,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2103,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2104,Forest,NULL,Cropland,Water,Non_Wetland,Water
2105,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2106,Forest,NULL,Wetland,NULL,Wetland,NULL
2107,Forest,NULL,Wetland,NULL,Wetland,Grassland
2108,Forest,NULL,Wetland,NULL,Wetland,Cropland
2109,Forest,NULL,Wetland,NULL,Wetland,Wetland
2110,Forest,NULL,Wetland,NULL,Wetland,Water
2111,Forest,NULL,Wetland,NULL,Wetland,Forest
2112,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2113,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2114,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2115,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2116,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2117,Forest,NULL,Wetland,Water,Wetland,NULL
2118,Forest,NULL,Wetland,Water,Wetland,Grassland
2119,Forest,NULL,Wetland,Water,Wetland,Cropland
2120,Forest,NULL,Wetland,Water,Wetland,Wetland
2121,Forest,NULL,Wetland,Water,Wetland,Bareland
2122,Forest,NULL,Wetland,Water,Wetland,Water
2123,Forest,NULL,Wetland,Water,Wetland,Forest
2124,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2125,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2126,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2127,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2128,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2129,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2130,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2131,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2132,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2133,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2134,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2135,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2136,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2137,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2138,Forest,NULL,Water,NULL,Water,Grassland
2139,Forest,NULL,Water,NULL,Water,Forest
2140,Forest,NULL,Water,Water,Water,Wetland
2141,Forest,NULL,Water,Water,Water,Water
2142,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2143,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2144,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2145,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2146,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2147,Forest,NULL,Forest,NULL,Non_Wetland,Water
2148,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2149,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
