Value,AFRICA_2024_DynamicWorld_2024_37PER_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PER_M_R,AFRICA_2024_GLC_FCS30D_2022_37PER_M_R,AFRICA_2024_GSW_Yearly_2021_37PER_M_R,AFRICA_2024_GWL_FCS30D_2022_37PER_M_R,AFRICA_2024_WorldCover_2021_37PER_M_R
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1710,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1711,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1712,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1713,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1714,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1715,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1716,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1717,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1718,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1719,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1720,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1721,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1722,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1723,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1724,Forest,Forest,Wetland,NULL,Wetland,NULL
1725,Forest,Forest,Wetland,NULL,Wetland,Forest
1726,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1727,Forest,Forest,Wetland,Water,Wetland,NULL
1728,Forest,Forest,Wetland,Water,Wetland,Cropland
1729,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1730,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1731,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1732,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1733,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1734,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1735,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1736,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1737,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1738,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1739,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1740,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1741,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1742,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1743,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1744,Forest,Forest,Water,NULL,Water,NULL
1745,Forest,Forest,Water,NULL,Water,Grassland
1746,Forest,Forest,Water,NULL,Water,Forest
1747,Forest,Forest,Water,Water,Water,Grassland
1748,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1749,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1750,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1751,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1752,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1753,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1754,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1755,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1756,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1757,Forest,Forest,Forest,Water,Non_Wetland,Forest
