Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
1659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1661,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1662,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1663,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1664,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1665,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1666,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1667,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1668,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1669,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1670,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1671,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1672,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1673,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1674,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1675,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1676,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1677,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1678,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1679,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1680,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1681,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1682,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1683,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1684,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1685,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1686,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1687,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1688,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1689,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1690,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1691,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1692,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1693,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1694,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1695,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1696,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1697,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1698,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1699,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1700,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1701,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1702,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1703,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1704,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1705,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1706,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1707,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1708,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1709,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1710,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1711,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1712,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1713,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1714,Bareland,NULL,Wetland,NULL,Wetland,Cropland
1715,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1716,Bareland,NULL,Wetland,NULL,Wetland,Water
1717,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1718,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1719,Bareland,NULL,Wetland,Water,Wetland,Grassland
1720,Bareland,NULL,Wetland,Water,Wetland,Wetland
1721,Bareland,NULL,Wetland,Water,Wetland,Bareland
1722,Bareland,NULL,Wetland,Water,Wetland,Water
1723,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1724,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1725,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1726,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1727,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1728,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1729,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1730,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1731,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1732,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1733,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1734,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1735,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1736,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1737,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1738,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1739,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1740,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1741,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1742,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1743,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1744,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1745,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1746,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1747,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1748,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1749,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1750,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1751,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1752,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1753,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1754,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1755,Bareland,NULL,Water,NULL,Water,Grassland
1756,Bareland,NULL,Water,NULL,Water,Bareland
1757,Bareland,NULL,Water,Non_Water,Water,Grassland
1758,Bareland,NULL,Water,Non_Water,Water,Cropland
1759,Bareland,NULL,Water,Non_Water,Water,Bareland
1760,Bareland,NULL,Water,Water,Water,Bareland
1761,Bareland,NULL,Water,Water,Water,Water
1762,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1763,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1764,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1765,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1766,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1767,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1768,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1769,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1770,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1771,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1772,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1773,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1774,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1775,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1776,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1777,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1778,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1779,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1780,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1781,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1782,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1783,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1784,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1785,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1786,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1787,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1788,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1789,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1790,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1791,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1792,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1793,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1794,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1795,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1796,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1797,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1798,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1799,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1800,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1801,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1802,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1803,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1804,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1805,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1806,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1807,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1808,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1809,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1810,Bareland,Cropland,Wetland,NULL,Wetland,Water
1811,Bareland,Cropland,Wetland,Water,Wetland,Water
1812,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1813,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1814,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1815,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1816,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1817,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1818,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1819,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1820,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1821,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1822,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1823,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1824,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1825,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1826,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1827,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1828,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1829,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1830,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1831,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1832,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1833,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1834,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1835,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1836,Bareland,Wetland,NULL,NULL,Non_Wetland,Cropland
1837,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1838,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1839,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1840,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1841,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1842,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1843,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1844,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1845,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
1846,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1847,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1848,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1849,Bareland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1850,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
1851,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1852,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1853,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1854,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Built-up
1855,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1856,Bareland,Wetland,Wetland,Non_Water,Wetland,Cropland
1857,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1858,Bareland,Wetland,Wetland,Non_Water,Wetland,Built-up
1859,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1860,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1861,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1862,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1863,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1864,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1865,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
1866,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1867,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1868,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1869,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1870,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1871,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1872,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1873,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1874,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1875,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1876,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1877,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1878,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Built-up
1879,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1880,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1881,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1882,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1883,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1884,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1885,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1886,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1887,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1888,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1889,Bareland,Bareland,Wetland,NULL,Wetland,Water
1890,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1891,Bareland,Bareland,Wetland,Water,Wetland,Water
1892,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1893,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1894,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1895,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1896,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1897,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1898,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1899,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1900,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1901,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1902,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1903,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1904,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1905,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1906,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1907,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1908,Bareland,Bareland,Water,NULL,Water,Bareland
1909,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1910,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1911,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1912,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1913,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1914,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Built-up
1915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1916,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1917,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1918,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1919,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1920,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1921,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1922,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1923,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1924,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1925,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1926,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1927,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1928,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1929,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1930,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1931,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1932,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
1933,Bareland,Built-up,Grassland,Water,Non_Wetland,Wetland
1934,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1935,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
1936,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1937,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1938,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1939,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1940,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1941,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1942,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1943,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1944,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1945,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1946,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1947,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1948,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1949,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1950,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1951,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1952,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1953,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1954,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1955,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1956,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1957,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1958,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1959,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1960,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1961,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1962,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1963,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1964,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1965,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
1966,Bareland,Water,NULL,Non_Water,Non_Wetland,Cropland
1967,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1968,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1969,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1970,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1971,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1972,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1973,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1974,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1975,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1976,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1977,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1978,Bareland,Water,Grassland,Non_Water,Non_Wetland,Built-up
1979,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1980,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1981,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1982,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1983,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1984,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1985,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1986,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1987,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1988,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1989,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1990,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1991,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up
1992,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1993,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1994,Bareland,Water,Wetland,NULL,Wetland,Bareland
1995,Bareland,Water,Wetland,Water,Wetland,Bareland
1996,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1997,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1998,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1999,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2000,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
2001,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2002,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
2003,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2004,Bareland,Water,Bareland,Water,Non_Wetland,Water
2005,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2006,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2007,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
2008,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2009,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2010,Bareland,Water,Water,Non_Water,Water,Bareland
2011,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2012,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2013,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
2014,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2015,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL
2016,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2017,Water,NULL,NULL,NULL,Non_Wetland,Grassland
2018,Water,NULL,NULL,NULL,Non_Wetland,Cropland
2019,Water,NULL,NULL,NULL,Non_Wetland,Forest
2020,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
2021,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
2022,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
2023,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
2024,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
2025,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
2026,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
2027,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
2028,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2029,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2030,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2031,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2032,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
2033,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
2034,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
2035,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
2036,Water,NULL,Shrubland,Water,Non_Wetland,Forest
2037,Water,NULL,Grassland,NULL,Non_Wetland,NULL
2038,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
2039,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
2040,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
2041,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
2042,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
2043,Water,NULL,Grassland,NULL,Non_Wetland,Water
2044,Water,NULL,Grassland,NULL,Non_Wetland,Forest
2045,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2046,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2047,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2048,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2049,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
2050,Water,NULL,Grassland,Water,Non_Wetland,Grassland
2051,Water,NULL,Grassland,Water,Non_Wetland,Cropland
2052,Water,NULL,Grassland,Water,Non_Wetland,Wetland
2053,Water,NULL,Grassland,Water,Non_Wetland,Bareland
2054,Water,NULL,Grassland,Water,Non_Wetland,Water
2055,Water,NULL,Grassland,Water,Non_Wetland,Forest
2056,Water,NULL,Cropland,NULL,Non_Wetland,NULL
2057,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
2058,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
2059,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
2060,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
2061,Water,NULL,Cropland,NULL,Non_Wetland,Water
2062,Water,NULL,Cropland,NULL,Non_Wetland,Forest
2063,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
2064,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
