Value,AFRICA_2024_DynamicWorld_2024_35PQM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQM_M_R,AFRICA_2024_GSW_Yearly_2021_35PQM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQM_M_R,AFRICA_2024_WorldCover_2021_35PQM_M_R
1701,Water,Bareland,Wetland,Water,Wetland,Wetland
1702,Water,Bareland,Wetland,Water,Wetland,Bareland
1703,Water,Bareland,Wetland,Water,Wetland,Water
1704,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1705,Water,Bareland,Bareland,Water,Non_Wetland,Water
1706,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
1707,Water,Bareland,Built-up,Water,Non_Wetland,Water
1708,Water,Bareland,Water,Water,Water,Grassland
1709,Water,Bareland,Water,Water,Water,Water
1710,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1711,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1712,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1713,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1714,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1715,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1716,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1717,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1718,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1719,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1720,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1721,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1722,Water,Water,NULL,NULL,Non_Wetland,NULL
1723,Water,Water,NULL,NULL,Non_Wetland,Grassland
1724,Water,Water,NULL,NULL,Non_Wetland,Cropland
1725,Water,Water,NULL,NULL,Non_Wetland,Wetland
1726,Water,Water,NULL,NULL,Non_Wetland,Bareland
1727,Water,Water,NULL,NULL,Non_Wetland,Water
1728,Water,Water,NULL,NULL,Non_Wetland,Forest
1729,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1730,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1731,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1732,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1733,Water,Water,NULL,Non_Water,Non_Wetland,Water
1734,Water,Water,NULL,Water,Non_Wetland,Grassland
1735,Water,Water,NULL,Water,Non_Wetland,Cropland
1736,Water,Water,NULL,Water,Non_Wetland,Wetland
1737,Water,Water,NULL,Water,Non_Wetland,Bareland
1738,Water,Water,NULL,Water,Non_Wetland,Water
1739,Water,Water,NULL,Water,Non_Wetland,Forest
1740,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1741,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1742,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1743,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1744,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1745,Water,Water,Shrubland,NULL,Non_Wetland,Water
1746,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1747,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1748,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1749,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1750,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1751,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1752,Water,Water,Shrubland,Water,Non_Wetland,NULL
1753,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1754,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1755,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1756,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1757,Water,Water,Shrubland,Water,Non_Wetland,Water
1758,Water,Water,Shrubland,Water,Non_Wetland,Forest
1759,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1760,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1761,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1762,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1763,Water,Water,Grassland,NULL,Non_Wetland,Water
1764,Water,Water,Grassland,NULL,Non_Wetland,Forest
1765,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1766,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1767,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1768,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1769,Water,Water,Grassland,Water,Non_Wetland,NULL
1770,Water,Water,Grassland,Water,Non_Wetland,Grassland
1771,Water,Water,Grassland,Water,Non_Wetland,Wetland
1772,Water,Water,Grassland,Water,Non_Wetland,Water
1773,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1774,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1775,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1776,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1777,Water,Water,Cropland,NULL,Non_Wetland,Water
1778,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1779,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1780,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1781,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1782,Water,Water,Cropland,Water,Non_Wetland,Grassland
1783,Water,Water,Cropland,Water,Non_Wetland,Wetland
1784,Water,Water,Cropland,Water,Non_Wetland,Bareland
1785,Water,Water,Cropland,Water,Non_Wetland,Water
1786,Water,Water,Wetland,NULL,Wetland,NULL
1787,Water,Water,Wetland,NULL,Wetland,Grassland
1788,Water,Water,Wetland,NULL,Wetland,Cropland
1789,Water,Water,Wetland,NULL,Wetland,Wetland
1790,Water,Water,Wetland,NULL,Wetland,Bareland
1791,Water,Water,Wetland,NULL,Wetland,Water
1792,Water,Water,Wetland,NULL,Wetland,Forest
1793,Water,Water,Wetland,Non_Water,Wetland,NULL
1794,Water,Water,Wetland,Non_Water,Wetland,Grassland
1795,Water,Water,Wetland,Non_Water,Wetland,Wetland
1796,Water,Water,Wetland,Non_Water,Wetland,Water
1797,Water,Water,Wetland,Non_Water,Wetland,Forest
1798,Water,Water,Wetland,Water,Wetland,NULL
1799,Water,Water,Wetland,Water,Wetland,Grassland
1800,Water,Water,Wetland,Water,Wetland,Cropland
1801,Water,Water,Wetland,Water,Wetland,Wetland
1802,Water,Water,Wetland,Water,Wetland,Bareland
1803,Water,Water,Wetland,Water,Wetland,Water
1804,Water,Water,Wetland,Water,Wetland,Forest
1805,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1806,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1807,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1808,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1809,Water,Water,Bareland,NULL,Non_Wetland,Water
1810,Water,Water,Bareland,NULL,Non_Wetland,Forest
1811,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1812,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1813,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1814,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1815,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1816,Water,Water,Bareland,Water,Non_Wetland,Grassland
1817,Water,Water,Bareland,Water,Non_Wetland,Cropland
1818,Water,Water,Bareland,Water,Non_Wetland,Wetland
1819,Water,Water,Bareland,Water,Non_Wetland,Bareland
1820,Water,Water,Bareland,Water,Non_Wetland,Water
1821,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1822,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1823,Water,Water,Built-up,NULL,Non_Wetland,Water
1824,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1825,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1826,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1827,Water,Water,Built-up,Water,Non_Wetland,Grassland
1828,Water,Water,Built-up,Water,Non_Wetland,Wetland
1829,Water,Water,Built-up,Water,Non_Wetland,Water
1830,Water,Water,Water,NULL,Water,Grassland
1831,Water,Water,Water,NULL,Water,Cropland
1832,Water,Water,Water,NULL,Water,Wetland
1833,Water,Water,Water,NULL,Water,Bareland
1834,Water,Water,Water,NULL,Water,Water
1835,Water,Water,Water,NULL,Water,Forest
1836,Water,Water,Water,Non_Water,Water,Grassland
1837,Water,Water,Water,Non_Water,Water,Wetland
1838,Water,Water,Water,Non_Water,Water,Bareland
1839,Water,Water,Water,Non_Water,Water,Water
1840,Water,Water,Water,Non_Water,Water,Forest
1841,Water,Water,Water,Water,Water,NULL
1842,Water,Water,Water,Water,Water,Grassland
1843,Water,Water,Water,Water,Water,Wetland
1844,Water,Water,Water,Water,Water,Bareland
1845,Water,Water,Water,Water,Water,Water
1846,Water,Water,Water,Water,Water,Forest
1847,Water,Water,Forest,NULL,Non_Wetland,NULL
1848,Water,Water,Forest,NULL,Non_Wetland,Grassland
1849,Water,Water,Forest,NULL,Non_Wetland,Cropland
1850,Water,Water,Forest,NULL,Non_Wetland,Wetland
1851,Water,Water,Forest,NULL,Non_Wetland,Bareland
1852,Water,Water,Forest,NULL,Non_Wetland,Water
1853,Water,Water,Forest,NULL,Non_Wetland,Forest
1854,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1855,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1856,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1857,Water,Water,Forest,Non_Water,Non_Wetland,Water
1858,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1859,Water,Water,Forest,Water,Non_Wetland,Grassland
1860,Water,Water,Forest,Water,Non_Wetland,Wetland
1861,Water,Water,Forest,Water,Non_Wetland,Bareland
1862,Water,Water,Forest,Water,Non_Wetland,Water
1863,Water,Water,Forest,Water,Non_Wetland,Forest
1864,Water,Forest,NULL,Water,Non_Wetland,Grassland
1865,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1866,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1867,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1868,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1869,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1870,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1871,Water,Forest,Wetland,NULL,Wetland,Forest
1872,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1873,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1874,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1875,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1876,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1877,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1878,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1879,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Wetland
1880,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1881,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
1882,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1883,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1884,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1885,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1886,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1887,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1888,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1889,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Grassland
1890,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1891,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1892,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1893,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Wetland
1894,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland
1895,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Wetland
1896,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1897,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1898,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1899,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1900,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1901,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1902,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1903,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1904,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1905,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1906,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1907,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1908,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1909,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1910,Forest,NULL,NULL,Water,Non_Wetland,Forest
1911,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1912,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1913,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1914,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1915,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1916,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1917,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1918,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1919,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1920,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1923,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1924,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1925,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1926,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1927,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1928,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1929,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1930,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1931,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1932,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1933,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1934,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1935,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1936,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1937,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1938,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1939,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1940,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1941,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1942,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1943,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1944,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1945,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1946,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1947,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1948,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1949,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1950,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1951,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1952,Forest,NULL,Wetland,NULL,Wetland,NULL
1953,Forest,NULL,Wetland,NULL,Wetland,Grassland
1954,Forest,NULL,Wetland,NULL,Wetland,Cropland
1955,Forest,NULL,Wetland,NULL,Wetland,Wetland
1956,Forest,NULL,Wetland,NULL,Wetland,Bareland
1957,Forest,NULL,Wetland,NULL,Wetland,Built-up
1958,Forest,NULL,Wetland,NULL,Wetland,Forest
1959,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1960,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1961,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1962,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1963,Forest,NULL,Wetland,Water,Wetland,Grassland
1964,Forest,NULL,Wetland,Water,Wetland,Cropland
1965,Forest,NULL,Wetland,Water,Wetland,Wetland
1966,Forest,NULL,Wetland,Water,Wetland,Bareland
1967,Forest,NULL,Wetland,Water,Wetland,Forest
1968,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1969,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1970,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1971,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1972,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1973,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1974,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1975,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1976,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1977,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1978,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1979,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1980,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1981,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
1982,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1983,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1984,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1985,Forest,NULL,Water,NULL,Water,Grassland
1986,Forest,NULL,Water,NULL,Water,Wetland
1987,Forest,NULL,Water,Non_Water,Water,Grassland
1988,Forest,NULL,Water,Non_Water,Water,Wetland
1989,Forest,NULL,Water,Water,Water,Wetland
1990,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1991,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1992,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1993,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1995,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1996,Forest,NULL,Forest,NULL,Non_Wetland,Water
1997,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1998,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1999,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2000,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2001,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2002,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2003,Forest,NULL,Forest,Water,Non_Wetland,NULL
2004,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2005,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2006,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2007,Forest,NULL,Forest,Water,Non_Wetland,Forest
2008,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2009,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2010,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2011,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2012,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2013,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2014,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2015,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2016,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2017,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2023,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2024,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2025,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2026,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2027,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2028,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2029,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2030,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2031,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2032,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2033,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2034,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2035,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2036,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2037,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2038,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2039,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2040,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2041,Forest,Cropland,Wetland,NULL,Wetland,NULL
2042,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2043,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2044,Forest,Cropland,Wetland,NULL,Wetland,Forest
2045,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2046,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2047,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2048,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2049,Forest,Cropland,Wetland,Water,Wetland,NULL
2050,Forest,Cropland,Wetland,Water,Wetland,Grassland
2051,Forest,Cropland,Wetland,Water,Wetland,Water
2052,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2053,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2054,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2055,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2056,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2057,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2058,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2059,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2060,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2061,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2062,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2063,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland
2064,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland
2065,Forest,Cropland,Water,NULL,Water,Grassland
2066,Forest,Cropland,Water,Non_Water,Water,NULL
2067,Forest,Cropland,Water,Water,Water,Wetland
2068,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2069,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2070,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2071,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2072,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2073,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2074,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2075,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2076,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2077,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2078,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2079,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2080,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2081,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2082,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2083,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2084,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
2085,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2086,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2087,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2088,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2089,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2090,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2091,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2092,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2093,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2094,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2095,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2096,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2097,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2098,Forest,Wetland,Wetland,NULL,Wetland,NULL
2099,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2100,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2101,Forest,Wetland,Wetland,NULL,Wetland,Forest
2102,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2103,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2104,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2105,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2106,Forest,Wetland,Wetland,Water,Wetland,NULL
2107,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
2108,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2109,Forest,Wetland,Built-up,NULL,Non_Wetland,Cropland
2110,Forest,Wetland,Water,Non_Water,Water,Grassland
2111,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2112,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2113,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2114,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2115,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2116,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2117,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2118,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2119,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2120,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2121,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2122,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2127,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
2128,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2129,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
2130,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2131,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
