Value,AFRICA_2024_DynamicWorld_2024_35PQL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R,AFRICA_2024_GSW_Yearly_2021_35PQL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R,AFRICA_2024_WorldCover_2021_35PQL_M_R
1683,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1684,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1685,Water,NULL,NULL,NULL,Non_Wetland,NULL
1686,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1687,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1688,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1689,Water,NULL,NULL,NULL,Non_Wetland,Water
1690,Water,NULL,NULL,NULL,Non_Wetland,Forest
1691,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1692,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1693,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1694,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1695,Water,NULL,NULL,Water,Non_Wetland,Grassland
1696,Water,NULL,NULL,Water,Non_Wetland,Wetland
1697,Water,NULL,NULL,Water,Non_Wetland,Bareland
1698,Water,NULL,NULL,Water,Non_Wetland,Water
1699,Water,NULL,NULL,Water,Non_Wetland,Forest
1700,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1701,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1702,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1703,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1704,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1705,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1706,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1707,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1708,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1709,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1710,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1711,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1712,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1713,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1714,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1715,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1716,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1717,Water,NULL,Shrubland,Water,Non_Wetland,Water
1718,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1719,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1720,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1721,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1722,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1723,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1724,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1725,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1726,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1727,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1728,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1729,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1730,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1731,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1732,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1733,Water,NULL,Cropland,NULL,Non_Wetland,Water
1734,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1735,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1736,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1737,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1738,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1739,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1740,Water,NULL,Cropland,Water,Non_Wetland,Water
1741,Water,NULL,Wetland,NULL,Wetland,NULL
1742,Water,NULL,Wetland,NULL,Wetland,Grassland
1743,Water,NULL,Wetland,NULL,Wetland,Wetland
1744,Water,NULL,Wetland,NULL,Wetland,Water
1745,Water,NULL,Wetland,NULL,Wetland,Forest
1746,Water,NULL,Wetland,Non_Water,Wetland,NULL
1747,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1748,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1749,Water,NULL,Wetland,Non_Water,Wetland,Forest
1750,Water,NULL,Wetland,Water,Wetland,Grassland
1751,Water,NULL,Wetland,Water,Wetland,Wetland
1752,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1753,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1754,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1755,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1756,Water,NULL,Bareland,NULL,Non_Wetland,Water
1757,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1758,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1759,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1760,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1761,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1762,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1763,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1764,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1765,Water,NULL,Bareland,Water,Non_Wetland,Water
1766,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1767,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1768,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1769,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1770,Water,NULL,Built-up,NULL,Non_Wetland,Water
1771,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1772,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1773,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1774,Water,NULL,Water,NULL,Water,Grassland
1775,Water,NULL,Water,NULL,Water,Wetland
1776,Water,NULL,Water,NULL,Water,Bareland
1777,Water,NULL,Water,NULL,Water,Water
1778,Water,NULL,Water,Non_Water,Water,Grassland
1779,Water,NULL,Water,Non_Water,Water,Wetland
1780,Water,NULL,Water,Non_Water,Water,Water
1781,Water,NULL,Water,Water,Water,Grassland
1782,Water,NULL,Water,Water,Water,Wetland
1783,Water,NULL,Water,Water,Water,Bareland
1784,Water,NULL,Water,Water,Water,Water
1785,Water,NULL,Forest,NULL,Non_Wetland,NULL
1786,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1787,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1788,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1789,Water,NULL,Forest,NULL,Non_Wetland,Water
1790,Water,NULL,Forest,NULL,Non_Wetland,Forest
1791,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1792,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1793,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1794,Water,NULL,Forest,Water,Non_Wetland,Grassland
1795,Water,NULL,Forest,Water,Non_Wetland,Wetland
1796,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1797,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1798,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1799,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1800,Water,Cropland,NULL,NULL,Non_Wetland,Water
1801,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1802,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1803,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1804,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1805,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1806,Water,Cropland,NULL,Water,Non_Wetland,Water
1807,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1808,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1809,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1810,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1811,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1812,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1813,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1814,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1815,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1816,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1817,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1818,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1819,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1820,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1821,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1822,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1823,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1824,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1825,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1826,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1827,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1828,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1829,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1830,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1831,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1832,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1833,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1834,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1835,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1836,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1837,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1838,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1839,Water,Cropland,Cropland,Water,Non_Wetland,Water
1840,Water,Cropland,Wetland,NULL,Wetland,NULL
1841,Water,Cropland,Wetland,NULL,Wetland,Grassland
1842,Water,Cropland,Wetland,NULL,Wetland,Wetland
1843,Water,Cropland,Wetland,NULL,Wetland,Bareland
1844,Water,Cropland,Wetland,NULL,Wetland,Built-up
1845,Water,Cropland,Wetland,NULL,Wetland,Forest
1846,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1847,Water,Cropland,Wetland,Water,Wetland,Grassland
1848,Water,Cropland,Wetland,Water,Wetland,Wetland
1849,Water,Cropland,Wetland,Water,Wetland,Bareland
1850,Water,Cropland,Wetland,Water,Wetland,Forest
1851,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1852,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1853,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1854,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1855,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1856,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1857,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1858,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1859,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1860,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1861,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1862,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1863,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1864,Water,Cropland,Bareland,Water,Non_Wetland,Water
1865,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1866,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1867,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1868,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1869,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1870,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1871,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1872,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1873,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1874,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1875,Water,Cropland,Built-up,Water,Non_Wetland,Water
1876,Water,Cropland,Water,NULL,Water,Grassland
1877,Water,Cropland,Water,NULL,Water,Cropland
1878,Water,Cropland,Water,NULL,Water,Wetland
1879,Water,Cropland,Water,NULL,Water,Bareland
1880,Water,Cropland,Water,Non_Water,Water,Grassland
1881,Water,Cropland,Water,Non_Water,Water,Wetland
1882,Water,Cropland,Water,Non_Water,Water,Bareland
1883,Water,Cropland,Water,Non_Water,Water,Forest
1884,Water,Cropland,Water,Water,Water,Grassland
1885,Water,Cropland,Water,Water,Water,Wetland
1886,Water,Cropland,Water,Water,Water,Bareland
1887,Water,Cropland,Water,Water,Water,Water
1888,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1889,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1890,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1891,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1892,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1893,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1894,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1895,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1896,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1897,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1898,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1899,Water,Wetland,NULL,Water,Non_Wetland,NULL
1900,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1901,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1902,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1903,Water,Wetland,NULL,Water,Non_Wetland,Water
1904,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1905,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1906,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1907,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1908,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1909,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1910,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1911,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1912,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1913,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1914,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1915,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1916,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1917,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1918,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1919,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1920,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1921,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1922,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1923,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1924,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1925,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1926,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1927,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1928,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1929,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1930,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1931,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1932,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1933,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1934,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1935,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1936,Water,Wetland,Cropland,Water,Non_Wetland,Water
1937,Water,Wetland,Wetland,NULL,Wetland,NULL
1938,Water,Wetland,Wetland,NULL,Wetland,Grassland
1939,Water,Wetland,Wetland,NULL,Wetland,Wetland
1940,Water,Wetland,Wetland,NULL,Wetland,Bareland
1941,Water,Wetland,Wetland,NULL,Wetland,Built-up
1942,Water,Wetland,Wetland,NULL,Wetland,Water
1943,Water,Wetland,Wetland,NULL,Wetland,Forest
1944,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1945,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1946,Water,Wetland,Wetland,Non_Water,Wetland,Water
1947,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1948,Water,Wetland,Wetland,Water,Wetland,Grassland
1949,Water,Wetland,Wetland,Water,Wetland,Wetland
1950,Water,Wetland,Wetland,Water,Wetland,Bareland
1951,Water,Wetland,Wetland,Water,Wetland,Water
1952,Water,Wetland,Wetland,Water,Wetland,Forest
1953,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1954,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1955,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1956,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1957,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1958,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1959,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1960,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1961,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1962,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1963,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1964,Water,Wetland,Bareland,Water,Non_Wetland,Water
1965,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1966,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1967,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1968,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up
1969,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1970,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1971,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
1972,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
1973,Water,Wetland,Water,NULL,Water,NULL
1974,Water,Wetland,Water,NULL,Water,Grassland
1975,Water,Wetland,Water,NULL,Water,Wetland
1976,Water,Wetland,Water,NULL,Water,Bareland
1977,Water,Wetland,Water,NULL,Water,Water
1978,Water,Wetland,Water,Non_Water,Water,Grassland
1979,Water,Wetland,Water,Non_Water,Water,Wetland
1980,Water,Wetland,Water,Water,Water,Grassland
1981,Water,Wetland,Water,Water,Water,Wetland
1982,Water,Wetland,Water,Water,Water,Bareland
1983,Water,Wetland,Water,Water,Water,Water
1984,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1985,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1986,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1987,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1988,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1989,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1990,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1991,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1992,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1993,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1994,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1995,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1996,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1997,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1998,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1999,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2000,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2001,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
2002,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2003,Water,Bareland,Bareland,Water,Non_Wetland,Water
2004,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
2005,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
2006,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2007,Water,Bareland,Water,Water,Water,Bareland
2008,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
2009,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2010,Water,Built-up,NULL,NULL,Non_Wetland,Wetland
2011,Water,Built-up,NULL,Water,Non_Wetland,Grassland
2012,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2013,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2014,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2015,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2016,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2017,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2018,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2019,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
2020,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2021,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
2022,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2023,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2024,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2025,Water,Built-up,Wetland,NULL,Wetland,NULL
2026,Water,Built-up,Wetland,NULL,Wetland,Grassland
2027,Water,Built-up,Wetland,NULL,Wetland,Forest
2028,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2029,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2030,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2031,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2032,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2033,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2034,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
2035,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
2036,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2037,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2038,Water,Water,NULL,NULL,Non_Wetland,NULL
2039,Water,Water,NULL,NULL,Non_Wetland,Grassland
2040,Water,Water,NULL,NULL,Non_Wetland,Cropland
2041,Water,Water,NULL,NULL,Non_Wetland,Wetland
2042,Water,Water,NULL,NULL,Non_Wetland,Bareland
2043,Water,Water,NULL,NULL,Non_Wetland,Built-up
2044,Water,Water,NULL,NULL,Non_Wetland,Water
2045,Water,Water,NULL,NULL,Non_Wetland,Forest
2046,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2047,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2048,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2049,Water,Water,NULL,Non_Water,Non_Wetland,Water
2050,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2051,Water,Water,NULL,Water,Non_Wetland,Grassland
2052,Water,Water,NULL,Water,Non_Wetland,Cropland
2053,Water,Water,NULL,Water,Non_Wetland,Wetland
2054,Water,Water,NULL,Water,Non_Wetland,Bareland
2055,Water,Water,NULL,Water,Non_Wetland,Water
2056,Water,Water,NULL,Water,Non_Wetland,Forest
2057,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2058,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2059,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2060,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2061,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2062,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2063,Water,Water,Shrubland,NULL,Non_Wetland,Water
2064,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2065,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2066,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2067,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2068,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2069,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2070,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2071,Water,Water,Shrubland,Water,Non_Wetland,NULL
2072,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2073,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2074,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2075,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2076,Water,Water,Shrubland,Water,Non_Wetland,Built-up
2077,Water,Water,Shrubland,Water,Non_Wetland,Water
2078,Water,Water,Shrubland,Water,Non_Wetland,Forest
2079,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2080,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2081,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2082,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2083,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2084,Water,Water,Grassland,Water,Non_Wetland,Grassland
2085,Water,Water,Grassland,Water,Non_Wetland,Wetland
2086,Water,Water,Grassland,Water,Non_Wetland,Bareland
2087,Water,Water,Grassland,Water,Non_Wetland,Water
2088,Water,Water,Cropland,NULL,Non_Wetland,NULL
2089,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2090,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2091,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2092,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2093,Water,Water,Cropland,NULL,Non_Wetland,Water
2094,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2095,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2096,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2097,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2098,Water,Water,Cropland,Water,Non_Wetland,Grassland
2099,Water,Water,Cropland,Water,Non_Wetland,Wetland
2100,Water,Water,Cropland,Water,Non_Wetland,Bareland
2101,Water,Water,Cropland,Water,Non_Wetland,Water
2102,Water,Water,Wetland,NULL,Wetland,NULL
2103,Water,Water,Wetland,NULL,Wetland,Grassland
2104,Water,Water,Wetland,NULL,Wetland,Wetland
2105,Water,Water,Wetland,NULL,Wetland,Bareland
2106,Water,Water,Wetland,NULL,Wetland,Built-up
2107,Water,Water,Wetland,NULL,Wetland,Water
2108,Water,Water,Wetland,NULL,Wetland,Forest
2109,Water,Water,Wetland,Non_Water,Wetland,Grassland
2110,Water,Water,Wetland,Non_Water,Wetland,Wetland
2111,Water,Water,Wetland,Non_Water,Wetland,Water
2112,Water,Water,Wetland,Non_Water,Wetland,Forest
2113,Water,Water,Wetland,Water,Wetland,Grassland
2114,Water,Water,Wetland,Water,Wetland,Wetland
2115,Water,Water,Wetland,Water,Wetland,Bareland
2116,Water,Water,Wetland,Water,Wetland,Water
2117,Water,Water,Wetland,Water,Wetland,Forest
2118,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2119,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2120,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2121,Water,Water,Bareland,NULL,Non_Wetland,Water
2122,Water,Water,Bareland,NULL,Non_Wetland,Forest
2123,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2124,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2125,Water,Water,Bareland,Non_Water,Non_Wetland,Water
