Value,AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,AFRICA_2024_WorldCover_2021_36PXQ_M_R
1735,Forest,NULL,Water,Non_Water,Water,Water
1736,Forest,NULL,Water,Water,Water,Wetland
1737,Forest,NULL,Water,Water,Water,Water
1738,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1739,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1740,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1741,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1742,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1743,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1744,Forest,NULL,Forest,NULL,Non_Wetland,Water
1745,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1746,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1747,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1748,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1749,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1750,Forest,NULL,Forest,Water,Non_Wetland,NULL
1751,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1752,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1753,Forest,NULL,Forest,Water,Non_Wetland,Water
1754,Forest,NULL,Forest,Water,Non_Wetland,Forest
1755,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1756,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1757,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1758,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1759,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1760,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1761,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1762,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1763,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1764,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1765,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1766,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1767,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1768,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1769,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1770,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1771,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1772,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1773,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1774,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1775,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1776,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1777,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1778,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1779,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1780,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1781,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1782,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1783,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1784,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1785,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1786,Forest,Cropland,Wetland,NULL,Wetland,Forest
1787,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1788,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1789,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1790,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1791,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1792,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1793,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1794,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1795,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1796,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1797,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1798,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1799,Forest,Cropland,Water,NULL,Water,Grassland
1800,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1801,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1802,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1803,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1804,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1805,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1806,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1807,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1808,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1809,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1810,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1811,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1812,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1813,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1814,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1815,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1816,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1817,Forest,Wetland,NULL,Water,Non_Wetland,Water
1818,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1819,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1820,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1821,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1822,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1823,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1824,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1825,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1826,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1827,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1828,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1829,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1830,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1831,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1832,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1833,Forest,Wetland,Wetland,NULL,Wetland,NULL
1834,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1835,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1836,Forest,Wetland,Wetland,NULL,Wetland,Water
1837,Forest,Wetland,Wetland,NULL,Wetland,Forest
1838,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1839,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1840,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1841,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1842,Forest,Wetland,Wetland,Water,Wetland,Grassland
1843,Forest,Wetland,Wetland,Water,Wetland,Wetland
1844,Forest,Wetland,Wetland,Water,Wetland,Water
1845,Forest,Wetland,Wetland,Water,Wetland,Forest
1846,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1847,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1848,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1849,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1850,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1851,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1852,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1853,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1854,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1855,Forest,Wetland,Water,NULL,Water,NULL
1856,Forest,Wetland,Water,NULL,Water,Grassland
1857,Forest,Wetland,Water,NULL,Water,Wetland
1858,Forest,Wetland,Water,NULL,Water,Water
1859,Forest,Wetland,Water,NULL,Water,Forest
1860,Forest,Wetland,Water,Non_Water,Water,NULL
1861,Forest,Wetland,Water,Non_Water,Water,Wetland
1862,Forest,Wetland,Water,Non_Water,Water,Water
1863,Forest,Wetland,Water,Non_Water,Water,Forest
1864,Forest,Wetland,Water,Water,Water,Wetland
1865,Forest,Wetland,Water,Water,Water,Water
1866,Forest,Wetland,Water,Water,Water,Forest
1867,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1868,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1869,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1870,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1871,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
1872,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1873,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1874,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1875,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1876,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1877,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1878,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1879,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1880,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1881,Forest,Wetland,Forest,Water,Non_Wetland,Water
1882,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1883,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1884,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1885,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1886,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1887,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1888,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1889,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1890,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1891,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1892,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1893,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1894,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1895,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1897,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1898,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1899,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1900,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1901,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1902,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1903,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1904,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1905,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1906,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1907,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1908,Forest,Built-up,Wetland,NULL,Wetland,Forest
1909,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1910,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1911,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1912,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1913,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1914,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1915,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1916,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1917,Forest,Built-up,Water,NULL,Water,Forest
1918,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1919,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1920,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1921,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1922,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1923,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1924,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1925,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1926,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1927,Forest,Water,NULL,NULL,Non_Wetland,Water
1928,Forest,Water,NULL,NULL,Non_Wetland,Forest
1929,Forest,Water,NULL,Water,Non_Wetland,Wetland
1930,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1931,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1932,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1933,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1934,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1935,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1936,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1937,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1938,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1939,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1940,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1941,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1942,Forest,Water,Shrubland,Water,Non_Wetland,Water
1943,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1944,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1945,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1946,Forest,Water,Wetland,NULL,Wetland,NULL
1947,Forest,Water,Wetland,NULL,Wetland,Grassland
1948,Forest,Water,Wetland,NULL,Wetland,Cropland
1949,Forest,Water,Wetland,NULL,Wetland,Wetland
1950,Forest,Water,Wetland,NULL,Wetland,Water
1951,Forest,Water,Wetland,NULL,Wetland,Forest
1952,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1953,Forest,Water,Wetland,Non_Water,Wetland,Water
1954,Forest,Water,Wetland,Non_Water,Wetland,Forest
1955,Forest,Water,Wetland,Water,Wetland,Wetland
1956,Forest,Water,Wetland,Water,Wetland,Water
1957,Forest,Water,Wetland,Water,Wetland,Forest
1958,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1959,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1960,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1961,Forest,Water,Bareland,NULL,Non_Wetland,Water
1962,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1963,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1964,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1965,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1966,Forest,Water,Bareland,Water,Non_Wetland,Water
1967,Forest,Water,Bareland,Water,Non_Wetland,Forest
1968,Forest,Water,Built-up,NULL,Non_Wetland,Water
1969,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1970,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1971,Forest,Water,Built-up,Water,Non_Wetland,Forest
1972,Forest,Water,Water,NULL,Water,Grassland
1973,Forest,Water,Water,NULL,Water,Wetland
1974,Forest,Water,Water,NULL,Water,Water
1975,Forest,Water,Water,NULL,Water,Forest
1976,Forest,Water,Water,Non_Water,Water,Grassland
1977,Forest,Water,Water,Non_Water,Water,Water
1978,Forest,Water,Water,Non_Water,Water,Forest
1979,Forest,Water,Water,Water,Water,Wetland
1980,Forest,Water,Water,Water,Water,Water
1981,Forest,Water,Water,Water,Water,Forest
1982,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1983,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1984,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1985,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1986,Forest,Water,Forest,NULL,Non_Wetland,Water
1987,Forest,Water,Forest,NULL,Non_Wetland,Forest
1988,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1989,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1990,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1991,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1992,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1993,Forest,Water,Forest,Water,Non_Wetland,Grassland
1994,Forest,Water,Forest,Water,Non_Wetland,Wetland
1995,Forest,Water,Forest,Water,Non_Wetland,Water
1996,Forest,Water,Forest,Water,Non_Wetland,Forest
1997,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1998,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1999,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2000,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2001,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2002,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2003,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2004,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2005,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2006,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2007,Forest,Forest,NULL,Water,Non_Wetland,NULL
2008,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2009,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2010,Forest,Forest,NULL,Water,Non_Wetland,Water
2011,Forest,Forest,NULL,Water,Non_Wetland,Forest
2012,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2013,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2014,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2015,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2017,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2018,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2019,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2025,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2026,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2027,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2028,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2029,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2030,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2031,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2032,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2033,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2034,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2036,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2037,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2038,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2039,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2040,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2041,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2042,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2043,Forest,Forest,Wetland,NULL,Wetland,NULL
2044,Forest,Forest,Wetland,NULL,Wetland,Grassland
2045,Forest,Forest,Wetland,NULL,Wetland,Wetland
2046,Forest,Forest,Wetland,NULL,Wetland,Water
2047,Forest,Forest,Wetland,NULL,Wetland,Forest
2048,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2049,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2050,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2051,Forest,Forest,Wetland,Water,Wetland,Wetland
2052,Forest,Forest,Wetland,Water,Wetland,Forest
2053,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2054,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2055,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2056,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2057,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2058,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2059,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2060,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2061,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2062,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2063,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2064,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2065,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2066,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2067,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2068,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2069,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2070,Forest,Forest,Water,NULL,Water,Grassland
2071,Forest,Forest,Water,NULL,Water,Wetland
2072,Forest,Forest,Water,NULL,Water,Forest
2073,Forest,Forest,Water,Non_Water,Water,Wetland
2074,Forest,Forest,Water,Non_Water,Water,Forest
2075,Forest,Forest,Water,Water,Water,Wetland
2076,Forest,Forest,Water,Water,Water,Water
2077,Forest,Forest,Water,Water,Water,Forest
2078,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2079,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2080,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2081,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2082,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2083,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2084,Forest,Forest,Forest,NULL,Non_Wetland,Water
2085,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2086,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2087,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2088,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2089,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2090,Forest,Forest,Forest,Water,Non_Wetland,NULL
2091,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2092,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2093,Forest,Forest,Forest,Water,Non_Wetland,Forest
