Value,AFRICA_2024_DynamicWorld_2024_37PDK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDK_M_R,AFRICA_2024_GSW_Yearly_2021_37PDK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,AFRICA_2024_WorldCover_2021_37PDK_M_R
419,NULL,Built-up,Forest,Water,Non_Wetland,NULL
420,NULL,Built-up,Forest,Water,Non_Wetland,Forest
421,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
422,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
423,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
424,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
425,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
426,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
427,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
428,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
429,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
430,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
431,NULL,Water,Grassland,Water,Non_Wetland,Bareland
432,NULL,Water,Cropland,NULL,Non_Wetland,NULL
433,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
434,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
435,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
436,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
437,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland
438,NULL,Water,Cropland,Water,Non_Wetland,Cropland
439,NULL,Water,Cropland,Water,Non_Wetland,Wetland
440,NULL,Water,Wetland,NULL,Wetland,Cropland
441,NULL,Water,Wetland,Water,Wetland,NULL
442,NULL,Water,Wetland,Water,Wetland,Cropland
443,NULL,Water,Wetland,Water,Wetland,Wetland
444,NULL,Water,Bareland,NULL,Non_Wetland,NULL
445,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
446,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
447,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
448,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
449,NULL,Water,Forest,NULL,Non_Wetland,NULL
450,NULL,Water,Forest,NULL,Non_Wetland,Wetland
451,NULL,Water,Forest,Water,Non_Wetland,Grassland
452,NULL,Water,Forest,Water,Non_Wetland,Wetland
453,NULL,Forest,NULL,NULL,Non_Wetland,NULL
454,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
455,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
456,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
457,NULL,Forest,NULL,NULL,Non_Wetland,Forest
458,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
459,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
460,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
461,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
462,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
463,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
464,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
465,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
466,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
467,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
468,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
469,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
470,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
471,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
472,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
473,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
474,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
475,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
476,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
477,NULL,Forest,Wetland,NULL,Wetland,Cropland
478,NULL,Forest,Wetland,NULL,Wetland,Wetland
479,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
480,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
481,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
482,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
483,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
484,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
485,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
486,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
487,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
488,NULL,Forest,Forest,NULL,Non_Wetland,NULL
489,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
490,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
491,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
492,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
493,NULL,Forest,Forest,NULL,Non_Wetland,Forest
494,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
496,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
497,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
498,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
499,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
500,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
501,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
502,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
503,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
504,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
505,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
506,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
513,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
514,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
517,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
518,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
519,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
520,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
521,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
522,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
523,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
524,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
525,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
526,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
527,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
528,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
529,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
530,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
531,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
532,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
533,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
534,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
535,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
536,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
537,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
538,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
545,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
546,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
547,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
548,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
549,Grassland,NULL,Wetland,NULL,Wetland,NULL
550,Grassland,NULL,Wetland,NULL,Wetland,Grassland
551,Grassland,NULL,Wetland,NULL,Wetland,Cropland
552,Grassland,NULL,Wetland,NULL,Wetland,Wetland
553,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
554,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
555,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
556,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
557,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
558,Grassland,NULL,Wetland,Water,Wetland,NULL
559,Grassland,NULL,Wetland,Water,Wetland,Grassland
560,Grassland,NULL,Wetland,Water,Wetland,Cropland
561,Grassland,NULL,Wetland,Water,Wetland,Wetland
562,Grassland,NULL,Wetland,Water,Wetland,Water
563,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
564,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
565,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
566,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
567,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
568,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
569,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
570,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
571,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
572,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
573,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
574,Grassland,NULL,Bareland,Water,Non_Wetland,NULL
575,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
576,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
577,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
578,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
579,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
580,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
581,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
582,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
583,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
584,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
585,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
586,Grassland,NULL,Built-up,Water,Non_Wetland,Cropland
587,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
588,Grassland,NULL,Water,NULL,Water,Cropland
589,Grassland,NULL,Water,Non_Water,Water,Wetland
590,Grassland,NULL,Water,Water,Water,Cropland
591,Grassland,NULL,Water,Water,Water,Wetland
592,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
593,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
594,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
595,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
596,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
597,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
598,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
599,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
600,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
601,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
602,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
603,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
604,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
605,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
606,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
607,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
608,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
609,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
610,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
611,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
612,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
613,Grassland,Cropland,NULL,Water,Non_Wetland,NULL
614,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
615,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
623,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
624,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
625,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
626,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
627,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
628,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
629,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
630,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
631,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
632,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
633,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
634,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
635,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
636,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
637,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
638,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
639,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
640,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
641,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
642,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL
643,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
644,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
645,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
646,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
647,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
651,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
652,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
653,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
654,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
655,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
656,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
657,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
658,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
659,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL
660,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
661,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
662,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
663,Grassland,Cropland,Wetland,NULL,Wetland,NULL
664,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
665,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
666,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
667,Grassland,Cropland,Wetland,NULL,Wetland,Forest
668,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
669,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
670,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
671,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
672,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland
673,Grassland,Cropland,Wetland,Water,Wetland,NULL
674,Grassland,Cropland,Wetland,Water,Wetland,Grassland
675,Grassland,Cropland,Wetland,Water,Wetland,Cropland
676,Grassland,Cropland,Wetland,Water,Wetland,Wetland
677,Grassland,Cropland,Wetland,Water,Wetland,Bareland
678,Grassland,Cropland,Wetland,Water,Wetland,Water
679,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
680,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
681,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
682,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
683,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
684,Grassland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
685,Grassland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
686,Grassland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
687,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
688,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
689,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
690,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
691,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
692,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
693,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
694,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
695,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
696,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
697,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL
698,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
699,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
700,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
701,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
702,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
703,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
704,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
705,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
706,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
707,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
708,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL
709,Grassland,Cropland,Built-up,Water,Non_Wetland,Cropland
710,Grassland,Cropland,Water,NULL,Water,Cropland
711,Grassland,Cropland,Water,Non_Water,Water,Cropland
712,Grassland,Cropland,Water,Non_Water,Water,Wetland
713,Grassland,Cropland,Water,Water,Water,Cropland
714,Grassland,Cropland,Water,Water,Water,Wetland
715,Grassland,Cropland,Water,Water,Water,Water
716,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
717,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
718,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
719,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
720,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
721,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
722,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
723,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
724,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
725,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
726,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
727,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
728,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
729,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
730,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
731,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
732,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
733,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
734,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
735,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
736,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
737,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
738,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
739,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
740,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
741,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
742,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
743,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
744,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
745,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
746,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
747,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
748,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
749,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
750,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
751,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
752,Grassland,Wetland,Wetland,NULL,Wetland,NULL
753,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
754,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
755,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
756,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
757,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
758,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
759,Grassland,Wetland,Wetland,Water,Wetland,Cropland
760,Grassland,Wetland,Wetland,Water,Wetland,Wetland
761,Grassland,Wetland,Wetland,Water,Wetland,Water
762,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
763,Grassland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
764,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
765,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
766,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
767,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
768,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
769,Grassland,Wetland,Water,Non_Water,Water,Wetland
770,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
771,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
772,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
773,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
774,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
775,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
776,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
777,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
778,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland
779,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
780,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
781,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
782,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
783,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
784,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
785,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
786,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
787,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
788,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
789,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
790,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
791,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
792,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
793,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
794,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
795,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
796,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
797,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
798,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
799,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL
800,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
801,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
802,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
803,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
804,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL
805,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
806,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
807,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland
808,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
809,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
810,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
811,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
812,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
813,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
814,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
815,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
816,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
817,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
818,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
819,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
820,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
821,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
822,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
823,Grassland,Water,Wetland,NULL,Wetland,Wetland
824,Grassland,Water,Wetland,Non_Water,Wetland,NULL
825,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
826,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
827,Grassland,Water,Wetland,Water,Wetland,NULL
828,Grassland,Water,Wetland,Water,Wetland,Grassland
829,Grassland,Water,Wetland,Water,Wetland,Cropland
830,Grassland,Water,Wetland,Water,Wetland,Wetland
831,Grassland,Water,Wetland,Water,Wetland,Water
832,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
833,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
834,Grassland,Water,Water,NULL,Water,Wetland
835,Grassland,Water,Water,Water,Water,Wetland
836,Grassland,Water,Water,Water,Water,Water
837,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
838,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
839,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
840,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
