Value,AFRICA_2024_DynamicWorld_2024_36PUR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUR_M_R,AFRICA_2024_GSW_Yearly_2021_36PUR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUR_M_R,AFRICA_2024_WorldCover_2021_36PUR_M_R
1746,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1747,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1748,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
1749,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Water
1750,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1751,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1752,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1753,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1754,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1755,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1756,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1757,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1758,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1759,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1760,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1761,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1762,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1763,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1764,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1765,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1766,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1767,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1768,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1769,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1770,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1771,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1772,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1773,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1774,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1775,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1776,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1777,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1778,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1779,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1780,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1781,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1782,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1783,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1784,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1785,Forest,Wetland,Wetland,NULL,Wetland,NULL
1786,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1787,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1788,Forest,Wetland,Wetland,NULL,Wetland,Water
1789,Forest,Wetland,Wetland,NULL,Wetland,Forest
1790,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1791,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1792,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1793,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1794,Forest,Wetland,Wetland,Water,Wetland,Grassland
1795,Forest,Wetland,Wetland,Water,Wetland,Wetland
1796,Forest,Wetland,Wetland,Water,Wetland,Water
1797,Forest,Wetland,Wetland,Water,Wetland,Forest
1798,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1799,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1800,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1801,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1802,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1803,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1804,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1805,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1806,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1807,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1808,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1809,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1810,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1811,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1812,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1813,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1814,Forest,Wetland,Water,NULL,Water,NULL
1815,Forest,Wetland,Water,NULL,Water,Grassland
1816,Forest,Wetland,Water,NULL,Water,Wetland
1817,Forest,Wetland,Water,NULL,Water,Forest
1818,Forest,Wetland,Water,Non_Water,Water,Water
1819,Forest,Wetland,Water,Non_Water,Water,Forest
1820,Forest,Wetland,Water,Water,Water,NULL
1821,Forest,Wetland,Water,Water,Water,Grassland
1822,Forest,Wetland,Water,Water,Water,Wetland
1823,Forest,Wetland,Water,Water,Water,Bareland
1824,Forest,Wetland,Water,Water,Water,Water
1825,Forest,Wetland,Water,Water,Water,Forest
1826,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1827,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1828,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1829,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1830,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1831,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1832,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1833,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1834,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1835,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1836,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1837,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1838,Forest,Wetland,Forest,Water,Non_Wetland,Water
1839,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1840,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1844,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1845,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1846,Forest,Built-up,Wetland,NULL,Wetland,Forest
1847,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1848,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1849,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1850,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1851,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1852,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1853,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1854,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1855,Forest,Water,NULL,NULL,Non_Wetland,Forest
1856,Forest,Water,NULL,Water,Non_Wetland,Grassland
1857,Forest,Water,NULL,Water,Non_Wetland,Water
1858,Forest,Water,NULL,Water,Non_Wetland,Forest
1859,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1860,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1861,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1862,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1863,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1864,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1865,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1866,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1867,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1868,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1869,Forest,Water,Shrubland,Water,Non_Wetland,Water
1870,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1871,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1872,Forest,Water,Cropland,Water,Non_Wetland,Water
1873,Forest,Water,Cropland,Water,Non_Wetland,Forest
1874,Forest,Water,Wetland,NULL,Wetland,Grassland
1875,Forest,Water,Wetland,NULL,Wetland,Wetland
1876,Forest,Water,Wetland,NULL,Wetland,Water
1877,Forest,Water,Wetland,NULL,Wetland,Forest
1878,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1879,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1880,Forest,Water,Wetland,Non_Water,Wetland,Water
1881,Forest,Water,Wetland,Non_Water,Wetland,Forest
1882,Forest,Water,Wetland,Water,Wetland,NULL
1883,Forest,Water,Wetland,Water,Wetland,Grassland
1884,Forest,Water,Wetland,Water,Wetland,Wetland
1885,Forest,Water,Wetland,Water,Wetland,Water
1886,Forest,Water,Wetland,Water,Wetland,Forest
1887,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1888,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1889,Forest,Water,Bareland,NULL,Non_Wetland,Water
1890,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1891,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1892,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1893,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1894,Forest,Water,Bareland,Water,Non_Wetland,Water
1895,Forest,Water,Bareland,Water,Non_Wetland,Forest
1896,Forest,Water,Water,NULL,Water,Water
1897,Forest,Water,Water,NULL,Water,Forest
1898,Forest,Water,Water,Non_Water,Water,Water
1899,Forest,Water,Water,Non_Water,Water,Forest
1900,Forest,Water,Water,Water,Water,Grassland
1901,Forest,Water,Water,Water,Water,Wetland
1902,Forest,Water,Water,Water,Water,Water
1903,Forest,Water,Water,Water,Water,Forest
1904,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1905,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1906,Forest,Water,Forest,NULL,Non_Wetland,Forest
1907,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1908,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1909,Forest,Water,Forest,Water,Non_Wetland,Grassland
1910,Forest,Water,Forest,Water,Non_Wetland,Forest
1911,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1912,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1913,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1914,Forest,Forest,NULL,NULL,Non_Wetland,Water
1915,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1916,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1917,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1918,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1919,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1920,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1921,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1922,Forest,Forest,NULL,Water,Non_Wetland,Forest
1923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1924,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1926,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1927,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1928,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1929,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1935,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1936,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1937,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1938,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1939,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1940,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1941,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1942,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1943,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1944,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1945,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1946,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1947,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1948,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1949,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1950,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1951,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1952,Forest,Forest,Cropland,Water,Non_Wetland,Water
1953,Forest,Forest,Wetland,NULL,Wetland,NULL
1954,Forest,Forest,Wetland,NULL,Wetland,Grassland
1955,Forest,Forest,Wetland,NULL,Wetland,Wetland
1956,Forest,Forest,Wetland,NULL,Wetland,Water
1957,Forest,Forest,Wetland,NULL,Wetland,Forest
1958,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1959,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1960,Forest,Forest,Wetland,Non_Water,Wetland,Water
1961,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1962,Forest,Forest,Wetland,Water,Wetland,Grassland
1963,Forest,Forest,Wetland,Water,Wetland,Wetland
1964,Forest,Forest,Wetland,Water,Wetland,Water
1965,Forest,Forest,Wetland,Water,Wetland,Forest
1966,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1967,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1968,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1969,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1970,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1971,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1972,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1973,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1974,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1975,Forest,Forest,Bareland,Water,Non_Wetland,Water
1976,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1977,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1978,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1979,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1980,Forest,Forest,Water,NULL,Water,NULL
1981,Forest,Forest,Water,NULL,Water,Grassland
1982,Forest,Forest,Water,NULL,Water,Wetland
1983,Forest,Forest,Water,NULL,Water,Water
1984,Forest,Forest,Water,NULL,Water,Forest
1985,Forest,Forest,Water,Non_Water,Water,Water
1986,Forest,Forest,Water,Non_Water,Water,Forest
1987,Forest,Forest,Water,Water,Water,NULL
1988,Forest,Forest,Water,Water,Water,Grassland
1989,Forest,Forest,Water,Water,Water,Wetland
1990,Forest,Forest,Water,Water,Water,Bareland
1991,Forest,Forest,Water,Water,Water,Water
1992,Forest,Forest,Water,Water,Water,Forest
1993,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1994,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1995,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1996,Forest,Forest,Forest,NULL,Non_Wetland,Water
1997,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1998,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1999,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2000,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2001,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2002,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2003,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2004,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2005,Forest,Forest,Forest,Water,Non_Wetland,Water
2006,Forest,Forest,Forest,Water,Non_Wetland,Forest
