Value,AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,AFRICA_2024_WorldCover_2021_36PWQ_M_R
1741,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1742,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1743,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1744,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1746,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1747,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1749,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1750,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1751,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1752,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1753,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1754,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1755,Forest,Built-up,Wetland,NULL,Wetland,Forest
1756,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1757,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1758,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1759,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1760,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1761,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1762,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1763,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1764,Forest,Water,NULL,Water,Non_Wetland,Wetland
1765,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1766,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1767,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1768,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1769,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1770,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1771,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1772,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1773,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1774,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1775,Forest,Water,Shrubland,Water,Non_Wetland,Water
1776,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1777,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1778,Forest,Water,Wetland,NULL,Wetland,Grassland
1779,Forest,Water,Wetland,NULL,Wetland,Wetland
1780,Forest,Water,Wetland,NULL,Wetland,Forest
1781,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1782,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1783,Forest,Water,Wetland,Non_Water,Wetland,Water
1784,Forest,Water,Wetland,Non_Water,Wetland,Forest
1785,Forest,Water,Wetland,Water,Wetland,Grassland
1786,Forest,Water,Wetland,Water,Wetland,Wetland
1787,Forest,Water,Wetland,Water,Wetland,Water
1788,Forest,Water,Wetland,Water,Wetland,Forest
1789,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1790,Forest,Water,Bareland,NULL,Non_Wetland,Water
1791,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1792,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1793,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1794,Forest,Water,Bareland,Water,Non_Wetland,Water
1795,Forest,Water,Water,Water,Water,Wetland
1796,Forest,Water,Water,Water,Water,Water
1797,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1798,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1799,Forest,Water,Forest,NULL,Non_Wetland,Forest
1800,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1801,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1802,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1803,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1804,Forest,Water,Forest,Water,Non_Wetland,Grassland
1805,Forest,Water,Forest,Water,Non_Wetland,Wetland
1806,Forest,Water,Forest,Water,Non_Wetland,Water
1807,Forest,Water,Forest,Water,Non_Wetland,Forest
1808,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1809,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1810,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1811,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1812,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1813,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1814,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1815,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1816,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1817,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1818,Forest,Forest,NULL,Water,Non_Wetland,Forest
1819,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1820,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1821,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1822,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1823,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1824,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1829,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1830,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1831,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1832,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1833,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1834,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1835,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1836,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1837,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1839,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1840,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1841,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1842,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1843,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1844,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1845,Forest,Forest,Wetland,NULL,Wetland,NULL
1846,Forest,Forest,Wetland,NULL,Wetland,Grassland
1847,Forest,Forest,Wetland,NULL,Wetland,Wetland
1848,Forest,Forest,Wetland,NULL,Wetland,Water
1849,Forest,Forest,Wetland,NULL,Wetland,Forest
1850,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1851,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1852,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1853,Forest,Forest,Wetland,Water,Wetland,Wetland
1854,Forest,Forest,Wetland,Water,Wetland,Water
1855,Forest,Forest,Wetland,Water,Wetland,Forest
1856,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1857,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1859,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1860,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1861,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1862,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1863,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1864,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1865,Forest,Forest,Water,NULL,Water,Wetland
1866,Forest,Forest,Water,NULL,Water,Forest
1867,Forest,Forest,Water,Non_Water,Water,Wetland
1868,Forest,Forest,Water,Non_Water,Water,Forest
1869,Forest,Forest,Water,Water,Water,Wetland
1870,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1871,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1872,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1873,Forest,Forest,Forest,NULL,Non_Wetland,Water
1874,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1875,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1876,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1877,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1878,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1879,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1880,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1881,Forest,Forest,Forest,Water,Non_Wetland,Forest
