Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
1679,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1680,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1681,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1682,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1683,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1684,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1685,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1686,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1687,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1688,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1689,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1690,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1691,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1692,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1693,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1694,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1695,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1696,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1697,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1698,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1699,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1700,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1701,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1702,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1703,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1704,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1705,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up
1706,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1707,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1708,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1709,Bareland,NULL,Wetland,Water,Wetland,Cropland
1710,Bareland,NULL,Wetland,Water,Wetland,Bareland
1711,Bareland,NULL,Wetland,Water,Wetland,Water
1712,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1713,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1714,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1715,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1716,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1717,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1718,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1719,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1720,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1721,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1722,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1723,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1724,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1725,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1726,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1727,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1728,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1729,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1730,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1731,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1732,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1733,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1734,Bareland,NULL,Water,NULL,Water,Grassland
1735,Bareland,NULL,Water,Water,Water,Grassland
1736,Bareland,NULL,Water,Water,Water,Wetland
1737,Bareland,NULL,Water,Water,Water,Bareland
1738,Bareland,NULL,Water,Water,Water,Water
1739,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1740,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1741,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1742,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1744,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1745,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1748,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1749,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1750,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1751,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1752,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1753,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1754,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1755,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1756,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1757,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1758,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1759,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1760,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1761,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1762,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1763,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1764,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1765,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1766,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1767,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1768,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1769,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1770,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1771,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1772,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1773,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1776,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1777,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1778,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1779,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1780,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1781,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1782,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1783,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1784,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1785,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1786,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1787,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1788,Bareland,Cropland,Wetland,Water,Wetland,Water
1789,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1790,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1791,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1792,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1793,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1794,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1795,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1796,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1797,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1798,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
1799,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1800,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1801,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1802,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1803,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1804,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1805,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1806,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1807,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1808,Bareland,Cropland,Water,Water,Water,Wetland
1809,Bareland,Cropland,Water,Water,Water,Bareland
1810,Bareland,Cropland,Water,Water,Water,Water
1811,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1812,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1813,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1814,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1815,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1816,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1817,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1818,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1819,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1820,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1821,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1822,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1823,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1824,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1825,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1826,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1827,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1828,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1829,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1830,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1831,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1832,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1833,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1834,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1835,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1836,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1837,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1838,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1839,Bareland,Bareland,Wetland,Water,Wetland,Water
1840,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1841,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1842,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1843,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1844,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1845,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1846,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1847,Bareland,Bareland,Water,Water,Water,Water
1848,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1849,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1850,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1852,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1853,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1854,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1855,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1856,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1857,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1858,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1859,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1860,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1861,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1862,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1863,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1864,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
1865,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
1866,Bareland,Built-up,Grassland,Water,Non_Wetland,Cropland
1867,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1868,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1869,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1870,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1871,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1872,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1873,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1874,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1875,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1876,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1877,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1878,Bareland,Built-up,Cropland,Water,Non_Wetland,Cropland
1879,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1880,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1881,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1882,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1883,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1884,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1885,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1886,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1887,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1888,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1889,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1890,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1891,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1892,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1893,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1894,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1895,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1896,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1897,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1898,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1899,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1900,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1901,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1902,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1903,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1904,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1905,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1906,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1907,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1908,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1909,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1910,Bareland,Water,Wetland,Water,Wetland,Bareland
1911,Bareland,Water,Wetland,Water,Wetland,Water
1912,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1913,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1914,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1915,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1916,Bareland,Water,Bareland,Water,Non_Wetland,Water
1917,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1918,Bareland,Water,Water,Water,Water,Wetland
1919,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1920,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1921,Water,NULL,NULL,NULL,Non_Wetland,NULL
1922,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1923,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1924,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1925,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1926,Water,NULL,NULL,NULL,Non_Wetland,Forest
1927,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1928,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1929,Water,NULL,NULL,Water,Non_Wetland,Grassland
1930,Water,NULL,NULL,Water,Non_Wetland,Forest
1931,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1932,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1933,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1934,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1935,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1936,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1937,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1938,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1939,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1940,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1941,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1942,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1943,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1944,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1945,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1946,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1947,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1948,Water,NULL,Shrubland,Water,Non_Wetland,Water
1949,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1950,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1951,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1952,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1953,Water,NULL,Grassland,NULL,Non_Wetland,Water
1954,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1955,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1956,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1957,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1958,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1959,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1960,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1961,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1962,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1963,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1964,Water,NULL,Grassland,Water,Non_Wetland,Water
1965,Water,NULL,Grassland,Water,Non_Wetland,Forest
1966,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1967,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1968,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1969,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1970,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1971,Water,NULL,Cropland,NULL,Non_Wetland,Water
1972,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1973,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1974,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1975,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1976,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1977,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1978,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1979,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1980,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1981,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1982,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1983,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1984,Water,NULL,Cropland,Water,Non_Wetland,Water
1985,Water,NULL,Cropland,Water,Non_Wetland,Forest
1986,Water,NULL,Wetland,NULL,Wetland,Cropland
1987,Water,NULL,Wetland,NULL,Wetland,Wetland
1988,Water,NULL,Wetland,NULL,Wetland,Bareland
1989,Water,NULL,Wetland,NULL,Wetland,Water
1990,Water,NULL,Wetland,NULL,Wetland,Forest
1991,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1992,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1993,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1994,Water,NULL,Wetland,Non_Water,Wetland,Forest
1995,Water,NULL,Wetland,Water,Wetland,NULL
1996,Water,NULL,Wetland,Water,Wetland,Grassland
1997,Water,NULL,Wetland,Water,Wetland,Cropland
1998,Water,NULL,Wetland,Water,Wetland,Wetland
1999,Water,NULL,Wetland,Water,Wetland,Bareland
2000,Water,NULL,Wetland,Water,Wetland,Water
2001,Water,NULL,Wetland,Water,Wetland,Forest
2002,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2003,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2004,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
2005,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2006,Water,NULL,Bareland,NULL,Non_Wetland,Water
2007,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2008,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2009,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2010,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2011,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2012,Water,NULL,Bareland,Water,Non_Wetland,Wetland
2013,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2014,Water,NULL,Bareland,Water,Non_Wetland,Water
2015,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
2016,Water,NULL,Water,NULL,Water,Bareland
2017,Water,NULL,Water,NULL,Water,Water
2018,Water,NULL,Water,NULL,Water,Forest
2019,Water,NULL,Water,Non_Water,Water,Grassland
2020,Water,NULL,Water,Non_Water,Water,Water
2021,Water,NULL,Water,Non_Water,Water,Forest
2022,Water,NULL,Water,Water,Water,Cropland
2023,Water,NULL,Water,Water,Water,Wetland
2024,Water,NULL,Water,Water,Water,Bareland
2025,Water,NULL,Water,Water,Water,Water
2026,Water,NULL,Water,Water,Water,Forest
2027,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2028,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2029,Water,NULL,Forest,NULL,Non_Wetland,Forest
2030,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
2031,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2032,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2033,Water,NULL,Forest,Water,Non_Wetland,Cropland
2034,Water,NULL,Forest,Water,Non_Wetland,Wetland
2035,Water,NULL,Forest,Water,Non_Wetland,Water
2036,Water,NULL,Forest,Water,Non_Wetland,Forest
2037,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2038,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2039,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2040,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2041,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2042,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2043,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
2044,Water,Cropland,NULL,Water,Non_Wetland,Grassland
2045,Water,Cropland,NULL,Water,Non_Wetland,Cropland
2046,Water,Cropland,NULL,Water,Non_Wetland,Forest
2047,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2048,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2049,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2050,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2051,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2052,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2053,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2054,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2055,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2056,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2057,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2058,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2059,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2060,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
2061,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2062,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
2063,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2064,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2065,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2066,Water,Cropland,Grassland,NULL,Non_Wetland,Water
2067,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2068,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2069,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2070,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2071,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
2072,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
2073,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
2074,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
2075,Water,Cropland,Grassland,Water,Non_Wetland,Water
2076,Water,Cropland,Grassland,Water,Non_Wetland,Forest
2077,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
2078,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2079,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2080,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2081,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2082,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2083,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2084,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2085,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2086,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2087,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2088,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2089,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
2090,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2091,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2092,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
2093,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2094,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2095,Water,Cropland,Cropland,Water,Non_Wetland,Water
2096,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2097,Water,Cropland,Wetland,NULL,Wetland,NULL
2098,Water,Cropland,Wetland,NULL,Wetland,Grassland
2099,Water,Cropland,Wetland,NULL,Wetland,Cropland
