Value,AFRICA_2024_DynamicWorld_2024_35PNK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNK_M_R,AFRICA_2024_GSW_Yearly_2021_35PNK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNK_M_R,AFRICA_2024_WorldCover_2021_35PNK_M_R
1715,Water,Water,Water,Water,Water,Forest
1716,Water,Water,Forest,NULL,Non_Wetland,Grassland
1717,Water,Water,Forest,NULL,Non_Wetland,Wetland
1718,Water,Water,Forest,NULL,Non_Wetland,Bareland
1719,Water,Water,Forest,NULL,Non_Wetland,Water
1720,Water,Water,Forest,NULL,Non_Wetland,Forest
1721,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1722,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1723,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1724,Water,Water,Forest,Non_Water,Non_Wetland,Water
1725,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1726,Water,Water,Forest,Water,Non_Wetland,Grassland
1727,Water,Water,Forest,Water,Non_Wetland,Wetland
1728,Water,Water,Forest,Water,Non_Wetland,Bareland
1729,Water,Water,Forest,Water,Non_Wetland,Water
1730,Water,Water,Forest,Water,Non_Wetland,Forest
1731,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1732,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1733,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1734,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1735,Water,Forest,Wetland,NULL,Wetland,Grassland
1736,Water,Forest,Wetland,NULL,Wetland,Wetland
1737,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1738,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1739,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1740,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1741,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1742,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1743,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1744,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL
1745,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
1746,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
1747,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1748,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland
1749,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1750,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
1751,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL
1752,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1753,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Grassland
1754,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1755,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1756,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water
1757,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
1758,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
1759,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
1760,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1761,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1762,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland
1763,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
1764,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Grassland
1765,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1766,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1767,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1768,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1769,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1770,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1771,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1772,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1773,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1774,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1775,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1776,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1777,Forest,NULL,NULL,Water,Non_Wetland,Forest
1778,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1779,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1780,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1781,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1782,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1783,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1784,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1785,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1786,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1787,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1788,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1790,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1791,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1792,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1793,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1794,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1795,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1796,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1797,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1798,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1799,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1800,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1801,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1802,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1803,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1804,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1805,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1806,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1807,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1808,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1809,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1810,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1811,Forest,NULL,Wetland,NULL,Wetland,NULL
1812,Forest,NULL,Wetland,NULL,Wetland,Grassland
1813,Forest,NULL,Wetland,NULL,Wetland,Cropland
1814,Forest,NULL,Wetland,NULL,Wetland,Wetland
1815,Forest,NULL,Wetland,NULL,Wetland,Forest
1816,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1817,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1818,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1819,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1820,Forest,NULL,Wetland,Water,Wetland,Grassland
1821,Forest,NULL,Wetland,Water,Wetland,Wetland
1822,Forest,NULL,Wetland,Water,Wetland,Water
1823,Forest,NULL,Wetland,Water,Wetland,Forest
1824,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1825,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1826,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1827,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1828,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1829,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1830,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1831,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1832,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1833,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1834,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1835,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1836,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1837,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1838,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1839,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1840,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1841,Forest,NULL,Water,NULL,Water,Wetland
1842,Forest,NULL,Water,NULL,Water,Water
1843,Forest,NULL,Water,Non_Water,Water,Forest
1844,Forest,NULL,Water,Water,Water,Wetland
1845,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1846,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1847,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1848,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1849,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1850,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1851,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1852,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1853,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1854,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1855,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1856,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1857,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1861,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1862,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1863,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1864,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1865,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1866,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1867,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1868,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1869,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1870,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1871,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1872,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1873,Forest,Cropland,Wetland,NULL,Wetland,Forest
1874,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1875,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1876,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1877,Forest,Cropland,Wetland,Water,Wetland,Grassland
1878,Forest,Cropland,Wetland,Water,Wetland,Wetland
1879,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1880,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1881,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1882,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1883,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1884,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1885,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1886,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1887,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1888,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1889,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1890,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1891,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1892,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1893,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1894,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1895,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1896,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1897,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1898,Forest,Wetland,Wetland,NULL,Wetland,NULL
1899,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1900,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1901,Forest,Wetland,Wetland,NULL,Wetland,Forest
1902,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1903,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1904,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1905,Forest,Wetland,Wetland,Water,Wetland,Grassland
1906,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1907,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1908,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1909,Forest,Wetland,Water,Non_Water,Water,Wetland
1910,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1911,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1912,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1913,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1914,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1915,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1916,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1917,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1918,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1923,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1924,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1925,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
1926,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1927,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1928,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1929,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1930,Forest,Built-up,Wetland,NULL,Wetland,Forest
1931,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1932,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1933,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
1934,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1935,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1936,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1937,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1938,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1939,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1940,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1941,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1942,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1943,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1944,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1945,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1946,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1947,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1948,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1949,Forest,Water,Wetland,NULL,Wetland,Grassland
1950,Forest,Water,Wetland,NULL,Wetland,Wetland
1951,Forest,Water,Wetland,NULL,Wetland,Forest
1952,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1953,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1954,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
1955,Forest,Water,Water,NULL,Water,Forest
1956,Forest,Water,Forest,NULL,Non_Wetland,Forest
1957,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1958,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1959,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1960,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1961,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1962,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1963,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1964,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1965,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1966,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1967,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1968,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1969,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1975,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1976,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1977,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1978,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1979,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1980,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1981,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1982,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1983,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1984,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1985,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1986,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1987,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1988,Forest,Forest,Wetland,NULL,Wetland,NULL
1989,Forest,Forest,Wetland,NULL,Wetland,Grassland
1990,Forest,Forest,Wetland,NULL,Wetland,Cropland
1991,Forest,Forest,Wetland,NULL,Wetland,Wetland
1992,Forest,Forest,Wetland,NULL,Wetland,Forest
1993,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1994,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1995,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1996,Forest,Forest,Wetland,Water,Wetland,Wetland
1997,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1998,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1999,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2000,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2001,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2002,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2003,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2004,Forest,Forest,Water,NULL,Water,Wetland
2005,Forest,Forest,Water,Water,Water,Wetland
2006,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2007,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2008,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2009,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2010,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2011,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2012,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
