Value,AFRICA_2024_DynamicWorld_2024_36PYU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,AFRICA_2024_WorldCover_2021_36PYU_M_R
1698,Water,Water,Cropland,Water,Non_Wetland,Cropland
1699,Water,Water,Cropland,Water,Non_Wetland,Wetland
1700,Water,Water,Cropland,Water,Non_Wetland,Bareland
1701,Water,Water,Cropland,Water,Non_Wetland,Water
1702,Water,Water,Cropland,Water,Non_Wetland,Forest
1703,Water,Water,Wetland,NULL,Wetland,Grassland
1704,Water,Water,Wetland,NULL,Wetland,Cropland
1705,Water,Water,Wetland,NULL,Wetland,Wetland
1706,Water,Water,Wetland,NULL,Wetland,Bareland
1707,Water,Water,Wetland,NULL,Wetland,Water
1708,Water,Water,Wetland,NULL,Wetland,Forest
1709,Water,Water,Wetland,Non_Water,Wetland,NULL
1710,Water,Water,Wetland,Non_Water,Wetland,Grassland
1711,Water,Water,Wetland,Non_Water,Wetland,Cropland
1712,Water,Water,Wetland,Non_Water,Wetland,Wetland
1713,Water,Water,Wetland,Non_Water,Wetland,Bareland
1714,Water,Water,Wetland,Non_Water,Wetland,Water
1715,Water,Water,Wetland,Non_Water,Wetland,Forest
1716,Water,Water,Wetland,Water,Wetland,Grassland
1717,Water,Water,Wetland,Water,Wetland,Cropland
1718,Water,Water,Wetland,Water,Wetland,Wetland
1719,Water,Water,Wetland,Water,Wetland,Bareland
1720,Water,Water,Wetland,Water,Wetland,Water
1721,Water,Water,Wetland,Water,Wetland,Forest
1722,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1723,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1724,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1725,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1726,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1727,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1728,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1729,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1730,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1731,Water,Water,Bareland,NULL,Non_Wetland,Water
1732,Water,Water,Bareland,NULL,Non_Wetland,Forest
1733,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1734,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1735,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1736,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1737,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1738,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1739,Water,Water,Bareland,Water,Non_Wetland,Grassland
1740,Water,Water,Bareland,Water,Non_Wetland,Cropland
1741,Water,Water,Bareland,Water,Non_Wetland,Wetland
1742,Water,Water,Bareland,Water,Non_Wetland,Bareland
1743,Water,Water,Bareland,Water,Non_Wetland,Water
1744,Water,Water,Bareland,Water,Non_Wetland,Forest
1745,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1746,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1747,Water,Water,Built-up,NULL,Non_Wetland,Water
1748,Water,Water,Built-up,NULL,Non_Wetland,Forest
1749,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1750,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1751,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1752,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1753,Water,Water,Built-up,Water,Non_Wetland,Grassland
1754,Water,Water,Built-up,Water,Non_Wetland,Wetland
1755,Water,Water,Built-up,Water,Non_Wetland,Bareland
1756,Water,Water,Built-up,Water,Non_Wetland,Water
1757,Water,Water,Built-up,Water,Non_Wetland,Forest
1758,Water,Water,Water,NULL,Water,Grassland
1759,Water,Water,Water,NULL,Water,Cropland
1760,Water,Water,Water,NULL,Water,Wetland
1761,Water,Water,Water,NULL,Water,Bareland
1762,Water,Water,Water,NULL,Water,Water
1763,Water,Water,Water,NULL,Water,Forest
1764,Water,Water,Water,Non_Water,Water,NULL
1765,Water,Water,Water,Non_Water,Water,Grassland
1766,Water,Water,Water,Non_Water,Water,Cropland
1767,Water,Water,Water,Non_Water,Water,Wetland
1768,Water,Water,Water,Non_Water,Water,Bareland
1769,Water,Water,Water,Non_Water,Water,Water
1770,Water,Water,Water,Non_Water,Water,Forest
1771,Water,Water,Water,Water,Water,Grassland
1772,Water,Water,Water,Water,Water,Cropland
1773,Water,Water,Water,Water,Water,Wetland
1774,Water,Water,Water,Water,Water,Bareland
1775,Water,Water,Water,Water,Water,Water
1776,Water,Water,Water,Water,Water,Forest
1777,Water,Water,Forest,NULL,Non_Wetland,NULL
1778,Water,Water,Forest,NULL,Non_Wetland,Grassland
1779,Water,Water,Forest,NULL,Non_Wetland,Cropland
1780,Water,Water,Forest,NULL,Non_Wetland,Wetland
1781,Water,Water,Forest,NULL,Non_Wetland,Bareland
1782,Water,Water,Forest,NULL,Non_Wetland,Water
1783,Water,Water,Forest,NULL,Non_Wetland,Forest
1784,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1785,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1786,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1787,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1788,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1789,Water,Water,Forest,Non_Water,Non_Wetland,Water
1790,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1791,Water,Water,Forest,Water,Non_Wetland,NULL
1792,Water,Water,Forest,Water,Non_Wetland,Grassland
1793,Water,Water,Forest,Water,Non_Wetland,Cropland
1794,Water,Water,Forest,Water,Non_Wetland,Wetland
1795,Water,Water,Forest,Water,Non_Wetland,Bareland
1796,Water,Water,Forest,Water,Non_Wetland,Water
1797,Water,Water,Forest,Water,Non_Wetland,Forest
1798,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1799,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1800,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1801,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1802,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1803,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1804,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1805,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1806,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1807,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1808,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1809,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1810,Water,Forest,Cropland,Water,Non_Wetland,Forest
1811,Water,Forest,Wetland,NULL,Wetland,Grassland
1812,Water,Forest,Wetland,NULL,Wetland,Forest
1813,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1814,Water,Forest,Wetland,Non_Water,Wetland,Forest
1815,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1816,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1817,Water,Forest,Water,Water,Water,Forest
1818,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1819,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1820,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1821,Water,Forest,Forest,NULL,Non_Wetland,Forest
1822,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1823,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1824,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1825,Water,Forest,Forest,Water,Non_Wetland,Grassland
1826,Water,Forest,Forest,Water,Non_Wetland,Wetland
1827,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1828,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1829,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1830,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1831,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1832,Forest,NULL,NULL,NULL,Non_Wetland,Water
1833,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1834,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1835,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1836,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1837,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1838,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1839,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1840,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1841,Forest,NULL,NULL,Water,Non_Wetland,Water
1842,Forest,NULL,NULL,Water,Non_Wetland,Forest
1843,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1844,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1845,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1846,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1847,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1848,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1849,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1850,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1851,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1852,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1853,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1854,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1855,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1856,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1857,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1858,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1859,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1860,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1861,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1862,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1863,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1864,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1865,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1866,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1867,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1868,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1869,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1870,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1871,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1872,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1873,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1874,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1875,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1876,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1877,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1878,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1879,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1880,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1881,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1882,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1883,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1884,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1885,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1886,Forest,NULL,Wetland,NULL,Wetland,NULL
1887,Forest,NULL,Wetland,NULL,Wetland,Grassland
1888,Forest,NULL,Wetland,NULL,Wetland,Wetland
1889,Forest,NULL,Wetland,NULL,Wetland,Water
1890,Forest,NULL,Wetland,NULL,Wetland,Forest
1891,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1892,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1893,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1894,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1895,Forest,NULL,Wetland,Non_Water,Wetland,Water
1896,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1897,Forest,NULL,Wetland,Water,Wetland,Grassland
1898,Forest,NULL,Wetland,Water,Wetland,Wetland
1899,Forest,NULL,Wetland,Water,Wetland,Forest
1900,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1901,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1902,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1903,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1904,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1905,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1906,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1907,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1908,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1909,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1910,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1911,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1912,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1913,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1914,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1915,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1916,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1917,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1918,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1919,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1920,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1921,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1922,Forest,NULL,Water,Non_Water,Water,Forest
1923,Forest,NULL,Water,Water,Water,Grassland
1924,Forest,NULL,Water,Water,Water,Wetland
1925,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1926,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1927,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1929,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1930,Forest,NULL,Forest,NULL,Non_Wetland,Water
1931,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1932,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1933,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1934,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1935,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1936,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1937,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1938,Forest,NULL,Forest,Water,Non_Wetland,NULL
1939,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1940,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1941,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1942,Forest,NULL,Forest,Water,Non_Wetland,Water
1943,Forest,NULL,Forest,Water,Non_Wetland,Forest
1944,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1945,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1946,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1947,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1948,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
1949,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1950,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1951,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1952,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1953,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1954,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1955,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1956,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1957,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1958,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1959,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
1960,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1961,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1962,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1963,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1964,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1965,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1966,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1967,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1968,Forest,Cropland,Wetland,NULL,Wetland,Forest
1969,Forest,Cropland,Wetland,Water,Wetland,Wetland
1970,Forest,Cropland,Wetland,Water,Wetland,Water
1971,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1972,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
1973,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1974,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1975,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1976,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1977,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1978,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1979,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1980,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1981,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1982,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1983,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1984,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1985,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1986,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1987,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1988,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1989,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1990,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1991,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1992,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1993,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1994,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1995,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1996,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1997,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1998,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1999,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2000,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2001,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL
2002,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2003,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2004,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2005,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2006,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2007,Forest,Wetland,Wetland,NULL,Wetland,Forest
2008,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2009,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2010,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2011,Forest,Wetland,Wetland,Water,Wetland,Grassland
2012,Forest,Wetland,Wetland,Water,Wetland,Forest
2013,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2014,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2015,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2016,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2017,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2018,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2019,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2020,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2021,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2022,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2023,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2024,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2025,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2026,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
2027,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2028,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2029,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2030,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2031,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2032,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2033,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2034,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2035,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2036,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
2037,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
2038,Forest,Bareland,Cropland,Water,Non_Wetland,Grassland
2039,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2040,Forest,Bareland,Cropland,Water,Non_Wetland,Forest
2041,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2042,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2043,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2044,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2045,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2046,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2049,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2050,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2051,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2052,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2053,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2054,Forest,Water,NULL,NULL,Non_Wetland,Forest
2055,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2056,Forest,Water,NULL,Water,Non_Wetland,Wetland
2057,Forest,Water,NULL,Water,Non_Wetland,Forest
2058,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2059,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2060,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2061,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2062,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2063,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2064,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2065,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2066,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2067,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2068,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2069,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2070,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2071,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2072,Forest,Water,Grassland,Water,Non_Wetland,Water
2073,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2074,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2075,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2076,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2077,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2078,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2079,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2080,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2081,Forest,Water,Cropland,Water,Non_Wetland,Forest
2082,Forest,Water,Wetland,NULL,Wetland,Grassland
2083,Forest,Water,Wetland,NULL,Wetland,Forest
2084,Forest,Water,Wetland,Non_Water,Wetland,Forest
2085,Forest,Water,Wetland,Water,Wetland,Forest
2086,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2087,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2088,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2089,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2090,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2091,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2092,Forest,Water,Bareland,Water,Non_Wetland,Cropland
2093,Forest,Water,Bareland,Water,Non_Wetland,Water
2094,Forest,Water,Bareland,Water,Non_Wetland,Forest
2095,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2096,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2097,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2098,Forest,Water,Built-up,Water,Non_Wetland,Forest
2099,Forest,Water,Water,NULL,Water,Forest
2100,Forest,Water,Water,Water,Water,Forest
2101,Forest,Water,Forest,NULL,Non_Wetland,NULL
2102,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2103,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2104,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2105,Forest,Water,Forest,NULL,Non_Wetland,Forest
2106,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2107,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2108,Forest,Water,Forest,Water,Non_Wetland,Grassland
2109,Forest,Water,Forest,Water,Non_Wetland,Water
2110,Forest,Water,Forest,Water,Non_Wetland,Forest
2111,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2112,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2113,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2114,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2115,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2116,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2117,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2118,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2119,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2120,Forest,Forest,NULL,Water,Non_Wetland,NULL
2121,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2122,Forest,Forest,NULL,Water,Non_Wetland,Forest
2123,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2124,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2125,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2126,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2127,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2128,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2130,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2131,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2132,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2134,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
