Value,AFRICA_2024_DynamicWorld_2024_36PXA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R,AFRICA_2024_GSW_Yearly_2021_36PXA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R,AFRICA_2024_WorldCover_2021_36PXA_M_R
1691,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1692,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1693,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1694,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1695,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1696,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1697,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1698,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1699,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1700,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1701,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1702,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1703,Water,Wetland,Cropland,Water,Non_Wetland,Water
1704,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1705,Water,Wetland,Wetland,NULL,Wetland,Cropland
1706,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1707,Water,Wetland,Wetland,Water,Wetland,Grassland
1708,Water,Wetland,Wetland,Water,Wetland,Cropland
1709,Water,Wetland,Wetland,Water,Wetland,Water
1710,Water,Wetland,Water,NULL,Water,Cropland
1711,Water,Wetland,Water,Non_Water,Water,Cropland
1712,Water,Wetland,Water,Water,Water,Cropland
1713,Water,Wetland,Water,Water,Water,Water
1714,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1715,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1716,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1717,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1718,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1719,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1720,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1721,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1722,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1723,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1724,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1725,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1726,Water,Bareland,Grassland,Water,Non_Wetland,Water
1727,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1728,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1729,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1730,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1731,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1732,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1733,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1734,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1735,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1736,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1737,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1738,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1739,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1740,Water,Bareland,Cropland,Water,Non_Wetland,Water
1741,Water,Bareland,Wetland,NULL,Wetland,Bareland
1742,Water,Bareland,Wetland,Water,Wetland,Bareland
1743,Water,Bareland,Wetland,Water,Wetland,Water
1744,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1745,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1746,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1747,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1748,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1749,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1750,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1751,Water,Bareland,Bareland,Water,Non_Wetland,Water
1752,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1753,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1754,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1755,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1756,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1757,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1758,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1759,Water,Built-up,Grassland,Water,Non_Wetland,Water
1760,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1761,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1762,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1763,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1764,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1765,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1766,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1767,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1768,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1769,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
1770,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1771,Water,Built-up,Cropland,Water,Non_Wetland,Water
1772,Water,Built-up,Wetland,Water,Wetland,Bareland
1773,Water,Built-up,Wetland,Water,Wetland,Water
1774,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1775,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1776,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1777,Water,Built-up,Bareland,Water,Non_Wetland,Water
1778,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1779,Water,Water,NULL,NULL,Non_Wetland,Cropland
1780,Water,Water,NULL,NULL,Non_Wetland,Wetland
1781,Water,Water,NULL,NULL,Non_Wetland,Bareland
1782,Water,Water,NULL,NULL,Non_Wetland,Water
1783,Water,Water,NULL,NULL,Non_Wetland,Forest
1784,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1785,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1786,Water,Water,NULL,Non_Water,Non_Wetland,Water
1787,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1788,Water,Water,NULL,Water,Non_Wetland,Grassland
1789,Water,Water,NULL,Water,Non_Wetland,Cropland
1790,Water,Water,NULL,Water,Non_Wetland,Water
1791,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1792,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1793,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1794,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1795,Water,Water,Shrubland,NULL,Non_Wetland,Water
1796,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1797,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1798,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1799,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1800,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1801,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1802,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1803,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1804,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1805,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1806,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1807,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1808,Water,Water,Shrubland,Water,Non_Wetland,Water
1809,Water,Water,Shrubland,Water,Non_Wetland,Forest
1810,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1811,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1812,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1813,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1814,Water,Water,Grassland,NULL,Non_Wetland,Water
1815,Water,Water,Grassland,NULL,Non_Wetland,Forest
1816,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1817,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1818,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1819,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1820,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1821,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1822,Water,Water,Grassland,Water,Non_Wetland,Grassland
1823,Water,Water,Grassland,Water,Non_Wetland,Cropland
1824,Water,Water,Grassland,Water,Non_Wetland,Wetland
1825,Water,Water,Grassland,Water,Non_Wetland,Bareland
1826,Water,Water,Grassland,Water,Non_Wetland,Water
1827,Water,Water,Grassland,Water,Non_Wetland,Forest
1828,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1829,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1830,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1831,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1832,Water,Water,Cropland,NULL,Non_Wetland,Water
1833,Water,Water,Cropland,NULL,Non_Wetland,Forest
1834,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1835,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1836,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1837,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1838,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1839,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1840,Water,Water,Cropland,Water,Non_Wetland,Grassland
1841,Water,Water,Cropland,Water,Non_Wetland,Cropland
1842,Water,Water,Cropland,Water,Non_Wetland,Wetland
1843,Water,Water,Cropland,Water,Non_Wetland,Bareland
1844,Water,Water,Cropland,Water,Non_Wetland,Water
1845,Water,Water,Cropland,Water,Non_Wetland,Forest
1846,Water,Water,Wetland,NULL,Wetland,Grassland
1847,Water,Water,Wetland,NULL,Wetland,Cropland
1848,Water,Water,Wetland,NULL,Wetland,Wetland
1849,Water,Water,Wetland,NULL,Wetland,Bareland
1850,Water,Water,Wetland,NULL,Wetland,Water
1851,Water,Water,Wetland,NULL,Wetland,Forest
1852,Water,Water,Wetland,Non_Water,Wetland,Grassland
1853,Water,Water,Wetland,Non_Water,Wetland,Cropland
1854,Water,Water,Wetland,Non_Water,Wetland,Wetland
1855,Water,Water,Wetland,Non_Water,Wetland,Bareland
1856,Water,Water,Wetland,Non_Water,Wetland,Water
1857,Water,Water,Wetland,Non_Water,Wetland,Forest
1858,Water,Water,Wetland,Water,Wetland,Grassland
1859,Water,Water,Wetland,Water,Wetland,Cropland
1860,Water,Water,Wetland,Water,Wetland,Wetland
1861,Water,Water,Wetland,Water,Wetland,Bareland
1862,Water,Water,Wetland,Water,Wetland,Water
1863,Water,Water,Wetland,Water,Wetland,Forest
1864,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1865,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1866,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1867,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1868,Water,Water,Bareland,NULL,Non_Wetland,Water
1869,Water,Water,Bareland,NULL,Non_Wetland,Forest
1870,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1871,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1872,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1873,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1874,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1875,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1876,Water,Water,Bareland,Water,Non_Wetland,Grassland
1877,Water,Water,Bareland,Water,Non_Wetland,Cropland
1878,Water,Water,Bareland,Water,Non_Wetland,Wetland
1879,Water,Water,Bareland,Water,Non_Wetland,Bareland
1880,Water,Water,Bareland,Water,Non_Wetland,Water
1881,Water,Water,Bareland,Water,Non_Wetland,Forest
1882,Water,Water,Water,NULL,Water,Grassland
1883,Water,Water,Water,NULL,Water,Cropland
1884,Water,Water,Water,NULL,Water,Bareland
1885,Water,Water,Water,NULL,Water,Water
1886,Water,Water,Water,NULL,Water,Forest
1887,Water,Water,Water,Non_Water,Water,Grassland
1888,Water,Water,Water,Non_Water,Water,Cropland
1889,Water,Water,Water,Non_Water,Water,Bareland
1890,Water,Water,Water,Non_Water,Water,Water
1891,Water,Water,Water,Non_Water,Water,Forest
1892,Water,Water,Water,Water,Water,Grassland
1893,Water,Water,Water,Water,Water,Cropland
1894,Water,Water,Water,Water,Water,Wetland
1895,Water,Water,Water,Water,Water,Bareland
1896,Water,Water,Water,Water,Water,Water
1897,Water,Water,Water,Water,Water,Forest
1898,Water,Water,Forest,NULL,Non_Wetland,Wetland
1899,Water,Water,Forest,NULL,Non_Wetland,Bareland
1900,Water,Water,Forest,NULL,Non_Wetland,Water
1901,Water,Water,Forest,NULL,Non_Wetland,Forest
1902,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1903,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1904,Water,Water,Forest,Water,Non_Wetland,Cropland
1905,Water,Water,Forest,Water,Non_Wetland,Wetland
1906,Water,Water,Forest,Water,Non_Wetland,Bareland
1907,Water,Water,Forest,Water,Non_Wetland,Water
1908,Water,Water,Forest,Water,Non_Wetland,Forest
1909,Water,Forest,NULL,NULL,Non_Wetland,Forest
1910,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1911,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1912,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1913,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1914,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1915,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1916,Water,Forest,Cropland,Water,Non_Wetland,Cropland
1917,Water,Forest,Cropland,Water,Non_Wetland,Forest
1918,Water,Forest,Wetland,Water,Wetland,Forest
1919,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1920,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1921,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1922,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1923,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1924,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1925,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1926,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1927,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1928,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1929,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1930,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1931,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1932,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1933,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1934,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1935,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1936,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1937,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1938,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1939,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1940,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1941,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1942,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1943,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1944,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1945,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1946,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1947,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1948,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1949,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1950,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1951,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1952,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1953,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1954,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1955,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1956,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1957,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1958,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1959,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1960,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1961,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1962,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1963,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1964,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1965,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1966,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1967,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1968,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1969,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1970,Forest,NULL,Cropland,Water,Non_Wetland,Water
1971,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1972,Forest,NULL,Wetland,NULL,Wetland,NULL
1973,Forest,NULL,Wetland,NULL,Wetland,Grassland
1974,Forest,NULL,Wetland,NULL,Wetland,Cropland
1975,Forest,NULL,Wetland,NULL,Wetland,Wetland
1976,Forest,NULL,Wetland,NULL,Wetland,Forest
1977,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1978,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1979,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1980,Forest,NULL,Wetland,Water,Wetland,Cropland
1981,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1982,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1983,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1984,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1985,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1986,Forest,NULL,Water,Water,Water,Cropland
1987,Forest,NULL,Water,Water,Water,Wetland
1988,Forest,NULL,Water,Water,Water,Water
1989,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1990,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1991,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1992,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1993,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1994,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1995,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1996,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1997,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1998,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1999,Forest,NULL,Forest,Water,Non_Wetland,Forest
2000,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2001,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2002,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2003,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2004,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2005,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2006,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2007,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2008,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2009,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2010,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2015,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2016,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2017,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2018,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2019,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2020,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2021,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2022,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2023,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2024,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2025,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2026,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2027,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2028,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2029,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2030,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2031,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2032,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2033,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2034,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2035,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2036,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2037,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2038,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2039,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2040,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2041,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2042,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2043,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2044,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2045,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2046,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2047,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2048,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2049,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2050,Forest,Cropland,Wetland,NULL,Wetland,NULL
2051,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2052,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2053,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2054,Forest,Cropland,Wetland,NULL,Wetland,Forest
2055,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2056,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2057,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2058,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2059,Forest,Cropland,Wetland,Water,Wetland,Cropland
2060,Forest,Cropland,Wetland,Water,Wetland,Forest
2061,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2062,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2063,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2064,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2065,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2066,Forest,Cropland,Water,NULL,Water,Forest
2067,Forest,Cropland,Water,Non_Water,Water,Cropland
2068,Forest,Cropland,Water,Water,Water,Forest
2069,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2070,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2071,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2072,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2073,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2074,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2075,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2076,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2077,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2078,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2079,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2080,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2081,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2082,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2083,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2084,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2085,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2086,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2087,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2088,Forest,Built-up,Wetland,NULL,Wetland,Forest
2089,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2090,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2091,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2092,Forest,Water,Grassland,NULL,Non_Wetland,Water
2093,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2094,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
2095,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2096,Forest,Water,Grassland,Water,Non_Wetland,Forest
2097,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2098,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2099,Forest,Water,Cropland,NULL,Non_Wetland,Water
2100,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2101,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2102,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2103,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2104,Forest,Water,Cropland,Water,Non_Wetland,Water
2105,Forest,Water,Cropland,Water,Non_Wetland,Forest
2106,Forest,Water,Wetland,NULL,Wetland,Forest
2107,Forest,Water,Water,NULL,Water,Forest
2108,Forest,Water,Water,Water,Water,Forest
2109,Forest,Water,Forest,NULL,Non_Wetland,Forest
2110,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2111,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2112,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2113,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2114,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2115,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2116,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2117,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2118,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2120,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2121,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2122,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2123,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2124,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2125,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2126,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2127,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2128,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
