Value,AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,AFRICA_2024_WorldCover_2021_37NFJ_M_R
1727,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1728,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1729,Forest,Cropland,Wetland,NULL,Wetland,NULL
1730,Forest,Cropland,Wetland,NULL,Wetland,Forest
1731,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1732,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1733,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1734,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1735,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1736,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1737,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1738,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1739,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1740,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1741,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1742,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1743,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1744,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1745,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1746,Forest,Cropland,Water,NULL,Water,Water
1747,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1748,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1749,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1750,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1751,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1752,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1753,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1754,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1755,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1756,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1757,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1758,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1759,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1760,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1761,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1762,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1763,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1764,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1765,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1766,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1767,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1768,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1772,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1773,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1774,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1775,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1776,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1777,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1778,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1779,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1780,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1781,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1782,Forest,Built-up,Wetland,NULL,Wetland,Forest
1783,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1784,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1785,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1786,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1787,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1788,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1789,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1790,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1791,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1792,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1793,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1794,Forest,Water,NULL,NULL,Non_Wetland,NULL
1795,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1796,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1797,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1798,Forest,Water,NULL,NULL,Non_Wetland,Water
1799,Forest,Water,NULL,NULL,Non_Wetland,Forest
1800,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1801,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1802,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1803,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1804,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1805,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1806,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1807,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1808,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1809,Forest,Water,Grassland,Water,Non_Wetland,Water
1810,Forest,Water,Grassland,Water,Non_Wetland,Forest
1811,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1812,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1813,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1814,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1815,Forest,Water,Cropland,NULL,Non_Wetland,Water
1816,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1817,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1818,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1819,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1820,Forest,Water,Cropland,Water,Non_Wetland,NULL
1821,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1822,Forest,Water,Cropland,Water,Non_Wetland,Water
1823,Forest,Water,Wetland,NULL,Wetland,NULL
1824,Forest,Water,Wetland,NULL,Wetland,Grassland
1825,Forest,Water,Wetland,NULL,Wetland,Wetland
1826,Forest,Water,Wetland,NULL,Wetland,Bareland
1827,Forest,Water,Wetland,NULL,Wetland,Forest
1828,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1829,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1830,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1831,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1832,Forest,Water,Bareland,NULL,Non_Wetland,Water
1833,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1834,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
1835,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1836,Forest,Water,Bareland,Water,Non_Wetland,Water
1837,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1838,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1839,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1840,Forest,Water,Built-up,NULL,Non_Wetland,Water
1841,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1842,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL
1843,Forest,Water,Built-up,Water,Non_Wetland,Forest
1844,Forest,Water,Water,NULL,Water,NULL
1845,Forest,Water,Water,NULL,Water,Bareland
1846,Forest,Water,Water,NULL,Water,Forest
1847,Forest,Water,Forest,NULL,Non_Wetland,NULL
1848,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1849,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1850,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1851,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1852,Forest,Water,Forest,NULL,Non_Wetland,Water
1853,Forest,Water,Forest,NULL,Non_Wetland,Forest
1854,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1855,Forest,Water,Forest,Water,Non_Wetland,NULL
1856,Forest,Water,Forest,Water,Non_Wetland,Forest
1857,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1858,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1859,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1860,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1861,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1862,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1863,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1864,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1865,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1866,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1867,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1868,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1869,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1870,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1871,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1872,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1873,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1874,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1875,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1876,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1877,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1878,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1879,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1880,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1881,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1882,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1883,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1884,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1885,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1886,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1887,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1888,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1889,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1890,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1891,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1892,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1893,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1894,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1895,Forest,Forest,Wetland,NULL,Wetland,NULL
1896,Forest,Forest,Wetland,NULL,Wetland,Cropland
1897,Forest,Forest,Wetland,NULL,Wetland,Bareland
1898,Forest,Forest,Wetland,NULL,Wetland,Forest
1899,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1900,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1901,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1902,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1903,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1904,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1905,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1906,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1907,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1908,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1909,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1910,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1911,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1912,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1913,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1914,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1915,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1916,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1917,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1918,Forest,Forest,Water,NULL,Water,NULL
1919,Forest,Forest,Water,NULL,Water,Grassland
1920,Forest,Forest,Water,NULL,Water,Cropland
1921,Forest,Forest,Water,NULL,Water,Bareland
1922,Forest,Forest,Water,NULL,Water,Forest
1923,Forest,Forest,Water,Water,Water,NULL
1924,Forest,Forest,Water,Water,Water,Forest
1925,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1926,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1927,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1928,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1929,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1930,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1931,Forest,Forest,Forest,NULL,Non_Wetland,Water
1932,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1933,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1934,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1935,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1936,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1937,Forest,Forest,Forest,Water,Non_Wetland,NULL
1938,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1939,Forest,Forest,Forest,Water,Non_Wetland,Water
1940,Forest,Forest,Forest,Water,Non_Wetland,Forest
