Value,AFRICA_2024_DynamicWorld_2024_38NKN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,AFRICA_2024_WorldCover_2021_38NKN_M_R
1724,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1725,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1726,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1727,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1728,Forest,Forest,Wetland,Water,Wetland,NULL
1729,Forest,Forest,Wetland,Water,Wetland,Grassland
1730,Forest,Forest,Wetland,Water,Wetland,Wetland
1731,Forest,Forest,Wetland,Water,Wetland,Bareland
1732,Forest,Forest,Wetland,Water,Wetland,Forest
1733,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1734,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1735,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1736,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1737,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1738,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1739,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1740,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1741,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1742,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1743,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1744,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1745,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1746,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1747,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1748,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1749,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1750,Forest,Forest,Water,NULL,Water,Grassland
1751,Forest,Forest,Water,NULL,Water,Cropland
1752,Forest,Forest,Water,NULL,Water,Wetland
1753,Forest,Forest,Water,NULL,Water,Forest
1754,Forest,Forest,Water,Non_Water,Water,Grassland
1755,Forest,Forest,Water,Non_Water,Water,Cropland
1756,Forest,Forest,Water,Non_Water,Water,Wetland
1757,Forest,Forest,Water,Non_Water,Water,Bareland
1758,Forest,Forest,Water,Non_Water,Water,Forest
1759,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1760,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1761,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1762,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1763,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1764,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1765,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1766,Forest,Forest,Forest,Water,Non_Wetland,Forest
