Value,AFRICA_2024_DynamicWorld_2024_37PCM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCM_M_R,AFRICA_2024_GSW_Yearly_2021_37PCM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCM_M_R,AFRICA_2024_WorldCover_2021_37PCM_M_R
1706,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
1707,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1708,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1709,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water
1710,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1711,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1712,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1713,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1714,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1715,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1716,Forest,NULL,NULL,NULL,Non_Wetland,Water
1717,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1718,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1719,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1720,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1721,Forest,NULL,NULL,Water,Non_Wetland,NULL
1722,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1723,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1725,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1726,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1727,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1728,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1729,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1730,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1731,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1732,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1733,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1734,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1735,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1736,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1737,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1738,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1739,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1740,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1741,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1742,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1743,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1744,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1745,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1746,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1747,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1748,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1749,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1750,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1751,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1752,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1753,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1754,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1755,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1756,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1757,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1758,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1759,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1760,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1761,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1762,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1763,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1764,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1765,Forest,NULL,Cropland,Water,Non_Wetland,Water
1766,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1767,Forest,NULL,Wetland,NULL,Wetland,NULL
1768,Forest,NULL,Wetland,NULL,Wetland,Grassland
1769,Forest,NULL,Wetland,NULL,Wetland,Cropland
1770,Forest,NULL,Wetland,NULL,Wetland,Forest
1771,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1772,Forest,NULL,Wetland,Water,Wetland,NULL
1773,Forest,NULL,Wetland,Water,Wetland,Grassland
1774,Forest,NULL,Wetland,Water,Wetland,Cropland
1775,Forest,NULL,Wetland,Water,Wetland,Water
1776,Forest,NULL,Wetland,Water,Wetland,Forest
1777,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1778,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1779,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1780,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1781,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1782,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1783,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1784,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1785,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1786,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1787,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1788,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1789,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1790,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1791,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1792,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1793,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1794,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1795,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1796,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1797,Forest,NULL,Bareland,Water,Non_Wetland,Water
1798,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1799,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1800,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1801,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1802,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1803,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1804,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1805,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1806,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1807,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1808,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1809,Forest,NULL,Water,NULL,Water,NULL
1810,Forest,NULL,Water,NULL,Water,Grassland
1811,Forest,NULL,Water,NULL,Water,Forest
1812,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1814,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1815,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1816,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1817,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1818,Forest,NULL,Forest,NULL,Non_Wetland,Water
1819,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1820,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1821,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1822,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1823,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1824,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1825,Forest,NULL,Forest,Water,Non_Wetland,NULL
1826,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1827,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1828,Forest,NULL,Forest,Water,Non_Wetland,Forest
1829,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1830,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1831,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1832,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1833,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1834,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1835,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1836,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1837,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1838,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1845,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1846,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1847,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1848,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1849,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1850,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1851,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1852,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1853,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1854,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water
1855,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1856,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1857,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1858,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1859,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1860,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1861,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1862,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1863,Forest,Cropland,Wetland,NULL,Wetland,NULL
1864,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1865,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1866,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1867,Forest,Cropland,Wetland,NULL,Wetland,Forest
1868,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1869,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1870,Forest,Cropland,Wetland,Water,Wetland,Grassland
1871,Forest,Cropland,Wetland,Water,Wetland,Wetland
1872,Forest,Cropland,Wetland,Water,Wetland,Forest
1873,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1874,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1875,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1876,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1877,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1878,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1879,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1880,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1881,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1882,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1883,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1884,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1885,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1886,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1887,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1888,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1889,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1890,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1891,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1892,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1893,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1894,Forest,Cropland,Built-up,Water,Non_Wetland,Forest
1895,Forest,Cropland,Water,NULL,Water,Grassland
1896,Forest,Cropland,Water,NULL,Water,Cropland
1897,Forest,Cropland,Water,NULL,Water,Wetland
1898,Forest,Cropland,Water,NULL,Water,Forest
1899,Forest,Cropland,Water,Water,Water,Grassland
1900,Forest,Cropland,Water,Water,Water,Cropland
1901,Forest,Cropland,Water,Water,Water,Wetland
1902,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1903,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1904,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1905,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1906,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1907,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1908,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1909,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1910,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1911,Forest,Cropland,Forest,Water,Non_Wetland,NULL
1912,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1913,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1914,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1915,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1916,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1917,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1918,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1919,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1920,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1924,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1926,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1927,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1928,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1929,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
1930,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1931,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1932,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1933,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1934,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1935,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1936,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1937,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1938,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1939,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1940,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1941,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1942,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1943,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1944,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1945,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1946,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1947,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1948,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1949,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1950,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1951,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1952,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1953,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1954,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1955,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1956,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1957,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1958,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1959,Forest,Water,NULL,NULL,Non_Wetland,NULL
1960,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1961,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1962,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1963,Forest,Water,NULL,NULL,Non_Wetland,Water
1964,Forest,Water,NULL,NULL,Non_Wetland,Forest
1965,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1966,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1967,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1968,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1969,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1970,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1971,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1972,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1973,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1974,Forest,Water,Shrubland,Water,Non_Wetland,Water
1975,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1976,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1977,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1978,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1979,Forest,Water,Grassland,NULL,Non_Wetland,Water
1980,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1981,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1982,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1983,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1984,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1985,Forest,Water,Cropland,NULL,Non_Wetland,Water
1986,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1987,Forest,Water,Cropland,Water,Non_Wetland,NULL
1988,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1989,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1990,Forest,Water,Cropland,Water,Non_Wetland,Forest
1991,Forest,Water,Wetland,NULL,Wetland,NULL
1992,Forest,Water,Wetland,NULL,Wetland,Grassland
1993,Forest,Water,Wetland,NULL,Wetland,Cropland
1994,Forest,Water,Wetland,NULL,Wetland,Bareland
1995,Forest,Water,Wetland,NULL,Wetland,Water
1996,Forest,Water,Wetland,NULL,Wetland,Forest
1997,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1998,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1999,Forest,Water,Wetland,Water,Wetland,NULL
2000,Forest,Water,Wetland,Water,Wetland,Grassland
2001,Forest,Water,Wetland,Water,Wetland,Cropland
2002,Forest,Water,Wetland,Water,Wetland,Water
2003,Forest,Water,Wetland,Water,Wetland,Forest
2004,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2005,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2006,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2007,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2008,Forest,Water,Bareland,NULL,Non_Wetland,Water
2009,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2010,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL
2011,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
2012,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2013,Forest,Water,Bareland,Water,Non_Wetland,NULL
2014,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2015,Forest,Water,Bareland,Water,Non_Wetland,Cropland
2016,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2017,Forest,Water,Bareland,Water,Non_Wetland,Water
2018,Forest,Water,Bareland,Water,Non_Wetland,Forest
2019,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2020,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2021,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2022,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2023,Forest,Water,Built-up,Water,Non_Wetland,Wetland
2024,Forest,Water,Built-up,Water,Non_Wetland,Water
2025,Forest,Water,Built-up,Water,Non_Wetland,Forest
2026,Forest,Water,Water,NULL,Water,Wetland
2027,Forest,Water,Water,NULL,Water,Forest
2028,Forest,Water,Water,Non_Water,Water,Wetland
2029,Forest,Water,Water,Water,Water,Wetland
2030,Forest,Water,Forest,NULL,Non_Wetland,NULL
2031,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2032,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2033,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2034,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2035,Forest,Water,Forest,NULL,Non_Wetland,Water
2036,Forest,Water,Forest,NULL,Non_Wetland,Forest
2037,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2038,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2039,Forest,Water,Forest,Water,Non_Wetland,NULL
2040,Forest,Water,Forest,Water,Non_Wetland,Grassland
2041,Forest,Water,Forest,Water,Non_Wetland,Cropland
2042,Forest,Water,Forest,Water,Non_Wetland,Bareland
2043,Forest,Water,Forest,Water,Non_Wetland,Water
2044,Forest,Water,Forest,Water,Non_Wetland,Forest
2045,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2047,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2048,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2049,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2050,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2051,Forest,Forest,NULL,NULL,Non_Wetland,Water
2052,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2053,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2054,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2055,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2056,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2057,Forest,Forest,NULL,Water,Non_Wetland,Forest
2058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2059,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2060,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2061,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2062,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2063,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2064,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2065,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2070,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2071,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2072,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2073,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2074,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2075,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2076,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2077,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2078,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2079,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2080,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2081,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2082,Forest,Forest,Grassland,Water,Non_Wetland,NULL
2083,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2085,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2086,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2087,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2088,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2089,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2090,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2091,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2092,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2093,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2094,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2095,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2096,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2097,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2098,Forest,Forest,Cropland,Water,Non_Wetland,Water
2099,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2100,Forest,Forest,Wetland,NULL,Wetland,NULL
2101,Forest,Forest,Wetland,NULL,Wetland,Cropland
2102,Forest,Forest,Wetland,NULL,Wetland,Forest
2103,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2104,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2105,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2106,Forest,Forest,Wetland,Water,Wetland,Cropland
2107,Forest,Forest,Wetland,Water,Wetland,Water
2108,Forest,Forest,Wetland,Water,Wetland,Forest
2109,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2110,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2111,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2112,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2113,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2114,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2115,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2116,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2117,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2118,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2119,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2120,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2121,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2122,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2123,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2124,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2125,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2126,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2127,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2128,Forest,Forest,Bareland,Water,Non_Wetland,Water
2129,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2130,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2131,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
