Value,AFRICA_2024_DynamicWorld_2024_37PEM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,AFRICA_2024_WorldCover_2021_37PEM_M_R
1676,Water,NULL,Water,NULL,Water,Wetland
1677,Water,NULL,Water,NULL,Water,Bareland
1678,Water,NULL,Water,NULL,Water,Water
1679,Water,NULL,Water,NULL,Water,Forest
1680,Water,NULL,Water,Water,Water,NULL
1681,Water,NULL,Water,Water,Water,Grassland
1682,Water,NULL,Water,Water,Water,Cropland
1683,Water,NULL,Water,Water,Water,Wetland
1684,Water,NULL,Water,Water,Water,Bareland
1685,Water,NULL,Water,Water,Water,Water
1686,Water,NULL,Water,Water,Water,Forest
1687,Water,NULL,Forest,NULL,Non_Wetland,NULL
1688,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1689,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1690,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1691,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1692,Water,NULL,Forest,NULL,Non_Wetland,Water
1693,Water,NULL,Forest,NULL,Non_Wetland,Forest
1694,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1695,Water,NULL,Forest,Water,Non_Wetland,NULL
1696,Water,NULL,Forest,Water,Non_Wetland,Grassland
1697,Water,NULL,Forest,Water,Non_Wetland,Cropland
1698,Water,NULL,Forest,Water,Non_Wetland,Wetland
1699,Water,NULL,Forest,Water,Non_Wetland,Bareland
1700,Water,NULL,Forest,Water,Non_Wetland,Water
1701,Water,NULL,Forest,Water,Non_Wetland,Forest
1702,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1703,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1704,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1705,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1706,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1707,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1708,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1709,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1710,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1711,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1712,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1713,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1714,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1715,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1716,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1717,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1718,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1719,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1720,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1721,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1722,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1723,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1724,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1725,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1726,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1727,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1728,Water,Cropland,Grassland,Water,Non_Wetland,Water
1729,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1730,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1731,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1732,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1733,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1734,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1735,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1736,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1737,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1738,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1739,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1740,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1741,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1742,Water,Cropland,Cropland,Water,Non_Wetland,Water
1743,Water,Cropland,Wetland,NULL,Wetland,Cropland
1744,Water,Cropland,Wetland,NULL,Wetland,Bareland
1745,Water,Cropland,Wetland,NULL,Wetland,Water
1746,Water,Cropland,Wetland,NULL,Wetland,Forest
1747,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1748,Water,Cropland,Wetland,Water,Wetland,Grassland
1749,Water,Cropland,Wetland,Water,Wetland,Cropland
1750,Water,Cropland,Wetland,Water,Wetland,Bareland
1751,Water,Cropland,Wetland,Water,Wetland,Water
1752,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1753,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1754,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1755,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1756,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1757,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1758,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1759,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1760,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1761,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1762,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1763,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1764,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1765,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1766,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1767,Water,Cropland,Bareland,Water,Non_Wetland,Water
1768,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1769,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1770,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1771,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1772,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1773,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1774,Water,Cropland,Water,NULL,Water,NULL
1775,Water,Cropland,Water,NULL,Water,Grassland
1776,Water,Cropland,Water,NULL,Water,Cropland
1777,Water,Cropland,Water,NULL,Water,Bareland
1778,Water,Cropland,Water,NULL,Water,Water
1779,Water,Cropland,Water,NULL,Water,Forest
1780,Water,Cropland,Water,Non_Water,Water,Cropland
1781,Water,Cropland,Water,Water,Water,Grassland
1782,Water,Cropland,Water,Water,Water,Water
1783,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1784,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1785,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1786,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1787,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1788,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1789,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1790,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1791,Water,Cropland,Forest,Water,Non_Wetland,Water
1792,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1793,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1794,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
1795,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1796,Water,Wetland,Wetland,Water,Wetland,Cropland
1797,Water,Wetland,Wetland,Water,Wetland,Wetland
1798,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1799,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1800,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1801,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
1802,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1803,Water,Bareland,NULL,NULL,Non_Wetland,Forest
1804,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1805,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1806,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1807,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1808,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
1809,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1810,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1811,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1812,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1813,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1814,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1815,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1816,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1817,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1818,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1819,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1820,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1821,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1822,Water,Bareland,Cropland,Water,Non_Wetland,Water
1823,Water,Bareland,Wetland,NULL,Wetland,Bareland
1824,Water,Bareland,Wetland,NULL,Wetland,Water
1825,Water,Bareland,Wetland,Water,Wetland,Bareland
1826,Water,Bareland,Wetland,Water,Wetland,Water
1827,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1828,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1829,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1830,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1831,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1832,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1833,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1834,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1835,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1836,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1837,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1838,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1839,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1840,Water,Bareland,Bareland,Water,Non_Wetland,Water
1841,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1842,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1843,Water,Bareland,Built-up,Water,Non_Wetland,Cropland
1844,Water,Bareland,Water,NULL,Water,Bareland
1845,Water,Bareland,Water,Non_Water,Water,Bareland
1846,Water,Bareland,Water,Water,Water,Bareland
1847,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1848,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1849,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1850,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1851,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1852,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1853,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1854,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1855,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1856,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1857,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1858,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1859,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1860,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1861,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1862,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1863,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1864,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1865,Water,Water,NULL,NULL,Non_Wetland,NULL
1866,Water,Water,NULL,NULL,Non_Wetland,Grassland
1867,Water,Water,NULL,NULL,Non_Wetland,Cropland
1868,Water,Water,NULL,NULL,Non_Wetland,Wetland
1869,Water,Water,NULL,NULL,Non_Wetland,Bareland
1870,Water,Water,NULL,NULL,Non_Wetland,Water
1871,Water,Water,NULL,NULL,Non_Wetland,Forest
1872,Water,Water,NULL,Water,Non_Wetland,NULL
1873,Water,Water,NULL,Water,Non_Wetland,Grassland
1874,Water,Water,NULL,Water,Non_Wetland,Wetland
1875,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1877,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1878,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1879,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1880,Water,Water,Shrubland,NULL,Non_Wetland,Water
1881,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1882,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1883,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1884,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1885,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1886,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1887,Water,Water,Shrubland,Water,Non_Wetland,Water
1888,Water,Water,Shrubland,Water,Non_Wetland,Forest
1889,Water,Water,Grassland,NULL,Non_Wetland,NULL
1890,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1891,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1892,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1893,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1894,Water,Water,Grassland,NULL,Non_Wetland,Water
1895,Water,Water,Grassland,NULL,Non_Wetland,Forest
1896,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1897,Water,Water,Grassland,Water,Non_Wetland,Cropland
1898,Water,Water,Grassland,Water,Non_Wetland,Bareland
1899,Water,Water,Grassland,Water,Non_Wetland,Water
1900,Water,Water,Cropland,NULL,Non_Wetland,NULL
1901,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1902,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1903,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1904,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1905,Water,Water,Cropland,NULL,Non_Wetland,Water
1906,Water,Water,Cropland,NULL,Non_Wetland,Forest
1907,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1908,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1909,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1910,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1911,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1912,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1913,Water,Water,Cropland,Water,Non_Wetland,NULL
1914,Water,Water,Cropland,Water,Non_Wetland,Grassland
1915,Water,Water,Cropland,Water,Non_Wetland,Cropland
1916,Water,Water,Cropland,Water,Non_Wetland,Bareland
1917,Water,Water,Cropland,Water,Non_Wetland,Water
1918,Water,Water,Cropland,Water,Non_Wetland,Forest
1919,Water,Water,Wetland,NULL,Wetland,NULL
1920,Water,Water,Wetland,NULL,Wetland,Grassland
1921,Water,Water,Wetland,NULL,Wetland,Cropland
1922,Water,Water,Wetland,NULL,Wetland,Wetland
1923,Water,Water,Wetland,NULL,Wetland,Bareland
1924,Water,Water,Wetland,NULL,Wetland,Water
1925,Water,Water,Wetland,NULL,Wetland,Forest
1926,Water,Water,Wetland,Non_Water,Wetland,Cropland
1927,Water,Water,Wetland,Non_Water,Wetland,Wetland
1928,Water,Water,Wetland,Non_Water,Wetland,Bareland
1929,Water,Water,Wetland,Non_Water,Wetland,Water
1930,Water,Water,Wetland,Non_Water,Wetland,Forest
1931,Water,Water,Wetland,Water,Wetland,NULL
1932,Water,Water,Wetland,Water,Wetland,Grassland
1933,Water,Water,Wetland,Water,Wetland,Cropland
1934,Water,Water,Wetland,Water,Wetland,Wetland
1935,Water,Water,Wetland,Water,Wetland,Bareland
1936,Water,Water,Wetland,Water,Wetland,Water
1937,Water,Water,Wetland,Water,Wetland,Forest
1938,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1939,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1940,Water,Water,Bareland,NULL,Non_Wetland,NULL
1941,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1942,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1943,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1944,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1945,Water,Water,Bareland,NULL,Non_Wetland,Water
1946,Water,Water,Bareland,NULL,Non_Wetland,Forest
1947,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1948,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1949,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1950,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1951,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1952,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1953,Water,Water,Bareland,Water,Non_Wetland,NULL
1954,Water,Water,Bareland,Water,Non_Wetland,Grassland
1955,Water,Water,Bareland,Water,Non_Wetland,Cropland
1956,Water,Water,Bareland,Water,Non_Wetland,Bareland
1957,Water,Water,Bareland,Water,Non_Wetland,Water
1958,Water,Water,Bareland,Water,Non_Wetland,Forest
1959,Water,Water,Built-up,NULL,Non_Wetland,NULL
1960,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1961,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1962,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1963,Water,Water,Built-up,NULL,Non_Wetland,Water
1964,Water,Water,Built-up,NULL,Non_Wetland,Forest
1965,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1966,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1967,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1968,Water,Water,Built-up,Water,Non_Wetland,NULL
1969,Water,Water,Built-up,Water,Non_Wetland,Grassland
1970,Water,Water,Built-up,Water,Non_Wetland,Cropland
1971,Water,Water,Built-up,Water,Non_Wetland,Wetland
1972,Water,Water,Built-up,Water,Non_Wetland,Bareland
1973,Water,Water,Built-up,Water,Non_Wetland,Water
1974,Water,Water,Water,NULL,Water,NULL
1975,Water,Water,Water,NULL,Water,Grassland
1976,Water,Water,Water,NULL,Water,Cropland
1977,Water,Water,Water,NULL,Water,Wetland
1978,Water,Water,Water,NULL,Water,Bareland
1979,Water,Water,Water,NULL,Water,Water
1980,Water,Water,Water,NULL,Water,Forest
1981,Water,Water,Water,Non_Water,Water,NULL
1982,Water,Water,Water,Non_Water,Water,Wetland
1983,Water,Water,Water,Non_Water,Water,Bareland
1984,Water,Water,Water,Non_Water,Water,Water
1985,Water,Water,Water,Water,Water,NULL
1986,Water,Water,Water,Water,Water,Grassland
1987,Water,Water,Water,Water,Water,Cropland
1988,Water,Water,Water,Water,Water,Wetland
1989,Water,Water,Water,Water,Water,Bareland
1990,Water,Water,Water,Water,Water,Water
1991,Water,Water,Water,Water,Water,Forest
1992,Water,Water,Forest,NULL,Non_Wetland,NULL
1993,Water,Water,Forest,NULL,Non_Wetland,Grassland
1994,Water,Water,Forest,NULL,Non_Wetland,Cropland
1995,Water,Water,Forest,NULL,Non_Wetland,Wetland
1996,Water,Water,Forest,NULL,Non_Wetland,Bareland
1997,Water,Water,Forest,NULL,Non_Wetland,Water
1998,Water,Water,Forest,NULL,Non_Wetland,Forest
1999,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2000,Water,Water,Forest,Water,Non_Wetland,Grassland
2001,Water,Water,Forest,Water,Non_Wetland,Cropland
2002,Water,Water,Forest,Water,Non_Wetland,Wetland
2003,Water,Water,Forest,Water,Non_Wetland,Bareland
2004,Water,Water,Forest,Water,Non_Wetland,Water
2005,Water,Water,Forest,Water,Non_Wetland,Forest
2006,Water,Forest,NULL,NULL,Non_Wetland,NULL
2007,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2008,Water,Forest,NULL,NULL,Non_Wetland,Forest
2009,Water,Forest,NULL,Water,Non_Wetland,NULL
2010,Water,Forest,NULL,Water,Non_Wetland,Grassland
2011,Water,Forest,NULL,Water,Non_Wetland,Forest
2012,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2013,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2014,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2015,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2016,Water,Forest,Shrubland,Water,Non_Wetland,NULL
2017,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2018,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2019,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2020,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2021,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2022,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2023,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
2024,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2025,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2026,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2027,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2028,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2029,Water,Forest,Bareland,Water,Non_Wetland,NULL
2030,Water,Forest,Bareland,Water,Non_Wetland,Grassland
2031,Water,Forest,Bareland,Water,Non_Wetland,Bareland
2032,Water,Forest,Bareland,Water,Non_Wetland,Forest
2033,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2034,Water,Forest,Built-up,Water,Non_Wetland,Forest
2035,Water,Forest,Water,NULL,Water,NULL
2036,Water,Forest,Water,NULL,Water,Grassland
2037,Water,Forest,Water,NULL,Water,Forest
2038,Water,Forest,Water,Water,Water,NULL
2039,Water,Forest,Water,Water,Water,Grassland
2040,Water,Forest,Water,Water,Water,Forest
2041,Water,Forest,Forest,NULL,Non_Wetland,NULL
2042,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2043,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2044,Water,Forest,Forest,NULL,Non_Wetland,Forest
2045,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2046,Water,Forest,Forest,Water,Non_Wetland,NULL
2047,Water,Forest,Forest,Water,Non_Wetland,Grassland
2048,Water,Forest,Forest,Water,Non_Wetland,Bareland
2049,Water,Forest,Forest,Water,Non_Wetland,Forest
2050,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2051,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2052,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2053,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2054,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2055,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2056,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2057,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2058,Forest,NULL,NULL,NULL,Non_Wetland,Water
2059,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2060,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2061,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2062,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
2063,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2064,Forest,NULL,NULL,Water,Non_Wetland,NULL
2065,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2066,Forest,NULL,NULL,Water,Non_Wetland,Cropland
2067,Forest,NULL,NULL,Water,Non_Wetland,Forest
2068,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2069,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2070,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2071,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2072,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2073,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2074,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2075,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2076,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2077,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2078,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2079,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2080,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2081,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2082,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2083,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2084,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2085,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2086,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2087,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2088,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2089,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2090,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2091,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2092,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2094,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2095,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2096,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2097,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2098,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2099,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2100,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2101,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2102,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2103,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2104,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2105,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2106,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2107,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2108,Forest,NULL,Wetland,NULL,Wetland,NULL
2109,Forest,NULL,Wetland,NULL,Wetland,Cropland
2110,Forest,NULL,Wetland,NULL,Wetland,Wetland
2111,Forest,NULL,Wetland,NULL,Wetland,Bareland
2112,Forest,NULL,Wetland,NULL,Wetland,Forest
2113,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2114,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2115,Forest,NULL,Wetland,Water,Wetland,Cropland
2116,Forest,NULL,Wetland,Water,Wetland,Wetland
2117,Forest,NULL,Wetland,Water,Wetland,Bareland
2118,Forest,NULL,Wetland,Water,Wetland,Forest
2119,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2120,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2121,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2122,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2123,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2124,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
