Value,AFRICA_2024_DynamicWorld_2024_35PPK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPK_M_R,AFRICA_2024_GSW_Yearly_2021_35PPK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPK_M_R,AFRICA_2024_WorldCover_2021_35PPK_M_R
1695,Water,Water,NULL,Water,Non_Wetland,Forest
1696,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1697,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1698,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1699,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1700,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1701,Water,Water,Shrubland,NULL,Non_Wetland,Water
1702,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1703,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1704,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1705,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1706,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1707,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1708,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1709,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1710,Water,Water,Shrubland,Water,Non_Wetland,NULL
1711,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1712,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1713,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1714,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1715,Water,Water,Shrubland,Water,Non_Wetland,Water
1716,Water,Water,Shrubland,Water,Non_Wetland,Forest
1717,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1718,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1719,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1720,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1721,Water,Water,Grassland,NULL,Non_Wetland,Water
1722,Water,Water,Grassland,NULL,Non_Wetland,Forest
1723,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1724,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1725,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1726,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1727,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1728,Water,Water,Grassland,Water,Non_Wetland,Grassland
1729,Water,Water,Grassland,Water,Non_Wetland,Cropland
1730,Water,Water,Grassland,Water,Non_Wetland,Wetland
1731,Water,Water,Grassland,Water,Non_Wetland,Bareland
1732,Water,Water,Grassland,Water,Non_Wetland,Water
1733,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1734,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1735,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1736,Water,Water,Cropland,NULL,Non_Wetland,Water
1737,Water,Water,Cropland,NULL,Non_Wetland,Forest
1738,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1739,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1740,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1741,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1742,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1743,Water,Water,Cropland,Water,Non_Wetland,Grassland
1744,Water,Water,Cropland,Water,Non_Wetland,Cropland
1745,Water,Water,Cropland,Water,Non_Wetland,Wetland
1746,Water,Water,Cropland,Water,Non_Wetland,Bareland
1747,Water,Water,Cropland,Water,Non_Wetland,Water
1748,Water,Water,Cropland,Water,Non_Wetland,Forest
1749,Water,Water,Wetland,NULL,Wetland,NULL
1750,Water,Water,Wetland,NULL,Wetland,Grassland
1751,Water,Water,Wetland,NULL,Wetland,Wetland
1752,Water,Water,Wetland,NULL,Wetland,Bareland
1753,Water,Water,Wetland,NULL,Wetland,Water
1754,Water,Water,Wetland,NULL,Wetland,Forest
1755,Water,Water,Wetland,Non_Water,Wetland,NULL
1756,Water,Water,Wetland,Non_Water,Wetland,Grassland
1757,Water,Water,Wetland,Non_Water,Wetland,Wetland
1758,Water,Water,Wetland,Non_Water,Wetland,Bareland
1759,Water,Water,Wetland,Non_Water,Wetland,Water
1760,Water,Water,Wetland,Non_Water,Wetland,Forest
1761,Water,Water,Wetland,Water,Wetland,Grassland
1762,Water,Water,Wetland,Water,Wetland,Wetland
1763,Water,Water,Wetland,Water,Wetland,Bareland
1764,Water,Water,Wetland,Water,Wetland,Water
1765,Water,Water,Wetland,Water,Wetland,Forest
1766,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1767,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1768,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1769,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1770,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1771,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1772,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1773,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1774,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1775,Water,Water,Bareland,NULL,Non_Wetland,Water
1776,Water,Water,Bareland,NULL,Non_Wetland,Forest
1777,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1778,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1779,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1780,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1781,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1782,Water,Water,Bareland,Water,Non_Wetland,NULL
1783,Water,Water,Bareland,Water,Non_Wetland,Grassland
1784,Water,Water,Bareland,Water,Non_Wetland,Cropland
1785,Water,Water,Bareland,Water,Non_Wetland,Wetland
1786,Water,Water,Bareland,Water,Non_Wetland,Bareland
1787,Water,Water,Bareland,Water,Non_Wetland,Water
1788,Water,Water,Bareland,Water,Non_Wetland,Forest
1789,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1790,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1791,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1792,Water,Water,Built-up,NULL,Non_Wetland,Water
1793,Water,Water,Built-up,NULL,Non_Wetland,Forest
1794,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1795,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1796,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1797,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1798,Water,Water,Built-up,Water,Non_Wetland,Grassland
1799,Water,Water,Built-up,Water,Non_Wetland,Wetland
1800,Water,Water,Built-up,Water,Non_Wetland,Bareland
1801,Water,Water,Built-up,Water,Non_Wetland,Water
1802,Water,Water,Built-up,Water,Non_Wetland,Forest
1803,Water,Water,Water,NULL,Water,Grassland
1804,Water,Water,Water,NULL,Water,Cropland
1805,Water,Water,Water,NULL,Water,Wetland
1806,Water,Water,Water,NULL,Water,Bareland
1807,Water,Water,Water,NULL,Water,Water
1808,Water,Water,Water,NULL,Water,Forest
1809,Water,Water,Water,Non_Water,Water,Grassland
1810,Water,Water,Water,Non_Water,Water,Cropland
1811,Water,Water,Water,Non_Water,Water,Wetland
1812,Water,Water,Water,Non_Water,Water,Bareland
1813,Water,Water,Water,Non_Water,Water,Water
1814,Water,Water,Water,Non_Water,Water,Forest
1815,Water,Water,Water,Water,Water,Grassland
1816,Water,Water,Water,Water,Water,Cropland
1817,Water,Water,Water,Water,Water,Wetland
1818,Water,Water,Water,Water,Water,Bareland
1819,Water,Water,Water,Water,Water,Water
1820,Water,Water,Water,Water,Water,Forest
1821,Water,Water,Forest,NULL,Non_Wetland,Grassland
1822,Water,Water,Forest,NULL,Non_Wetland,Wetland
1823,Water,Water,Forest,NULL,Non_Wetland,Bareland
1824,Water,Water,Forest,NULL,Non_Wetland,Water
1825,Water,Water,Forest,NULL,Non_Wetland,Forest
1826,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1827,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1828,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1829,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1830,Water,Water,Forest,Non_Water,Non_Wetland,Water
1831,Water,Water,Forest,Water,Non_Wetland,Grassland
1832,Water,Water,Forest,Water,Non_Wetland,Wetland
1833,Water,Water,Forest,Water,Non_Wetland,Bareland
1834,Water,Water,Forest,Water,Non_Wetland,Water
1835,Water,Water,Forest,Water,Non_Wetland,Forest
1836,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1837,Water,Forest,NULL,Water,Non_Wetland,Wetland
1838,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1839,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1840,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1841,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1842,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1843,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1844,Water,Forest,Wetland,NULL,Wetland,Grassland
1845,Water,Forest,Wetland,NULL,Wetland,Wetland
1846,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1847,Water,Forest,Wetland,Water,Wetland,Wetland
1848,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1849,Water,Forest,Water,Non_Water,Water,Wetland
1850,Water,Forest,Water,Water,Water,Wetland
1851,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1852,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1853,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1854,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1855,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1856,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1857,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1858,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1859,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1860,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL
1861,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
1862,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
1863,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1864,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1865,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1866,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland
1867,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1868,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1869,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland
1870,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL
1871,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
1872,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
1873,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1874,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water
1875,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1876,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
1877,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL
1878,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1879,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
1880,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1881,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland
1882,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1883,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1884,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1885,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1886,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1887,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1888,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1889,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1890,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1891,Forest,NULL,NULL,Water,Non_Wetland,NULL
1892,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1893,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1894,Forest,NULL,NULL,Water,Non_Wetland,Forest
1895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1896,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1897,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1898,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1899,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1900,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1901,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1902,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1903,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1904,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1905,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1906,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1907,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1908,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1909,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1910,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1911,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1912,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1913,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1914,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1915,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1916,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1917,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1918,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1919,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1920,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1921,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1922,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1923,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1924,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1925,Forest,NULL,Wetland,NULL,Wetland,NULL
1926,Forest,NULL,Wetland,NULL,Wetland,Grassland
1927,Forest,NULL,Wetland,NULL,Wetland,Wetland
1928,Forest,NULL,Wetland,NULL,Wetland,Forest
1929,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1930,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1931,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1932,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1933,Forest,NULL,Wetland,Water,Wetland,NULL
1934,Forest,NULL,Wetland,Water,Wetland,Grassland
1935,Forest,NULL,Wetland,Water,Wetland,Wetland
1936,Forest,NULL,Wetland,Water,Wetland,Forest
1937,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1938,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1939,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1940,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1941,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1942,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1943,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1944,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1945,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1946,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1947,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1948,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
1949,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1950,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1951,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1952,Forest,NULL,Water,NULL,Water,Wetland
1953,Forest,NULL,Water,Water,Water,Grassland
1954,Forest,NULL,Water,Water,Water,Wetland
1955,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1957,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1958,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1959,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1960,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1961,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1962,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1963,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1964,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1965,Forest,NULL,Forest,Water,Non_Wetland,Forest
1966,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1967,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1968,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
1969,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1970,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1971,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1972,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1973,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1974,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1975,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1976,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1977,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1978,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1979,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1980,Forest,Cropland,Wetland,NULL,Wetland,NULL
1981,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1982,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1983,Forest,Cropland,Wetland,NULL,Wetland,Forest
1984,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1985,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1986,Forest,Cropland,Wetland,Water,Wetland,Wetland
1987,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1988,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1989,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1990,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1991,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1992,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1993,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1994,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1995,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1996,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1997,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1998,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1999,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2000,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2001,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2002,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2003,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2004,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2005,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2006,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2007,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2008,Forest,Wetland,Wetland,NULL,Wetland,NULL
2009,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2010,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2011,Forest,Wetland,Wetland,NULL,Wetland,Forest
2012,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2013,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2014,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2015,Forest,Wetland,Wetland,Water,Wetland,NULL
2016,Forest,Wetland,Wetland,Water,Wetland,Grassland
2017,Forest,Wetland,Wetland,Water,Wetland,Wetland
2018,Forest,Wetland,Wetland,Water,Wetland,Forest
2019,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2020,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2021,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2022,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2023,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2024,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2025,Forest,Wetland,Water,NULL,Water,Wetland
2026,Forest,Wetland,Water,Non_Water,Water,Wetland
2027,Forest,Wetland,Water,Water,Water,Wetland
2028,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2029,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2030,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2031,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2032,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2033,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2034,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2035,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2037,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2038,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2039,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2040,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2041,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2042,Forest,Built-up,Wetland,NULL,Wetland,Forest
2043,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2044,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2045,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2046,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2047,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2048,Forest,Water,NULL,NULL,Non_Wetland,Forest
2049,Forest,Water,NULL,Water,Non_Wetland,Wetland
2050,Forest,Water,NULL,Water,Non_Wetland,Forest
2051,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2052,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2053,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2054,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2055,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2056,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
2057,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2058,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2059,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2060,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2061,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2062,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2063,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2064,Forest,Water,Wetland,NULL,Wetland,Grassland
2065,Forest,Water,Wetland,NULL,Wetland,Wetland
2066,Forest,Water,Wetland,NULL,Wetland,Forest
2067,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2068,Forest,Water,Wetland,Water,Wetland,Wetland
2069,Forest,Water,Wetland,Water,Wetland,Forest
2070,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2071,Forest,Water,Bareland,Water,Non_Wetland,NULL
2072,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2073,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2074,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2075,Forest,Water,Bareland,Water,Non_Wetland,Forest
2076,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
2077,Forest,Water,Water,NULL,Water,Grassland
2078,Forest,Water,Water,NULL,Water,Wetland
2079,Forest,Water,Water,NULL,Water,Forest
2080,Forest,Water,Water,Non_Water,Water,Wetland
2081,Forest,Water,Water,Water,Water,Grassland
2082,Forest,Water,Water,Water,Water,Wetland
2083,Forest,Water,Water,Water,Water,Forest
2084,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2085,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2086,Forest,Water,Forest,NULL,Non_Wetland,Water
2087,Forest,Water,Forest,NULL,Non_Wetland,Forest
2088,Forest,Water,Forest,Water,Non_Wetland,Forest
2089,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2090,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2091,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2092,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2093,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2094,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2095,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2096,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2097,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2098,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2099,Forest,Forest,NULL,Water,Non_Wetland,Forest
2100,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2101,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2102,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2103,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2104,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2105,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2106,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2107,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2108,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2109,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2110,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2111,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2112,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2113,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2114,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2115,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2116,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2118,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2119,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2120,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2121,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2122,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2123,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2124,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2125,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2126,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
