Value,AFRICA_2024_DynamicWorld_2024_37PDN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDN_M_R,AFRICA_2024_GSW_Yearly_2021_37PDN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDN_M_R,AFRICA_2024_WorldCover_2021_37PDN_M_R
1724,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1725,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1726,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1727,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1728,Forest,Water,Bareland,NULL,Non_Wetland,Water
1729,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1730,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1731,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1732,Forest,Water,Bareland,Water,Non_Wetland,NULL
1733,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1734,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1735,Forest,Water,Bareland,Water,Non_Wetland,Water
1736,Forest,Water,Bareland,Water,Non_Wetland,Forest
1737,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1738,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1739,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1740,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1741,Forest,Water,Built-up,Water,Non_Wetland,Water
1742,Forest,Water,Built-up,Water,Non_Wetland,Forest
1743,Forest,Water,Water,NULL,Water,NULL
1744,Forest,Water,Water,NULL,Water,Forest
1745,Forest,Water,Water,Water,Water,Water
1746,Forest,Water,Water,Water,Water,Forest
1747,Forest,Water,Forest,NULL,Non_Wetland,NULL
1748,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1749,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1750,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1751,Forest,Water,Forest,NULL,Non_Wetland,Water
1752,Forest,Water,Forest,NULL,Non_Wetland,Forest
1753,Forest,Water,Forest,Water,Non_Wetland,Forest
1754,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1756,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1757,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1758,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1759,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1760,Forest,Forest,NULL,Water,Non_Wetland,Forest
1761,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1762,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1763,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1764,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1765,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1766,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1767,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1768,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1771,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1772,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1773,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1774,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1775,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1776,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1777,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1778,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1779,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1780,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1781,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1782,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1783,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1784,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1785,Forest,Forest,Wetland,NULL,Wetland,Forest
1786,Forest,Forest,Wetland,Non_Water,Wetland,Water
1787,Forest,Forest,Wetland,Water,Wetland,Forest
1788,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1789,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1790,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1791,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1792,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1793,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1794,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1795,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1796,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1797,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1798,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1799,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1800,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1801,Forest,Forest,Bareland,Water,Non_Wetland,NULL
1802,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1803,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1804,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1805,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1806,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1807,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1808,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1809,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1810,Forest,Forest,Water,NULL,Water,NULL
1811,Forest,Forest,Water,NULL,Water,Grassland
1812,Forest,Forest,Water,NULL,Water,Water
1813,Forest,Forest,Water,NULL,Water,Forest
1814,Forest,Forest,Water,Water,Water,Grassland
1815,Forest,Forest,Water,Water,Water,Forest
1816,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1817,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1818,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1819,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1820,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1821,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1822,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1823,Forest,Forest,Forest,Water,Non_Wetland,NULL
1824,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1825,Forest,Forest,Forest,Water,Non_Wetland,Forest
