Value,AFRICA_2024_DynamicWorld_2024_37PFL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFL_M_R,AFRICA_2024_GSW_Yearly_2021_37PFL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFL_M_R,AFRICA_2024_WorldCover_2021_37PFL_M_R
1696,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1697,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1698,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1699,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1700,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1701,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1702,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1703,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1704,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1705,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1706,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1707,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1708,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1709,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1710,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1711,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1712,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1713,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1714,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1715,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1716,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1717,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1718,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1719,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1720,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1721,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1722,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1723,Water,Cropland,Cropland,Water,Non_Wetland,Water
1724,Water,Cropland,Wetland,NULL,Wetland,NULL
1725,Water,Cropland,Wetland,NULL,Wetland,Grassland
1726,Water,Cropland,Wetland,NULL,Wetland,Cropland
1727,Water,Cropland,Wetland,NULL,Wetland,Wetland
1728,Water,Cropland,Wetland,NULL,Wetland,Bareland
1729,Water,Cropland,Wetland,NULL,Wetland,Water
1730,Water,Cropland,Wetland,NULL,Wetland,Forest
1731,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1732,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1733,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1734,Water,Cropland,Wetland,Water,Wetland,Wetland
1735,Water,Cropland,Wetland,Water,Wetland,Water
1736,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1737,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1738,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1739,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1740,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1741,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1742,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1743,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1744,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1745,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1746,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1747,Water,Cropland,Bareland,Water,Non_Wetland,NULL
1748,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1749,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1750,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1751,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1752,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1753,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1754,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1755,Water,Cropland,Water,NULL,Water,Wetland
1756,Water,Cropland,Water,Non_Water,Water,NULL
1757,Water,Cropland,Water,Non_Water,Water,Wetland
1758,Water,Cropland,Water,Water,Water,Wetland
1759,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1760,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1761,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1762,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1763,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1764,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1765,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1766,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1767,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1768,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1769,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1770,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1771,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1772,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1773,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1774,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1775,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1776,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1777,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1778,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1779,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1780,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1781,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1782,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1783,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1784,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1785,Water,Wetland,Cropland,Water,Non_Wetland,NULL
1786,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1787,Water,Wetland,Wetland,NULL,Wetland,NULL
1788,Water,Wetland,Wetland,NULL,Wetland,Wetland
1789,Water,Wetland,Wetland,NULL,Wetland,Water
1790,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1791,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1792,Water,Wetland,Wetland,Water,Wetland,NULL
1793,Water,Wetland,Wetland,Water,Wetland,Wetland
1794,Water,Wetland,Wetland,Water,Wetland,Bareland
1795,Water,Wetland,Wetland,Water,Wetland,Water
1796,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1797,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1798,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1799,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1800,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1801,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1802,Water,Wetland,Bareland,Water,Non_Wetland,NULL
1803,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1804,Water,Wetland,Bareland,Water,Non_Wetland,Water
1805,Water,Wetland,Built-up,NULL,Non_Wetland,NULL
1806,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1807,Water,Wetland,Built-up,NULL,Non_Wetland,Water
1808,Water,Wetland,Water,NULL,Water,NULL
1809,Water,Wetland,Water,NULL,Water,Wetland
1810,Water,Wetland,Water,NULL,Water,Water
1811,Water,Wetland,Water,Non_Water,Water,Wetland
1812,Water,Wetland,Water,Water,Water,NULL
1813,Water,Wetland,Water,Water,Water,Wetland
1814,Water,Wetland,Water,Water,Water,Water
1815,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1816,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1817,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1818,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1819,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1820,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1821,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1822,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1823,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1824,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1825,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1826,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1827,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1828,Water,Bareland,Wetland,NULL,Wetland,Cropland
1829,Water,Bareland,Wetland,NULL,Wetland,Wetland
1830,Water,Bareland,Wetland,NULL,Wetland,Water
1831,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1832,Water,Bareland,Wetland,Water,Wetland,Wetland
1833,Water,Bareland,Wetland,Water,Wetland,Water
1834,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1835,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1836,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1837,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1838,Water,Bareland,Bareland,Water,Non_Wetland,Water
1839,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1840,Water,Bareland,Water,NULL,Water,Wetland
1841,Water,Bareland,Water,Water,Water,Wetland
1842,Water,Bareland,Water,Water,Water,Water
1843,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1844,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1845,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1846,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1847,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1848,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1849,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
1850,Water,Built-up,Bareland,Water,Non_Wetland,Wetland
1851,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1852,Water,Water,NULL,NULL,Non_Wetland,NULL
1853,Water,Water,NULL,NULL,Non_Wetland,Grassland
1854,Water,Water,NULL,NULL,Non_Wetland,Cropland
1855,Water,Water,NULL,NULL,Non_Wetland,Wetland
1856,Water,Water,NULL,NULL,Non_Wetland,Bareland
1857,Water,Water,NULL,NULL,Non_Wetland,Water
1858,Water,Water,NULL,NULL,Non_Wetland,Forest
1859,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1860,Water,Water,NULL,Non_Water,Non_Wetland,Water
1861,Water,Water,NULL,Water,Non_Wetland,NULL
1862,Water,Water,NULL,Water,Non_Wetland,Grassland
1863,Water,Water,NULL,Water,Non_Wetland,Wetland
1864,Water,Water,NULL,Water,Non_Wetland,Bareland
1865,Water,Water,NULL,Water,Non_Wetland,Water
1866,Water,Water,NULL,Water,Non_Wetland,Forest
1867,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1868,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1869,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1870,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1871,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1872,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1873,Water,Water,Shrubland,Water,Non_Wetland,NULL
1874,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1875,Water,Water,Grassland,NULL,Non_Wetland,NULL
1876,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1877,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1878,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1879,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1880,Water,Water,Grassland,NULL,Non_Wetland,Water
1881,Water,Water,Grassland,NULL,Non_Wetland,Forest
1882,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1883,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1884,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1885,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1886,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1887,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1888,Water,Water,Grassland,Water,Non_Wetland,NULL
1889,Water,Water,Grassland,Water,Non_Wetland,Grassland
1890,Water,Water,Grassland,Water,Non_Wetland,Wetland
1891,Water,Water,Grassland,Water,Non_Wetland,Bareland
1892,Water,Water,Grassland,Water,Non_Wetland,Water
1893,Water,Water,Grassland,Water,Non_Wetland,Forest
1894,Water,Water,Cropland,NULL,Non_Wetland,NULL
1895,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1896,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1897,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1898,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1899,Water,Water,Cropland,NULL,Non_Wetland,Water
1900,Water,Water,Cropland,NULL,Non_Wetland,Forest
1901,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1902,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1903,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1904,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1905,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1906,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1907,Water,Water,Cropland,Water,Non_Wetland,NULL
1908,Water,Water,Cropland,Water,Non_Wetland,Grassland
1909,Water,Water,Cropland,Water,Non_Wetland,Cropland
1910,Water,Water,Cropland,Water,Non_Wetland,Wetland
1911,Water,Water,Cropland,Water,Non_Wetland,Bareland
1912,Water,Water,Cropland,Water,Non_Wetland,Water
1913,Water,Water,Cropland,Water,Non_Wetland,Forest
1914,Water,Water,Wetland,NULL,Wetland,NULL
1915,Water,Water,Wetland,NULL,Wetland,Grassland
1916,Water,Water,Wetland,NULL,Wetland,Cropland
1917,Water,Water,Wetland,NULL,Wetland,Wetland
1918,Water,Water,Wetland,NULL,Wetland,Bareland
1919,Water,Water,Wetland,NULL,Wetland,Water
1920,Water,Water,Wetland,NULL,Wetland,Forest
1921,Water,Water,Wetland,Non_Water,Wetland,NULL
1922,Water,Water,Wetland,Non_Water,Wetland,Wetland
1923,Water,Water,Wetland,Non_Water,Wetland,Bareland
1924,Water,Water,Wetland,Non_Water,Wetland,Water
1925,Water,Water,Wetland,Non_Water,Wetland,Forest
1926,Water,Water,Wetland,Water,Wetland,NULL
1927,Water,Water,Wetland,Water,Wetland,Grassland
1928,Water,Water,Wetland,Water,Wetland,Cropland
1929,Water,Water,Wetland,Water,Wetland,Wetland
1930,Water,Water,Wetland,Water,Wetland,Bareland
1931,Water,Water,Wetland,Water,Wetland,Water
1932,Water,Water,Wetland,Water,Wetland,Forest
1933,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1934,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1935,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1936,Water,Water,Bareland,NULL,Non_Wetland,NULL
1937,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1938,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1939,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1940,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1941,Water,Water,Bareland,NULL,Non_Wetland,Water
1942,Water,Water,Bareland,NULL,Non_Wetland,Forest
1943,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1944,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1945,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1946,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1947,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1948,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1949,Water,Water,Bareland,Water,Non_Wetland,NULL
1950,Water,Water,Bareland,Water,Non_Wetland,Grassland
1951,Water,Water,Bareland,Water,Non_Wetland,Cropland
1952,Water,Water,Bareland,Water,Non_Wetland,Wetland
1953,Water,Water,Bareland,Water,Non_Wetland,Bareland
1954,Water,Water,Bareland,Water,Non_Wetland,Water
1955,Water,Water,Bareland,Water,Non_Wetland,Forest
1956,Water,Water,Built-up,NULL,Non_Wetland,NULL
1957,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1958,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1959,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1960,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1961,Water,Water,Built-up,NULL,Non_Wetland,Water
1962,Water,Water,Built-up,NULL,Non_Wetland,Forest
1963,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1964,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1965,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1966,Water,Water,Built-up,Water,Non_Wetland,NULL
1967,Water,Water,Built-up,Water,Non_Wetland,Wetland
1968,Water,Water,Built-up,Water,Non_Wetland,Bareland
1969,Water,Water,Built-up,Water,Non_Wetland,Water
1970,Water,Water,Water,NULL,Water,NULL
1971,Water,Water,Water,NULL,Water,Grassland
1972,Water,Water,Water,NULL,Water,Cropland
1973,Water,Water,Water,NULL,Water,Wetland
1974,Water,Water,Water,NULL,Water,Bareland
1975,Water,Water,Water,NULL,Water,Water
1976,Water,Water,Water,NULL,Water,Forest
1977,Water,Water,Water,Non_Water,Water,NULL
1978,Water,Water,Water,Non_Water,Water,Grassland
1979,Water,Water,Water,Non_Water,Water,Wetland
1980,Water,Water,Water,Non_Water,Water,Bareland
1981,Water,Water,Water,Non_Water,Water,Water
1982,Water,Water,Water,Water,Water,NULL
1983,Water,Water,Water,Water,Water,Grassland
1984,Water,Water,Water,Water,Water,Cropland
1985,Water,Water,Water,Water,Water,Wetland
1986,Water,Water,Water,Water,Water,Bareland
1987,Water,Water,Water,Water,Water,Water
1988,Water,Water,Water,Water,Water,Forest
1989,Water,Water,Forest,NULL,Non_Wetland,NULL
1990,Water,Water,Forest,NULL,Non_Wetland,Grassland
1991,Water,Water,Forest,NULL,Non_Wetland,Cropland
1992,Water,Water,Forest,NULL,Non_Wetland,Wetland
1993,Water,Water,Forest,NULL,Non_Wetland,Bareland
1994,Water,Water,Forest,NULL,Non_Wetland,Water
1995,Water,Water,Forest,NULL,Non_Wetland,Forest
1996,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1997,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1998,Water,Water,Forest,Non_Water,Non_Wetland,Water
1999,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2000,Water,Water,Forest,Water,Non_Wetland,NULL
2001,Water,Water,Forest,Water,Non_Wetland,Wetland
2002,Water,Water,Forest,Water,Non_Wetland,Water
2003,Water,Water,Forest,Water,Non_Wetland,Forest
2004,Water,Forest,NULL,NULL,Non_Wetland,NULL
2005,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2006,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2007,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2008,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
2009,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2010,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2011,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2012,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2013,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
2014,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2015,Water,Forest,Wetland,NULL,Wetland,NULL
2016,Water,Forest,Wetland,NULL,Wetland,Grassland
2017,Water,Forest,Wetland,NULL,Wetland,Cropland
2018,Water,Forest,Wetland,NULL,Wetland,Wetland
2019,Water,Forest,Wetland,NULL,Wetland,Forest
2020,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2021,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2022,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
2023,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2024,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2025,Water,Forest,Bareland,Water,Non_Wetland,Bareland
2026,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
2027,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2028,Water,Forest,Water,NULL,Water,Wetland
2029,Water,Forest,Water,Non_Water,Water,Wetland
2030,Water,Forest,Forest,NULL,Non_Wetland,NULL
2031,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2032,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2033,Water,Forest,Forest,NULL,Non_Wetland,Forest
2034,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2035,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2036,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2037,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2038,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2039,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2040,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2041,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2042,Forest,NULL,NULL,Water,Non_Wetland,NULL
2043,Forest,NULL,NULL,Water,Non_Wetland,Wetland
2044,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2045,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2046,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2048,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2049,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2050,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2051,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2052,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2053,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2054,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2055,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2056,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2057,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2058,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2059,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2060,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2061,Forest,NULL,Grassland,Water,Non_Wetland,NULL
2062,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2063,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2064,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2065,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2066,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2067,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2068,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2069,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2070,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2071,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2072,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2073,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2074,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2075,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2076,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2077,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2078,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2079,Forest,NULL,Wetland,NULL,Wetland,NULL
2080,Forest,NULL,Wetland,NULL,Wetland,Grassland
2081,Forest,NULL,Wetland,NULL,Wetland,Cropland
2082,Forest,NULL,Wetland,NULL,Wetland,Wetland
2083,Forest,NULL,Wetland,NULL,Wetland,Bareland
2084,Forest,NULL,Wetland,NULL,Wetland,Water
2085,Forest,NULL,Wetland,NULL,Wetland,Forest
2086,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2087,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2088,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2089,Forest,NULL,Wetland,Water,Wetland,NULL
2090,Forest,NULL,Wetland,Water,Wetland,Wetland
2091,Forest,NULL,Wetland,Water,Wetland,Water
2092,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2093,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2094,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2095,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2096,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2097,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
2098,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2099,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2100,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2101,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2102,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2103,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2104,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2105,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2106,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2107,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2108,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2109,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2110,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2111,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2112,Forest,NULL,Bareland,Water,Non_Wetland,Water
2113,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2114,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2115,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2116,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2117,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2118,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2119,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2120,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2121,Forest,NULL,Water,NULL,Water,NULL
2122,Forest,NULL,Water,NULL,Water,Grassland
2123,Forest,NULL,Water,NULL,Water,Wetland
2124,Forest,NULL,Water,NULL,Water,Bareland
2125,Forest,NULL,Water,NULL,Water,Forest
2126,Forest,NULL,Water,Non_Water,Water,Cropland
2127,Forest,NULL,Water,Non_Water,Water,Wetland
2128,Forest,NULL,Water,Water,Water,Wetland
2129,Forest,NULL,Water,Water,Water,Water
2130,Forest,NULL,Water,Water,Water,Forest
2131,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2132,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2133,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2134,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2135,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2136,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2137,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2138,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2139,Forest,NULL,Forest,Water,Non_Wetland,NULL
2140,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2141,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2142,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2143,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2144,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
