Value,AFRICA_2024_DynamicWorld_2024_37PBK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBK_M_R,AFRICA_2024_GSW_Yearly_2021_37PBK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBK_M_R,AFRICA_2024_WorldCover_2021_37PBK_M_R
1710,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1711,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1712,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1713,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1714,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1715,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1716,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1717,Forest,Cropland,Water,NULL,Water,Cropland
1718,Forest,Cropland,Water,Water,Water,Cropland
1719,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1720,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1721,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1722,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1723,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1724,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1725,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1726,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1727,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1728,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1729,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1730,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1731,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1732,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1733,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1734,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1735,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1736,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1737,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1738,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1739,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1740,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1741,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1742,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1743,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1744,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1745,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1746,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1747,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1748,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1749,Forest,Wetland,Wetland,NULL,Wetland,Forest
1750,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1751,Forest,Wetland,Wetland,Water,Wetland,Wetland
1752,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1753,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1754,Forest,Wetland,Water,NULL,Water,Wetland
1755,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1756,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1757,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1758,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1759,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1760,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1761,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1762,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1763,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1764,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1765,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1766,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1767,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1768,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1769,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1770,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1771,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1772,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
1773,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
1774,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
1775,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1776,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1777,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1778,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1779,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1780,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1781,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1782,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1783,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1784,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1785,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1786,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1787,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1788,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1789,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1790,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1791,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1792,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1793,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1794,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1795,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1796,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1797,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1798,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1799,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1800,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1801,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1802,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1803,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1804,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1805,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1806,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1807,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1808,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1809,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1810,Forest,Water,NULL,NULL,Non_Wetland,NULL
1811,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1812,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1813,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1814,Forest,Water,NULL,NULL,Non_Wetland,Forest
1815,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1816,Forest,Water,NULL,Water,Non_Wetland,Grassland
1817,Forest,Water,NULL,Water,Non_Wetland,Cropland
1818,Forest,Water,NULL,Water,Non_Wetland,Wetland
1819,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1820,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1821,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1822,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1823,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1824,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1825,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1826,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1827,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1828,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1829,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1830,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1831,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1832,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1833,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1834,Forest,Water,Grassland,Water,Non_Wetland,Wetland
1835,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1836,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1837,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1838,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1839,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1840,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1841,Forest,Water,Cropland,Water,Non_Wetland,Wetland
1842,Forest,Water,Cropland,Water,Non_Wetland,Forest
1843,Forest,Water,Wetland,NULL,Wetland,NULL
1844,Forest,Water,Wetland,NULL,Wetland,Cropland
1845,Forest,Water,Wetland,NULL,Wetland,Wetland
1846,Forest,Water,Wetland,NULL,Wetland,Bareland
1847,Forest,Water,Wetland,NULL,Wetland,Water
1848,Forest,Water,Wetland,NULL,Wetland,Forest
1849,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1850,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1851,Forest,Water,Wetland,Non_Water,Wetland,Forest
1852,Forest,Water,Wetland,Water,Wetland,Grassland
1853,Forest,Water,Wetland,Water,Wetland,Cropland
1854,Forest,Water,Wetland,Water,Wetland,Wetland
1855,Forest,Water,Wetland,Water,Wetland,Bareland
1856,Forest,Water,Wetland,Water,Wetland,Water
1857,Forest,Water,Wetland,Water,Wetland,Forest
1858,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1859,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1860,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1861,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1862,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1863,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1864,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1865,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1866,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1867,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1868,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1869,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1870,Forest,Water,Bareland,Water,Non_Wetland,Water
1871,Forest,Water,Bareland,Water,Non_Wetland,Forest
1872,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1873,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1874,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1875,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1876,Forest,Water,Built-up,Water,Non_Wetland,Cropland
1877,Forest,Water,Built-up,Water,Non_Wetland,Forest
1878,Forest,Water,Water,NULL,Water,Wetland
1879,Forest,Water,Water,NULL,Water,Water
1880,Forest,Water,Water,NULL,Water,Forest
1881,Forest,Water,Water,Non_Water,Water,Forest
1882,Forest,Water,Water,Water,Water,Grassland
1883,Forest,Water,Water,Water,Water,Cropland
1884,Forest,Water,Water,Water,Water,Wetland
1885,Forest,Water,Water,Water,Water,Forest
1886,Forest,Water,Forest,NULL,Non_Wetland,NULL
1887,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1888,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1889,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1890,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1891,Forest,Water,Forest,NULL,Non_Wetland,Water
1892,Forest,Water,Forest,NULL,Non_Wetland,Forest
1893,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1894,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1895,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1896,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1897,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1898,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1899,Forest,Water,Forest,Water,Non_Wetland,NULL
1900,Forest,Water,Forest,Water,Non_Wetland,Grassland
1901,Forest,Water,Forest,Water,Non_Wetland,Cropland
1902,Forest,Water,Forest,Water,Non_Wetland,Wetland
1903,Forest,Water,Forest,Water,Non_Wetland,Water
1904,Forest,Water,Forest,Water,Non_Wetland,Forest
1905,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1907,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1908,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1909,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1910,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1911,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1912,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1913,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1914,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1915,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1916,Forest,Forest,NULL,Water,Non_Wetland,NULL
1917,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1918,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1919,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1920,Forest,Forest,NULL,Water,Non_Wetland,Forest
1921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1922,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1923,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1925,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1926,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1927,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1933,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1934,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1935,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1936,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1937,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1938,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1939,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1940,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1941,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1942,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1943,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1944,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1945,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1946,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1947,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1948,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1949,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1950,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1951,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1952,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1955,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1956,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1957,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1958,Forest,Forest,Wetland,NULL,Wetland,NULL
1959,Forest,Forest,Wetland,NULL,Wetland,Grassland
1960,Forest,Forest,Wetland,NULL,Wetland,Cropland
1961,Forest,Forest,Wetland,NULL,Wetland,Wetland
1962,Forest,Forest,Wetland,NULL,Wetland,Forest
1963,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1964,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1965,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1966,Forest,Forest,Wetland,Water,Wetland,Grassland
1967,Forest,Forest,Wetland,Water,Wetland,Cropland
1968,Forest,Forest,Wetland,Water,Wetland,Wetland
1969,Forest,Forest,Wetland,Water,Wetland,Water
1970,Forest,Forest,Wetland,Water,Wetland,Forest
1971,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1972,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1973,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1974,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1975,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1976,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1977,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1978,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1979,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1980,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1981,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1982,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1983,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1984,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1985,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1986,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1987,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1988,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1989,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1990,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1991,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1992,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1993,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1994,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1995,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1996,Forest,Forest,Water,NULL,Water,Grassland
1997,Forest,Forest,Water,NULL,Water,Wetland
1998,Forest,Forest,Water,NULL,Water,Forest
1999,Forest,Forest,Water,Non_Water,Water,Wetland
2000,Forest,Forest,Water,Water,Water,Grassland
2001,Forest,Forest,Water,Water,Water,Cropland
2002,Forest,Forest,Water,Water,Water,Wetland
2003,Forest,Forest,Water,Water,Water,Forest
2004,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2005,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2006,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2007,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2008,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2009,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2010,Forest,Forest,Forest,NULL,Non_Wetland,Water
2011,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2012,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2013,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2014,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2015,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2016,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2017,Forest,Forest,Forest,Water,Non_Wetland,NULL
2018,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2019,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2020,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2021,Forest,Forest,Forest,Water,Non_Wetland,Forest
