Value,AFRICA_2024_DynamicWorld_2024_37NBG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NBG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NBG_M_R,AFRICA_2024_GSW_Yearly_2021_37NBG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NBG_M_R,AFRICA_2024_WorldCover_2021_37NBG_M_R
1697,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1698,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1699,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1700,Water,Forest,Bareland,Water,Non_Wetland,Cropland
1701,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1702,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1703,Water,Forest,Forest,NULL,Non_Wetland,NULL
1704,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1705,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1706,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1707,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1708,Water,Forest,Forest,NULL,Non_Wetland,Built-up
1709,Water,Forest,Forest,NULL,Non_Wetland,Water
1710,Water,Forest,Forest,NULL,Non_Wetland,Forest
1711,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1712,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1713,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1714,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1715,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1716,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
1717,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1718,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
1719,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1720,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1721,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1722,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1723,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1724,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1725,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
1726,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL
1727,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1728,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
1729,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL
1730,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1731,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1732,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
1733,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1734,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1735,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1736,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1737,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1738,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1739,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1740,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1741,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1742,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1747,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1751,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1753,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1754,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1755,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1756,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1757,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1758,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1759,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1760,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1762,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1763,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1764,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1765,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1766,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1767,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1768,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1769,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1770,Forest,NULL,Wetland,NULL,Wetland,NULL
1771,Forest,NULL,Wetland,NULL,Wetland,Grassland
1772,Forest,NULL,Wetland,NULL,Wetland,Cropland
1773,Forest,NULL,Wetland,NULL,Wetland,Wetland
1774,Forest,NULL,Wetland,NULL,Wetland,Forest
1775,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1776,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1777,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1778,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1779,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1780,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1781,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1782,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1783,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1784,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1785,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1786,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1787,Forest,NULL,Bareland,Water,Non_Wetland,Water
1788,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1789,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1790,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1791,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1792,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1793,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1794,Forest,NULL,Water,NULL,Water,NULL
1795,Forest,NULL,Water,NULL,Water,Grassland
1796,Forest,NULL,Water,NULL,Water,Forest
1797,Forest,NULL,Water,Water,Water,Grassland
1798,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1799,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1800,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1801,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1802,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1803,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1804,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1805,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1806,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1807,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1808,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1809,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1810,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1811,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1812,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1813,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1814,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1815,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1822,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1823,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1824,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1825,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1826,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1827,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1828,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1829,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1830,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1831,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1832,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1833,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1834,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1835,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1836,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1837,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1838,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1839,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1840,Forest,Cropland,Wetland,NULL,Wetland,NULL
1841,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1842,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1843,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1844,Forest,Cropland,Wetland,NULL,Wetland,Forest
1845,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1846,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1847,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1848,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1849,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1850,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1851,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1852,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1853,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1854,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1855,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1856,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1857,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
1858,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1859,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1860,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1861,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1862,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1863,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1864,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1865,Forest,Cropland,Water,NULL,Water,Water
1866,Forest,Cropland,Water,NULL,Water,Forest
1867,Forest,Cropland,Water,Water,Water,Water
1868,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1869,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1870,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1871,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1872,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1873,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1874,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1875,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1876,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1877,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1878,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1879,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1880,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1881,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1882,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1883,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1884,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1885,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1886,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1887,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1888,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1889,Forest,Wetland,Wetland,NULL,Wetland,Forest
1890,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1891,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1892,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1893,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1894,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1895,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1896,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1897,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1898,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1899,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1900,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1901,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1902,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1903,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1904,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1905,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1906,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1907,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1908,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1909,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1910,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1911,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1912,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1913,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1915,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1916,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1917,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1918,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1919,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1920,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1921,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1922,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1923,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1924,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1925,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1926,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1927,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1928,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1929,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1930,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1931,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1932,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1933,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1934,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1935,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1936,Forest,Water,NULL,NULL,Non_Wetland,NULL
1937,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1938,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1939,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1940,Forest,Water,NULL,NULL,Non_Wetland,Forest
1941,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1942,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1943,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1944,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1945,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1946,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1947,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1948,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1949,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1950,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1951,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1952,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1953,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1954,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1955,Forest,Water,Wetland,NULL,Wetland,NULL
1956,Forest,Water,Wetland,NULL,Wetland,Grassland
1957,Forest,Water,Wetland,NULL,Wetland,Cropland
1958,Forest,Water,Wetland,NULL,Wetland,Forest
1959,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1960,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1961,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1962,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1963,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1964,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1965,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1966,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1967,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1968,Forest,Water,Forest,NULL,Non_Wetland,NULL
1969,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1970,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1971,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1972,Forest,Water,Forest,NULL,Non_Wetland,Forest
1973,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1974,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1975,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1976,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1977,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1978,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1979,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1980,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1981,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1982,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1983,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1984,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1985,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1986,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1987,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1988,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1990,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1991,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1992,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1993,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1994,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1995,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1996,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1997,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1998,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1999,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2000,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2001,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2002,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2003,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2004,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2005,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2006,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2007,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2011,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2012,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2013,Forest,Forest,Wetland,NULL,Wetland,NULL
2014,Forest,Forest,Wetland,NULL,Wetland,Grassland
2015,Forest,Forest,Wetland,NULL,Wetland,Cropland
2016,Forest,Forest,Wetland,NULL,Wetland,Forest
2017,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2018,Forest,Forest,Wetland,Water,Wetland,Water
2019,Forest,Forest,Wetland,Water,Wetland,Forest
2020,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2021,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2022,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2023,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2024,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2025,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2026,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2027,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2028,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2029,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2030,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2031,Forest,Forest,Bareland,Water,Non_Wetland,Water
2032,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2033,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2034,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2035,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2036,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2037,Forest,Forest,Built-up,NULL,Non_Wetland,Water
2038,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2039,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2040,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2041,Forest,Forest,Water,NULL,Water,NULL
2042,Forest,Forest,Water,NULL,Water,Grassland
2043,Forest,Forest,Water,NULL,Water,Forest
2044,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2045,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2046,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2047,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2048,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2049,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2050,Forest,Forest,Forest,NULL,Non_Wetland,Water
2051,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2052,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2053,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2054,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2055,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2056,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2057,Forest,Forest,Forest,Water,Non_Wetland,NULL
2058,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2059,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2060,Forest,Forest,Forest,Water,Non_Wetland,Water
2061,Forest,Forest,Forest,Water,Non_Wetland,Forest
