Value,AFRICA_2024_DynamicWorld_2024_38NKM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,AFRICA_2024_WorldCover_2021_38NKM_M_R
1718,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland
1719,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1720,Forest,Cropland,Wetland,Water,Wetland,Grassland
1721,Forest,Cropland,Wetland,Water,Wetland,Cropland
1722,Forest,Cropland,Wetland,Water,Wetland,Wetland
1723,Forest,Cropland,Wetland,Water,Wetland,Bareland
1724,Forest,Cropland,Wetland,Water,Wetland,Forest
1725,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1726,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1727,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1728,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1729,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1730,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1731,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1732,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1733,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1734,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1735,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1736,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1737,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1738,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1739,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1740,Forest,Cropland,Water,NULL,Water,Grassland
1741,Forest,Cropland,Water,NULL,Water,Cropland
1742,Forest,Cropland,Water,NULL,Water,Wetland
1743,Forest,Cropland,Water,NULL,Water,Bareland
1744,Forest,Cropland,Water,NULL,Water,Forest
1745,Forest,Cropland,Water,Non_Water,Water,Grassland
1746,Forest,Cropland,Water,Non_Water,Water,Cropland
1747,Forest,Cropland,Water,Non_Water,Water,Wetland
1748,Forest,Cropland,Water,Non_Water,Water,Bareland
1749,Forest,Cropland,Water,Non_Water,Water,Forest
1750,Forest,Cropland,Water,Water,Water,Grassland
1751,Forest,Cropland,Water,Water,Water,Cropland
1752,Forest,Cropland,Water,Water,Water,Wetland
1753,Forest,Cropland,Water,Water,Water,Bareland
1754,Forest,Cropland,Water,Water,Water,Forest
1755,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1756,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1757,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1758,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1759,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1760,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1761,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1762,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1763,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1764,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1765,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1766,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1767,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1768,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1769,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1770,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1771,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1772,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1773,Forest,Wetland,Wetland,NULL,Wetland,Forest
1774,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1775,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1776,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1777,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1778,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1779,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1780,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1781,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1782,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1783,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1784,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1785,Forest,Water,NULL,NULL,Non_Wetland,Forest
1786,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1787,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1788,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1789,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1790,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1791,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1792,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1793,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1794,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1795,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1796,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1797,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1798,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1799,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1800,Forest,Water,Grassland,Water,Non_Wetland,Forest
1801,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1802,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1803,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1804,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1805,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1806,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1807,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1808,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1809,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1810,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1811,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1812,Forest,Water,Cropland,Water,Non_Wetland,Forest
1813,Forest,Water,Wetland,NULL,Wetland,Grassland
1814,Forest,Water,Wetland,NULL,Wetland,Wetland
1815,Forest,Water,Wetland,NULL,Wetland,Forest
1816,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1817,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1818,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1819,Forest,Water,Wetland,Non_Water,Wetland,Forest
1820,Forest,Water,Wetland,Water,Wetland,Wetland
1821,Forest,Water,Wetland,Water,Wetland,Forest
1822,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1823,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1824,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1825,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1826,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1827,Forest,Water,Built-up,Water,Non_Wetland,Forest
1828,Forest,Water,Water,NULL,Water,Wetland
1829,Forest,Water,Water,NULL,Water,Bareland
1830,Forest,Water,Water,NULL,Water,Forest
1831,Forest,Water,Water,Non_Water,Water,Grassland
1832,Forest,Water,Water,Non_Water,Water,Wetland
1833,Forest,Water,Water,Water,Water,Grassland
1834,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1835,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1836,Forest,Water,Forest,NULL,Non_Wetland,Forest
1837,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1838,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1839,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1840,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1841,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1842,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1843,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1844,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1845,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1846,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1847,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1848,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1849,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1850,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1851,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1852,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1853,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1854,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1855,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1856,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1857,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1858,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1859,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1860,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1861,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1862,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1863,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1864,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1865,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1866,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1867,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1868,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1869,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1870,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1871,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1872,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1873,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1874,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1875,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1876,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1878,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1879,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1880,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1881,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1882,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1883,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1884,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1885,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1886,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1887,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1888,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1889,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1890,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1891,Forest,Forest,Wetland,NULL,Wetland,NULL
1892,Forest,Forest,Wetland,NULL,Wetland,Grassland
1893,Forest,Forest,Wetland,NULL,Wetland,Cropland
1894,Forest,Forest,Wetland,NULL,Wetland,Wetland
1895,Forest,Forest,Wetland,NULL,Wetland,Bareland
1896,Forest,Forest,Wetland,NULL,Wetland,Forest
1897,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1898,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1899,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1900,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1901,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1902,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1903,Forest,Forest,Wetland,Water,Wetland,NULL
1904,Forest,Forest,Wetland,Water,Wetland,Grassland
1905,Forest,Forest,Wetland,Water,Wetland,Wetland
1906,Forest,Forest,Wetland,Water,Wetland,Bareland
1907,Forest,Forest,Wetland,Water,Wetland,Forest
1908,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1909,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1910,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1911,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1912,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1913,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1914,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1915,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1916,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1917,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1918,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1919,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1920,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1921,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1922,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1923,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1924,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1925,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1926,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1927,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1928,Forest,Forest,Water,NULL,Water,Grassland
1929,Forest,Forest,Water,NULL,Water,Cropland
1930,Forest,Forest,Water,NULL,Water,Wetland
1931,Forest,Forest,Water,NULL,Water,Forest
1932,Forest,Forest,Water,Non_Water,Water,Grassland
1933,Forest,Forest,Water,Non_Water,Water,Cropland
1934,Forest,Forest,Water,Non_Water,Water,Wetland
1935,Forest,Forest,Water,Non_Water,Water,Bareland
1936,Forest,Forest,Water,Non_Water,Water,Forest
1937,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1938,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1939,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1940,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1941,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1942,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1943,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1944,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1945,Forest,Forest,Forest,Water,Non_Wetland,Forest
