Value,AFRICA_2024_DynamicWorld_2024_36PZA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,AFRICA_2024_WorldCover_2021_36PZA_M_R
1704,Water,NULL,Forest,Water,Non_Wetland,Forest
1705,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1706,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1707,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1708,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1709,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1710,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1711,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1712,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1713,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1714,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1715,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1716,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1717,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1718,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1719,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1720,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1721,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1722,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1723,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1724,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1725,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1726,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1727,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1728,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1729,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1730,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1731,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1732,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1733,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1734,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1735,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1736,Water,Cropland,Grassland,Water,Non_Wetland,Water
1737,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1738,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1739,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1740,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1741,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1742,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1743,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1744,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1745,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1746,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1747,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1748,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1749,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1750,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1751,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1752,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1753,Water,Cropland,Cropland,Water,Non_Wetland,Water
1754,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1755,Water,Cropland,Wetland,NULL,Wetland,Grassland
1756,Water,Cropland,Wetland,NULL,Wetland,Cropland
1757,Water,Cropland,Wetland,NULL,Wetland,Bareland
1758,Water,Cropland,Wetland,NULL,Wetland,Water
1759,Water,Cropland,Wetland,NULL,Wetland,Forest
1760,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1761,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1762,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1763,Water,Cropland,Wetland,Non_Water,Wetland,Water
1764,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1765,Water,Cropland,Wetland,Water,Wetland,Grassland
1766,Water,Cropland,Wetland,Water,Wetland,Cropland
1767,Water,Cropland,Wetland,Water,Wetland,Wetland
1768,Water,Cropland,Wetland,Water,Wetland,Bareland
1769,Water,Cropland,Wetland,Water,Wetland,Water
1770,Water,Cropland,Wetland,Water,Wetland,Forest
1771,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1772,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1773,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1774,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1775,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1776,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1777,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1778,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1779,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1780,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1781,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1782,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1783,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1784,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1785,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1786,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1787,Water,Cropland,Bareland,Water,Non_Wetland,Water
1788,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1789,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1790,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1791,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1792,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1793,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1794,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1795,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1796,Water,Cropland,Built-up,Water,Non_Wetland,Water
1797,Water,Cropland,Water,NULL,Water,Cropland
1798,Water,Cropland,Water,NULL,Water,Water
1799,Water,Cropland,Water,Non_Water,Water,Cropland
1800,Water,Cropland,Water,Water,Water,Grassland
1801,Water,Cropland,Water,Water,Water,Cropland
1802,Water,Cropland,Water,Water,Water,Wetland
1803,Water,Cropland,Water,Water,Water,Bareland
1804,Water,Cropland,Water,Water,Water,Water
1805,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1806,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1807,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1808,Water,Cropland,Forest,NULL,Non_Wetland,Water
1809,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1810,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1811,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1812,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1813,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1814,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1815,Water,Cropland,Forest,Water,Non_Wetland,Water
1816,Water,Cropland,Forest,Water,Non_Wetland,Forest
1817,Water,Wetland,Wetland,NULL,Wetland,Forest
1818,Water,Wetland,Wetland,Water,Wetland,Water
1819,Water,Wetland,Wetland,Water,Wetland,Forest
1820,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1821,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1822,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1823,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1824,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1825,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1826,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1827,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1828,Water,Bareland,Grassland,Water,Non_Wetland,Water
1829,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1830,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1831,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1832,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1833,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1834,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1835,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1836,Water,Bareland,Cropland,Water,Non_Wetland,Water
1837,Water,Bareland,Wetland,NULL,Wetland,Grassland
1838,Water,Bareland,Wetland,NULL,Wetland,Bareland
1839,Water,Bareland,Wetland,NULL,Wetland,Water
1840,Water,Bareland,Wetland,Non_Water,Wetland,Water
1841,Water,Bareland,Wetland,Water,Wetland,Grassland
1842,Water,Bareland,Wetland,Water,Wetland,Cropland
1843,Water,Bareland,Wetland,Water,Wetland,Wetland
1844,Water,Bareland,Wetland,Water,Wetland,Bareland
1845,Water,Bareland,Wetland,Water,Wetland,Water
1846,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1847,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1848,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1849,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1850,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1851,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1852,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1853,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1854,Water,Bareland,Bareland,Water,Non_Wetland,Water
1855,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1856,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1857,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1858,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1859,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1860,Water,Bareland,Built-up,Water,Non_Wetland,Water
1861,Water,Bareland,Water,NULL,Water,Water
1862,Water,Bareland,Water,Non_Water,Water,Bareland
1863,Water,Bareland,Water,Non_Water,Water,Water
1864,Water,Bareland,Water,Water,Water,Cropland
1865,Water,Bareland,Water,Water,Water,Bareland
1866,Water,Bareland,Water,Water,Water,Water
1867,Water,Bareland,Forest,Water,Non_Wetland,Water
1868,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1869,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1870,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1871,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1872,Water,Built-up,Wetland,NULL,Wetland,Bareland
1873,Water,Built-up,Wetland,Water,Wetland,Bareland
1874,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1875,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1876,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1877,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1878,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1879,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1880,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1881,Water,Built-up,Bareland,Water,Non_Wetland,Water
1882,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1883,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1884,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1885,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
1886,Water,Water,NULL,NULL,Non_Wetland,NULL
1887,Water,Water,NULL,NULL,Non_Wetland,Grassland
1888,Water,Water,NULL,NULL,Non_Wetland,Cropland
1889,Water,Water,NULL,NULL,Non_Wetland,Bareland
1890,Water,Water,NULL,NULL,Non_Wetland,Water
1891,Water,Water,NULL,NULL,Non_Wetland,Forest
1892,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1893,Water,Water,NULL,Non_Water,Non_Wetland,Water
1894,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1895,Water,Water,NULL,Water,Non_Wetland,NULL
1896,Water,Water,NULL,Water,Non_Wetland,Grassland
1897,Water,Water,NULL,Water,Non_Wetland,Cropland
1898,Water,Water,NULL,Water,Non_Wetland,Bareland
1899,Water,Water,NULL,Water,Non_Wetland,Water
1900,Water,Water,NULL,Water,Non_Wetland,Forest
1901,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1902,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1903,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1904,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1905,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1906,Water,Water,Shrubland,NULL,Non_Wetland,Water
1907,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1908,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1909,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1910,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1911,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1912,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1913,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1914,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1915,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1916,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1917,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1918,Water,Water,Shrubland,Water,Non_Wetland,Water
1919,Water,Water,Shrubland,Water,Non_Wetland,Forest
1920,Water,Water,Grassland,NULL,Non_Wetland,NULL
1921,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1922,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1923,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1924,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1925,Water,Water,Grassland,NULL,Non_Wetland,Water
1926,Water,Water,Grassland,NULL,Non_Wetland,Forest
1927,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1928,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1929,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1930,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1931,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up
1932,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1933,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1934,Water,Water,Grassland,Water,Non_Wetland,Grassland
1935,Water,Water,Grassland,Water,Non_Wetland,Cropland
1936,Water,Water,Grassland,Water,Non_Wetland,Wetland
1937,Water,Water,Grassland,Water,Non_Wetland,Bareland
1938,Water,Water,Grassland,Water,Non_Wetland,Water
1939,Water,Water,Grassland,Water,Non_Wetland,Forest
1940,Water,Water,Cropland,NULL,Non_Wetland,NULL
1941,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1942,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1943,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1944,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1945,Water,Water,Cropland,NULL,Non_Wetland,Water
1946,Water,Water,Cropland,NULL,Non_Wetland,Forest
1947,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1948,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1949,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1950,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1951,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1952,Water,Water,Cropland,Water,Non_Wetland,Grassland
1953,Water,Water,Cropland,Water,Non_Wetland,Cropland
1954,Water,Water,Cropland,Water,Non_Wetland,Wetland
1955,Water,Water,Cropland,Water,Non_Wetland,Bareland
1956,Water,Water,Cropland,Water,Non_Wetland,Water
1957,Water,Water,Cropland,Water,Non_Wetland,Forest
1958,Water,Water,Wetland,NULL,Wetland,Grassland
1959,Water,Water,Wetland,NULL,Wetland,Cropland
1960,Water,Water,Wetland,NULL,Wetland,Wetland
1961,Water,Water,Wetland,NULL,Wetland,Bareland
1962,Water,Water,Wetland,NULL,Wetland,Water
1963,Water,Water,Wetland,NULL,Wetland,Forest
1964,Water,Water,Wetland,Non_Water,Wetland,Grassland
1965,Water,Water,Wetland,Non_Water,Wetland,Cropland
1966,Water,Water,Wetland,Non_Water,Wetland,Wetland
1967,Water,Water,Wetland,Non_Water,Wetland,Bareland
1968,Water,Water,Wetland,Non_Water,Wetland,Water
1969,Water,Water,Wetland,Non_Water,Wetland,Forest
1970,Water,Water,Wetland,Water,Wetland,Grassland
1971,Water,Water,Wetland,Water,Wetland,Cropland
1972,Water,Water,Wetland,Water,Wetland,Wetland
1973,Water,Water,Wetland,Water,Wetland,Bareland
1974,Water,Water,Wetland,Water,Wetland,Built-up
1975,Water,Water,Wetland,Water,Wetland,Water
1976,Water,Water,Wetland,Water,Wetland,Forest
1977,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1978,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1979,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1980,Water,Water,Bareland,NULL,Non_Wetland,NULL
1981,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1982,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1983,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1984,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1985,Water,Water,Bareland,NULL,Non_Wetland,Water
1986,Water,Water,Bareland,NULL,Non_Wetland,Forest
1987,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1988,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1989,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1990,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1991,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1992,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1993,Water,Water,Bareland,Water,Non_Wetland,NULL
1994,Water,Water,Bareland,Water,Non_Wetland,Grassland
1995,Water,Water,Bareland,Water,Non_Wetland,Cropland
1996,Water,Water,Bareland,Water,Non_Wetland,Wetland
1997,Water,Water,Bareland,Water,Non_Wetland,Bareland
1998,Water,Water,Bareland,Water,Non_Wetland,Water
1999,Water,Water,Bareland,Water,Non_Wetland,Forest
2000,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2001,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2002,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2003,Water,Water,Built-up,NULL,Non_Wetland,Water
2004,Water,Water,Built-up,NULL,Non_Wetland,Forest
2005,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2006,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2007,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2008,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2009,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2010,Water,Water,Built-up,Water,Non_Wetland,Grassland
2011,Water,Water,Built-up,Water,Non_Wetland,Cropland
2012,Water,Water,Built-up,Water,Non_Wetland,Wetland
2013,Water,Water,Built-up,Water,Non_Wetland,Bareland
2014,Water,Water,Built-up,Water,Non_Wetland,Water
2015,Water,Water,Built-up,Water,Non_Wetland,Forest
2016,Water,Water,Water,NULL,Water,Grassland
2017,Water,Water,Water,NULL,Water,Cropland
2018,Water,Water,Water,NULL,Water,Bareland
2019,Water,Water,Water,NULL,Water,Water
2020,Water,Water,Water,NULL,Water,Forest
2021,Water,Water,Water,Non_Water,Water,Grassland
2022,Water,Water,Water,Non_Water,Water,Cropland
2023,Water,Water,Water,Non_Water,Water,Bareland
2024,Water,Water,Water,Non_Water,Water,Water
2025,Water,Water,Water,Non_Water,Water,Forest
2026,Water,Water,Water,Water,Water,Grassland
2027,Water,Water,Water,Water,Water,Cropland
2028,Water,Water,Water,Water,Water,Wetland
2029,Water,Water,Water,Water,Water,Bareland
2030,Water,Water,Water,Water,Water,Water
2031,Water,Water,Water,Water,Water,Forest
2032,Water,Water,Forest,NULL,Non_Wetland,NULL
2033,Water,Water,Forest,NULL,Non_Wetland,Grassland
2034,Water,Water,Forest,NULL,Non_Wetland,Cropland
2035,Water,Water,Forest,NULL,Non_Wetland,Bareland
2036,Water,Water,Forest,NULL,Non_Wetland,Water
2037,Water,Water,Forest,NULL,Non_Wetland,Forest
2038,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2039,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2040,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2041,Water,Water,Forest,Non_Water,Non_Wetland,Water
2042,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2043,Water,Water,Forest,Water,Non_Wetland,Grassland
2044,Water,Water,Forest,Water,Non_Wetland,Cropland
2045,Water,Water,Forest,Water,Non_Wetland,Wetland
2046,Water,Water,Forest,Water,Non_Wetland,Bareland
2047,Water,Water,Forest,Water,Non_Wetland,Water
2048,Water,Water,Forest,Water,Non_Wetland,Forest
2049,Water,Forest,NULL,NULL,Non_Wetland,Forest
2050,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
2051,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2052,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2053,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2054,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2055,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2056,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2057,Water,Forest,Cropland,Water,Non_Wetland,Forest
2058,Water,Forest,Wetland,Non_Water,Wetland,Forest
2059,Water,Forest,Wetland,Water,Wetland,Water
2060,Water,Forest,Wetland,Water,Wetland,Forest
2061,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2062,Water,Forest,Bareland,Water,Non_Wetland,Forest
2063,Water,Forest,Forest,NULL,Non_Wetland,Forest
2064,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2065,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2066,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2067,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2068,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2069,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2070,Forest,NULL,NULL,Water,Non_Wetland,Water
2071,Forest,NULL,NULL,Water,Non_Wetland,Forest
2072,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2073,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2074,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2075,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2076,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2077,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2078,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2079,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2080,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2081,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2082,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2083,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2084,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2085,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2086,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2087,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2088,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2089,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2090,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2091,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2092,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2093,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2094,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2095,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2096,Forest,NULL,Grassland,Water,Non_Wetland,Water
2097,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2098,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2100,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2101,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2102,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2103,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2104,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2105,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2106,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2107,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2108,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2109,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2110,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2111,Forest,NULL,Cropland,Water,Non_Wetland,Water
2112,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2113,Forest,NULL,Wetland,NULL,Wetland,NULL
2114,Forest,NULL,Wetland,NULL,Wetland,Grassland
2115,Forest,NULL,Wetland,NULL,Wetland,Cropland
2116,Forest,NULL,Wetland,NULL,Wetland,Forest
2117,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2118,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2119,Forest,NULL,Wetland,Non_Water,Wetland,Water
2120,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2121,Forest,NULL,Wetland,Water,Wetland,Grassland
2122,Forest,NULL,Wetland,Water,Wetland,Cropland
2123,Forest,NULL,Wetland,Water,Wetland,Wetland
2124,Forest,NULL,Wetland,Water,Wetland,Bareland
2125,Forest,NULL,Wetland,Water,Wetland,Water
2126,Forest,NULL,Wetland,Water,Wetland,Forest
2127,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2128,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2129,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2130,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2131,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2132,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2133,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2134,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2135,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2136,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2137,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2138,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2139,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2140,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2141,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2142,Forest,NULL,Bareland,Water,Non_Wetland,Water
2143,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2144,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2145,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2146,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2147,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2148,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2149,Forest,NULL,Built-up,Water,Non_Wetland,Forest
