Value,SIBERIA_2024_ESA_CALU_2024_42WXD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R,SIBERIA_2024_WorldCover_2021_42WXD_M_R
1562,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1563,Bareland,NULL,Water,NULL,NULL,Bareland
1564,Bareland,NULL,Water,NULL,Water,Grassland
1565,Bareland,NULL,Water,NULL,Water,Wetland
1566,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1567,Bareland,NULL,Water,NULL,Water,Bareland
1568,Bareland,NULL,Water,NULL,Water,Water
1569,Bareland,NULL,Water,Non_Water,Water,Grassland
1570,Bareland,NULL,Water,Non_Water,Water,Wetland
1571,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1572,Bareland,NULL,Water,Non_Water,Water,Bareland
1573,Bareland,NULL,Water,Non_Water,Water,Water
1574,Bareland,NULL,Water,Water,Water,Grassland
1575,Bareland,NULL,Water,Water,Water,Wetland
1576,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1577,Bareland,NULL,Water,Water,Water,Bareland
1578,Bareland,NULL,Water,Water,Water,Water
1579,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Wetland
1580,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1581,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1582,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1583,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1584,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1585,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1586,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1587,Bareland,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1588,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1589,Bareland,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1590,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1591,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1592,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1593,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1594,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1595,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1596,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1597,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1598,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1599,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1600,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1601,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1602,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1603,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1604,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1605,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1606,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1607,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1608,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1609,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1610,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1611,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1612,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1613,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1614,Bareland,Wetland,Wetland,NULL,NULL,Grassland
1615,Bareland,Wetland,Wetland,NULL,NULL,Wetland
1616,Bareland,Wetland,Wetland,NULL,NULL,Bareland
1617,Bareland,Wetland,Wetland,NULL,NULL,Water
1618,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1619,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1620,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1621,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1622,Bareland,Wetland,Wetland,NULL,Wetland,Water
1623,Bareland,Wetland,Wetland,Non_Water,NULL,Bareland
1624,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1625,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1626,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1627,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1628,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1629,Bareland,Wetland,Wetland,Water,NULL,Wetland
1630,Bareland,Wetland,Wetland,Water,NULL,Bareland
1631,Bareland,Wetland,Wetland,Water,NULL,Water
1632,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1633,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1634,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1635,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1636,Bareland,Wetland,Wetland,Water,Wetland,Water
1637,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1638,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1639,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1640,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1641,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1642,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1643,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1644,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1645,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1646,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1647,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1648,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1649,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1650,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1651,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1652,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1653,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1654,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1655,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1656,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1657,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1658,Bareland,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1659,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1660,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1661,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1662,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1663,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1664,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1665,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1666,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1667,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1668,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1669,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1670,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1671,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1672,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1673,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1674,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1675,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1676,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1677,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1678,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1679,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1680,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1681,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1682,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1683,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1684,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1685,Bareland,Wetland,Water,NULL,Water,Grassland
1686,Bareland,Wetland,Water,NULL,Water,Wetland
1687,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1688,Bareland,Wetland,Water,NULL,Water,Bareland
1689,Bareland,Wetland,Water,NULL,Water,Water
1690,Bareland,Wetland,Water,Non_Water,Water,Grassland
1691,Bareland,Wetland,Water,Non_Water,Water,Wetland
1692,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1693,Bareland,Wetland,Water,Non_Water,Water,Bareland
1694,Bareland,Wetland,Water,Non_Water,Water,Water
1695,Bareland,Wetland,Water,Water,Water,Grassland
1696,Bareland,Wetland,Water,Water,Water,Wetland
1697,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1698,Bareland,Wetland,Water,Water,Water,Bareland
1699,Bareland,Wetland,Water,Water,Water,Water
1700,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1701,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland
1702,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1703,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1704,Bareland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1705,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1706,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1707,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1708,Bareland,Bareland,Wetland,NULL,NULL,Bareland
1709,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1710,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1711,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1712,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1713,Bareland,Bareland,Wetland,NULL,Wetland,Water
1714,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
1715,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1716,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1717,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1718,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1719,Bareland,Bareland,Wetland,Water,NULL,Bareland
1720,Bareland,Bareland,Wetland,Water,NULL,Water
1721,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1722,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1723,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1724,Bareland,Bareland,Wetland,Water,Wetland,Water
1725,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1726,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1727,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1728,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1729,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1730,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1731,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1732,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1733,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1734,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1735,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1736,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1737,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1738,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1739,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1740,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1741,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1742,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1743,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1744,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1745,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1746,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1747,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1748,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1749,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1750,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1751,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1752,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1753,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1754,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1755,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1756,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1757,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1758,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
1759,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1760,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1761,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1762,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1763,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1764,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1765,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1766,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1767,Bareland,Bareland,Water,NULL,Water,Bareland
1768,Bareland,Bareland,Water,NULL,Water,Water
1769,Bareland,Bareland,Water,Non_Water,NULL,Bareland
1770,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
1771,Bareland,Bareland,Water,Non_Water,Water,Bareland
1772,Bareland,Bareland,Water,Non_Water,Water,Water
1773,Bareland,Bareland,Water,Water,NULL,Water
1774,Bareland,Bareland,Water,Water,Water,Wetland
1775,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1776,Bareland,Bareland,Water,Water,Water,Bareland
1777,Bareland,Bareland,Water,Water,Water,Water
1778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1779,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1780,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1781,Bareland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1782,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1783,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1784,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1785,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
1786,Bareland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1787,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1788,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
1789,Bareland,Built-up,Wetland,NULL,Wetland,Water
1790,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1791,Bareland,Built-up,Wetland,Non_Water,NULL,Water
1792,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland
1793,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1794,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
1795,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1796,Bareland,Built-up,Wetland,Water,Wetland,Wetland
1797,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1798,Bareland,Built-up,Wetland,Water,Wetland,Built-up
1799,Bareland,Built-up,Wetland,Water,Wetland,Water
1800,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1801,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1802,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1803,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1804,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
1805,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1806,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1807,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1808,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
1809,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1810,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1811,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1812,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1813,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1814,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1815,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
1816,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1817,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1818,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1819,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1820,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1821,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1824,Bareland,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1825,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1826,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1827,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1828,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1829,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water
1830,Bareland,Built-up,Built-up,Water,Non_Wetland,Wetland
1831,Bareland,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1832,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1833,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1834,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1835,Bareland,Built-up,Water,NULL,Water,Bareland
1836,Bareland,Built-up,Water,NULL,Water,Water
1837,Bareland,Built-up,Water,Non_Water,Water,Bareland
1838,Bareland,Built-up,Water,Non_Water,Water,Water
1839,Bareland,Built-up,Water,Water,NULL,Water
1840,Bareland,Built-up,Water,Water,Water,Bareland
1841,Bareland,Built-up,Water,Water,Water,Water
1842,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1843,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1844,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1845,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1846,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1847,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1848,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1849,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1850,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1851,Bareland,Water,Grassland,Water,Non_Wetland,Water
1852,Bareland,Water,Wetland,NULL,NULL,Wetland
1853,Bareland,Water,Wetland,NULL,NULL,Bareland
1854,Bareland,Water,Wetland,NULL,NULL,Water
1855,Bareland,Water,Wetland,NULL,Wetland,Grassland
1856,Bareland,Water,Wetland,NULL,Wetland,Wetland
1857,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1858,Bareland,Water,Wetland,NULL,Wetland,Bareland
1859,Bareland,Water,Wetland,NULL,Wetland,Water
1860,Bareland,Water,Wetland,Non_Water,NULL,Wetland
1861,Bareland,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
1862,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1863,Bareland,Water,Wetland,Non_Water,NULL,Water
1864,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1865,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1866,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1867,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1868,Bareland,Water,Wetland,Non_Water,Wetland,Water
1869,Bareland,Water,Wetland,Water,NULL,Wetland
1870,Bareland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1871,Bareland,Water,Wetland,Water,NULL,Bareland
1872,Bareland,Water,Wetland,Water,NULL,Water
1873,Bareland,Water,Wetland,Water,Wetland,Grassland
1874,Bareland,Water,Wetland,Water,Wetland,Wetland
1875,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1876,Bareland,Water,Wetland,Water,Wetland,Bareland
1877,Bareland,Water,Wetland,Water,Wetland,Water
1878,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1879,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1880,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1881,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1882,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1883,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1884,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1885,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1886,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1887,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1888,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1889,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1890,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1891,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1892,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1893,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1894,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1895,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1896,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1897,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1898,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1899,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1900,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1901,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1902,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1903,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1904,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1905,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1906,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1907,Bareland,Water,Bareland,Water,Non_Wetland,Water
1908,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1909,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1910,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1911,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1912,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1913,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland
1914,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1915,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1916,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1917,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1918,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
1919,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1920,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1921,Bareland,Water,Built-up,Water,Non_Wetland,Water
1922,Bareland,Water,Water,NULL,NULL,Lichens_and_Mosses
1923,Bareland,Water,Water,NULL,NULL,Bareland
1924,Bareland,Water,Water,NULL,Water,Grassland
1925,Bareland,Water,Water,NULL,Water,Wetland
1926,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
1927,Bareland,Water,Water,NULL,Water,Bareland
1928,Bareland,Water,Water,NULL,Water,Water
1929,Bareland,Water,Water,Non_Water,NULL,Water
1930,Bareland,Water,Water,Non_Water,Water,Grassland
1931,Bareland,Water,Water,Non_Water,Water,Wetland
1932,Bareland,Water,Water,Non_Water,Water,Bareland
1933,Bareland,Water,Water,Non_Water,Water,Water
1934,Bareland,Water,Water,Water,NULL,Bareland
1935,Bareland,Water,Water,Water,NULL,Water
1936,Bareland,Water,Water,Water,Water,Grassland
1937,Bareland,Water,Water,Water,Water,Wetland
1938,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1939,Bareland,Water,Water,Water,Water,Bareland
1940,Bareland,Water,Water,Water,Water,Water
1941,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1942,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1943,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1944,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1945,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1946,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1947,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1948,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1949,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1950,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1951,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1952,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1953,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1954,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1955,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1956,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1957,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
