Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
1588,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1589,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1590,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1591,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1592,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1593,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1594,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1595,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1596,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1597,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1598,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1599,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1600,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1601,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1602,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1603,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1604,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1605,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1606,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1607,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1608,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1609,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1610,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1611,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1612,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1613,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1614,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1615,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1616,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1617,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1618,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1619,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1620,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1621,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1622,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1623,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1624,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1625,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1626,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1627,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1628,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1629,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1630,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1631,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1632,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1633,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1634,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1635,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1636,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1637,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1638,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1639,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1640,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1641,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1642,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1643,Wetland,Forest,Wetland,Water,Wetland,Wetland
1644,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1645,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1646,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1647,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1648,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1649,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1650,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1651,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1652,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1653,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
1654,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1655,Wetland,Forest,Water,NULL,Water,Wetland
1656,Wetland,Forest,Water,Non_Water,Water,Wetland
1657,Wetland,Forest,Water,Water,Water,Wetland
1658,Wetland,Forest,Water,Water,Water,Water
1659,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1662,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1663,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1664,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1665,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1666,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1667,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1668,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1669,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1670,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1671,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1672,Bareland,NULL,Wetland,NULL,Wetland,Water
1673,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1674,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1675,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1676,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1677,Bareland,NULL,Wetland,Water,Wetland,Grassland
1678,Bareland,NULL,Wetland,Water,Wetland,Wetland
1679,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1680,Bareland,NULL,Wetland,Water,Wetland,Bareland
1681,Bareland,NULL,Wetland,Water,Wetland,Water
1682,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1683,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1684,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1685,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1686,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1687,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1688,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1689,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1690,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1691,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1692,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1693,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1694,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1695,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1696,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1697,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1698,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1699,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1700,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1701,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1704,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1705,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1706,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1707,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1708,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1709,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1710,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1711,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1712,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1713,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1714,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1715,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1716,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1717,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1718,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1719,Bareland,NULL,Water,NULL,Water,Grassland
1720,Bareland,NULL,Water,NULL,Water,Wetland
1721,Bareland,NULL,Water,NULL,Water,Water
1722,Bareland,NULL,Water,Non_Water,Water,Grassland
1723,Bareland,NULL,Water,Non_Water,Water,Wetland
1724,Bareland,NULL,Water,Non_Water,Water,Water
1725,Bareland,NULL,Water,Water,Water,Wetland
1726,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1727,Bareland,NULL,Water,Water,Water,Water
1728,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1729,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1730,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1731,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1732,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1733,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1734,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1735,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1736,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1737,Bareland,Wetland,NULL,NULL,Non_Wetland,Water
1738,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
1739,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1740,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1741,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1742,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1743,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1744,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1745,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1746,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1747,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1748,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1749,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1750,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1751,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1752,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1753,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1754,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1755,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1756,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1757,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1758,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1759,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1760,Bareland,Wetland,Wetland,NULL,Wetland,Water
1761,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1762,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1763,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1764,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1765,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1766,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1767,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1768,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1769,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1770,Bareland,Wetland,Wetland,Water,Wetland,Water
1771,Bareland,Wetland,Wetland,Water,Wetland,Forest
1772,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1773,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1774,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1775,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1776,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1777,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1778,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1779,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1780,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1781,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1782,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1783,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1784,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1785,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1786,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1787,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1788,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1789,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1790,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1791,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1792,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
1793,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1794,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1795,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1796,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1797,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1798,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1799,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1800,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1801,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1802,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1803,Bareland,Wetland,Bareland,Water,Non_Wetland,Forest
1804,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1805,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1806,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1807,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1808,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1809,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1810,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1811,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1812,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1813,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1814,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1815,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1816,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1817,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1818,Bareland,Wetland,Water,NULL,Water,Grassland
1819,Bareland,Wetland,Water,NULL,Water,Wetland
1820,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1821,Bareland,Wetland,Water,NULL,Water,Bareland
1822,Bareland,Wetland,Water,NULL,Water,Water
1823,Bareland,Wetland,Water,Non_Water,Water,Grassland
1824,Bareland,Wetland,Water,Non_Water,Water,Wetland
1825,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1826,Bareland,Wetland,Water,Non_Water,Water,Bareland
1827,Bareland,Wetland,Water,Non_Water,Water,Water
1828,Bareland,Wetland,Water,Water,Water,Grassland
1829,Bareland,Wetland,Water,Water,Water,Wetland
1830,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1831,Bareland,Wetland,Water,Water,Water,Bareland
1832,Bareland,Wetland,Water,Water,Water,Water
1833,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1834,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1835,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1836,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1837,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1838,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1839,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1840,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1841,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1842,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1843,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
1844,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1845,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1846,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland
1847,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1848,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1849,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1850,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1851,Bareland,Bareland,Wetland,NULL,Wetland,Water
1852,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1853,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1854,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1855,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1856,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1857,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1858,Bareland,Bareland,Wetland,Water,Wetland,Water
1859,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1860,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1861,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1862,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1863,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1864,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1865,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1866,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1867,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1868,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1869,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1870,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1871,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1872,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1873,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1874,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1875,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1876,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1877,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1878,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1879,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1880,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1881,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1882,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1883,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1884,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1885,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1886,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1887,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1888,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1889,Bareland,Bareland,Water,NULL,Water,Bareland
1890,Bareland,Bareland,Water,NULL,Water,Water
1891,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
1892,Bareland,Bareland,Water,Non_Water,Water,Water
1893,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1894,Bareland,Bareland,Water,Water,Water,Bareland
1895,Bareland,Bareland,Water,Water,Water,Water
1896,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1897,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1898,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1899,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1900,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1901,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1902,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1903,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1904,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1905,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1906,Bareland,Water,Wetland,NULL,Wetland,Grassland
1907,Bareland,Water,Wetland,NULL,Wetland,Wetland
1908,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1909,Bareland,Water,Wetland,NULL,Wetland,Bareland
1910,Bareland,Water,Wetland,NULL,Wetland,Water
1911,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1912,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1913,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1914,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1915,Bareland,Water,Wetland,Non_Water,Wetland,Water
1916,Bareland,Water,Wetland,Water,Wetland,Grassland
1917,Bareland,Water,Wetland,Water,Wetland,Wetland
1918,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1919,Bareland,Water,Wetland,Water,Wetland,Bareland
1920,Bareland,Water,Wetland,Water,Wetland,Water
1921,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1922,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1923,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1924,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1925,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1926,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1927,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1928,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1929,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1930,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1931,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1932,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1933,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1934,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1935,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1936,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1937,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1938,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1939,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1940,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1941,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1942,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1943,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1944,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1945,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1946,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1947,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1948,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1949,Bareland,Water,Bareland,Water,Non_Wetland,Water
1950,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1951,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1952,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1953,Bareland,Water,Built-up,Water,Non_Wetland,Water
1954,Bareland,Water,Water,NULL,Water,Grassland
1955,Bareland,Water,Water,NULL,Water,Wetland
1956,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
1957,Bareland,Water,Water,NULL,Water,Bareland
1958,Bareland,Water,Water,NULL,Water,Water
1959,Bareland,Water,Water,Non_Water,Water,Grassland
1960,Bareland,Water,Water,Non_Water,Water,Wetland
1961,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1962,Bareland,Water,Water,Non_Water,Water,Water
1963,Bareland,Water,Water,Water,Water,Grassland
1964,Bareland,Water,Water,Water,Water,Wetland
1965,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1966,Bareland,Water,Water,Water,Water,Bareland
1967,Bareland,Water,Water,Water,Water,Water
1968,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
