Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
1565,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1566,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1567,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1568,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1569,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1570,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1571,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1572,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1573,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1574,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1575,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1576,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1577,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1578,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1579,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1580,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1581,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1582,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1583,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1584,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1585,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1586,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1587,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1588,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1589,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1590,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1591,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1592,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1593,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1594,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1595,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1596,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1597,Wetland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1598,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1599,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1600,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1601,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1602,Wetland,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1603,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1604,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1605,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1606,Wetland,Forest,Wetland,NULL,NULL,Grassland
1607,Wetland,Forest,Wetland,NULL,NULL,Wetland
1608,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1609,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1610,Wetland,Forest,Wetland,NULL,Wetland,Water
1611,Wetland,Forest,Wetland,NULL,Wetland,Forest
1612,Wetland,Forest,Wetland,Water,Wetland,Wetland
1613,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1614,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1615,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1616,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1617,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1618,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1619,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1620,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1621,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1622,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1623,Wetland,Forest,Water,NULL,Water,Wetland
1624,Wetland,Forest,Water,Water,Water,Wetland
1625,Wetland,Forest,Water,Water,Water,Water
1626,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1627,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1629,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1630,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1631,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1632,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1633,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1634,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1635,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1636,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1637,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1638,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1639,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1640,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1641,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1642,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1643,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1644,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1645,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1646,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1647,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1648,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1649,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1650,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1651,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1652,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1653,Bareland,NULL,Wetland,NULL,NULL,Grassland
1654,Bareland,NULL,Wetland,NULL,NULL,Wetland
1655,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1656,Bareland,NULL,Wetland,NULL,NULL,Bareland
1657,Bareland,NULL,Wetland,NULL,NULL,Water
1658,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1659,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1660,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1661,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1662,Bareland,NULL,Wetland,NULL,Wetland,Water
1663,Bareland,NULL,Wetland,Non_Water,NULL,Grassland
1664,Bareland,NULL,Wetland,Non_Water,NULL,Lichens_and_Mosses
1665,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1666,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1667,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1668,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1669,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1670,Bareland,NULL,Wetland,Water,NULL,Grassland
1671,Bareland,NULL,Wetland,Water,NULL,Wetland
1672,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
1673,Bareland,NULL,Wetland,Water,NULL,Bareland
1674,Bareland,NULL,Wetland,Water,NULL,Water
1675,Bareland,NULL,Wetland,Water,Wetland,Grassland
1676,Bareland,NULL,Wetland,Water,Wetland,Wetland
1677,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1678,Bareland,NULL,Wetland,Water,Wetland,Bareland
1679,Bareland,NULL,Wetland,Water,Wetland,Water
1680,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1681,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1682,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1683,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1684,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1685,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1686,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1687,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1688,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1689,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1690,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1691,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1692,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1693,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1694,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1695,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1696,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1697,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1698,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1699,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1700,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1701,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1704,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1705,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1706,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1707,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1708,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1709,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1710,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1711,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1712,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1713,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1714,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1715,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1716,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1717,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1718,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1719,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1720,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1721,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1722,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1723,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1724,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1725,Bareland,NULL,Water,NULL,NULL,Lichens_and_Mosses
1726,Bareland,NULL,Water,NULL,Water,Grassland
1727,Bareland,NULL,Water,NULL,Water,Wetland
1728,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1729,Bareland,NULL,Water,NULL,Water,Water
1730,Bareland,NULL,Water,Non_Water,Water,Grassland
1731,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1732,Bareland,NULL,Water,Water,NULL,Grassland
1733,Bareland,NULL,Water,Water,Water,Grassland
1734,Bareland,NULL,Water,Water,Water,Wetland
1735,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1736,Bareland,NULL,Water,Water,Water,Water
1737,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1738,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1739,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1740,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1741,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1742,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1743,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1744,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1745,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1746,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1747,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1748,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1749,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1750,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1751,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1752,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1753,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1754,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1755,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1756,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1757,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1758,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1759,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1760,Bareland,Wetland,Wetland,NULL,NULL,Wetland
1761,Bareland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
1762,Bareland,Wetland,Wetland,NULL,NULL,Bareland
1763,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1764,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1765,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1766,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1767,Bareland,Wetland,Wetland,NULL,Wetland,Built-up
1768,Bareland,Wetland,Wetland,NULL,Wetland,Water
1769,Bareland,Wetland,Wetland,Non_Water,NULL,Water
1770,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1771,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1772,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1773,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1774,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1775,Bareland,Wetland,Wetland,Water,NULL,Wetland
1776,Bareland,Wetland,Wetland,Water,NULL,Bareland
1777,Bareland,Wetland,Wetland,Water,NULL,Water
1778,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1779,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1780,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1781,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1782,Bareland,Wetland,Wetland,Water,Wetland,Water
1783,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1784,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1785,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1786,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1787,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1788,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1789,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1790,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1791,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1792,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1793,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1794,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1795,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1796,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1797,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1798,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1799,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1800,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1801,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1802,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1803,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1804,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1805,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1806,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1807,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1808,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1809,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1810,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1811,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1812,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1813,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1814,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1815,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1816,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1817,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1818,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1819,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1820,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1821,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1822,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1823,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1824,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1825,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1826,Bareland,Wetland,Water,NULL,Water,Grassland
1827,Bareland,Wetland,Water,NULL,Water,Wetland
1828,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1829,Bareland,Wetland,Water,NULL,Water,Water
1830,Bareland,Wetland,Water,Non_Water,Water,Wetland
1831,Bareland,Wetland,Water,Non_Water,Water,Water
1832,Bareland,Wetland,Water,Water,NULL,Water
1833,Bareland,Wetland,Water,Water,Water,Grassland
1834,Bareland,Wetland,Water,Water,Water,Wetland
1835,Bareland,Wetland,Water,Water,Water,Bareland
1836,Bareland,Wetland,Water,Water,Water,Water
1837,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1838,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1839,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1840,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1841,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1842,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1843,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1844,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1845,Bareland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1846,Bareland,Bareland,Wetland,NULL,NULL,Bareland
1847,Bareland,Bareland,Wetland,NULL,NULL,Water
1848,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1849,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
1850,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1851,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1852,Bareland,Bareland,Wetland,NULL,Wetland,Water
1853,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1854,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1855,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1856,Bareland,Bareland,Wetland,Water,NULL,Lichens_and_Mosses
1857,Bareland,Bareland,Wetland,Water,NULL,Bareland
1858,Bareland,Bareland,Wetland,Water,NULL,Water
1859,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1860,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1861,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1862,Bareland,Bareland,Wetland,Water,Wetland,Water
1863,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1864,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1865,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1866,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1867,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1868,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1869,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1870,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1871,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1872,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1873,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1874,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1875,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1876,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1877,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1878,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1879,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1880,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1881,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1882,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1883,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1884,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1885,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1886,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1887,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1888,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1889,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1890,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1891,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1892,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1893,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1894,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1895,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1896,Bareland,Bareland,Water,Water,NULL,Water
1897,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1898,Bareland,Bareland,Water,Water,Water,Bareland
1899,Bareland,Bareland,Water,Water,Water,Water
1900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1901,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1902,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1903,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1904,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1905,Bareland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1906,Bareland,Built-up,Wetland,NULL,NULL,Bareland
1907,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1908,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
1909,Bareland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1910,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
1911,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
1912,Bareland,Built-up,Wetland,NULL,Wetland,Water
1913,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1914,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland
1915,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland
1916,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
1917,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1918,Bareland,Built-up,Wetland,Water,NULL,Lichens_and_Mosses
1919,Bareland,Built-up,Wetland,Water,NULL,Bareland
1920,Bareland,Built-up,Wetland,Water,NULL,Water
1921,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1922,Bareland,Built-up,Wetland,Water,Wetland,Wetland
1923,Bareland,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
1924,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1925,Bareland,Built-up,Wetland,Water,Wetland,Water
1926,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1927,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1928,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1929,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1930,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1931,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1932,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1933,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1934,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1935,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1936,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1937,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1938,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1939,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1940,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1941,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1942,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1943,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1944,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1945,Bareland,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1946,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1947,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
