Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
1583,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1584,Wetland,Water,Water,Water,Water,Bareland
1585,Wetland,Water,Water,Water,Water,Water
1586,Wetland,Water,Water,Water,Water,Permanent_ice_and_snow
1587,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1588,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1589,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1590,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1591,Wetland,Water,Forest,NULL,Non_Wetland,Water
1592,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1593,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1594,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1595,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1596,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1597,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1598,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1599,Wetland,Water,Forest,Water,Non_Wetland,Water
1600,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1601,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1602,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1603,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1604,Wetland,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
1605,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1606,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1607,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1608,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1609,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1610,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1611,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1612,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1613,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1614,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1615,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1616,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1617,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1618,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1619,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1620,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1621,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1622,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1623,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1624,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1625,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1626,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1627,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1628,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1629,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1630,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1631,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1632,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1633,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1634,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1635,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1636,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1637,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1638,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1639,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1640,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1641,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1642,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1643,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1644,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1645,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1646,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1647,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1648,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1649,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1650,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1651,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1652,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1653,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1654,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1655,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1656,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1657,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1658,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1659,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1660,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1661,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1662,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1663,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1664,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1665,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1666,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1667,Wetland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1668,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1669,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1670,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1671,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1672,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1673,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1674,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1675,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1676,Wetland,Permanent_ice_and_snow,Water,Water,NULL,Water
1677,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1678,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1679,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1680,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1681,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1682,Wetland,Permanent_ice_and_snow,Water,Water,Water,Forest
1683,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1684,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1685,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1686,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1687,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1688,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1689,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1690,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1691,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1692,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1693,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1694,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1695,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1696,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1697,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1698,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1699,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1700,Wetland,Forest,Wetland,NULL,Wetland,Water
1701,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1702,Wetland,Forest,Wetland,Water,Wetland,Wetland
1703,Wetland,Forest,Wetland,Water,Wetland,Water
1704,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1705,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1706,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1707,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1708,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1709,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1710,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1711,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1712,Wetland,Forest,Water,Water,Water,Wetland
1713,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1714,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1715,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1716,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1717,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1718,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1719,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1720,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1721,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1722,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1723,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1724,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1728,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1729,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1730,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1731,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1732,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1733,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1734,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1735,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1736,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1737,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1738,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1739,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1740,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1741,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1742,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1743,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1744,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1745,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1746,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1747,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1748,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1749,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1750,Bareland,NULL,Wetland,NULL,NULL,Grassland
1751,Bareland,NULL,Wetland,NULL,NULL,Wetland
1752,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
1753,Bareland,NULL,Wetland,NULL,NULL,Water
1754,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1755,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1756,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1757,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1758,Bareland,NULL,Wetland,NULL,Wetland,Water
1759,Bareland,NULL,Wetland,NULL,Wetland,Permanent_ice_and_snow
1760,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1761,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1762,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1763,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1764,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1765,Bareland,NULL,Wetland,Water,NULL,Wetland
1766,Bareland,NULL,Wetland,Water,NULL,Bareland
1767,Bareland,NULL,Wetland,Water,NULL,Water
1768,Bareland,NULL,Wetland,Water,Wetland,Grassland
1769,Bareland,NULL,Wetland,Water,Wetland,Wetland
1770,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1771,Bareland,NULL,Wetland,Water,Wetland,Bareland
1772,Bareland,NULL,Wetland,Water,Wetland,Water
1773,Bareland,NULL,Wetland,Water,Wetland,Permanent_ice_and_snow
1774,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1775,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1776,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1777,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1778,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1779,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1780,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1781,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1782,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1783,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1784,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1785,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1786,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1787,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1788,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1789,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1790,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1791,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1792,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1793,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1794,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1795,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1796,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1797,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1798,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1799,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1800,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1801,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1802,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1803,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1804,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1805,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1806,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1807,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1808,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1809,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1810,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1811,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1812,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1813,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1814,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1815,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1816,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1817,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1818,Bareland,NULL,Water,NULL,NULL,Wetland
1819,Bareland,NULL,Water,NULL,Water,Grassland
1820,Bareland,NULL,Water,NULL,Water,Wetland
1821,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1822,Bareland,NULL,Water,NULL,Water,Bareland
1823,Bareland,NULL,Water,NULL,Water,Water
1824,Bareland,NULL,Water,Non_Water,NULL,Wetland
1825,Bareland,NULL,Water,Non_Water,Water,Grassland
1826,Bareland,NULL,Water,Non_Water,Water,Wetland
1827,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1828,Bareland,NULL,Water,Non_Water,Water,Bareland
1829,Bareland,NULL,Water,Non_Water,Water,Water
1830,Bareland,NULL,Water,Water,Water,Grassland
1831,Bareland,NULL,Water,Water,Water,Wetland
1832,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1833,Bareland,NULL,Water,Water,Water,Bareland
1834,Bareland,NULL,Water,Water,Water,Water
1835,Bareland,NULL,Water,Water,Water,Permanent_ice_and_snow
1836,Bareland,NULL,Water,Water,Water,Forest
1837,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1838,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1839,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1840,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1841,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1842,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1843,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1844,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1845,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1846,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1847,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1848,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1849,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1850,Bareland,NULL,Forest,Water,Non_Wetland,Water
1851,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1852,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1853,Bareland,Cropland,Wetland,Water,Wetland,Water
1854,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1855,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1856,Bareland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1857,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1858,Bareland,Wetland,NULL,NULL,Non_Wetland,Water
1859,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1860,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1861,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
1862,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Water
1863,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
1864,Bareland,Wetland,NULL,Water,Non_Wetland,Water
1865,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1866,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1867,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1868,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1869,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1870,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1871,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1872,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1873,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1874,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1875,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Permanent_ice_and_snow
1876,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1877,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1878,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1879,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1880,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1881,Bareland,Wetland,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
1882,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1883,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1884,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1885,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1886,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1887,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1888,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1889,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1890,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1891,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1892,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1893,Bareland,Wetland,Wetland,NULL,NULL,Grassland
1894,Bareland,Wetland,Wetland,NULL,NULL,Wetland
1895,Bareland,Wetland,Wetland,NULL,NULL,Lichens_and_Mosses
1896,Bareland,Wetland,Wetland,NULL,NULL,Bareland
1897,Bareland,Wetland,Wetland,NULL,NULL,Water
1898,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1899,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1900,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1901,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1902,Bareland,Wetland,Wetland,NULL,Wetland,Water
1903,Bareland,Wetland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1904,Bareland,Wetland,Wetland,Non_Water,NULL,Wetland
1905,Bareland,Wetland,Wetland,Non_Water,NULL,Bareland
1906,Bareland,Wetland,Wetland,Non_Water,NULL,Water
1907,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1908,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1909,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1910,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1911,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1912,Bareland,Wetland,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
1913,Bareland,Wetland,Wetland,Water,NULL,Grassland
1914,Bareland,Wetland,Wetland,Water,NULL,Wetland
1915,Bareland,Wetland,Wetland,Water,NULL,Lichens_and_Mosses
1916,Bareland,Wetland,Wetland,Water,NULL,Water
1917,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1918,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1919,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1920,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1921,Bareland,Wetland,Wetland,Water,Wetland,Water
1922,Bareland,Wetland,Wetland,Water,Wetland,Permanent_ice_and_snow
1923,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1924,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1925,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1926,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1927,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1928,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
1929,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1930,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1931,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1932,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1933,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1934,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Permanent_ice_and_snow
1935,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1936,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1937,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1938,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1939,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1940,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Permanent_ice_and_snow
1941,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1942,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1943,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1944,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1945,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1946,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1947,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1948,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1949,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1950,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1951,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1952,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1953,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1954,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
