Value,SIBERIA_2024_ESA_CALU_2024_43WDN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,SIBERIA_2024_WorldCover_2021_43WDN_M_R
1616,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1617,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1618,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1619,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1620,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1621,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1622,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1623,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1624,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1625,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1626,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1627,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1628,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1629,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1630,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1631,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1632,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1633,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1634,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1635,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1636,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1637,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1638,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1639,Bareland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1640,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1641,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1642,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1643,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1644,Bareland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1645,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1646,Bareland,Forest,Wetland,NULL,Wetland,Water
1647,Bareland,Forest,Wetland,NULL,Wetland,Forest
1648,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1649,Bareland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1650,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
1651,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1652,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1653,Bareland,Forest,Wetland,Water,Wetland,Water
1654,Bareland,Forest,Wetland,Water,Wetland,Forest
1655,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1656,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1657,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1658,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1659,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1660,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1661,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1662,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1663,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1664,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1665,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1666,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1667,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1668,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1669,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1670,Bareland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1671,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1672,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1673,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1674,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1675,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1676,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1677,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water
1678,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1679,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1680,Bareland,Forest,Water,NULL,Water,Grassland
1681,Bareland,Forest,Water,NULL,Water,Water
1682,Bareland,Forest,Water,NULL,Water,Forest
1683,Bareland,Forest,Water,Non_Water,Water,Grassland
1684,Bareland,Forest,Water,Non_Water,Water,Forest
1685,Bareland,Forest,Water,Water,Water,Lichens_and_Mosses
1686,Bareland,Forest,Water,Water,Water,Bareland
1687,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1688,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1689,Bareland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1690,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1691,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1692,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1693,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1694,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1695,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1696,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1697,Water,NULL,Wetland,Water,Wetland,Wetland
1698,Water,NULL,Water,Non_Water,Water,Wetland
1699,Water,Wetland,Wetland,NULL,Wetland,Water
1700,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1701,Water,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1702,Water,Wetland,Wetland,Non_Water,Wetland,Water
1703,Water,Wetland,Wetland,Water,Wetland,Water
1704,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1705,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1706,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1707,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1708,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1709,Water,Wetland,Bareland,Water,Non_Wetland,Water
1710,Water,Wetland,Water,Non_Water,Water,Wetland
1711,Water,Wetland,Water,Non_Water,Water,Water
1712,Water,Wetland,Water,Water,Water,Wetland
1713,Water,Wetland,Water,Water,Water,Water
1714,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1715,Water,Wetland,Forest,Water,Non_Wetland,Water
1716,Water,Water,Wetland,NULL,Wetland,Wetland
1717,Water,Water,Wetland,NULL,Wetland,Water
1718,Water,Water,Wetland,Non_Water,Wetland,Wetland
1719,Water,Water,Wetland,Non_Water,Wetland,Water
1720,Water,Water,Wetland,Water,Wetland,Water
1721,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1722,Water,Water,Bareland,NULL,Non_Wetland,Water
1723,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1724,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1725,Water,Water,Bareland,Water,Non_Wetland,Water
1726,Water,Water,Water,NULL,Water,Wetland
1727,Water,Water,Water,NULL,Water,Water
1728,Water,Water,Water,Non_Water,Water,Water
1729,Water,Water,Water,Water,Water,Wetland
1730,Water,Water,Water,Water,Water,Water
1731,Water,Water,Forest,NULL,Non_Wetland,Water
1732,Water,Water,Forest,Non_Water,Non_Wetland,Water
1733,Water,Water,Forest,Water,Non_Wetland,Water
1734,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1735,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1736,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1737,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1738,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1739,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1740,Forest,NULL,Wetland,NULL,Wetland,Grassland
1741,Forest,NULL,Wetland,NULL,Wetland,Wetland
1742,Forest,NULL,Wetland,NULL,Wetland,Forest
1743,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1744,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1745,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1746,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1748,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1749,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1750,Forest,NULL,Forest,Water,Non_Wetland,Forest
1751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1752,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1753,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1754,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1755,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1756,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1757,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1758,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1759,Forest,Water,Wetland,NULL,Wetland,Grassland
1760,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1761,Forest,Water,Forest,NULL,Non_Wetland,Forest
1762,Forest,Water,Forest,Water,Non_Wetland,Grassland
1763,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1764,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1765,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1766,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1767,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1771,Forest,Forest,Wetland,NULL,Wetland,Grassland
1772,Forest,Forest,Wetland,NULL,Wetland,Wetland
1773,Forest,Forest,Wetland,NULL,Wetland,Water
1774,Forest,Forest,Wetland,NULL,Wetland,Forest
1775,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1776,Forest,Forest,Wetland,Water,Wetland,Water
1777,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1778,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1779,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1780,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1781,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1782,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1783,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1784,Forest,Forest,Forest,NULL,Non_Wetland,Water
1785,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1786,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1787,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1788,Forest,Forest,Forest,Water,Non_Wetland,Water
1789,Forest,Forest,Forest,Water,Non_Wetland,Forest
