Value,SIBERIA_2024_ESA_CALU_2024_45XWC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XWC_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XWC_M_R,SIBERIA_2024_GSW_Yearly_2021_45XWC_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XWC_M_R,SIBERIA_2024_WorldCover_2021_45XWC_M_R
1593,Bareland,Water,Wetland,NULL,NULL,Bareland
1594,Bareland,Water,Wetland,NULL,NULL,Water
1595,Bareland,Water,Wetland,NULL,Wetland,Grassland
1596,Bareland,Water,Wetland,NULL,Wetland,Wetland
1597,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1598,Bareland,Water,Wetland,NULL,Wetland,Bareland
1599,Bareland,Water,Wetland,NULL,Wetland,Water
1600,Bareland,Water,Wetland,Non_Water,NULL,Grassland
1601,Bareland,Water,Wetland,Non_Water,NULL,Wetland
1602,Bareland,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
1603,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1604,Bareland,Water,Wetland,Non_Water,NULL,Water
1605,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1606,Bareland,Water,Wetland,Non_Water,Wetland,Water
1607,Bareland,Water,Wetland,Water,NULL,Wetland
1608,Bareland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1609,Bareland,Water,Wetland,Water,NULL,Bareland
1610,Bareland,Water,Wetland,Water,NULL,Water
1611,Bareland,Water,Wetland,Water,Wetland,Grassland
1612,Bareland,Water,Wetland,Water,Wetland,Wetland
1613,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1614,Bareland,Water,Wetland,Water,Wetland,Bareland
1615,Bareland,Water,Wetland,Water,Wetland,Water
1616,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1617,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1618,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1619,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1620,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1621,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1622,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1623,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1624,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1625,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1626,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1627,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1628,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1629,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1630,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1631,Bareland,Water,Bareland,Water,Non_Wetland,Water
1632,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1633,Bareland,Water,Water,NULL,NULL,Water
1634,Bareland,Water,Water,NULL,Water,Grassland
1635,Bareland,Water,Water,NULL,Water,Wetland
1636,Bareland,Water,Water,NULL,Water,Water
1637,Bareland,Water,Water,Non_Water,NULL,Water
1638,Bareland,Water,Water,Non_Water,Water,Water
1639,Bareland,Water,Water,Water,NULL,Wetland
1640,Bareland,Water,Water,Water,NULL,Lichens_and_Mosses
1641,Bareland,Water,Water,Water,NULL,Bareland
1642,Bareland,Water,Water,Water,NULL,Water
1643,Bareland,Water,Water,Water,Water,Grassland
1644,Bareland,Water,Water,Water,Water,Wetland
1645,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1646,Bareland,Water,Water,Water,Water,Bareland
1647,Bareland,Water,Water,Water,Water,Water
1648,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1649,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1650,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1651,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1652,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1653,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1654,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1655,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1656,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1657,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1658,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1659,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1660,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1661,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1662,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1663,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1664,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1665,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1666,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1667,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1668,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1669,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1670,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1671,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1672,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
1673,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
1674,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1675,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1676,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1677,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
1678,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1679,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1680,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1681,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1682,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1683,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1684,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1685,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1686,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1687,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1688,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1689,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1690,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1691,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1692,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1693,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1694,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1695,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1696,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1697,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1698,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1699,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1700,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1701,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1702,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1703,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1704,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1705,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Water
1706,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1707,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1708,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
1709,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1710,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1711,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
1712,Bareland,Forest,Wetland,Water,Wetland,Wetland
1713,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1714,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
1715,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1716,Bareland,Forest,Forest,Water,Non_Wetland,Wetland
1717,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1718,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1719,Water,NULL,Wetland,NULL,Wetland,Water
1720,Water,NULL,Wetland,Water,Wetland,Water
1721,Water,NULL,Water,Water,Water,Water
1722,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1723,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1724,Water,Wetland,Wetland,NULL,Wetland,Wetland
1725,Water,Wetland,Wetland,NULL,Wetland,Water
1726,Water,Wetland,Wetland,Non_Water,Wetland,Water
1727,Water,Wetland,Wetland,Water,Wetland,Wetland
1728,Water,Wetland,Wetland,Water,Wetland,Water
1729,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1730,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1731,Water,Wetland,Water,NULL,Water,Water
1732,Water,Wetland,Water,Non_Water,Water,Water
1733,Water,Wetland,Water,Water,NULL,Water
1734,Water,Wetland,Water,Water,Water,Water
1735,Water,Bareland,Wetland,NULL,NULL,Water
1736,Water,Bareland,Wetland,NULL,Wetland,Water
1737,Water,Bareland,Wetland,Non_Water,Wetland,Water
1738,Water,Bareland,Wetland,Water,NULL,Water
1739,Water,Bareland,Wetland,Water,Wetland,Water
1740,Water,Bareland,Water,NULL,NULL,Water
1741,Water,Bareland,Water,NULL,Water,Water
1742,Water,Bareland,Water,Water,NULL,Water
1743,Water,Bareland,Water,Water,Water,Water
1744,Water,Water,Shrubland,NULL,Non_Wetland,Water
1745,Water,Water,Shrubland,Water,Non_Wetland,Water
1746,Water,Water,Wetland,NULL,NULL,Water
1747,Water,Water,Wetland,NULL,Wetland,Water
1748,Water,Water,Wetland,Non_Water,NULL,Water
1749,Water,Water,Wetland,Non_Water,Wetland,Water
1750,Water,Water,Wetland,Water,NULL,Water
1751,Water,Water,Wetland,Water,Wetland,Wetland
1752,Water,Water,Wetland,Water,Wetland,Water
1753,Water,Water,Bareland,NULL,Non_Wetland,Water
1754,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1755,Water,Water,Bareland,Water,Non_Wetland,Water
1756,Water,Water,Water,NULL,NULL,Water
1757,Water,Water,Water,NULL,Water,Water
1758,Water,Water,Water,Non_Water,NULL,Water
1759,Water,Water,Water,Non_Water,Water,Water
1760,Water,Water,Water,Water,NULL,Water
1761,Water,Water,Water,Water,Water,Wetland
1762,Water,Water,Water,Water,Water,Water
1763,Water,Water,Forest,NULL,Non_Wetland,Water
1764,Water,Water,Forest,Water,Non_Wetland,Water
1765,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1766,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1767,Water,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1768,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1769,Water,Permanent_ice_and_snow,Water,NULL,NULL,Water
1770,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1771,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1772,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1773,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1774,Permanent_ice_and_snow,NULL,Wetland,NULL,NULL,Water
1775,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water
1776,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
1777,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Water
1778,Permanent_ice_and_snow,Water,Water,NULL,NULL,Water
1779,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1780,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1781,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1782,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1783,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1784,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1785,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1786,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1787,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1788,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1790,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1791,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1792,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1793,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1794,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1795,Forest,NULL,Wetland,NULL,Wetland,Wetland
1796,Forest,NULL,Wetland,Water,Wetland,Wetland
1797,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1798,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1799,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1800,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1801,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1802,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1803,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1804,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1805,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1806,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1807,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1808,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1809,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1810,Forest,Wetland,Wetland,NULL,Wetland,Water
1811,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1812,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1813,Forest,Wetland,Wetland,Water,Wetland,Wetland
1814,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1815,Forest,Wetland,Water,NULL,Water,Water
1816,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1817,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1818,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1819,Forest,Water,Wetland,Water,Wetland,Wetland
1820,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1821,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1822,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1823,Forest,Forest,Wetland,NULL,Wetland,Wetland
1824,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1825,Forest,Forest,Wetland,Water,Wetland,Wetland
1826,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1827,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1828,Forest,Forest,Forest,Water,Non_Wetland,Wetland
