Value,SIBERIA_2024_ESA_CALU_2024_42XWF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWF_M_R,SIBERIA_2024_WorldCover_2021_42XWF_M_R
1532,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1533,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1534,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1535,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1536,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1537,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1538,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1539,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1540,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1541,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1542,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1543,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1544,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1545,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1546,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1547,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1548,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1549,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1550,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1551,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1552,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1553,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1554,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1555,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1557,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
1558,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1559,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1560,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1561,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1562,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1563,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1564,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1565,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1566,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1567,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1568,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1569,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1570,Water,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1571,Water,NULL,Wetland,NULL,Wetland,Bareland
1572,Water,NULL,Wetland,NULL,Wetland,Water
1573,Water,NULL,Wetland,Non_Water,Wetland,Water
1574,Water,NULL,Wetland,Water,Wetland,Wetland
1575,Water,NULL,Wetland,Water,Wetland,Bareland
1576,Water,NULL,Wetland,Water,Wetland,Water
1577,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1578,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1579,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1580,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1581,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1582,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1583,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1584,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1585,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1586,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1587,Water,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1588,Water,NULL,Bareland,NULL,Non_Wetland,Water
1589,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1590,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1591,Water,NULL,Bareland,Water,Non_Wetland,Water
1592,Water,NULL,Water,NULL,Water,Wetland
1593,Water,NULL,Water,NULL,Water,Water
1594,Water,NULL,Water,Non_Water,Water,Wetland
1595,Water,NULL,Water,Non_Water,Water,Water
1596,Water,NULL,Water,Water,Water,Wetland
1597,Water,NULL,Water,Water,Water,Water
1598,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1599,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1600,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1601,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1602,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1603,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1604,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1605,Water,Wetland,Wetland,NULL,Wetland,Wetland
1606,Water,Wetland,Wetland,NULL,Wetland,Bareland
1607,Water,Wetland,Wetland,NULL,Wetland,Water
1608,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1609,Water,Wetland,Wetland,Non_Water,Wetland,Water
1610,Water,Wetland,Wetland,Water,Wetland,Grassland
1611,Water,Wetland,Wetland,Water,Wetland,Wetland
1612,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1613,Water,Wetland,Wetland,Water,Wetland,Bareland
1614,Water,Wetland,Wetland,Water,Wetland,Water
1615,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1616,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1617,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1618,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1619,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1620,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1621,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1622,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1623,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1624,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1625,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1626,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1627,Water,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1628,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1629,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1630,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1631,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1632,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1633,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1634,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1635,Water,Wetland,Bareland,Water,Non_Wetland,Water
1636,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
1637,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water
1638,Water,Wetland,Water,NULL,Water,Wetland
1639,Water,Wetland,Water,NULL,Water,Water
1640,Water,Wetland,Water,Non_Water,Water,Grassland
1641,Water,Wetland,Water,Non_Water,Water,Wetland
1642,Water,Wetland,Water,Non_Water,Water,Water
1643,Water,Wetland,Water,Water,Water,Grassland
1644,Water,Wetland,Water,Water,Water,Wetland
1645,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
1646,Water,Wetland,Water,Water,Water,Bareland
1647,Water,Wetland,Water,Water,Water,Water
1648,Water,Bareland,Wetland,NULL,Wetland,Water
1649,Water,Bareland,Wetland,Non_Water,Wetland,Water
1650,Water,Bareland,Wetland,Water,Wetland,Wetland
1651,Water,Bareland,Wetland,Water,Wetland,Water
1652,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1653,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1654,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1655,Water,Bareland,Bareland,Water,Non_Wetland,Water
1656,Water,Bareland,Water,NULL,Water,Water
1657,Water,Bareland,Water,Non_Water,Water,Water
1658,Water,Bareland,Water,Water,Water,Wetland
1659,Water,Bareland,Water,Water,Water,Water
1660,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1661,Water,Water,Shrubland,NULL,Non_Wetland,Water
1662,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1663,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1664,Water,Water,Shrubland,Water,Non_Wetland,Water
1665,Water,Water,Grassland,NULL,Non_Wetland,Water
1666,Water,Water,Grassland,Water,Non_Wetland,Water
1667,Water,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1668,Water,Water,Wetland,NULL,Wetland,Water
1669,Water,Water,Wetland,Non_Water,Wetland,Wetland
1670,Water,Water,Wetland,Non_Water,Wetland,Water
1671,Water,Water,Wetland,Water,NULL,Water
1672,Water,Water,Wetland,Water,Wetland,Grassland
1673,Water,Water,Wetland,Water,Wetland,Wetland
1674,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1675,Water,Water,Wetland,Water,Wetland,Bareland
1676,Water,Water,Wetland,Water,Wetland,Water
1677,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1678,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1679,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1680,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1681,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1682,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1683,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1684,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1685,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1686,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1687,Water,Water,Bareland,NULL,Non_Wetland,Water
1688,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1689,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1690,Water,Water,Bareland,Water,Non_Wetland,Grassland
1691,Water,Water,Bareland,Water,Non_Wetland,Wetland
1692,Water,Water,Bareland,Water,Non_Wetland,Water
1693,Water,Water,Water,NULL,Water,Wetland
1694,Water,Water,Water,NULL,Water,Water
1695,Water,Water,Water,Non_Water,Water,Wetland
1696,Water,Water,Water,Non_Water,Water,Water
1697,Water,Water,Water,Water,NULL,Water
1698,Water,Water,Water,Water,Water,Wetland
1699,Water,Water,Water,Water,Water,Lichens_and_Mosses
1700,Water,Water,Water,Water,Water,Bareland
1701,Water,Water,Water,Water,Water,Water
1702,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1703,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1704,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1705,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1706,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1707,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1708,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1709,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1710,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1711,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1712,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1713,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1714,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1715,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1716,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1717,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1718,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1719,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1720,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1721,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1722,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1723,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1724,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1725,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1726,Water,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1727,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1728,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1729,Water,Permanent_ice_and_snow,Water,Water,Water,Wetland
1730,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1731,Water,Forest,Bareland,Water,Non_Wetland,Water
1732,Water,Forest,Water,Water,Water,Wetland
1733,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1734,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1735,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1736,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1737,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland
1738,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1739,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1740,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1741,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1742,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1743,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1744,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1745,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
1746,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1747,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1748,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1749,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1750,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1751,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
1752,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland
1753,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1754,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland
1755,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water
1756,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
1757,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Bareland
1758,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland
1759,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Bareland
1760,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water
1761,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1762,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1763,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1764,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1765,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1766,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1767,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1768,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1769,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Grassland
1770,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland
1771,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1772,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1773,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1774,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1775,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Water
1776,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1777,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Water
1778,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water
1779,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Grassland
1780,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water
1781,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
1782,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1783,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland
1784,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1785,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1786,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Grassland
1787,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1788,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1789,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1790,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1791,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1792,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1793,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1794,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1795,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1796,Permanent_ice_and_snow,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1797,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1798,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1799,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1800,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1801,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1802,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1803,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1804,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1805,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1806,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1808,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1809,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1810,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1811,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1812,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1813,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1814,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1815,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1816,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1817,Forest,NULL,Water,NULL,Water,Wetland
1818,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1819,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1820,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1821,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1822,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1823,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1824,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1825,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1826,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1827,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1828,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1829,Forest,Wetland,Wetland,Water,Wetland,Wetland
1830,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1831,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1832,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1833,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1834,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1835,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1836,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1837,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1838,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1839,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1840,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1841,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1842,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1843,Forest,Wetland,Water,NULL,Water,Wetland
1844,Forest,Wetland,Water,Water,Water,Wetland
1845,Forest,Wetland,Water,Water,Water,Water
1846,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1847,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1848,Forest,Permanent_ice_and_snow,Water,NULL,Water,Water
1849,Forest,Permanent_ice_and_snow,Water,Water,Water,Water
1850,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1851,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1852,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1853,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1854,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
