Value,SIBERIA_2024_ESA_CALU_2024_44XNF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNF_M_R,SIBERIA_2024_WorldCover_2021_44XNF_M_R
1557,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1558,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1559,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1560,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1561,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1562,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1563,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1564,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1565,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1566,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1567,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1568,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1569,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1570,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1571,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1572,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1573,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1574,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1575,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1576,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1577,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1578,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1579,Water,NULL,Shrubland,Water,Non_Wetland,Water
1580,Water,NULL,Wetland,Water,Wetland,Water
1581,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1582,Water,NULL,Water,Water,Water,Lichens_and_Mosses
1583,Water,NULL,Water,Water,Water,Water
1584,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1585,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1586,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1587,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1588,Water,Wetland,Wetland,NULL,Wetland,Water
1589,Water,Wetland,Wetland,Non_Water,Wetland,Water
1590,Water,Wetland,Wetland,Water,Wetland,Wetland
1591,Water,Wetland,Wetland,Water,Wetland,Water
1592,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1593,Water,Wetland,Water,NULL,Water,Water
1594,Water,Wetland,Water,Non_Water,Water,Water
1595,Water,Wetland,Water,Water,Water,Wetland
1596,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
1597,Water,Wetland,Water,Water,Water,Water
1598,Water,Wetland,Forest,Water,Non_Wetland,Water
1599,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1600,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1601,Water,Water,Shrubland,NULL,Non_Wetland,Water
1602,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1603,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1604,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1605,Water,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1606,Water,Water,Shrubland,Water,Non_Wetland,Water
1607,Water,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1608,Water,Water,Grassland,NULL,Non_Wetland,Water
1609,Water,Water,Wetland,NULL,NULL,Wetland
1610,Water,Water,Wetland,NULL,Wetland,Water
1611,Water,Water,Wetland,Non_Water,Wetland,Water
1612,Water,Water,Wetland,Water,NULL,Bareland
1613,Water,Water,Wetland,Water,NULL,Water
1614,Water,Water,Wetland,Water,Wetland,Wetland
1615,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1616,Water,Water,Wetland,Water,Wetland,Bareland
1617,Water,Water,Wetland,Water,Wetland,Water
1618,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1619,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1620,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1621,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1622,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1623,Water,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1624,Water,Water,Bareland,Water,Non_Wetland,Water
1625,Water,Water,Water,NULL,Water,Lichens_and_Mosses
1626,Water,Water,Water,NULL,Water,Water
1627,Water,Water,Water,Non_Water,Water,Water
1628,Water,Water,Water,Water,NULL,Water
1629,Water,Water,Water,Water,Water,Grassland
1630,Water,Water,Water,Water,Water,Wetland
1631,Water,Water,Water,Water,Water,Lichens_and_Mosses
1632,Water,Water,Water,Water,Water,Water
1633,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1634,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1635,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1636,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1637,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1638,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1639,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1640,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1641,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1642,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1643,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1644,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1645,Forest,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1646,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1647,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1648,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1649,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1650,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1651,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1652,Forest,NULL,Wetland,NULL,Wetland,Grassland
1653,Forest,NULL,Wetland,NULL,Wetland,Wetland
1654,Forest,NULL,Wetland,Water,Wetland,Wetland
1655,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1656,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1657,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1658,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1659,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1660,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1661,Forest,NULL,Water,Water,Water,Wetland
1662,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1663,Forest,NULL,Forest,Water,Non_Wetland,Water
1664,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1665,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1666,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1667,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1668,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1669,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1670,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1671,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1672,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1673,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1674,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1675,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1676,Forest,Wetland,Wetland,NULL,Wetland,Water
1677,Forest,Wetland,Wetland,Water,Wetland,Wetland
1678,Forest,Wetland,Wetland,Water,Wetland,Water
1679,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1680,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1681,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1682,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1683,Forest,Wetland,Water,NULL,Water,Wetland
1684,Forest,Wetland,Water,NULL,Water,Water
1685,Forest,Wetland,Water,Water,Water,Water
1686,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1687,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1688,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1689,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1690,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1691,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1692,Forest,Water,Shrubland,Water,Non_Wetland,Water
1693,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1694,Forest,Water,Wetland,Water,Wetland,Wetland
1695,Forest,Water,Wetland,Water,Wetland,Water
1696,Forest,Water,Water,NULL,Water,Water
1697,Forest,Water,Water,Water,Water,Wetland
1698,Forest,Water,Water,Water,Water,Water
1699,Forest,Water,Forest,NULL,Non_Wetland,Water
1700,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1701,Forest,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1702,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
