Value,SIBERIA_2024_ESA_CALU_2024_43WEN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R,SIBERIA_2024_WorldCover_2021_43WEN_M_R
1616,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1617,Wetland,Water,Water,NULL,Water,Bareland
1618,Wetland,Water,Water,NULL,Water,Water
1619,Wetland,Water,Water,NULL,Water,Forest
1620,Wetland,Water,Water,Non_Water,Water,Grassland
1621,Wetland,Water,Water,Non_Water,Water,Wetland
1622,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1623,Wetland,Water,Water,Non_Water,Water,Bareland
1624,Wetland,Water,Water,Non_Water,Water,Water
1625,Wetland,Water,Water,Non_Water,Water,Forest
1626,Wetland,Water,Water,Water,Water,Grassland
1627,Wetland,Water,Water,Water,Water,Wetland
1628,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1629,Wetland,Water,Water,Water,Water,Bareland
1630,Wetland,Water,Water,Water,Water,Water
1631,Wetland,Water,Water,Water,Water,Forest
1632,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1633,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1634,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1635,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1636,Wetland,Water,Forest,NULL,Non_Wetland,Water
1637,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1638,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1639,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1640,Wetland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1641,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1642,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1643,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1644,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1645,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1646,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1647,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1648,Wetland,Water,Forest,Water,Non_Wetland,Water
1649,Wetland,Water,Forest,Water,Non_Wetland,Forest
1650,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1651,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1652,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1653,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1654,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1655,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1656,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1657,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1658,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1659,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1660,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1661,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1662,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1663,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1664,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1665,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1666,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1667,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1668,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1669,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1670,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1671,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1672,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1673,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1674,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1675,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1676,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1677,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1678,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1679,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1680,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1681,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1682,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1683,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1684,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1685,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1686,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1687,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1688,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1689,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1690,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1691,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1692,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1693,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1694,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1695,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1696,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1697,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1698,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1699,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1700,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1701,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1702,Wetland,Permanent_ice_and_snow,Water,Water,Water,Forest
1703,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1704,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1705,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1706,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1707,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1708,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1709,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1710,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1711,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1712,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1713,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1714,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1715,Wetland,Forest,NULL,NULL,Non_Wetland,Water
1716,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1717,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1718,Wetland,Forest,NULL,Water,Non_Wetland,Water
1719,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1720,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1721,Wetland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1722,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1723,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1724,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1725,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1726,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1727,Wetland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1728,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1729,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1730,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1731,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1732,Wetland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1733,Wetland,Forest,Wetland,NULL,Wetland,Bareland
1734,Wetland,Forest,Wetland,NULL,Wetland,Water
1735,Wetland,Forest,Wetland,NULL,Wetland,Forest
1736,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1737,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1738,Wetland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1739,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
1740,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1741,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1742,Wetland,Forest,Wetland,Water,Wetland,Grassland
1743,Wetland,Forest,Wetland,Water,Wetland,Wetland
1744,Wetland,Forest,Wetland,Water,Wetland,Water
1745,Wetland,Forest,Wetland,Water,Wetland,Forest
1746,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1747,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1748,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1749,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1750,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1751,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1752,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1753,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1754,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1755,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1756,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1757,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1758,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1759,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1760,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
1761,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1762,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1763,Wetland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1764,Wetland,Forest,Bareland,Water,Non_Wetland,Bareland
1765,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1766,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
1767,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1768,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1769,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1770,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1771,Wetland,Forest,Water,NULL,Water,Grassland
1772,Wetland,Forest,Water,NULL,Water,Wetland
1773,Wetland,Forest,Water,NULL,Water,Water
1774,Wetland,Forest,Water,NULL,Water,Forest
1775,Wetland,Forest,Water,Non_Water,Water,Wetland
1776,Wetland,Forest,Water,Non_Water,Water,Water
1777,Wetland,Forest,Water,Non_Water,Water,Forest
1778,Wetland,Forest,Water,Water,Water,Grassland
1779,Wetland,Forest,Water,Water,Water,Wetland
1780,Wetland,Forest,Water,Water,Water,Water
1781,Wetland,Forest,Water,Water,Water,Forest
1782,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1783,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1784,Wetland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1785,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1786,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1787,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1788,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1789,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1790,Wetland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1791,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1792,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1793,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1794,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1795,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1796,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
1797,Wetland,Forest,Forest,Water,Non_Wetland,Water
1798,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1799,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1800,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1801,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1806,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1807,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1808,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1809,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1810,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1811,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1812,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1813,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1814,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1815,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1816,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1817,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1818,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1819,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1820,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1821,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1822,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1823,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1824,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1825,Bareland,NULL,Wetland,NULL,Wetland,Water
1826,Bareland,NULL,Wetland,NULL,Wetland,Forest
1827,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1828,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1829,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1830,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1831,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1832,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1833,Bareland,NULL,Wetland,Water,Wetland,Grassland
1834,Bareland,NULL,Wetland,Water,Wetland,Wetland
1835,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1836,Bareland,NULL,Wetland,Water,Wetland,Water
1837,Bareland,NULL,Wetland,Water,Wetland,Forest
1838,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1839,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1840,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1841,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1842,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1843,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1844,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1845,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1846,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1847,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
1848,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1849,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1850,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1851,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1852,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1853,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1854,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1855,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1856,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1857,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1858,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1859,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1860,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1861,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1862,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1863,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1864,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1865,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1866,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1867,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1868,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1869,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1870,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1871,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1872,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1873,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1874,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1875,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1876,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1877,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1878,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1879,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1880,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1881,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1882,Bareland,NULL,Water,NULL,Water,Grassland
1883,Bareland,NULL,Water,NULL,Water,Wetland
1884,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
1885,Bareland,NULL,Water,NULL,Water,Bareland
1886,Bareland,NULL,Water,NULL,Water,Water
1887,Bareland,NULL,Water,NULL,Water,Forest
1888,Bareland,NULL,Water,Non_Water,Water,Grassland
1889,Bareland,NULL,Water,Non_Water,Water,Wetland
1890,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1891,Bareland,NULL,Water,Non_Water,Water,Bareland
1892,Bareland,NULL,Water,Water,Water,Grassland
1893,Bareland,NULL,Water,Water,Water,Wetland
1894,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
1895,Bareland,NULL,Water,Water,Water,Bareland
1896,Bareland,NULL,Water,Water,Water,Water
1897,Bareland,NULL,Water,Water,Water,Forest
1898,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1899,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1900,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1901,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1902,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1903,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1904,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1905,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1906,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1907,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1908,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1909,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1910,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1911,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1912,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1913,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1914,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1915,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1916,Bareland,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1917,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
1918,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1919,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1920,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1921,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1922,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1923,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1924,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1925,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1926,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1927,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1928,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1929,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1930,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1931,Bareland,Wetland,Shrubland,Water,Non_Wetland,Forest
1932,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1933,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1934,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1935,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1936,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1937,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
1938,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1939,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1940,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1941,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1942,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1943,Bareland,Wetland,Wetland,NULL,Wetland,NULL
1944,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1945,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1946,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1947,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1948,Bareland,Wetland,Wetland,NULL,Wetland,Water
1949,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1950,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1951,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1952,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1953,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1954,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1955,Bareland,Wetland,Wetland,Non_Water,Wetland,Forest
1956,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1957,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1958,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1959,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1960,Bareland,Wetland,Wetland,Water,Wetland,Water
1961,Bareland,Wetland,Wetland,Water,Wetland,Forest
1962,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1963,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1964,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1965,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1966,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1967,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1968,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1969,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1970,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1971,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1972,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1973,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1974,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1975,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1976,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1977,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1978,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
1979,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1980,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1981,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1982,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1983,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1984,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1985,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1986,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1987,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1988,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1989,Bareland,Wetland,Bareland,Water,Non_Wetland,Built-up
1990,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1991,Bareland,Wetland,Bareland,Water,Non_Wetland,Forest
1992,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1993,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1994,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1995,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1996,Bareland,Wetland,Built-up,NULL,Non_Wetland,Forest
1997,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1998,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1999,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
2000,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
2001,Bareland,Wetland,Water,NULL,Water,Grassland
2002,Bareland,Wetland,Water,NULL,Water,Wetland
2003,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
2004,Bareland,Wetland,Water,NULL,Water,Water
2005,Bareland,Wetland,Water,NULL,Water,Forest
2006,Bareland,Wetland,Water,Non_Water,Water,Grassland
