Value,SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_WorldCover_2021_43WEQ_M_R
1569,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1570,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1571,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1572,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1573,Wetland,Wetland,Wetland,NULL,Wetland,Water
1574,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1575,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1576,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1577,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1578,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1579,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1580,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1581,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1582,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1583,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1584,Wetland,Wetland,Wetland,Water,Wetland,Water
1585,Wetland,Wetland,Wetland,Water,Wetland,Forest
1586,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1587,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1588,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1589,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1590,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1591,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1592,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1593,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1594,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1595,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1596,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1597,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1598,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1599,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1600,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1601,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1602,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1603,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1604,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1605,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1606,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1607,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1608,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1609,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1610,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1611,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1612,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1613,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1614,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1615,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1616,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1617,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1618,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1619,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1620,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1621,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1622,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1623,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1624,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1625,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1626,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1627,Wetland,Wetland,Water,NULL,Water,Grassland
1628,Wetland,Wetland,Water,NULL,Water,Wetland
1629,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1630,Wetland,Wetland,Water,NULL,Water,Bareland
1631,Wetland,Wetland,Water,NULL,Water,Water
1632,Wetland,Wetland,Water,NULL,Water,Forest
1633,Wetland,Wetland,Water,Non_Water,Water,Grassland
1634,Wetland,Wetland,Water,Non_Water,Water,Wetland
1635,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1636,Wetland,Wetland,Water,Non_Water,Water,Water
1637,Wetland,Wetland,Water,Non_Water,Water,Forest
1638,Wetland,Wetland,Water,Water,Water,Grassland
1639,Wetland,Wetland,Water,Water,Water,Wetland
1640,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1641,Wetland,Wetland,Water,Water,Water,Bareland
1642,Wetland,Wetland,Water,Water,Water,Water
1643,Wetland,Wetland,Water,Water,Water,Forest
1644,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1645,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1646,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1647,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1648,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1649,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1650,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1651,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1652,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1653,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1654,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1655,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1656,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1657,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1658,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1659,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1660,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1661,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1662,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1663,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1664,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1665,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1666,Wetland,Bareland,Wetland,Water,Wetland,Water
1667,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1668,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1669,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1670,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1671,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1672,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1673,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
1674,Wetland,Bareland,Bareland,Water,Non_Wetland,Grassland
1675,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1676,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
1677,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1678,Wetland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1679,Wetland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1680,Wetland,Bareland,Water,Water,Water,Lichens_and_Mosses
1681,Wetland,Bareland,Water,Water,Water,Water
1682,Wetland,Bareland,Forest,NULL,Non_Wetland,Bareland
1683,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1684,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1685,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1686,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1687,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1688,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1689,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1690,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1691,Wetland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1692,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1693,Wetland,Built-up,Wetland,Water,Wetland,Water
1694,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1695,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1696,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1697,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1698,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1699,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1700,Wetland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1701,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1702,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
1703,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1704,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1705,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1706,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1707,Wetland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1708,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland
1709,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1710,Wetland,Built-up,Bareland,Water,Non_Wetland,Water
1711,Wetland,Built-up,Bareland,Water,Non_Wetland,Forest
1712,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1713,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1714,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1715,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1716,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1717,Wetland,Built-up,Built-up,Water,Non_Wetland,Built-up
1718,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1719,Wetland,Built-up,Water,NULL,Water,Water
1720,Wetland,Built-up,Water,NULL,Water,Forest
1721,Wetland,Built-up,Water,Water,Water,Grassland
1722,Wetland,Built-up,Water,Water,Water,Bareland
1723,Wetland,Built-up,Water,Water,Water,Water
1724,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1725,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1726,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1727,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1728,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1729,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1730,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1731,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1732,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1733,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1734,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1735,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1736,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1737,Wetland,Water,Grassland,Water,Non_Wetland,Water
1738,Wetland,Water,Wetland,NULL,Wetland,Grassland
1739,Wetland,Water,Wetland,NULL,Wetland,Wetland
1740,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1741,Wetland,Water,Wetland,NULL,Wetland,Water
1742,Wetland,Water,Wetland,NULL,Wetland,Forest
1743,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1744,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1745,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1746,Wetland,Water,Wetland,Non_Water,Wetland,Water
1747,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1748,Wetland,Water,Wetland,Water,Wetland,Grassland
1749,Wetland,Water,Wetland,Water,Wetland,Wetland
1750,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1751,Wetland,Water,Wetland,Water,Wetland,Bareland
1752,Wetland,Water,Wetland,Water,Wetland,Water
1753,Wetland,Water,Wetland,Water,Wetland,Forest
1754,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1755,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1756,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1757,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1758,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1759,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1760,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1761,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1762,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1763,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1764,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1765,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1766,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1767,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1768,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1769,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1770,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1771,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1772,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1773,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1774,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1775,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1776,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1777,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1778,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1779,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1780,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1781,Wetland,Water,Bareland,Water,Non_Wetland,Water
1782,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1783,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1784,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1785,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1786,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1787,Wetland,Water,Built-up,Water,Non_Wetland,Bareland
1788,Wetland,Water,Built-up,Water,Non_Wetland,Water
1789,Wetland,Water,Water,NULL,Water,Grassland
1790,Wetland,Water,Water,NULL,Water,Wetland
1791,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1792,Wetland,Water,Water,NULL,Water,Bareland
1793,Wetland,Water,Water,NULL,Water,Water
1794,Wetland,Water,Water,NULL,Water,Forest
1795,Wetland,Water,Water,Non_Water,Water,Grassland
1796,Wetland,Water,Water,Non_Water,Water,Wetland
1797,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1798,Wetland,Water,Water,Non_Water,Water,Bareland
1799,Wetland,Water,Water,Non_Water,Water,Water
1800,Wetland,Water,Water,Water,Water,Grassland
1801,Wetland,Water,Water,Water,Water,Wetland
1802,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1803,Wetland,Water,Water,Water,Water,Bareland
1804,Wetland,Water,Water,Water,Water,Water
1805,Wetland,Water,Water,Water,Water,Forest
1806,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1807,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1808,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1809,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1810,Wetland,Water,Forest,NULL,Non_Wetland,Water
1811,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1812,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1813,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1814,Wetland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1815,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1816,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1817,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1818,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1819,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1820,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1821,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1822,Wetland,Water,Forest,Water,Non_Wetland,Water
1823,Wetland,Water,Forest,Water,Non_Wetland,Forest
1824,Wetland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1825,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1826,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1827,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1828,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1829,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1830,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1831,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1832,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1833,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1834,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1835,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1836,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1837,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
1838,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1839,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1840,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
1841,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1842,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1843,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1844,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1845,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1846,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1847,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1848,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1849,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1850,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1851,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1852,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1853,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1854,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1855,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1856,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1857,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1858,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1859,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1860,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1861,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1862,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1863,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1864,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1865,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1866,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1867,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1868,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1869,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1870,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1871,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1872,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1873,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1874,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1875,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1876,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1877,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1878,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1879,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1880,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1881,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1882,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1883,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1884,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1885,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1886,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1887,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1888,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1889,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1890,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1891,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1892,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1893,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1894,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1895,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1896,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1897,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1898,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1899,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1900,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1901,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1902,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1903,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1904,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1905,Wetland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1906,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1907,Wetland,Permanent_ice_and_snow,Water,Water,Water,Forest
1908,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1909,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1910,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1911,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1912,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1913,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1914,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1915,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1916,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1917,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1918,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1919,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1920,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
1921,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1922,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1923,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1924,Wetland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1925,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1926,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1927,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1928,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1929,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1930,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1931,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1932,Wetland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1933,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
1934,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1935,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1936,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1937,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1938,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1939,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1940,Wetland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1941,Wetland,Forest,Wetland,NULL,Wetland,Bareland
1942,Wetland,Forest,Wetland,NULL,Wetland,Water
1943,Wetland,Forest,Wetland,NULL,Wetland,Forest
1944,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1945,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1946,Wetland,Forest,Wetland,Water,Wetland,Wetland
1947,Wetland,Forest,Wetland,Water,Wetland,Water
1948,Wetland,Forest,Wetland,Water,Wetland,Forest
