Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
414,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
415,NULL,Water,Bareland,Water,Non_Wetland,Grassland
416,NULL,Water,Bareland,Water,Non_Wetland,Wetland
417,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
418,NULL,Water,Bareland,Water,Non_Wetland,Bareland
419,NULL,Water,Bareland,Water,Non_Wetland,Water
420,NULL,Water,Bareland,Water,Non_Wetland,Forest
421,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
422,NULL,Water,Built-up,NULL,Non_Wetland,Water
423,NULL,Water,Built-up,NULL,Non_Wetland,Forest
424,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
425,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
426,NULL,Water,Built-up,Water,Non_Wetland,Built-up
427,NULL,Water,Built-up,Water,Non_Wetland,Water
428,NULL,Water,Water,NULL,Water,Grassland
429,NULL,Water,Water,NULL,Water,Wetland
430,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
431,NULL,Water,Water,NULL,Water,Bareland
432,NULL,Water,Water,NULL,Water,Water
433,NULL,Water,Water,NULL,Water,Forest
434,NULL,Water,Water,Non_Water,Water,Grassland
435,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
436,NULL,Water,Water,Non_Water,Water,Bareland
437,NULL,Water,Water,Non_Water,Water,Water
438,NULL,Water,Water,Non_Water,Water,Forest
439,NULL,Water,Water,Water,Water,Grassland
440,NULL,Water,Water,Water,Water,Wetland
441,NULL,Water,Water,Water,Water,Lichens_and_Mosses
442,NULL,Water,Water,Water,Water,Bareland
443,NULL,Water,Water,Water,Water,Water
444,NULL,Water,Water,Water,Water,Forest
445,NULL,Water,Forest,NULL,Non_Wetland,Grassland
446,NULL,Water,Forest,NULL,Non_Wetland,Wetland
447,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
448,NULL,Water,Forest,NULL,Non_Wetland,Bareland
449,NULL,Water,Forest,NULL,Non_Wetland,Water
450,NULL,Water,Forest,NULL,Non_Wetland,Forest
451,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
452,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
453,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
454,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
455,NULL,Water,Forest,Non_Water,Non_Wetland,Water
456,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
457,NULL,Water,Forest,Water,Non_Wetland,Grassland
458,NULL,Water,Forest,Water,Non_Wetland,Wetland
459,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
460,NULL,Water,Forest,Water,Non_Wetland,Bareland
461,NULL,Water,Forest,Water,Non_Wetland,Water
462,NULL,Water,Forest,Water,Non_Wetland,Forest
463,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
464,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
465,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
466,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
467,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
468,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
469,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
470,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
471,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
472,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
473,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
474,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
475,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
476,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
477,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
478,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
479,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
480,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
482,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
483,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
484,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
485,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
486,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
487,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
488,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
489,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
490,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
491,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
492,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
493,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
494,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
495,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
496,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
497,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
498,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
499,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
500,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
501,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
502,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
503,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
504,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
505,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
506,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
507,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
508,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
509,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
510,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
511,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
512,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
513,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
514,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
515,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
516,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
517,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
518,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
519,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
520,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
521,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
522,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
523,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
526,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
527,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
528,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
529,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
530,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
531,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
532,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
533,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
534,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
535,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
536,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
537,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
538,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
540,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
541,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
542,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
543,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
544,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
545,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
546,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
548,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
549,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
550,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
551,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
552,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
553,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
554,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
555,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
556,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
557,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
558,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
559,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
560,NULL,Forest,NULL,NULL,Non_Wetland,Forest
561,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
562,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
563,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
564,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
565,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
566,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
567,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
568,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
569,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
570,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
571,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
572,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
573,NULL,Forest,Shrubland,Water,Non_Wetland,Water
574,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
575,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
576,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
577,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
578,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
579,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
580,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
581,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
582,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
583,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
584,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
585,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
586,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
587,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
588,NULL,Forest,Grassland,Water,Non_Wetland,Forest
589,NULL,Forest,Wetland,NULL,Wetland,Grassland
590,NULL,Forest,Wetland,NULL,Wetland,Wetland
591,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
592,NULL,Forest,Wetland,NULL,Wetland,Bareland
593,NULL,Forest,Wetland,NULL,Wetland,Water
594,NULL,Forest,Wetland,NULL,Wetland,Forest
595,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
596,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
597,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
598,NULL,Forest,Wetland,Non_Water,Wetland,Water
599,NULL,Forest,Wetland,Non_Water,Wetland,Forest
600,NULL,Forest,Wetland,Water,Wetland,Grassland
601,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
602,NULL,Forest,Wetland,Water,Wetland,Bareland
603,NULL,Forest,Wetland,Water,Wetland,Water
604,NULL,Forest,Wetland,Water,Wetland,Forest
605,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
606,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
607,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
608,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
609,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
610,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
611,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
612,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
613,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
614,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
615,NULL,Forest,Bareland,NULL,Non_Wetland,Water
616,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
617,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
618,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
619,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
620,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
621,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
622,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
623,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
624,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
625,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
626,NULL,Forest,Bareland,Water,Non_Wetland,Forest
627,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
628,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
629,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
630,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
631,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
632,NULL,Forest,Water,NULL,Water,Grassland
633,NULL,Forest,Water,NULL,Water,Water
634,NULL,Forest,Water,NULL,Water,Forest
635,NULL,Forest,Water,Non_Water,Water,Bareland
636,NULL,Forest,Water,Non_Water,Water,Water
637,NULL,Forest,Water,Water,Water,Grassland
638,NULL,Forest,Water,Water,Water,Bareland
639,NULL,Forest,Water,Water,Water,Water
640,NULL,Forest,Water,Water,Water,Forest
641,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
642,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
643,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
644,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
645,NULL,Forest,Forest,NULL,Non_Wetland,Water
646,NULL,Forest,Forest,NULL,Non_Wetland,Forest
647,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
648,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
649,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
650,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
651,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
652,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
653,NULL,Forest,Forest,Water,Non_Wetland,Grassland
654,NULL,Forest,Forest,Water,Non_Wetland,Wetland
655,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
656,NULL,Forest,Forest,Water,Non_Wetland,Water
657,NULL,Forest,Forest,Water,Non_Wetland,Forest
658,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
659,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
660,Shrubland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
661,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
662,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Grassland
663,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
664,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
665,Shrubland,NULL,NULL,Water,Non_Wetland,Forest
666,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
667,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
668,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
669,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
670,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Built-up
671,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
672,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
673,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
674,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
675,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
676,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
677,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
678,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
679,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
680,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
681,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
682,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
683,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
684,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
685,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
686,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
687,Shrubland,NULL,Grassland,NULL,Non_Wetland,Built-up
688,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
689,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
690,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
691,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
692,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
693,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
694,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
695,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
696,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
697,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
698,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
699,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
700,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
701,Shrubland,NULL,Wetland,NULL,Wetland,NULL
702,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
703,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
704,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
705,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
706,Shrubland,NULL,Wetland,NULL,Wetland,Built-up
707,Shrubland,NULL,Wetland,NULL,Wetland,Water
708,Shrubland,NULL,Wetland,NULL,Wetland,Forest
709,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
710,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
711,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
712,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
713,Shrubland,NULL,Wetland,Non_Water,Wetland,Forest
714,Shrubland,NULL,Wetland,Water,Wetland,Grassland
715,Shrubland,NULL,Wetland,Water,Wetland,Wetland
716,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
717,Shrubland,NULL,Wetland,Water,Wetland,Water
718,Shrubland,NULL,Wetland,Water,Wetland,Forest
719,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
720,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
721,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
722,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
723,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
724,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
725,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
726,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
727,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
728,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
729,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
730,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
731,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
732,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
733,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
734,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
735,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
736,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
737,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
738,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
739,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
740,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
741,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
742,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
743,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
744,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
745,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
746,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
747,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
748,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
749,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
750,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
751,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
752,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
753,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
754,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
755,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
756,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
757,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
758,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
759,Shrubland,NULL,Built-up,NULL,Non_Wetland,Water
760,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
761,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
762,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
763,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
764,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Water
765,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Forest
766,Shrubland,NULL,Built-up,Water,Non_Wetland,Grassland
767,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
768,Shrubland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
769,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
770,Shrubland,NULL,Water,NULL,Water,Grassland
771,Shrubland,NULL,Water,NULL,Water,Wetland
772,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
773,Shrubland,NULL,Water,NULL,Water,Water
774,Shrubland,NULL,Water,NULL,Water,Forest
775,Shrubland,NULL,Water,Non_Water,Water,Grassland
776,Shrubland,NULL,Water,Non_Water,Water,Wetland
777,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
778,Shrubland,NULL,Water,Non_Water,Water,Water
779,Shrubland,NULL,Water,Non_Water,Water,Forest
780,Shrubland,NULL,Water,Water,Water,Grassland
781,Shrubland,NULL,Water,Water,Water,Wetland
782,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
783,Shrubland,NULL,Water,Water,Water,Water
784,Shrubland,NULL,Water,Water,Water,Forest
785,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
786,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
787,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
788,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
789,Shrubland,NULL,Forest,NULL,Non_Wetland,Built-up
790,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
791,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
792,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
793,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
794,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
795,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
796,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Forest
797,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
798,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
799,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
800,Shrubland,NULL,Forest,Water,Non_Wetland,Water
801,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
802,Shrubland,Cropland,Wetland,NULL,Wetland,Grassland
803,Shrubland,Cropland,Wetland,NULL,Wetland,Wetland
804,Shrubland,Cropland,Wetland,NULL,Wetland,Forest
805,Shrubland,Cropland,Bareland,NULL,Non_Wetland,Wetland
806,Shrubland,Cropland,Forest,NULL,Non_Wetland,Wetland
807,Shrubland,Cropland,Forest,NULL,Non_Wetland,Forest
808,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
809,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
810,Shrubland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
