Value,SIBERIA_2024_ESA_CALU_2024_43WFN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFN_M_R,SIBERIA_2024_WorldCover_2021_43WFN_M_R
1648,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1649,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1650,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1651,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1652,Bareland,Bareland,Water,NULL,Water,Bareland
1653,Bareland,Bareland,Water,Water,Water,Grassland
1654,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1655,Bareland,Bareland,Water,Water,Water,Bareland
1656,Bareland,Bareland,Water,Water,Water,Water
1657,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1658,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1659,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1660,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1661,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1662,Bareland,Water,Grassland,Water,Non_Wetland,Water
1663,Bareland,Water,Wetland,NULL,Wetland,Grassland
1664,Bareland,Water,Wetland,NULL,Wetland,Wetland
1665,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1666,Bareland,Water,Wetland,NULL,Wetland,Bareland
1667,Bareland,Water,Wetland,NULL,Wetland,Water
1668,Bareland,Water,Wetland,NULL,Wetland,Forest
1669,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1670,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1671,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1672,Bareland,Water,Wetland,Water,Wetland,Grassland
1673,Bareland,Water,Wetland,Water,Wetland,Wetland
1674,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1675,Bareland,Water,Wetland,Water,Wetland,Bareland
1676,Bareland,Water,Wetland,Water,Wetland,Water
1677,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1678,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1679,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1680,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1681,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1682,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1683,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1684,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1685,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1686,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1687,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1688,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1689,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1690,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1691,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1692,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1693,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1694,Bareland,Water,Bareland,Water,Non_Wetland,Water
1695,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1696,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1697,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1698,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1699,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1700,Bareland,Water,Built-up,Water,Non_Wetland,Water
1701,Bareland,Water,Water,NULL,Water,Grassland
1702,Bareland,Water,Water,NULL,Water,Wetland
1703,Bareland,Water,Water,NULL,Water,Water
1704,Bareland,Water,Water,NULL,Water,Forest
1705,Bareland,Water,Water,Non_Water,Water,Grassland
1706,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1707,Bareland,Water,Water,Non_Water,Water,Water
1708,Bareland,Water,Water,Water,Water,Grassland
1709,Bareland,Water,Water,Water,Water,Wetland
1710,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1711,Bareland,Water,Water,Water,Water,Bareland
1712,Bareland,Water,Water,Water,Water,Water
1713,Bareland,Water,Water,Water,Water,Forest
1714,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1715,Bareland,Water,Forest,NULL,Non_Wetland,Water
1716,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1717,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
1718,Bareland,Water,Forest,Water,Non_Wetland,Water
1719,Bareland,Water,Forest,Water,Non_Wetland,Forest
1720,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1721,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1722,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1723,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1724,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1725,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1726,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1727,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1728,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1729,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1730,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1731,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1732,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1733,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1734,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1735,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1736,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1737,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1738,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1739,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1740,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1741,Bareland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1742,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1743,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1744,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1745,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1746,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1747,Bareland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1748,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1749,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1750,Bareland,Forest,Grassland,Water,Non_Wetland,Wetland
1751,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1752,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1753,Bareland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1754,Bareland,Forest,Wetland,NULL,Wetland,Forest
1755,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1756,Bareland,Forest,Wetland,Water,Wetland,Grassland
1757,Bareland,Forest,Wetland,Water,Wetland,Wetland
1758,Bareland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1759,Bareland,Forest,Wetland,Water,Wetland,Bareland
1760,Bareland,Forest,Wetland,Water,Wetland,Forest
1761,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1762,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1763,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1764,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1765,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1766,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1767,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1768,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1769,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1770,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1771,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1772,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
1773,Bareland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1774,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1775,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1776,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1777,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
1778,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1779,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1780,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1781,Bareland,Forest,Water,NULL,Water,Grassland
1782,Bareland,Forest,Water,NULL,Water,Bareland
1783,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1784,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1785,Bareland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1786,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1787,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1788,Bareland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1789,Water,NULL,Wetland,Water,Wetland,Water
1790,Water,NULL,Water,Water,Water,Water
1791,Water,Cropland,Water,Water,Water,Water
1792,Water,Wetland,Wetland,NULL,Wetland,Water
1793,Water,Wetland,Wetland,Non_Water,Wetland,Water
1794,Water,Wetland,Wetland,Water,Wetland,Water
1795,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1796,Water,Wetland,Water,NULL,Water,Wetland
1797,Water,Wetland,Water,NULL,Water,Water
1798,Water,Wetland,Water,Non_Water,Water,Water
1799,Water,Wetland,Water,Water,Water,Wetland
1800,Water,Wetland,Water,Water,Water,Water
1801,Water,Wetland,Forest,Water,Non_Wetland,Water
1802,Water,Bareland,Wetland,Water,Wetland,Water
1803,Water,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1804,Water,Bareland,Water,Water,Water,Water
1805,Water,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1806,Water,Water,Wetland,NULL,Wetland,Water
1807,Water,Water,Wetland,Non_Water,Wetland,Water
1808,Water,Water,Wetland,Water,Wetland,Grassland
1809,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1810,Water,Water,Wetland,Water,Wetland,Water
1811,Water,Water,Bareland,NULL,Non_Wetland,Water
1812,Water,Water,Bareland,Water,Non_Wetland,Water
1813,Water,Water,Water,NULL,Water,Grassland
1814,Water,Water,Water,NULL,Water,Water
1815,Water,Water,Water,Non_Water,Water,Water
1816,Water,Water,Water,Water,Water,Wetland
1817,Water,Water,Water,Water,Water,Lichens_and_Mosses
1818,Water,Water,Water,Water,Water,Water
1819,Water,Water,Forest,NULL,Non_Wetland,Water
1820,Water,Water,Forest,Water,Non_Wetland,Water
1821,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1822,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1823,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1824,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1825,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1826,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1827,Forest,NULL,Wetland,NULL,Wetland,Grassland
1828,Forest,NULL,Wetland,NULL,Wetland,Wetland
1829,Forest,NULL,Wetland,NULL,Wetland,Forest
1830,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1831,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1832,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1834,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1835,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1836,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1837,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1838,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1839,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1840,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1841,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1842,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1843,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1844,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1845,Forest,Wetland,Wetland,NULL,Wetland,Water
1846,Forest,Wetland,Wetland,NULL,Wetland,Forest
1847,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1848,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1849,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1850,Forest,Wetland,Wetland,Water,Wetland,Water
1851,Forest,Wetland,Wetland,Water,Wetland,Forest
1852,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1853,Forest,Wetland,Water,NULL,Water,Wetland
1854,Forest,Wetland,Water,NULL,Water,Forest
1855,Forest,Wetland,Water,Water,Water,Wetland
1856,Forest,Wetland,Water,Water,Water,Water
1857,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1858,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1859,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1860,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1861,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1862,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1863,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1864,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1865,Forest,Wetland,Forest,Water,Non_Wetland,Water
1866,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1867,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1868,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1869,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1870,Forest,Bareland,Wetland,NULL,Wetland,Bareland
1871,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1872,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1873,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1874,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1875,Forest,Water,NULL,NULL,Non_Wetland,Water
1876,Forest,Water,NULL,NULL,Non_Wetland,Forest
1877,Forest,Water,NULL,Water,Non_Wetland,Water
1878,Forest,Water,NULL,Water,Non_Wetland,Forest
1879,Forest,Water,Wetland,NULL,Wetland,Wetland
1880,Forest,Water,Wetland,NULL,Wetland,Water
1881,Forest,Water,Wetland,NULL,Wetland,Forest
1882,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1883,Forest,Water,Wetland,Non_Water,Wetland,Forest
1884,Forest,Water,Wetland,Water,Wetland,Water
1885,Forest,Water,Wetland,Water,Wetland,Forest
1886,Forest,Water,Bareland,NULL,Non_Wetland,Water
1887,Forest,Water,Bareland,Water,Non_Wetland,Water
1888,Forest,Water,Water,NULL,Water,Wetland
1889,Forest,Water,Water,NULL,Water,Water
1890,Forest,Water,Water,NULL,Water,Forest
1891,Forest,Water,Water,Water,Water,Wetland
1892,Forest,Water,Water,Water,Water,Water
1893,Forest,Water,Water,Water,Water,Forest
1894,Forest,Water,Forest,NULL,Non_Wetland,Water
1895,Forest,Water,Forest,NULL,Non_Wetland,Forest
1896,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1897,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1898,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1899,Forest,Water,Forest,Water,Non_Wetland,Wetland
1900,Forest,Water,Forest,Water,Non_Wetland,Water
1901,Forest,Water,Forest,Water,Non_Wetland,Forest
1902,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1903,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1904,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1906,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1907,Forest,Forest,NULL,Water,Non_Wetland,Forest
1908,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1909,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1910,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1911,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1912,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1913,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1914,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1915,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1916,Forest,Forest,Wetland,NULL,Wetland,Grassland
1917,Forest,Forest,Wetland,NULL,Wetland,Wetland
1918,Forest,Forest,Wetland,NULL,Wetland,Water
1919,Forest,Forest,Wetland,NULL,Wetland,Forest
1920,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1921,Forest,Forest,Wetland,Non_Water,Wetland,Water
1922,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1923,Forest,Forest,Wetland,Water,Wetland,Wetland
1924,Forest,Forest,Wetland,Water,Wetland,Water
1925,Forest,Forest,Wetland,Water,Wetland,Forest
1926,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1927,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1928,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1929,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1930,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1931,Forest,Forest,Water,NULL,Water,Forest
1932,Forest,Forest,Water,Water,Water,Water
1933,Forest,Forest,Water,Water,Water,Forest
1934,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1935,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1936,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1937,Forest,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1938,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1939,Forest,Forest,Forest,NULL,Non_Wetland,Water
1940,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1941,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1942,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1943,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1944,Forest,Forest,Forest,Water,Non_Wetland,Water
1945,Forest,Forest,Forest,Water,Non_Wetland,Forest
