Value,SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,SIBERIA_2024_WorldCover_2021_42WWD_M_R
1522,Bareland,NULL,Water,Water,Water,Bareland
1523,Bareland,NULL,Water,Water,Water,Water
1524,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1525,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1526,Bareland,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
1527,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland
1528,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1529,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1530,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1531,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1532,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1533,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1534,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1535,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1536,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1537,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1538,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1539,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1540,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1541,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1542,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1543,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1544,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1545,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1546,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1547,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1548,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1549,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1550,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1551,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1552,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1553,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1554,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1555,Bareland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1556,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1557,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1558,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1559,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1560,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1561,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1562,Bareland,Wetland,Wetland,NULL,Wetland,Water
1563,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1564,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1565,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1566,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1567,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1568,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1569,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1570,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1571,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1572,Bareland,Wetland,Wetland,Water,Wetland,Water
1573,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1574,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1575,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1576,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1577,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1578,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1579,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1580,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1581,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1582,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1583,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1584,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1585,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1586,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1587,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1588,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1589,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1590,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1591,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1592,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1593,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1594,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1595,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1596,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1597,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1598,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1599,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1600,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1601,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1602,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1603,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1604,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1605,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1606,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1607,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1608,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1609,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1610,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1611,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1612,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1613,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1614,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1615,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1616,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1617,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1618,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1619,Bareland,Wetland,Water,NULL,Water,Grassland
1620,Bareland,Wetland,Water,NULL,Water,Wetland
1621,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1622,Bareland,Wetland,Water,NULL,Water,Bareland
1623,Bareland,Wetland,Water,NULL,Water,Water
1624,Bareland,Wetland,Water,Non_Water,Water,Grassland
1625,Bareland,Wetland,Water,Non_Water,Water,Wetland
1626,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1627,Bareland,Wetland,Water,Non_Water,Water,Bareland
1628,Bareland,Wetland,Water,Non_Water,Water,Water
1629,Bareland,Wetland,Water,Water,Water,Grassland
1630,Bareland,Wetland,Water,Water,Water,Wetland
1631,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1632,Bareland,Wetland,Water,Water,Water,Bareland
1633,Bareland,Wetland,Water,Water,Water,Water
1634,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1635,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1636,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1637,Bareland,Bareland,Wetland,NULL,Wetland,Water
1638,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1639,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1640,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1641,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1642,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1643,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1644,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1645,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1646,Bareland,Bareland,Wetland,Water,Wetland,Water
1647,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1648,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1649,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1650,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1651,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1652,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1653,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1654,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1655,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1656,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1657,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1658,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1659,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1660,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
1661,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1662,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1663,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1664,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1666,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1667,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1668,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1669,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1670,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1671,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1672,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1673,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1674,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1675,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1676,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1677,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1678,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1679,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1680,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1681,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1682,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1683,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1684,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
1685,Bareland,Bareland,Water,NULL,Water,Bareland
1686,Bareland,Bareland,Water,NULL,Water,Water
1687,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
1688,Bareland,Bareland,Water,Non_Water,Water,Bareland
1689,Bareland,Bareland,Water,Non_Water,Water,Water
1690,Bareland,Bareland,Water,Water,Water,Wetland
1691,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
1692,Bareland,Bareland,Water,Water,Water,Bareland
1693,Bareland,Bareland,Water,Water,Water,Water
1694,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1695,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1696,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1697,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1698,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
1699,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1700,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1701,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1702,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1703,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1704,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1705,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1706,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1707,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1708,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1709,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1710,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1711,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1712,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1713,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1714,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1715,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1716,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1717,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1718,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1719,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1720,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1721,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1722,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1723,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1724,Bareland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1725,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1726,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1727,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1728,Bareland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1729,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1730,Bareland,Water,Grassland,Water,Non_Wetland,Water
1731,Bareland,Water,Wetland,NULL,Wetland,Grassland
1732,Bareland,Water,Wetland,NULL,Wetland,Wetland
1733,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1734,Bareland,Water,Wetland,NULL,Wetland,Bareland
1735,Bareland,Water,Wetland,NULL,Wetland,Water
1736,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1737,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1738,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1739,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1740,Bareland,Water,Wetland,Non_Water,Wetland,Water
1741,Bareland,Water,Wetland,Water,Wetland,Grassland
1742,Bareland,Water,Wetland,Water,Wetland,Wetland
1743,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1744,Bareland,Water,Wetland,Water,Wetland,Bareland
1745,Bareland,Water,Wetland,Water,Wetland,Water
1746,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1747,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1748,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1749,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1750,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1751,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1752,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1753,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1754,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1755,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1756,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1757,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1758,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1759,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1760,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1761,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1762,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1763,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1764,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1765,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1766,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1767,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1768,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1769,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1770,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1771,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1772,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1773,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1774,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1775,Bareland,Water,Bareland,Water,Non_Wetland,Water
1776,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1777,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1778,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1779,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1780,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1781,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1782,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland
1783,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1784,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1785,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1786,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1787,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
1788,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1789,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1790,Bareland,Water,Built-up,Water,Non_Wetland,Water
1791,Bareland,Water,Water,NULL,Water,Grassland
1792,Bareland,Water,Water,NULL,Water,Wetland
1793,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
1794,Bareland,Water,Water,NULL,Water,Bareland
1795,Bareland,Water,Water,NULL,Water,Water
1796,Bareland,Water,Water,Non_Water,Water,Grassland
1797,Bareland,Water,Water,Non_Water,Water,Wetland
1798,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1799,Bareland,Water,Water,Non_Water,Water,Bareland
1800,Bareland,Water,Water,Non_Water,Water,Water
1801,Bareland,Water,Water,Water,Water,Grassland
1802,Bareland,Water,Water,Water,Water,Wetland
1803,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1804,Bareland,Water,Water,Water,Water,Bareland
1805,Bareland,Water,Water,Water,Water,Water
1806,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1807,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1808,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1809,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1810,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1811,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1812,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1813,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1814,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1815,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1816,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1817,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1818,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
1819,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1820,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1821,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1822,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1823,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1824,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1825,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1826,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1827,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1828,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1829,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1830,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1831,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1832,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1833,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1834,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1835,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1836,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1837,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1838,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1839,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1840,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1841,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1842,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1843,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1844,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1845,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1846,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1847,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1848,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1849,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1850,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1851,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1852,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1853,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1854,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1855,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1856,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1857,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1858,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1859,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1860,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1861,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1862,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1863,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1864,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1865,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1866,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1867,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1868,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1869,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1870,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1871,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1872,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1873,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1874,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1875,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1876,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1877,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1878,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1879,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1880,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1881,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1882,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1883,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1884,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1885,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1886,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1887,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1888,Bareland,Forest,Wetland,Water,Wetland,Wetland
1889,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1890,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
