Value,SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,SIBERIA_2024_WorldCover_2021_41WPS_M_R
1576,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1577,Bareland,NULL,Wetland,Water,Wetland,Grassland
1578,Bareland,NULL,Wetland,Water,Wetland,Wetland
1579,Bareland,NULL,Wetland,Water,Wetland,Bareland
1580,Bareland,NULL,Wetland,Water,Wetland,Water
1581,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1582,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1583,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1584,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1585,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1586,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1587,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1588,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1589,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1590,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1591,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1592,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1593,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1594,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1595,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1596,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1597,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1598,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1599,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1600,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1601,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1602,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1603,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1604,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1605,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1606,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1607,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1608,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1609,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1610,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1611,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1612,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1613,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1614,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1615,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1616,Bareland,NULL,Water,NULL,Water,Wetland
1617,Bareland,NULL,Water,NULL,Water,Water
1618,Bareland,NULL,Water,Non_Water,Water,Wetland
1619,Bareland,NULL,Water,Non_Water,Water,Bareland
1620,Bareland,NULL,Water,Non_Water,Water,Water
1621,Bareland,NULL,Water,Water,Water,Wetland
1622,Bareland,NULL,Water,Water,Water,Water
1623,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1624,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1625,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1626,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1627,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1628,Bareland,NULL,Forest,Water,Non_Wetland,Water
1629,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1630,Bareland,Wetland,NULL,NULL,Non_Wetland,Water
1631,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1632,Bareland,Wetland,NULL,Water,Non_Wetland,Water
1633,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1634,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1635,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1636,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1637,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1638,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1639,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1640,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1641,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1642,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1643,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1644,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1645,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1646,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1647,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1648,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1649,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1650,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1651,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1652,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1653,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1654,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1655,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1656,Bareland,Wetland,Wetland,NULL,Wetland,Water
1657,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1658,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1659,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1660,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1661,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1662,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1663,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1664,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1665,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1666,Bareland,Wetland,Wetland,Water,Wetland,Water
1667,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1668,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1669,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1670,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1671,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1672,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1673,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1674,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1675,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1676,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1677,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1678,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1679,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1680,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1681,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1682,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1683,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1684,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1685,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1686,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1687,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1688,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1689,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1690,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1691,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1692,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1693,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1694,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1695,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1696,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1697,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1698,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1699,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1700,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1701,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1702,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1703,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1704,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1705,Bareland,Wetland,Water,NULL,Water,Grassland
1706,Bareland,Wetland,Water,NULL,Water,Wetland
1707,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1708,Bareland,Wetland,Water,NULL,Water,Bareland
1709,Bareland,Wetland,Water,NULL,Water,Water
1710,Bareland,Wetland,Water,Non_Water,Water,Grassland
1711,Bareland,Wetland,Water,Non_Water,Water,Wetland
1712,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1713,Bareland,Wetland,Water,Non_Water,Water,Bareland
1714,Bareland,Wetland,Water,Non_Water,Water,Water
1715,Bareland,Wetland,Water,Water,NULL,Water
1716,Bareland,Wetland,Water,Water,Water,Grassland
1717,Bareland,Wetland,Water,Water,Water,Wetland
1718,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1719,Bareland,Wetland,Water,Water,Water,Bareland
1720,Bareland,Wetland,Water,Water,Water,Water
1721,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1722,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1723,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1724,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1725,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1726,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1727,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1728,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1729,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1730,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1731,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1732,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1733,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1734,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1735,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1736,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1737,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1738,Bareland,Bareland,Wetland,NULL,NULL,Wetland
1739,Bareland,Bareland,Wetland,NULL,NULL,Bareland
1740,Bareland,Bareland,Wetland,NULL,NULL,Water
1741,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1742,Bareland,Bareland,Wetland,NULL,Wetland,Water
1743,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
1744,Bareland,Bareland,Wetland,Non_Water,NULL,Water
1745,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1746,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1747,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1748,Bareland,Bareland,Wetland,Water,NULL,Water
1749,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1750,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1751,Bareland,Bareland,Wetland,Water,Wetland,Water
1752,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1753,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1754,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1755,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1756,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1757,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1758,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1759,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1760,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1761,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1762,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1763,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1764,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1765,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1766,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1767,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1768,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1769,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1770,Bareland,Bareland,Water,NULL,Water,Bareland
1771,Bareland,Bareland,Water,Non_Water,Water,Wetland
1772,Bareland,Bareland,Water,Water,NULL,Water
1773,Bareland,Bareland,Water,Water,Water,Bareland
1774,Bareland,Bareland,Water,Water,Water,Water
1775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1777,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1778,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1779,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1780,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1781,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1782,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1783,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1784,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1785,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1786,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1787,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1788,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1789,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1790,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
1791,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1792,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1793,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1794,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1795,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1796,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1797,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1798,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1799,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1800,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1801,Bareland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1802,Bareland,Water,Wetland,NULL,NULL,Bareland
1803,Bareland,Water,Wetland,NULL,NULL,Water
1804,Bareland,Water,Wetland,NULL,Wetland,Grassland
1805,Bareland,Water,Wetland,NULL,Wetland,Wetland
1806,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1807,Bareland,Water,Wetland,NULL,Wetland,Bareland
1808,Bareland,Water,Wetland,NULL,Wetland,Water
1809,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1810,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1811,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1812,Bareland,Water,Wetland,Non_Water,Wetland,Water
1813,Bareland,Water,Wetland,Water,NULL,Bareland
1814,Bareland,Water,Wetland,Water,NULL,Water
1815,Bareland,Water,Wetland,Water,Wetland,Grassland
1816,Bareland,Water,Wetland,Water,Wetland,Wetland
1817,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1818,Bareland,Water,Wetland,Water,Wetland,Bareland
1819,Bareland,Water,Wetland,Water,Wetland,Built-up
1820,Bareland,Water,Wetland,Water,Wetland,Water
1821,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1822,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1823,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1824,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1825,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1826,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1827,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1828,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1829,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1830,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1831,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1832,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1833,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1834,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1835,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1836,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1837,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1838,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1839,Bareland,Water,Bareland,Water,Non_Wetland,Water
1840,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1841,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1842,Bareland,Water,Built-up,Water,Non_Wetland,Water
1843,Bareland,Water,Water,NULL,NULL,Bareland
1844,Bareland,Water,Water,NULL,Water,Bareland
1845,Bareland,Water,Water,NULL,Water,Water
1846,Bareland,Water,Water,Non_Water,Water,Bareland
1847,Bareland,Water,Water,Water,NULL,Bareland
1848,Bareland,Water,Water,Water,NULL,Water
1849,Bareland,Water,Water,Water,Water,Bareland
1850,Bareland,Water,Water,Water,Water,Water
1851,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1852,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1853,Bareland,Water,Forest,NULL,Non_Wetland,Water
1854,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1855,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1856,Bareland,Water,Forest,Water,Non_Wetland,Water
1857,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1858,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1859,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1860,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1861,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1862,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1863,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1864,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1865,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1866,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1867,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1868,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1869,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1870,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1871,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1872,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1873,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1874,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1875,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1876,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1877,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1878,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1879,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1880,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1881,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1882,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1883,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1884,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1885,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1886,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1887,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1888,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1889,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1890,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1891,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1892,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1893,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1894,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1895,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1896,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1897,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1898,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1899,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1900,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1901,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1902,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1903,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1904,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1905,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1906,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1907,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1908,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1909,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1910,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1911,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1912,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1913,Bareland,Permanent_ice_and_snow,Water,Water,NULL,Bareland
1914,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1915,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1916,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1917,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1918,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1919,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1920,Water,NULL,Water,Water,Water,Water
1921,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1922,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1923,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1924,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1925,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1926,Water,Wetland,Wetland,NULL,Wetland,Wetland
1927,Water,Wetland,Wetland,NULL,Wetland,Water
1928,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1929,Water,Wetland,Wetland,Non_Water,Wetland,Water
1930,Water,Wetland,Wetland,Water,Wetland,Wetland
1931,Water,Wetland,Wetland,Water,Wetland,Water
1932,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1933,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1934,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1935,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1936,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1937,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1938,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1939,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1940,Water,Wetland,Bareland,Water,Non_Wetland,Water
1941,Water,Wetland,Water,NULL,Water,Wetland
1942,Water,Wetland,Water,NULL,Water,Water
1943,Water,Wetland,Water,Non_Water,Water,Wetland
1944,Water,Wetland,Water,Non_Water,Water,Water
1945,Water,Wetland,Water,Water,NULL,Water
1946,Water,Wetland,Water,Water,Water,Grassland
1947,Water,Wetland,Water,Water,Water,Wetland
1948,Water,Wetland,Water,Water,Water,Water
1949,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1950,Water,Wetland,Forest,NULL,Non_Wetland,Water
1951,Water,Wetland,Forest,Water,Non_Wetland,Water
1952,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1953,Water,Bareland,Wetland,Water,Wetland,Bareland
1954,Water,Bareland,Water,NULL,Water,Water
1955,Water,Bareland,Water,Water,NULL,Water
1956,Water,Bareland,Water,Water,Water,Water
1957,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1958,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1959,Water,Water,Shrubland,Water,Non_Wetland,Water
1960,Water,Water,Wetland,NULL,NULL,Bareland
1961,Water,Water,Wetland,NULL,NULL,Water
1962,Water,Water,Wetland,NULL,Wetland,Grassland
1963,Water,Water,Wetland,NULL,Wetland,Water
