Value,SIBERIA_2024_ESA_CALU_2024_44WND_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,SIBERIA_2024_WorldCover_2021_44WND_M_R
1618,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1619,Bareland,Water,Wetland,NULL,NULL,Grassland
1620,Bareland,Water,Wetland,NULL,NULL,Bareland
1621,Bareland,Water,Wetland,NULL,Wetland,Grassland
1622,Bareland,Water,Wetland,NULL,Wetland,Wetland
1623,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1624,Bareland,Water,Wetland,NULL,Wetland,Bareland
1625,Bareland,Water,Wetland,NULL,Wetland,Water
1626,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1627,Bareland,Water,Wetland,Non_Water,Wetland,Water
1628,Bareland,Water,Wetland,Water,NULL,Grassland
1629,Bareland,Water,Wetland,Water,NULL,Bareland
1630,Bareland,Water,Wetland,Water,NULL,Water
1631,Bareland,Water,Wetland,Water,Wetland,Grassland
1632,Bareland,Water,Wetland,Water,Wetland,Wetland
1633,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1634,Bareland,Water,Wetland,Water,Wetland,Bareland
1635,Bareland,Water,Wetland,Water,Wetland,Water
1636,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1637,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1638,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1639,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1640,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1641,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1642,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1643,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1644,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1645,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1646,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1647,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1648,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1649,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1650,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1651,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1652,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1653,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1654,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1655,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1656,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1657,Bareland,Water,Bareland,Water,Non_Wetland,Water
1658,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1659,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1660,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1661,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1662,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1663,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1664,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1665,Bareland,Water,Built-up,Water,Non_Wetland,Water
1666,Bareland,Water,Water,NULL,Water,Grassland
1667,Bareland,Water,Water,NULL,Water,Water
1668,Bareland,Water,Water,Water,NULL,Water
1669,Bareland,Water,Water,Water,Water,Grassland
1670,Bareland,Water,Water,Water,Water,Wetland
1671,Bareland,Water,Water,Water,Water,Water
1672,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1673,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1674,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1675,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1676,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1677,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1678,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1679,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
1680,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
1681,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1682,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1683,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1684,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1685,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1686,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1687,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1688,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1689,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1690,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1691,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1692,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1693,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1694,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1695,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1696,Bareland,Forest,Wetland,NULL,NULL,Grassland
1697,Bareland,Forest,Wetland,NULL,NULL,Bareland
1698,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1699,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1700,Bareland,Forest,Wetland,Water,Wetland,Grassland
1701,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1702,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1703,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1704,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1705,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1706,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1707,Water,Wetland,Wetland,NULL,Wetland,Water
1708,Water,Wetland,Wetland,Non_Water,Wetland,Water
1709,Water,Wetland,Wetland,Water,NULL,Water
1710,Water,Wetland,Wetland,Water,Wetland,Water
1711,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1712,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1713,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1714,Water,Wetland,Water,NULL,Water,Wetland
1715,Water,Wetland,Water,NULL,Water,Water
1716,Water,Wetland,Water,Non_Water,Water,Water
1717,Water,Wetland,Water,Water,NULL,Water
1718,Water,Wetland,Water,Water,Water,Wetland
1719,Water,Wetland,Water,Water,Water,Water
1720,Water,Bareland,Wetland,Water,Wetland,Water
1721,Water,Bareland,Water,Water,Water,Water
1722,Water,Water,Shrubland,NULL,Non_Wetland,Water
1723,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1724,Water,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1725,Water,Water,Shrubland,Water,Non_Wetland,Water
1726,Water,Water,Grassland,NULL,Non_Wetland,Water
1727,Water,Water,Wetland,NULL,Wetland,Water
1728,Water,Water,Wetland,Non_Water,Wetland,Water
1729,Water,Water,Wetland,Water,NULL,Water
1730,Water,Water,Wetland,Water,Wetland,Water
1731,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1732,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1733,Water,Water,Bareland,NULL,Non_Wetland,Water
1734,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1735,Water,Water,Bareland,Water,Non_Wetland,Water
1736,Water,Water,Built-up,NULL,Non_Wetland,Water
1737,Water,Water,Water,NULL,Water,Water
1738,Water,Water,Water,Non_Water,Water,Water
1739,Water,Water,Water,Water,NULL,Water
1740,Water,Water,Water,Water,Water,Lichens_and_Mosses
1741,Water,Water,Water,Water,Water,Bareland
1742,Water,Water,Water,Water,Water,Water
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1747,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1749,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1750,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1751,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1752,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1753,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1754,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1755,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1756,Forest,NULL,Wetland,NULL,Wetland,Grassland
1757,Forest,NULL,Wetland,NULL,Wetland,Wetland
1758,Forest,NULL,Wetland,NULL,Wetland,Water
1759,Forest,NULL,Wetland,NULL,Wetland,Forest
1760,Forest,NULL,Wetland,Water,Wetland,Wetland
1761,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1762,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1763,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1764,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1765,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1766,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1767,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1768,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1769,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1770,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1771,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1772,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1773,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1774,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1775,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1776,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1777,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1778,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1779,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1780,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1781,Forest,Wetland,Wetland,NULL,Wetland,Water
1782,Forest,Wetland,Wetland,NULL,Wetland,Forest
1783,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1784,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1785,Forest,Wetland,Wetland,Water,Wetland,Wetland
1786,Forest,Wetland,Wetland,Water,Wetland,Water
1787,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1788,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1789,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1790,Forest,Wetland,Water,NULL,Water,Wetland
1791,Forest,Wetland,Water,NULL,Water,Water
1792,Forest,Wetland,Water,NULL,Water,Forest
1793,Forest,Wetland,Water,Non_Water,Water,Wetland
1794,Forest,Wetland,Water,Water,Water,Wetland
1795,Forest,Wetland,Water,Water,Water,Water
1796,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1797,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1798,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1799,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1800,Forest,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1801,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1802,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1803,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1804,Forest,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1805,Forest,Water,Shrubland,Water,Non_Wetland,Water
1806,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1807,Forest,Water,Wetland,NULL,Wetland,Water
1808,Forest,Water,Wetland,Water,Wetland,Wetland
1809,Forest,Water,Wetland,Water,Wetland,Water
1810,Forest,Water,Water,NULL,Water,Water
1811,Forest,Water,Water,Water,Water,Grassland
1812,Forest,Water,Water,Water,Water,Wetland
1813,Forest,Water,Water,Water,Water,Water
1814,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1815,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1816,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1817,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1818,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1819,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1820,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1821,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1822,Forest,Forest,Wetland,NULL,Wetland,Wetland
1823,Forest,Forest,Wetland,NULL,Wetland,Forest
1824,Forest,Forest,Wetland,Water,Wetland,Wetland
1825,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1826,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1827,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1828,Forest,Forest,Forest,NULL,Non_Wetland,Forest
